"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.982275397E1,3.319950104E0,8.478000641E0,-2.731950045E0
7.982519734E1,2.877000093E0,8.053950310E0,-2.494950056E0
7.982764080E1,1.696950078E0,8.536050797E0,-2.209950209E0
7.983008418E1,1.516950130E0,8.253000259E0,-1.783950090E0
7.983252757E1,2.197050095E0,8.157000542E0,-1.687950134E0
7.983497118E1,3.265050173E0,7.791000366E0,-2.128950119E0
7.983741456E1,4.600950241E0,8.193000793E0,-3.424050093E0
7.983985802E1,5.190000057E0,8.554950714E0,-5.349000454E0
7.984230141E1,4.929000378E0,8.703000069E0,-6.118050098E0
7.984474479E1,4.024050236E0,9.064949989E0,-5.506950378E0
7.984718841E1,2.973000050E0,8.890050888E0,-4.284000397E0
7.984963178E1,2.566050053E0,8.764950752E0,-2.799000025E0
7.985207516E1,3.081000090E0,8.076000214E0,-2.086050034E0
7.985451862E1,3.250950098E0,7.567950249E0,-2.376000166E0
7.985696201E1,3.564000130E0,7.056000233E0,-2.731950045E0
7.985940540E1,3.466050148E0,7.300050259E0,-3.132000208E0
7.986184877E1,2.980050087E0,7.987050533E0,-2.500050068E0
7.986429238E1,2.973000050E0,8.683950424E0,-2.042999983E0
7.986673577E1,2.382000208E0,9.100950241E0,-2.115000010E0
7.986917915E1,1.783050060E0,8.622000694E0,-2.256000042E0
7.987162263E1,2.689950228E0,8.072999954E0,-2.581950188E0
7.987406602E1,3.973950148E0,7.831950188E0,-3.520050049E0
7.987650963E1,4.474050045E0,7.567950249E0,-4.063950062E0
7.987895302E1,4.414050102E0,7.918050289E0,-3.718950272E0
7.988139640E1,3.412950277E0,8.289000511E0,-3.172950268E0
7.988383985E1,3.223950148E0,8.401050568E0,-2.316000223E0
7.988628323E1,3.897000074E0,8.430000305E0,-2.787000179E0
7.988872662E1,2.382000208E0,8.842050552E0,-3.526950121E0
7.989117023E1,2.106000185E0,8.751000404E0,-3.550950050E0
7.989361362E1,2.752950191E0,8.479949951E0,-2.743950129E0
7.989605699E1,3.018000126E0,8.422950745E0,-2.344050169E0
7.989850045E1,2.997000217E0,7.918050289E0,-1.960950136E0
7.990094384E1,2.544000149E0,7.312050343E0,-1.813050032E0
7.990338722E1,2.094000101E0,7.300050259E0,-1.222050071E0
7.990583061E1,2.410050154E0,7.051050186E0,-1.171050072E0
7.990827422E1,3.286950111E0,6.919050217E0,-2.239050150E0
7.991071760E1,4.299000263E0,7.258950233E0,-3.289950132E0
7.991316106E1,4.342050076E0,7.506000519E0,-4.851000309E0
7.991560445E1,4.357050419E0,8.148000717E0,-5.197950363E0
7.991804783E1,3.691050291E0,8.503950119E0,-5.239050388E0
7.992049144E1,2.524950027E0,8.629050255E0,-4.156949997E0
7.992293483E1,1.845000029E0,7.975050449E0,-3.250050068E0
7.992537821E1,2.575050116E0,7.341000557E0,-2.473950148E0
7.992782167E1,3.898950100E0,6.904950142E0,-3.190050125E0
7.993026506E1,4.297049999E0,5.920950413E0,-3.810000181E0
7.993270844E1,4.347000122E0,6.057000160E0,-3.712050200E0
7.993515206E1,3.361050129E0,6.783000469E0,-3.958050251E0
7.993759544E1,3.813000202E0,7.101000309E0,-4.087950230E0
7.994003883E1,2.233050108E0,7.702050209E0,-4.882050037E0
7.994248229E1,1.227000117E0,7.422000408E0,-4.588050365E0
7.994492569E1,2.092050076E0,7.261950493E0,-3.934050083E0
7.994736907E1,3.652950287E0,6.847950459E0,-4.066050053E0
7.994981246E1,3.661950111E0,6.508050442E0,-4.738950253E0
7.995225607E1,3.994950294E0,6.994050503E0,-4.581000328E0
7.995469946E1,3.231000185E0,7.378950119E0,-5.131050110E0
7.995714293E1,2.611050129E0,7.707000256E0,-4.710000038E0
7.995958632E1,3.175950050E0,7.578000546E0,-4.104000092E0
7.996202993E1,2.149049997E0,7.810050488E0,-4.590000153E0
7.996447332E1,3.315000057E0,7.462950230E0,-4.825050354E0
7.996691670E1,3.811050177E0,7.318950176E0,-4.851000309E0
7.996936010E1,3.685950279E0,6.771000385E0,-5.263050079E0
7.997180356E1,3.523950100E0,6.639000416E0,-4.747950077E0
7.997424694E1,2.282999992E0,6.754050255E0,-4.291050434E0
7.997669056E1,1.546050072E0,6.898050308E0,-3.670950174E0
7.997913394E1,2.547000170E0,6.757050514E0,-3.385950089E0
7.998157733E1,3.138000250E0,6.852000237E0,-4.408050060E0
7.998402071E1,3.502050161E0,7.207050323E0,-5.827950478E0
7.998646417E1,3.760950089E0,8.176050186E0,-6.216000080E0
7.998890756E1,3.246000051E0,7.875000477E0,-5.064000130E0
7.999135095E1,2.745000124E0,8.088000298E0,-7.365000248E0
7.999379456E1,1.350000024E0,8.476050377E0,-8.421000481E0
7.999623795E1,1.993950129E0,7.630050182E0,-6.256950378E0
7.999868141E1,3.162000179E0,6.880950451E0,-4.645050049E0
8.000112479E1,3.337050200E0,6.603000164E0,-2.514000177E0
8.000356816E1,3.363000154E0,6.417000294E0,-2.119050026E0
8.000601178E1,3.178950071E0,6.915000439E0,-2.506950140E0
8.000845516E1,3.030000210E0,7.413000584E0,-3.585000277E0
8.001089855E1,2.061000109E0,8.428050041E0,-4.525950432E0
8.001334193E1,8.470500112E-1,8.665050507E0,-4.617000103E0
8.001578539E1,4.489500225E-1,8.713050842E0,-3.709050179E0
8.001822878E1,8.440500498E-1,8.479949951E0,-3.124950171E0
8.002067217E1,2.293050051E0,8.473050117E0,-3.345000267E0
8.002311578E1,3.298950195E0,8.694000244E0,-3.975000143E0
8.002555916E1,3.133050203E0,8.835000038E0,-4.447050095E0
8.002800254E1,2.431950092E0,8.923050880E0,-4.279050350E0
8.003044600E1,1.996050119E0,9.232050896E0,-3.135000229E0
8.003288939E1,1.711050034E0,8.892000198E0,-2.641050100E0
8.003533300E1,1.948050141E0,8.655000687E0,-2.230050087E0
8.003777639E1,2.748000145E0,8.506950378E0,-2.634000063E0
8.004021977E1,3.775050163E0,8.394000053E0,-3.261000156E0
8.004266323E1,3.933000088E0,8.212050438E0,-4.102050304E0
8.004510662E1,2.692950010E0,7.972950459E0,-3.589950085E0
8.004755000E1,1.528950095E0,8.406000137E0,-2.055000067E0
8.004999339E1,8.850000501E-1,8.832000732E0,-6.040500402E-1
8.005243700E1,1.492950082E0,8.566950798E0,-8.700000495E-2
8.005488039E1,2.860050201E0,8.619000435E0,-1.830000043E0
8.005732377E1,4.227000237E0,8.722050667E0,-4.143000126E0
8.005976723E1,4.048050404E0,9.031050682E0,-5.293950081E0
8.006221062E1,2.968050241E0,9.490950584E0,-5.158050060E0
8.006465398E1,2.398050070E0,9.571950912E0,-3.817050219E0
8.006709760E1,2.266950130E0,9.460050583E0,-2.215050220E0
8.006954098E1,2.307000160E0,8.859000206E0,-1.447050095E0
8.007198437E1,3.085050106E0,8.089950562E0,-1.609050035E0
8.007442783E1,4.057950020E0,7.426950455E0,-2.883000135E0
8.007687121E1,4.038000107E0,7.398000240E0,-3.811950207E0
8.007931483E1,3.139950037E0,7.780950546E0,-3.441000223E0
8.008175821E1,2.797950029E0,8.578950882E0,-2.284950018E0
8.008420160E1,1.942950130E0,9.253950119E0,-1.372050047E0
8.008664504E1,1.321050048E0,9.156000137E0,-8.790000677E-1
8.008908843E1,1.771050096E0,8.812950134E0,-1.284000039E0
8.009153181E1,2.728950024E0,8.755949974E0,-2.869050026E0
8.009397520E1,3.519000053E0,8.629050255E0,-3.895950079E0
8.009641881E1,3.703050137E0,8.734050751E0,-4.056000233E0
8.009886221E1,3.279000044E0,9.172050476E0,-3.616050243E0
8.010130560E1,3.222000122E0,9.393000603E0,-2.482950211E0
8.010374906E1,3.373050213E0,9.370950699E0,-2.557950020E0
8.010619267E1,3.166950226E0,9.217950821E0,-3.208950043E0
8.010863606E1,3.054000139E0,9.016950607E0,-3.673050165E0
8.011107944E1,3.400950193E0,8.308050156E0,-3.771000147E0
8.011352283E1,4.192049980E0,7.804950237E0,-3.043950081E0
8.011596629E1,4.204050064E0,7.768950462E0,-2.646000147E0
8.011840968E1,3.459000111E0,7.819950581E0,-2.215050220E0
8.012085306E1,2.413050175E0,8.374950409E0,-1.609050035E0
8.012329667E1,2.226000071E0,8.566950798E0,-1.834950089E0
8.012574006E1,2.839050055E0,8.518950462E0,-2.518950224E0
8.012818344E1,3.415950060E0,8.593050003E0,-3.541950226E0
8.013062690E1,3.595050097E0,8.788949966E0,-4.048950195E0
8.013307029E1,4.050000191E0,9.120000839E0,-3.975000143E0
8.013551366E1,4.396950245E0,9.321000099E0,-4.416000366E0
8.013795704E1,3.801000118E0,9.466950417E0,-4.897050381E0
8.014040065E1,2.956050158E0,9.402000427E0,-4.815000057E0
8.014284412E1,2.689950228E0,9.115050316E0,-4.186050415E0
8.014528742E1,2.911050081E0,8.374950409E0,-3.649050236E0
8.014773087E1,3.454050064E0,7.408050537E0,-3.172950268E0
8.015017426E1,4.089000225E0,6.739950180E0,-3.039000034E0
8.015261787E1,3.817950249E0,6.792000294E0,-2.850000143E0
8.015506126E1,3.480000257E0,7.309950352E0,-2.227050066E0
8.015750464E1,3.282000065E0,8.218950272E0,-2.550000191E0
8.015994812E1,2.215950012E0,8.494950294E0,-3.460050106E0
8.016239150E1,1.555050015E0,8.775000572E0,-3.439050198E0
8.016483489E1,1.804050088E0,8.614950180E0,-2.968950033E0
8.016727850E1,2.887050152E0,8.559000015E0,-3.100950241E0
8.016972189E1,3.354000092E0,8.440050125E0,-3.475050211E0
8.017216530E1,3.478050232E0,8.290950775E0,-3.664050102E0
8.017460876E1,3.781950235E0,7.839000225E0,-4.036950111E0
8.017705215E1,3.934950113E0,8.028000832E0,-4.303050041E0
8.017949576E1,4.009950161E0,8.251049995E0,-4.873050213E0
8.018193915E1,2.796000242E0,8.409000397E0,-5.055000305E0
8.018438253E1,2.128050089E0,8.503950119E0,-4.087950230E0
8.018682599E1,3.102000237E0,8.257950783E0,-3.001050234E0
8.018926938E1,3.682050228E0,7.891050339E0,-2.163000107E0
8.019171276E1,3.457050085E0,7.767000198E0,-2.754000187E0
8.019415638E1,2.865000248E0,7.876950264E0,-3.541950226E0
8.019659978E1,2.101050138E0,8.164050102E0,-4.030050278E0
8.019904316E1,1.443000078E0,8.160000801E0,-3.568050146E0
8.020148655E1,2.137050152E0,8.113950729E0,-2.493000031E0
8.020393000E1,3.246000051E0,8.254950523E0,-2.197950125E0
8.020637339E1,3.463950157E0,8.461050034E0,-2.598000050E0
8.020881678E1,3.706050158E0,8.610000610E0,-3.508050203E0
8.021126039E1,4.150950432E0,8.571000099E0,-4.791000366E0
8.021370378E1,3.670050144E0,8.706000328E0,-5.176950455E0
8.021614717E1,3.102000237E0,8.727000237E0,-4.413000107E0
8.021859063E1,3.415950060E0,8.044950485E0,-3.621000290E0
8.022103402E1,3.708000183E0,7.662000179E0,-3.192000151E0
8.022347740E1,3.607050180E0,7.462950230E0,-2.919000149E0
8.022592101E1,3.748950243E0,7.168050289E0,-2.895000219E0
8.022836440E1,3.706050158E0,7.611000538E0,-2.637000084E0
8.023080787E1,2.890950203E0,8.185950279E0,-2.388000011E0
8.023325126E1,2.298000097E0,9.048000336E0,-1.954050064E0
8.023569464E1,2.131950140E0,9.187050819E0,-2.395050049E0
8.023813803E1,1.627050042E0,9.373950005E0,-2.862000227E0
8.024058164E1,1.423950076E0,8.968950272E0,-3.139050245E0
8.024302503E1,2.371950150E0,8.667000771E0,-3.261000156E0
8.024546841E1,3.265050173E0,8.683950424E0,-2.814000130E0
8.024791187E1,3.166950226E0,8.623950005E0,-2.323050022E0
8.025035526E1,3.514050245E0,8.440050125E0,-2.019000053E0
8.025279887E1,3.804000139E0,8.346000671E0,-2.506950140E0
8.025524228E1,4.326000214E0,8.028000832E0,-3.271050215E0
8.025768566E1,3.853950262E0,8.218950272E0,-4.360050201E0
8.026012904E1,3.130950212E0,8.197950363E0,-4.320000172E0
8.026257250E1,3.447000265E0,8.233950615E0,-2.950050116E0
8.026501589E1,3.543000221E0,8.356050491E0,-1.918050051E0
8.026745950E1,3.853950262E0,8.064000130E0,-2.160000086E0
8.026990289E1,3.279000044E0,8.353950500E0,-2.797050238E0
8.027234627E1,1.795050144E0,8.631000519E0,-3.451050282E0
8.027478973E1,1.297050118E0,8.634000778E0,-3.022050142E0
8.027723312E1,1.792950034E0,8.586000443E0,-2.434950113E0
8.027967651E1,3.106950045E0,8.500050545E0,-2.481000185E0
8.028211989E1,3.777000189E0,8.638050079E0,-2.638950109E0
8.028456350E1,3.967050076E0,8.866050720E0,-3.532050133E0
8.028700689E1,4.234950066E0,8.920950890E0,-4.729050159E0
8.028945028E1,3.756000280E0,9.081000328E0,-5.347050190E0
8.029189372E1,3.235950232E0,9.019050598E0,-4.585950375E0
8.029433711E1,3.081000090E0,8.635950089E0,-3.541950226E0
8.029678049E1,3.406050205E0,7.863000393E0,-2.608050108E0
8.029922411E1,4.390050411E0,7.108950138E0,-2.500050068E0
8.030166749E1,4.780950069E0,6.799950123E0,-3.204000235E0
8.030411088E1,3.793950081E0,7.137000561E0,-3.688050270E0
8.030655434E1,2.712000132E0,7.851000309E0,-3.112950087E0
8.030899772E1,2.725950241E0,8.791950226E0,-2.437950134E0
8.031144134E1,1.953000069E0,8.998050690E0,-2.361000061E0
8.031388472E1,9.310500622E-1,9.321000099E0,-2.110050201E0
8.031632811E1,8.350500464E-1,9.145950317E0,-2.457000017E0
8.031877150E1,2.311950207E0,8.932950020E0,-3.361950159E0
8.032121496E1,3.484950066E0,8.799000740E0,-3.669000149E0
8.032365834E1,3.616950274E0,8.587950706E0,-3.703950167E0
8.032610173E1,3.787050247E0,8.404050827E0,-3.490950108E0
8.032854534E1,4.048050404E0,8.179050446E0,-3.534000158E0
8.033098881E1,4.350000381E0,7.975050449E0,-4.102050304E0
8.033343212E1,3.772950172E0,7.966050148E0,-4.744050026E0
8.033587558E1,3.085050106E0,7.990050316E0,-3.879000187E0
8.033831896E1,3.649950266E0,7.681050301E0,-2.998050213E0
8.034076258E1,4.159950256E0,7.378950119E0,-2.572050095E0
8.034320596E1,4.029000282E0,7.504050255E0,-2.887950182E0
8.034564935E1,2.947050095E0,7.858050346E0,-3.526950121E0
8.034809281E1,1.941000104E0,8.452050209E0,-3.847950220E0
8.035053619E1,1.456950068E0,8.428050041E0,-3.477000237E0
8.035297956E1,1.546050072E0,8.449049950E0,-2.983950138E0
8.035542318E1,2.578050137E0,8.581050873E0,-2.662950039E0
8.035786656E1,3.283950090E0,8.794050217E0,-2.938050032E0
8.036030995E1,3.777000189E0,8.962050438E0,-3.601050138E0
8.036275333E1,3.840000153E0,8.902050018E0,-4.918050289E0
8.036519676E1,3.427950144E0,9.022050858E0,-5.470950127E0
8.036764015E1,3.229050159E0,8.755949974E0,-4.894050121E0
8.037008353E1,3.337050200E0,8.109000206E0,-4.264950275E0
8.037252715E1,3.720000267E0,7.470000267E0,-3.748050213E0
8.037497053E1,4.017000198E0,6.880950451E0,-3.550950050E0
8.037741392E1,4.012050152E0,6.775950432E0,-3.216000080E0
8.037985738E1,3.514050245E0,7.333950520E0,-2.707950115E0
8.038230077E1,2.475000143E0,8.143050194E0,-2.422950029E0
8.038474438E1,2.251950026E0,9.141000748E0,-1.867950082E0
8.038718777E1,1.836000085E0,9.421050072E0,-2.613000154E0
8.038963113E1,1.134000063E0,9.880950928E0,-3.525000095E0
8.039207459E1,9.190500379E-1,9.438000679E0,-4.341000080E0
8.039451798E1,1.599000096E0,9.164999962E0,-4.399050236E0
8.039696136E1,2.616000175E0,9.012000084E0,-3.199050188E0
8.039940498E1,2.865000248E0,8.731950760E0,-2.146050215E0
8.040184837E1,3.274950266E0,8.332050323E0,-2.002050161E0
8.040429176E1,3.895050287E0,7.756950378E0,-2.755950212E0
8.040673514E1,4.326000214E0,8.008950233E0,-4.377000332E0
8.040917860E1,3.511950254E0,8.266950607E0,-5.766000271E0
8.041162223E1,2.307000160E0,8.278950691E0,-4.890000343E0
8.041406562E1,3.166950226E0,8.571000099E0,-3.312000275E0
8.041650900E1,3.301050186E0,8.503950119E0,-1.830000043E0
8.041895239E1,2.902950048E0,8.488050461E0,-1.849050045E0
8.042139584E1,2.439000130E0,8.348999977E0,-2.725050211E0
8.042383923E1,1.717950106E0,8.562000275E0,-3.712050200E0
8.042628261E1,1.170000076E0,8.467950821E0,-3.661050081E0
8.042872622E1,1.587000132E0,8.377950668E0,-2.967000246E0
8.043116961E1,2.985000134E0,8.518950462E0,-2.481000185E0
8.043361300E1,3.703050137E0,8.695950508E0,-2.634000063E0
8.043605646E1,3.700950146E0,8.988000870E0,-3.586950064E0
8.043849985E1,3.820050240E0,9.046050072E0,-4.921050072E0
8.044094323E1,3.411000252E0,9.060000420E0,-5.395050049E0
8.044338684E1,2.968050241E0,8.947050095E0,-4.492050171E0
8.044583023E1,3.205050230E0,8.310000420E0,-3.466950178E0
8.044827369E1,3.567000151E0,7.615950584E0,-3.088950157E0
8.045071700E1,4.194000244E0,7.176000118E0,-3.253950119E0
8.045316046E1,4.029000282E0,7.204050541E0,-3.613050222E0
8.045560384E1,2.652000189E0,7.791000366E0,-3.396000147E0
8.045804746E1,2.068050146E0,8.629050255E0,-2.376000166E0
8.046049085E1,1.918950081E0,9.265950203E0,-1.939950109E0
8.046293423E1,9.019500613E-1,9.714000702E0,-2.293950081E0
8.046537762E1,2.100000158E-2,9.520050049E0,-2.698950052E0
8.046782108E1,7.750500441E-1,9.241950035E0,-3.676050186E0
8.047026446E1,2.547000170E0,9.211050034E0,-4.114050388E0
8.047270807E1,3.009000063E0,8.899050713E0,-3.381000042E0
8.047515146E1,3.421050072E0,8.763000488E0,-2.923950195E0
8.047759484E1,3.580950260E0,8.380050659E0,-3.091950178E0
8.048003830E1,3.958950281E0,8.263050079E0,-3.436050177E0
8.048248169E1,3.933000088E0,8.325000763E0,-4.518000126E0
8.048492530E1,3.070950031E0,8.346000671E0,-4.915950298E0
8.048736845E1,2.926950216E0,8.341950417E0,-4.356000423E0
8.048981207E1,3.234000206E0,8.293950081E0,-3.283050060E0
8.049225553E1,3.516000271E0,8.053950310E0,-2.521950006E0
8.049469891E1,2.836050034E0,8.071050644E0,-2.497950077E0
8.049714230E1,2.046000004E0,8.365950584E0,-2.670000076E0
8.049958568E1,1.246950030E0,8.467950821E0,-3.148950100E0
8.050202930E1,1.270950079E0,8.445000648E0,-3.372000217E0
8.050447268E1,2.427000046E0,8.513999939E0,-3.841050148E0
8.050691607E1,3.199950218E0,8.722050667E0,-4.009050369E0
8.050935952E1,3.409050226E0,9.091050148E0,-3.835950136E0
8.051180291E1,3.978000164E0,8.919000626E0,-4.128000259E0
8.051424629E1,4.072050095E0,9.096000671E0,-4.677000046E0
8.051668991E1,3.217050076E0,8.926050186E0,-4.638000011E0
8.051913329E1,3.457050085E0,8.467950821E0,-4.320000172E0
8.052157668E1,3.813000202E0,7.723950386E0,-4.501950264E0
8.052402006E1,3.757950068E0,7.159050465E0,-4.360050201E0
8.052646352E1,3.792000294E0,6.900000095E0,-3.490950108E0
8.052890690E1,3.580950260E0,7.101000309E0,-2.434950113E0
8.053135052E1,2.881950140E0,7.798050404E0,-1.582950115E0
8.053379391E1,2.401050091E0,8.622000694E0,-1.152000070E0
8.053623736E1,2.233050108E0,9.028950691E0,-2.209950209E0
8.053868068E1,1.182000041E0,9.421050072E0,-3.490950108E0
8.054112413E1,7.849500179E-1,9.235050201E0,-3.736050129E0
8.054356754E1,2.077050209E0,8.713050842E0,-4.023000240E0
8.054601115E1,3.319950104E0,8.416049957E0,-3.312000275E0
8.054845454E1,3.898950100E0,8.137949944E0,-2.349000216E0
8.055089792E1,4.371000290E0,8.032950401E0,-2.716050148E0
8.055334138E1,3.792000294E0,8.076000214E0,-3.328950167E0
8.055578477E1,3.661950111E0,8.362950325E0,-4.023000240E0
8.055822838E1,2.986950159E0,8.967000008E0,-4.863000393E0
8.056067177E1,2.058000088E0,8.872950554E0,-4.545000076E0
8.056311515E1,2.295000076E0,8.500050545E0,-3.144000053E0
8.056555854E1,3.186000109E0,8.124000549E0,-1.345950007E0
8.056800199E1,3.631050110E0,7.980000496E0,-1.372050047E0
8.057044538E1,3.301050186E0,7.839000225E0,-2.385000229E0
8.057288899E1,1.978950143E0,8.061000824E0,-3.228000164E0
8.057533238E1,1.126950026E0,8.491950035E0,-3.661050081E0
8.057777576E1,1.596000075E0,8.406000137E0,-3.738000154E0
8.058021922E1,2.809950113E0,8.401050568E0,-3.427050114E0
8.058266261E1,3.226950169E0,8.385000229E0,-3.124950171E0
8.058510599E1,3.721950293E0,8.458950043E0,-3.108000040E0
8.058754938E1,4.736999989E0,8.389050484E0,-4.075950146E0
8.058999299E1,4.159950256E0,8.710050583E0,-4.890000343E0
8.059243637E1,3.001950026E0,8.746050835E0,-4.963950157E0
8.059487975E1,3.064050198E0,8.679000854E0,-4.686000347E0
8.059732321E1,2.791050196E0,8.397000313E0,-4.240950108E0
8.059976660E1,2.419950008E0,8.236050606E0,-3.343050241E0
8.060220998E1,2.812050104E0,7.654050350E0,-2.500050068E0
8.060465358E1,3.399000168E0,7.401000500E0,-2.308950186E0
8.060709697E1,3.018000126E0,7.939050198E0,-2.433000088E0
8.060954043E1,1.957950115E0,8.818050385E0,-2.767950058E0
8.061198381E1,1.666050076E0,9.157950401E0,-3.855000257E0
8.061442720E1,1.084050059E0,9.532050133E0,-4.126049995E0
8.061687081E1,9.330000281E-1,9.424050331E0,-3.745050192E0
8.061931420E1,1.828050137E0,8.890050888E0,-3.111000061E0
8.062175758E1,3.327000141E0,8.204999924E0,-2.481000185E0
8.062420097E1,4.335000038E0,7.888950348E0,-2.617050171E0
8.062664443E1,3.976050138E0,8.181000710E0,-3.700050116E0
8.062908781E1,3.286950111E0,8.418000221E0,-4.195050240E0
8.063153120E1,3.736950159E0,8.674050331E0,-4.459050179E0
8.063397481E1,2.908050060E0,9.097949982E0,-4.978050232E0
8.063641820E1,2.025000095E0,9.160050392E0,-4.296000004E0
8.063886158E1,2.476950169E0,8.907000542E0,-2.998050213E0
8.064130503E1,3.154950142E0,8.337000847E0,-2.074050188E0
8.064374841E1,3.430050135E0,8.023050308E0,-2.586000204E0
8.064619203E1,2.796000242E0,8.047050476E0,-3.469950199E0
8.064863541E1,1.654050112E0,8.386950493E0,-4.189949989E0
8.065107880E1,1.177050114E0,8.566950798E0,-4.368000031E0
8.065352225E1,1.326000094E0,8.583000183E0,-3.817050219E0
8.065596564E1,2.230950117E0,8.566950798E0,-3.127050161E0
8.065840903E1,3.193050146E0,8.221950531E0,-3.100950241E0
8.066085264E1,4.084050179E0,8.173950195E0,-3.496050119E0
8.066329603E1,4.720950127E0,8.251049995E0,-4.582950115E0
8.066573941E1,3.652950287E0,8.631000519E0,-5.272950172E0
8.066818280E1,2.704950094E0,8.791950226E0,-4.966050148E0
8.067062625E1,3.081000090E0,8.670000076E0,-4.633050442E0
8.067306964E1,2.515950203E0,8.467950821E0,-4.024950027E0
8.067551302E1,2.106000185E0,7.999050617E0,-3.300000191E0
8.067795666E1,2.652000189E0,7.573050499E0,-2.710950136E0
8.068040005E1,3.313050270E0,7.314000130E0,-2.887950182E0
8.068284343E1,3.198000193E0,7.870050430E0,-1.990050077E0
8.068528689E1,1.873950124E0,8.434950829E0,-2.710950136E0
8.068773028E1,1.620000124E0,8.820000648E0,-3.645000219E0
8.069017389E1,1.090950012E0,8.827950478E0,-4.234050274E0
8.069261728E1,8.869500160E-1,8.779950142E0,-3.919950247E0
8.069506066E1,2.082000017E0,8.239050865E0,-2.823000193E0
8.069750412E1,3.435000181E0,8.049000740E0,-2.578950167E0
8.069994751E1,3.724950075E0,8.245950699E0,-3.096000195E0
8.070239090E1,3.649950266E0,8.397000313E0,-3.610950232E0
8.070483451E1,2.760000229E0,8.890050888E0,-4.312950134E0
8.070727790E1,3.355950117E0,9.022050858E0,-4.582950115E0
8.070972128E1,3.066000223E0,9.040950775E0,-4.983000278E0
8.071216466E1,2.245050192E0,8.887950897E0,-4.207050323E0
8.071460812E1,2.407950163E0,8.518950462E0,-2.863950253E0
8.071705151E1,3.198000193E0,7.927050591E0,-2.268000126E0
8.071949513E1,3.835050106E0,7.741050243E0,-3.268950224E0
8.072193851E1,3.231000185E0,7.936950207E0,-4.456050396E0
8.072438197E1,1.702050090E0,8.476050377E0,-4.983000278E0
8.072682528E1,9.070500135E-1,8.682000160E0,-4.273950100E0
8.072926874E1,1.222950101E0,8.491950035E0,-3.088950157E0
8.073171213E1,2.452950001E0,8.409000397E0,-2.569950104E0
8.073415574E1,3.676950216E0,8.116950035E0,-2.895000219E0
8.073659910E1,3.910950184E0,8.449049950E0,-3.781050205E0
8.073904248E1,3.841950178E0,8.785050392E0,-5.200950146E0
8.074148594E1,3.528000116E0,9.000000000E0,-5.626950264E0
8.074392933E1,3.102000237E0,9.156000137E0,-5.110050201E0
8.074637271E1,2.608950138E0,9.249000549E0,-3.982050180E0
8.074881633E1,2.142000198E0,9.031050682E0,-3.549000263E0
8.075125971E1,2.386050224E0,8.265000343E0,-3.760050297E0
8.075370310E1,3.478050232E0,7.342950344E0,-2.281949997E0
8.075614648E1,3.694050074E0,7.365000248E0,-2.646000147E0
8.075858994E1,3.241050243E0,7.786050320E0,-2.830950022E0
8.076103356E1,2.104050159E0,8.344050407E0,-3.142050266E0
8.076347694E1,1.807050109E0,9.151050568E0,-3.664050102E0
8.076592033E1,1.311000109E0,9.318000793E0,-4.023000240E0
8.076836371E1,9.469500184E-1,9.084000587E0,-3.910050154E0
8.077080717E1,1.588950038E0,8.727000237E0,-3.369000196E0
8.077325056E1,2.671050072E0,8.457000732E0,-2.686950207E0
8.077569394E1,3.238950253E0,8.320050240E0,-2.419050217E0
8.077813756E1,3.636000156E0,8.437050819E0,-2.979000092E0
8.078058094E1,3.733950138E0,8.470950127E0,-3.637050152E0
8.078302433E1,3.502050161E0,8.847000122E0,-3.939000130E0
8.078546778E1,3.411000252E0,9.376049995E0,-4.554000378E0
8.078791117E1,2.671050072E0,9.376049995E0,-4.762950420E0
8.079035455E1,1.855050087E0,8.931000710E0,-3.870000124E0
8.079279794E1,2.230950117E0,8.554950714E0,-3.490950108E0
8.079524155E1,3.081000090E0,8.088000298E0,-2.926050186E0
8.079768502E1,3.319950104E0,8.160000801E0,-3.142050266E0
8.080012832E1,2.392950058E0,8.356050491E0,-3.340950251E0
8.080257178E1,1.074000001E0,8.478000641E0,-3.775950193E0
8.080501517E1,8.110500574E-1,8.428050041E0,-3.604050159E0
8.080745878E1,1.974000096E0,8.064000130E0,-3.172950268E0
8.080990216E1,3.382050276E0,8.131050110E0,-2.863950253E0
8.081234554E1,3.931050301E0,8.095050812E0,-3.205950260E0
8.081478900E1,3.823050261E0,8.551950455E0,-4.035000324E0
8.081723239E1,3.528000116E0,9.057000160E0,-4.698000431E0
8.081967577E1,3.454050064E0,9.199050903E0,-4.879950047E0
8.082211938E1,2.664000034E0,9.490950584E0,-5.230050087E0
8.082456277E1,2.548950195E0,9.034049988E0,-4.437000275E0
8.082700615E1,2.548950195E0,8.526000023E0,-3.241950035E0
8.082944961E1,2.844000101E0,7.719000340E0,-3.268950224E0
8.083189300E1,3.406050205E0,7.461000443E0,-2.694000244E0
8.083433638E1,3.628950119E0,7.105950356E0,-2.421000004E0
8.083678000E1,3.279000044E0,7.630050182E0,-2.353950024E0
8.083922338E1,2.242950201E0,8.737050056E0,-2.473950148E0
8.084166684E1,1.611000061E0,8.976000786E0,-3.454950094E0
8.084411024E1,1.122000098E0,8.884950638E0,-4.078050137E0
8.084655363E1,1.399950027E0,8.586000443E0,-3.628050089E0
8.084899701E1,2.524950027E0,8.341950417E0,-3.043950081E0
8.085144062E1,3.289050102E0,8.287050247E0,-2.634000063E0
