"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
9.915343701E1,1.110805333E1,7.734446667E1,2.945109402E2,4.357123375E0,1.403999996E1,1.399999976E0,1.080000019E1
1.001561656E2,1.110809500E1,7.734447833E1,2.946107964E2,5.827684879E0,2.135000038E1,1.600000024E0,1.100000000E1
1.011558575E2,1.110814833E1,7.734449667E1,2.951106129E2,6.614180565E0,1.536999989E1,1.600000024E0,1.080000019E1
1.021613314E2,1.110821500E1,7.734451333E1,2.947103826E2,7.200448990E0,1.481000042E1,1.600000024E0,1.060000038E1
1.031623475E2,1.110828000E1,7.734453167E1,2.944101584E2,7.208169937E0,1.401000023E1,1.700000048E0,1.089999962E1
1.041573287E2,1.110834500E1,7.734455167E1,2.940099343E2,7.232361794E0,1.156000042E1,1.600000024E0,1.100000000E1
1.051628530E2,1.110841000E1,7.734456833E1,2.939097099E2,7.552004337E0,1.498999977E1,1.600000024E0,1.089999962E1
1.061661065E2,1.110848000E1,7.734458500E1,2.935094680E2,8.110478401E0,1.436999989E1,1.500000000E0,1.069999981E1
1.071659111E2,1.110855333E1,7.734460333E1,2.931092146E2,8.354455948E0,1.568999958E1,1.500000000E0,1.050000000E1
1.081608843E2,1.110862500E1,7.734462167E1,2.928089671E2,8.206730843E0,1.468999958E1,1.500000000E0,1.039999962E1
1.091628976E2,1.110869833E1,7.734463500E1,2.923087131E2,8.476445198E0,1.542000008E1,1.500000000E0,1.050000000E1
1.101603869E2,1.110877333E1,7.734465500E1,2.921084543E2,8.577845573E0,1.497999954E1,1.399999976E0,1.050000000E1
1.111618243E2,1.110884667E1,7.734467333E1,2.919082010E2,8.240187645E0,1.481999969E1,1.399999976E0,1.060000038E1
1.121577509E2,1.110892000E1,7.734469167E1,2.918079477E2,8.236070633E0,1.296000004E1,1.399999976E0,1.050000000E1
1.131612549E2,1.110899167E1,7.734471000E1,2.916077002E2,7.997754097E0,1.347000027E1,1.399999976E0,1.069999981E1
1.141597575E2,1.110906000E1,7.734472667E1,2.914074641E2,7.725465775E0,1.068999958E1,1.399999976E0,1.080000019E1
1.151630801E2,1.110912833E1,7.734473667E1,2.910072271E2,7.583917141E0,9.000000000E0,1.399999976E0,1.080000019E1
1.161631050E2,1.110919667E1,7.734474667E1,2.906069901E2,7.559210777E0,5.250000000E0,1.399999976E0,1.089999962E1
1.171591684E2,1.110926333E1,7.734475000E1,2.903067579E2,7.591638088E0,3.588299866E2,1.399999976E0,1.100000000E1
1.181590721E2,1.110933333E1,7.734474833E1,2.900065135E2,7.770246506E0,3.573900146E2,1.399999976E0,1.119999981E1
1.191618693E2,1.110940500E1,7.734474333E1,2.897062627E2,7.972017765E0,3.543099976E2,1.500000000E0,1.139999962E1
1.201689364E2,1.110947500E1,7.734473500E1,2.896060173E2,7.992092133E0,3.523599854E2,1.700000048E0,1.180000019E1
1.211678872E2,1.110954167E1,7.734472500E1,2.895057832E2,7.839734077E0,3.521600037E2,1.799999952E0,1.250000000E1
1.221586929E2,1.110961000E1,7.734471500E1,2.893055434E2,7.816571712E0,3.525400085E2,2.000000000E0,1.230000019E1
1.231624478E2,1.110967500E1,7.734470000E1,2.893053144E2,7.352807045E0,3.483800049E2,2.200000048E0,1.260000038E1
1.241602182E2,1.110974000E1,7.734469000E1,2.891050862E2,7.468619347E0,3.490100098E2,2.500000000E0,1.289999962E1
1.251603112E2,1.110980833E1,7.734467667E1,2.889048459E2,7.612226963E0,3.497999878E2,2.799999952E0,1.319999981E1
1.261621360E2,1.110987333E1,7.734466500E1,2.887046174E2,7.444941998E0,3.498599854E2,3.299999952E0,1.330000019E1
1.271623635E2,1.110993167E1,7.734465500E1,2.885044125E2,6.965735912E0,3.500799866E2,3.700000048E0,1.339999962E1
1.281596643E2,1.110999167E1,7.734464833E1,2.883042021E2,6.858673573E0,3.509299927E2,4.199999809E0,1.350000000E1
1.291623523E2,1.111006667E1,7.734461167E1,2.883039352E2,6.886468410E0,3.473699951E2,3.599999905E0,1.419999981E1
1.301598105E2,1.111006667E1,7.734454167E1,2.891039252E2,5.869377613E0,3.341300049E2,3.400000095E0,1.419999981E1
1.311613499E2,1.111011833E1,7.734451667E1,2.891037414E2,5.871436596E0,3.359800110E2,3.200000048E0,1.410000038E1
1.321553062E2,1.111018667E1,7.734448000E1,2.889034977E2,6.534913540E0,3.392500000E2,3.099999905E0,1.419999981E1
1.331601052E2,1.111029667E1,7.734449667E1,2.883031162E2,7.454721928E0,3.477200012E2,2.700000048E0,1.330000019E1
1.341606745E2,1.111038667E1,7.734449833E1,2.887028024E2,7.456265926E0,3.509200134E2,2.299999952E0,1.269999981E1
1.351636566E2,1.111046667E1,7.734449000E1,2.888025220E2,7.874220371E0,3.518399963E2,2.099999905E0,1.289999962E1
1.361605053E2,1.111054667E1,7.734448500E1,2.889022422E2,7.872161865E0,3.544700012E2,2.000000000E0,1.169999981E1
1.371689883E2,1.111062167E1,7.734448333E1,2.896019802E2,8.124375343E0,3.563599854E2,1.799999952E0,1.150000000E1
1.381671564E2,1.111070000E1,7.734448167E1,2.898017066E2,8.262835503E0,3.571300049E2,1.700000048E0,1.119999981E1
1.391644225E2,1.111077667E1,7.734448167E1,2.899014391E2,8.626744270E0,2.170000076E0,1.700000048E0,1.139999962E1
1.401607822E2,1.111085333E1,7.734448500E1,2.902011720E2,8.649392128E0,3.950000048E0,1.600000024E0,1.100000000E1
1.411612748E2,1.111093167E1,7.734449000E1,2.902008994E2,8.759542465E0,3.569999933E0,1.600000024E0,1.080000019E1
1.421607631E2,1.111101167E1,7.734449500E1,2.904006210E2,8.916533470E0,2.700000048E0,1.500000000E0,1.089999962E1
1.431653899E2,1.111109167E1,7.734450167E1,2.908003428E2,8.562404633E0,3.200000048E0,1.500000000E0,1.080000019E1
1.441579490E2,1.111116667E1,7.734450667E1,2.908000818E2,7.826866150E0,4.269999981E0,1.500000000E0,1.050000000E1
1.451609006E2,1.111123333E1,7.734451500E1,2.910998503E2,7.021326065E0,6.230000019E0,1.399999976E0,1.039999962E1
1.461674570E2,1.111129333E1,7.734452333E1,2.910996422E2,6.403659344E0,9.149999619E0,1.399999976E0,1.019999981E1
1.471597521E2,1.111134833E1,7.734453167E1,2.908994514E2,5.550764561E0,9.210000038E0,1.399999976E0,1.010000038E1
1.481608912E2,1.111139333E1,7.734453833E1,2.904992954E2,4.564556599E0,1.144999981E1,1.399999976E0,1.000000000E1
1.491610151E2,1.111143000E1,7.734454167E1,2.904991679E2,3.279295206E0,7.519999981E0,1.399999976E0,1.019999981E1
1.501634856E2,1.111146000E1,7.734454833E1,2.904990642E2,2.955020189E0,9.989999771E0,1.299999952E0,1.019999981E1
1.511633929E2,1.111149500E1,7.734455167E1,2.901989425E2,4.601616859E0,2.579999924E0,1.399999976E0,1.050000000E1
1.521617216E2,1.111155000E1,7.734455667E1,2.897987513E2,6.606974602E0,4.239999771E0,1.399999976E0,1.050000000E1
1.531622521E2,1.111161500E1,7.734456000E1,2.898985250E2,7.787747383E0,2.180000067E0,1.399999976E0,1.030000019E1
1.541640865E2,1.111169000E1,7.734456167E1,2.898982635E2,8.487255096E0,2.150000095E0,1.399999976E0,1.019999981E1
1.551664394E2,1.111176833E1,7.734456833E1,2.902979912E2,8.680789948E0,4.900000095E0,1.299999952E0,1.019999981E1
1.561562902E2,1.111184333E1,7.734457500E1,2.905977304E2,8.393060684E0,5.829999924E0,1.299999952E0,1.000000000E1
1.571564764E2,1.111192000E1,7.734458500E1,2.906974644E2,8.065697670E0,4.239999771E0,1.299999952E0,9.800000191E0
1.581610382E2,1.111199167E1,7.734459167E1,2.911972152E2,7.899441719E0,4.340000153E0,1.299999952E0,1.000000000E1
1.591550895E2,1.111205833E1,7.734460000E1,2.912969838E2,7.444941998E0,5.570000172E0,1.299999952E0,9.699999809E0
1.601615185E2,1.111212667E1,7.734460833E1,2.919967466E2,7.674508095E0,6.610000134E0,1.200000048E0,9.699999809E0
1.611637708E2,1.111219833E1,7.734461667E1,2.924964977E2,7.805762291E0,7.050000191E0,1.200000048E0,9.500000000E0
1.621644985E2,1.111226667E1,7.734462333E1,2.929962603E2,7.695611954E0,6.119999886E0,1.200000048E0,9.800000191E0
1.631617124E2,1.111233167E1,7.734463167E1,2.935960347E2,7.101622581E0,6.809999943E0,1.200000048E0,9.800000191E0
1.641638709E2,1.111239000E1,7.734463500E1,2.938958316E2,5.794228077E0,4.230000019E0,1.200000048E0,9.800000191E0
1.651631392E2,1.111244000E1,7.734463833E1,2.942956576E2,5.268181801E0,3.650000095E0,1.299999952E0,1.000000000E1
1.661605545E2,1.111248500E1,7.734464000E1,2.941955009E2,4.064761162E0,5.360000134E0,1.299999952E0,1.019999981E1
1.671655595E2,1.111251500E1,7.734464000E1,2.940953962E2,2.806265593E0,8.500000000E0,1.299999952E0,1.039999962E1
1.681646927E2,1.111254000E1,7.734464333E1,2.938953094E2,2.816045284E0,1.160999966E1,1.299999952E0,1.039999962E1
1.691604727E2,1.111257167E1,7.734464833E1,2.937951997E2,4.200133324E0,1.155000019E1,1.299999952E0,1.080000019E1
1.701703843E2,1.111261000E1,7.734465500E1,2.933950669E2,4.654118538E0,1.039999962E1,1.299999952E0,1.069999981E1
1.711627681E2,1.111264333E1,7.734466000E1,2.930949513E2,3.603570223E0,1.284000015E1,1.399999976E0,1.080000019E1
1.721630320E2,1.111266333E1,7.734466500E1,2.929948822E2,2.320367813E0,1.152999973E1,1.399999976E0,1.080000019E1
1.731632130E2,1.111268833E1,7.734467000E1,2.929947957E2,3.243779421E0,5.349999905E0,1.399999976E0,1.100000000E1
1.741627997E2,1.111272167E1,7.734467167E1,2.928946797E2,4.272194386E0,3.150000095E0,1.600000024E0,1.119999981E1
1.751648136E2,1.111277167E1,7.734467333E1,2.925945054E2,5.734520435E0,1.600000024E0,1.700000048E0,1.119999981E1
1.761581695E2,1.111283167E1,7.734467833E1,2.925942968E2,6.658961296E0,3.809999943E0,1.700000048E0,1.100000000E1
1.771618935E2,1.111289500E1,7.734468833E1,2.928940773E2,6.529766083E0,5.940000057E0,1.700000048E0,1.080000019E1
1.781605752E2,1.111295333E1,7.734469500E1,2.928938747E2,6.118503094E0,4.530000210E0,1.600000024E0,1.039999962E1
1.791673238E2,1.111300500E1,7.734469167E1,2.929936940E2,4.973246098E0,3.533800049E2,1.600000024E0,1.039999962E1
1.801621809E2,1.111304500E1,7.734468167E1,2.931935529E2,4.637647152E0,3.353999939E2,1.700000048E0,1.050000000E1
1.811663490E2,1.111307333E1,7.734464833E1,2.935934492E2,4.659265518E0,3.104200134E2,1.600000024E0,1.089999962E1
1.821595637E2,1.111309500E1,7.734459500E1,2.941933658E2,5.932173729E0,2.923699951E2,1.600000024E0,1.089999962E1
1.831568431E2,1.111311000E1,7.734453333E1,2.945933044E2,7.130961895E0,2.833599854E2,1.700000048E0,1.069999981E1
1.841634970E2,1.111312000E1,7.734446667E1,2.948932597E2,7.602962017E0,2.795700073E2,1.799999952E0,1.119999981E1
1.851594032E2,1.111314000E1,7.734439167E1,2.952931789E2,8.419826508E0,2.849700012E2,1.799999952E0,1.139999962E1
1.861645692E2,1.111316833E1,7.734431833E1,2.948930693E2,8.692628860E0,2.868699951E2,1.799999952E0,1.139999962E1
1.871662825E2,1.111319333E1,7.734424167E1,2.948929708E2,9.029771805E0,2.864800110E2,1.799999952E0,1.150000000E1
1.881640785E2,1.111322833E1,7.734416000E1,2.942928367E2,9.509492874E0,2.880599976E2,1.700000048E0,1.139999962E1
1.891651299E2,1.111325000E1,7.734407167E1,2.946927481E2,9.611408234E0,2.887600098E2,1.700000048E0,1.130000019E1
1.901640954E2,1.111327833E1,7.734398667E1,2.951926367E2,9.609864235E0,2.875499878E2,1.700000048E0,1.139999962E1
1.911638706E2,1.111330500E1,7.734390667E1,2.954925319E2,9.311840057E0,2.890000000E2,1.700000048E0,1.150000000E1
1.921604773E2,1.111333167E1,7.734382333E1,2.956924266E2,9.207865715E0,2.857300110E2,1.700000048E0,1.150000000E1
1.931557714E2,1.111334667E1,7.734374667E1,2.959923630E2,8.873810768E0,2.828500061E2,1.600000024E0,1.150000000E1
1.941633665E2,1.111336333E1,7.734367000E1,2.960922935E2,7.997754097E0,2.822500000E2,1.500000000E0,1.110000038E1
1.951610776E2,1.111338000E1,7.734360000E1,2.960922251E2,7.466560364E0,2.852399902E2,1.500000000E0,1.069999981E1
1.961621930E2,1.111340000E1,7.734353500E1,2.959921457E2,6.973456860E0,2.856600037E2,1.500000000E0,1.069999981E1
1.971652776E2,1.111341833E1,7.734347667E1,2.961920731E2,6.203432083E0,2.876400146E2,1.399999976E0,1.089999962E1
1.981624933E2,1.111343667E1,7.734342667E1,2.961920018E2,4.730812073E0,2.894599915E2,1.399999976E0,1.089999962E1
1.991605902E2,1.111344667E1,7.734339167E1,2.962919617E2,2.614788771E0,2.862600098E2,1.399999976E0,1.080000019E1
2.001622712E2,1.111345667E1,7.734337000E1,2.965919236E2,2.832516432E0,2.977699890E2,1.399999976E0,1.080000019E1
2.011607435E2,1.111347000E1,7.734334667E1,2.970918737E2,3.062082529E0,3.023599854E2,1.399999976E0,1.080000019E1
2.021645382E2,1.111348833E1,7.734332833E1,2.970918070E2,2.541183710E0,3.174700012E2,1.399999976E0,1.080000019E1
2.031684619E2,1.111351000E1,7.734331500E1,2.972917294E2,2.667290449E0,3.271600037E2,1.399999976E0,1.110000038E1
2.041628366E2,1.111353167E1,7.734330500E1,2.967916522E2,3.070317984E0,3.456700134E2,1.399999976E0,1.100000000E1
2.051636979E2,1.111356333E1,7.734330167E1,2.968915412E2,3.866593361E0,3.581199951E2,1.399999976E0,1.110000038E1
2.061625432E2,1.111360333E1,7.734330167E1,2.970914016E2,4.593895912E0,5.840000153E0,1.600000024E0,1.139999962E1
2.071622151E2,1.111365333E1,7.734330667E1,2.972912277E2,5.709299088E0,5.119999886E0,1.700000048E0,1.160000038E1
2.081607106E2,1.111370833E1,7.734331167E1,2.974910365E2,6.579179287E0,7.190000057E0,1.700000048E0,1.160000038E1
2.091609523E2,1.111377333E1,7.734332500E1,2.979908115E2,7.156183243E0,9.880000114E0,1.799999952E0,1.160000038E1
2.101601678E2,1.111382500E1,7.734332500E1,2.979906311E2,6.820069313E0,4.739999771E0,1.799999952E0,1.180000019E1
2.111623603E2,1.111388667E1,7.734334000E1,2.981904181E2,6.677491188E0,1.021000004E1,1.799999952E0,1.180000019E1
2.121626216E2,1.111394500E1,7.734335000E1,2.983902159E2,6.051589012E0,9.020000458E0,1.799999952E0,1.200000000E1
2.131629672E2,1.111399167E1,7.734335000E1,2.981900530E2,5.502895355E0,8.359999657E0,1.799999952E0,1.230000019E1
2.141594573E2,1.111402667E1,7.734334667E1,2.979899303E2,3.882035017E0,4.889999866E0,1.799999952E0,1.239999962E1
2.151633810E2,1.111405333E1,7.734334333E1,2.978898367E2,2.728542566E0,6.250000000E0,1.799999952E0,1.239999962E1
2.161618526E2,1.111407500E1,7.734334500E1,2.985897613E2,2.248821497E0,4.559999943E0,1.799999952E0,1.239999962E1
