"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.171551203E2,1.111410167E1,7.734334833E1,2.990896687E2,3.108922243E0,4.019999981E0,1.799999952E0,1.260000038E1
2.181656189E2,1.111414000E1,7.734335833E1,2.990895364E2,4.501760483E0,1.052000046E1,1.799999952E0,1.280000019E1
2.191625726E2,1.111418667E1,7.734336667E1,2.991893747E2,5.508042336E0,8.850000381E0,1.799999952E0,1.250000000E1
2.201658167E2,1.111424167E1,7.734337167E1,2.995891834E2,6.214241505E0,9.789999962E0,1.700000048E0,1.260000038E1
2.211682982E2,1.111429667E1,7.734338000E1,2.996889927E2,5.475615025E0,1.197000027E1,1.600000024E0,1.250000000E1
2.221638712E2,1.111434667E1,7.734338000E1,2.984888181E2,4.645882607E0,6.210000038E0,1.600000024E0,1.230000019E1
2.231645099E2,1.111439167E1,7.734338167E1,2.972886613E2,5.311933517E0,6.039999962E0,1.500000000E0,1.239999962E1
2.241646012E2,1.111444000E1,7.734338333E1,2.964884928E2,5.305756569E0,8.939999580E0,1.500000000E0,1.219999981E1
2.251716570E2,1.111449000E1,7.734338500E1,2.956883185E2,5.291859150E0,8.350000381E0,1.500000000E0,1.219999981E1
2.261591714E2,1.111453000E1,7.734338833E1,2.946881794E2,4.492495537E0,1.206999969E1,1.500000000E0,1.239999962E1
2.271647579E2,1.111456667E1,7.734339833E1,2.946880528E2,3.939169168E0,1.482999992E1,1.600000024E0,1.239999962E1
2.281555963E2,1.111459167E1,7.734340500E1,2.950879666E2,2.720306873E0,1.246000004E1,1.600000024E0,1.239999962E1
2.291638169E2,1.111461000E1,7.734341333E1,2.953879038E2,2.119111300E0,1.289000034E1,1.600000024E0,1.189999962E1
2.301609366E2,1.111462833E1,7.734342000E1,2.947878408E2,2.359486580E0,1.962999916E1,1.600000024E0,1.189999962E1
2.311625026E2,1.111465500E1,7.734342333E1,2.943877482E2,3.633424282E0,2.269999981E0,1.600000024E0,1.200000000E1
2.321590746E2,1.111469167E1,7.734342500E1,2.939876204E2,4.266017914E0,5.170000076E0,1.600000024E0,1.210000038E1
2.331609167E2,1.111473500E1,7.734343167E1,2.935874701E2,5.155972481E0,2.440000057E0,1.600000024E0,1.230000019E1
2.341656212E2,1.111478333E1,7.734343500E1,2.932873019E2,5.555397034E0,1.919999957E0,1.700000048E0,1.230000019E1
2.351615028E2,1.111483500E1,7.734344000E1,2.927871223E2,5.892025471E0,3.640000105E0,1.700000048E0,1.250000000E1
2.361602468E2,1.111489500E1,7.734344333E1,2.923869133E2,6.854555607E0,1.679999948E0,1.600000024E0,1.239999962E1
2.371611166E2,1.111496000E1,7.734344833E1,2.920866872E2,7.391925812E0,3.509999990E0,1.600000024E0,1.219999981E1
2.381586432E2,1.111503500E1,7.734345500E1,2.918864264E2,7.969444275E0,3.289999962E0,1.500000000E0,1.189999962E1
2.391675683E2,1.111511167E1,7.734346333E1,2.920861600E2,8.487769127E0,5.920000076E0,1.399999976E0,1.180000019E1
2.401642912E2,1.111519333E1,7.734347167E1,2.921858761E2,8.918591499E0,6.510000229E0,1.399999976E0,1.150000000E1
2.411634754E2,1.111527500E1,7.734348167E1,2.920855925E2,8.951534271E0,7.840000153E0,1.399999976E0,1.150000000E1
2.421600462E2,1.111535500E1,7.734349667E1,2.921853155E2,8.789911270E0,9.380000114E0,1.299999952E0,1.130000019E1
2.431620037E2,1.111543333E1,7.734350833E1,2.923850438E2,8.568580627E0,8.770000458E0,1.299999952E0,1.119999981E1
2.441679176E2,1.111551167E1,7.734352000E1,2.927847721E2,8.576816559E0,7.639999866E0,1.299999952E0,1.130000019E1
2.451623326E2,1.111559167E1,7.734353000E1,2.930844943E2,9.016388893E0,8.250000000E0,1.299999952E0,1.080000019E1
2.461630250E2,1.111567500E1,7.734354667E1,2.934842059E2,9.608834267E0,1.018000031E1,1.299999952E0,1.080000019E1
2.471691099E2,1.111576333E1,7.734356833E1,2.936839008E2,1.018738270E1,1.267000008E1,1.299999952E0,1.069999981E1
2.481655923E2,1.111585500E1,7.734358833E1,2.942835838E2,1.065526485E1,1.052000046E1,1.399999976E0,1.080000019E1
2.491581266E2,1.111595167E1,7.734360667E1,2.945832492E2,1.103512955E1,9.510000229E0,1.399999976E0,1.089999962E1
2.501696889E2,1.111605333E1,7.734362500E1,2.952828970E2,1.124307728E1,9.090000153E0,1.500000000E0,1.110000038E1
2.511622511E2,1.111616000E1,7.734363833E1,2.959825267E2,1.196832085E1,7.880000114E0,1.600000024E0,1.150000000E1
2.521658816E2,1.111626667E1,7.734365500E1,2.963821569E2,1.224266815E1,7.500000000E0,1.600000024E0,1.180000019E1
2.531596219E2,1.111637667E1,7.734367333E1,2.968817757E2,1.235127449E1,8.270000458E0,1.600000024E0,1.169999981E1
2.541626348E2,1.111648833E1,7.734369000E1,2.975813884E2,1.251341152E1,8.039999962E0,1.600000024E0,1.150000000E1
2.551639517E2,1.111660000E1,7.734370833E1,2.980810014E2,1.251650047E1,9.510000229E0,1.600000024E0,1.139999962E1
2.561712108E2,1.111671000E1,7.734372667E1,2.987806202E2,1.188956833E1,9.140000343E0,1.600000024E0,1.169999981E1
2.571631745E2,1.111681333E1,7.734374333E1,2.990802621E2,1.107682228E1,6.690000057E0,1.500000000E0,1.150000000E1
2.581655428E2,1.111691000E1,7.734375500E1,2.993799264E2,1.008032036E1,4.989999771E0,1.500000000E0,1.139999962E1
2.591655342E2,1.111699000E1,7.734375833E1,2.997796477E2,8.384824753E0,2.799999952E0,1.500000000E0,1.110000038E1
2.601649619E2,1.111705500E1,7.734376000E1,3.001794210E2,6.292479038E0,5.030000210E0,1.500000000E0,1.110000038E1
2.611631733E2,1.111710167E1,7.734376333E1,3.002792587E2,4.165132046E0,4.760000229E0,1.399999976E0,1.139999962E1
2.621599462E2,1.111713167E1,7.734376500E1,3.002791542E2,2.959652662E0,7.699999809E-1,1.399999976E0,1.130000019E1
2.631658640E2,1.111716333E1,7.734376833E1,3.002790442E2,3.989097118E0,3.587799988E2,1.299999952E0,1.060000038E1
2.641569201E2,1.111720333E1,7.734377000E1,3.002789048E2,4.895008564E0,2.859999895E0,1.299999952E0,1.080000019E1
2.651627690E2,1.111725500E1,7.734377167E1,3.002787247E2,6.221962452E0,2.069999933E0,1.299999952E0,1.089999962E1
2.661649419E2,1.111731667E1,7.734377500E1,3.001785100E2,7.231847286E0,9.900000095E-1,1.299999952E0,1.110000038E1
2.671625727E2,1.111738833E1,7.734377500E1,3.001782598E2,8.150626183E0,1.690000057E0,1.299999952E0,1.139999962E1
2.681619240E2,1.111746667E1,7.734377500E1,3.004779864E2,8.887193680E0,3.199999928E-1,1.299999952E0,1.139999962E1
2.691646877E2,1.111755000E1,7.734377500E1,3.007776955E2,9.327795982E0,8.799999952E-1,1.299999952E0,1.130000019E1
2.701621475E2,1.111763667E1,7.734377500E1,3.012773930E2,9.578465462E0,3.584800110E2,1.299999952E0,1.110000038E1
2.711648086E2,1.111772333E1,7.734377333E1,3.019770903E2,9.813694000E0,3.559400024E2,1.299999952E0,1.119999981E1
2.721629441E2,1.111781167E1,7.734376833E1,3.027767812E2,9.988699913E0,3.562500000E2,1.299999952E0,1.150000000E1
2.731634687E2,1.111790500E1,7.734376167E1,3.025764544E2,1.032635689E1,3.563699951E2,1.299999952E0,1.089999962E1
2.741611588E2,1.111799500E1,7.734375167E1,3.025761387E2,9.903770447E0,3.525499878E2,1.299999952E0,1.089999962E1
2.751623927E2,1.111808000E1,7.734373833E1,3.024758400E2,8.966976166E0,3.495100098E2,1.299999952E0,1.080000019E1
2.761650932E2,1.111815333E1,7.734372333E1,3.023755817E2,7.173168659E0,3.470599976E2,1.299999952E0,1.089999962E1
2.771719114E2,1.111821000E1,7.734371000E1,3.027753819E2,5.165237427E0,3.437399902E2,1.299999952E0,1.100000000E1
2.781620483E2,1.111824500E1,7.734370000E1,3.032752582E2,3.114069462E0,3.415799866E2,1.299999952E0,1.110000038E1
2.791601046E2,1.111827333E1,7.734369333E1,3.035751582E2,3.324590921E0,3.442999878E2,1.299999952E0,1.130000019E1
2.801639490E2,1.111830833E1,7.734368333E1,3.038750345E2,4.494039536E0,3.432000122E2,1.299999952E0,1.130000019E1
2.811658853E2,1.111835333E1,7.734367000E1,3.042748754E2,5.655767918E0,3.470100098E2,1.299999952E0,1.150000000E1
2.821641572E2,1.111840667E1,7.734365667E1,3.046746872E2,6.375349522E0,3.467099915E2,1.299999952E0,1.169999981E1
2.831599238E2,1.111846000E1,7.734364000E1,3.047744985E2,6.253874779E0,3.451400146E2,1.299999952E0,1.160000038E1
2.841594532E2,1.111851667E1,7.734362333E1,3.047742981E2,6.485499859E0,3.413800049E2,1.299999952E0,1.180000019E1
2.851606419E2,1.111857500E1,7.734360333E1,3.046740914E2,7.093387127E0,3.396400146E2,1.399999976E0,1.230000019E1
2.861609776E2,1.111863500E1,7.734358500E1,3.046738792E2,6.821098804E0,3.427900085E2,1.399999976E0,1.260000038E1
2.871587173E2,1.111868833E1,7.734356333E1,3.046736897E2,6.316156387E0,3.392300110E2,1.500000000E0,1.289999962E1
2.881556729E2,1.111874000E1,7.734354333E1,3.047735062E2,6.053647995E0,3.430599976E2,1.600000024E0,1.300000000E1
2.891571490E2,1.111878000E1,7.734351833E1,3.047733627E2,5.262519836E0,3.316700134E2,1.600000024E0,1.330000019E1
2.901622376E2,1.111880833E1,7.734348667E1,3.052732590E2,4.219178200E0,3.074299927E2,1.600000024E0,1.230000019E1
2.911629912E2,1.111882167E1,7.734345833E1,3.052732081E2,3.756442785E0,2.839299927E2,1.500000000E0,1.180000019E1
2.921627536E2,1.111882167E1,7.734342167E1,3.052732024E2,4.746253490E0,2.693800049E2,1.500000000E0,1.180000019E1
2.931638650E2,1.111881833E1,7.734337167E1,3.052732063E2,6.012985229E0,2.616499939E2,1.500000000E0,1.180000019E1
2.941563453E2,1.111880167E1,7.734331667E1,3.055732561E2,6.899336815E0,2.544700012E2,1.500000000E0,1.189999962E1
2.951609102E2,1.111878500E1,7.734325333E1,3.055733045E2,7.761496544E0,2.547100067E2,1.500000000E0,1.239999962E1
2.961607229E2,1.111876667E1,7.734318333E1,3.054733577E2,7.484061241E0,2.560199890E2,1.500000000E0,1.269999981E1
2.971591032E2,1.111875667E1,7.734311833E1,3.057733826E2,6.956470966E0,2.594299927E2,1.500000000E0,1.289999962E1
2.981622456E2,1.111874833E1,7.734306000E1,3.058734028E2,5.772095203E0,2.617300110E2,1.500000000E0,1.280000019E1
2.991653619E2,1.111874000E1,7.734301833E1,3.060734254E2,3.602026224E0,2.567600098E2,1.500000000E0,1.250000000E1
3.001617142E2,1.111873667E1,7.734299000E1,3.063734327E2,2.689938307E0,2.670799866E2,1.500000000E0,1.260000038E1
3.011628158E2,1.111873000E1,7.734296167E1,3.065734516E2,3.628791571E0,2.564599915E2,1.500000000E0,1.269999981E1
3.021652029E2,1.111871667E1,7.734292500E1,3.065734925E2,5.044277668E0,2.585299988E2,1.500000000E0,1.280000019E1
3.031609954E2,1.111870833E1,7.734287500E1,3.064735139E2,5.904378414E0,2.634200134E2,1.500000000E0,1.280000019E1
3.041597126E2,1.111869833E1,7.734281500E1,3.066735396E2,6.878747940E0,2.599100037E2,1.600000024E0,1.300000000E1
3.051572786E2,1.111868833E1,7.734275333E1,3.067735651E2,7.055297375E0,2.581700134E2,1.600000024E0,1.310000038E1
3.061578102E2,1.111868000E1,7.734268500E1,3.068735837E2,8.027607918E0,2.626499939E2,1.600000024E0,1.330000019E1
3.071620391E2,1.111866667E1,7.734260833E1,3.067736184E2,8.602037430E0,2.607699890E2,1.600000024E0,1.339999962E1
3.081655809E2,1.111865333E1,7.734253000E1,3.067736529E2,8.861972809E0,2.618099976E2,1.600000024E0,1.330000019E1
3.091607549E2,1.111864167E1,7.734245000E1,3.067736814E2,8.496005058E0,2.603399963E2,1.600000024E0,1.319999981E1
3.101649819E2,1.111862833E1,7.734237833E1,3.065737169E2,7.993121624E0,2.594700012E2,1.600000024E0,1.319999981E1
3.111652312E2,1.111861500E1,7.734231167E1,3.065737532E2,6.935367107E0,2.597799988E2,1.600000024E0,1.319999981E1
3.121634219E2,1.111860833E1,7.734226000E1,3.065737686E2,5.151854515E0,2.622900085E2,1.700000048E0,1.339999962E1
3.131650739E2,1.111860667E1,7.734222333E1,3.064737688E2,3.414152384E0,2.678099976E2,1.799999952E0,1.350000000E1
3.141652989E2,1.111860667E1,7.734220167E1,3.063737654E2,2.056315184E0,2.752500000E2,1.799999952E0,1.330000019E1
3.151604422E2,1.111860167E1,7.734218500E1,3.066737803E2,2.363089800E0,2.610199890E2,1.700000048E0,1.289999962E1
3.161573009E2,1.111859833E1,7.734216000E1,3.066737881E2,2.625597954E0,2.807300110E2,1.700000048E0,1.269999981E1
3.171611164E2,1.111861000E1,7.734214167E1,3.069737446E2,2.598832607E0,3.081600037E2,1.600000024E0,1.269999981E1
3.181649622E2,1.111863167E1,7.734212667E1,3.072736666E2,3.334370613E0,3.239599915E2,1.600000024E0,1.280000019E1
3.191656748E2,1.111866333E1,7.734211333E1,3.073735539E2,4.122924805E0,3.396400146E2,1.500000000E0,1.289999962E1
3.201663265E2,1.111870333E1,7.734210333E1,3.075734127E2,4.939789295E0,3.468800049E2,1.500000000E0,1.280000019E1
3.211598671E2,1.111875167E1,7.734209667E1,3.079732429E2,5.603780746E0,3.558299866E2,1.600000024E0,1.300000000E1
3.221630641E2,1.111880500E1,7.734209333E1,3.082730561E2,6.172548771E0,3.568999939E2,1.600000024E0,1.260000038E1
3.231622231E2,1.111886333E1,7.734208667E1,3.088728513E2,6.726904869E0,3.547300110E2,1.600000024E0,1.219999981E1
3.241627582E2,1.111892333E1,7.734207833E1,3.094726405E2,6.697565556E0,3.524500122E2,1.500000000E0,1.180000019E1
3.251668329E2,1.111897833E1,7.734207333E1,3.098724476E2,6.114385128E0,3.506000061E2,1.500000000E0,1.189999962E1
3.261613259E2,1.111903167E1,7.734206833E1,3.100722605E2,5.944012165E0,3.552600098E2,1.500000000E0,1.210000038E1
3.271628111E2,1.111908500E1,7.734206167E1,3.106720732E2,5.931658745E0,3.528299866E2,1.500000000E0,1.210000038E1
3.281633444E2,1.111913500E1,7.734205667E1,3.106718978E2,5.235239506E0,3.532600098E2,1.399999976E0,1.230000019E1
3.291596130E2,1.111917333E1,7.734204833E1,3.105717627E2,3.809459209E0,3.535000000E2,1.399999976E0,1.200000000E1
3.301633186E2,1.111920000E1,7.734204167E1,3.103716685E2,2.205070019E0,3.567200012E2,1.500000000E0,1.219999981E1
3.311634004E2,1.111921833E1,7.734203833E1,3.102716039E2,1.544166684E0,3.518699951E2,1.500000000E0,1.250000000E1
3.321618289E2,1.111923333E1,7.734203500E1,3.100715510E2,1.225038886E0,3.518699951E2,1.500000000E0,1.260000038E1
3.331639253E2,1.111924500E1,7.734203167E1,3.096715098E2,1.009370327E0,3.518699951E2,1.500000000E0,1.319999981E1
3.341616198E2,1.111925500E1,7.734203000E1,3.092714746E2,0.000000000E0,3.518699951E2,1.500000000E0,1.330000019E1
3.351627059E2,1.111926167E1,7.734203000E1,3.093714513E2,0.000000000E0,3.518699951E2,1.600000024E0,1.360000038E1
3.361589318E2,1.111926667E1,7.734203000E1,3.093714338E2,0.000000000E0,3.518699951E2,1.700000048E0,1.389999962E1
3.371613329E2,1.111926667E1,7.734203000E1,3.093714338E2,0.000000000E0,3.518699951E2,1.700000048E0,1.439999962E1
3.381594548E2,1.111926667E1,7.734203000E1,3.093714338E2,0.000000000E0,3.518699951E2,1.799999952E0,1.460000038E1
3.391604351E2,1.111926667E1,7.734203000E1,3.093714338E2,0.000000000E0,3.518699951E2,1.799999952E0,1.450000000E1
3.401977210E2,1.111926667E1,7.734203000E1,3.093714338E2,0.000000000E0,3.518699951E2,1.799999952E0,1.560000038E1
3.411580391E2,1.111926667E1,7.734203000E1,3.093714338E2,0.000000000E0,3.518699951E2,1.700000048E0,1.469999981E1
3.421625409E2,1.111926667E1,7.734203000E1,3.093714338E2,0.000000000E0,3.518699951E2,1.700000048E0,1.510000038E1
3.431591849E2,1.111926667E1,7.734203000E1,3.093714338E2,0.000000000E0,3.518699951E2,1.600000024E0,1.480000019E1
3.441607604E2,1.111926667E1,7.734203000E1,3.093714338E2,0.000000000E0,3.518699951E2,1.600000024E0,1.419999981E1
3.451576327E2,1.111926667E1,7.734203000E1,3.093714338E2,0.000000000E0,3.518699951E2,1.600000024E0,1.430000019E1
3.461641025E2,1.111926667E1,7.734203000E1,3.093714338E2,0.000000000E0,3.518699951E2,1.700000048E0,1.469999981E1
3.471567635E2,1.111926667E1,7.734203000E1,3.093714338E2,0.000000000E0,3.518699951E2,1.600000024E0,1.430000019E1
3.481626515E2,1.111926667E1,7.734203000E1,3.093714338E2,0.000000000E0,3.518699951E2,1.600000024E0,1.430000019E1
3.491669400E2,1.111926667E1,7.734203000E1,3.093714338E2,0.000000000E0,3.518699951E2,1.600000024E0,1.450000000E1
3.501608791E2,1.111931333E1,7.734202500E1,3.090712701E2,1.669244170E0,1.284000015E1,1.700000048E0,1.469999981E1
3.511609306E2,1.111932333E1,7.734202333E1,3.089712349E2,1.496812224E0,1.284000015E1,1.700000048E0,1.460000038E1
3.521583468E2,1.111933500E1,7.734202167E1,3.089711939E2,1.285776138E0,1.284000015E1,1.799999952E0,1.469999981E1
3.531622733E2,1.111935000E1,7.734201833E1,3.092711410E2,1.941017509E0,3.552999878E2,1.899999976E0,1.410000038E1
3.541650379E2,1.111936000E1,7.734201167E1,3.094711050E2,1.107167482E0,3.552999878E2,1.899999976E0,1.369999981E1
3.551657232E2,1.111937500E1,7.734200667E1,3.095710519E2,1.743364215E0,3.326400146E2,1.899999976E0,1.339999962E1
3.561613776E2,1.111939167E1,7.734200500E1,3.097709934E2,2.220511675E0,3.458500061E2,1.899999976E0,1.310000038E1
3.571594638E2,1.111941167E1,7.734200333E1,3.099709233E2,2.943181753E0,3.543299866E2,1.700000048E0,1.310000038E1
3.581613069E2,1.111943667E1,7.734200333E1,3.102708359E2,3.054876328E0,3.549299927E2,1.600000024E0,1.280000019E1
3.591712760E2,1.111945667E1,7.734200167E1,3.104707658E2,2.477872849E0,3.394200134E2,1.600000024E0,1.330000019E1
3.601616583E2,1.111948667E1,7.734199500E1,3.106706600E2,3.700852871E0,3.465499878E2,1.700000048E0,1.350000000E1
3.611610108E2,1.111952667E1,7.734198667E1,3.106705190E2,4.516687393E0,3.484599915E2,1.799999952E0,1.339999962E1
3.621625539E2,1.111956667E1,7.734198167E1,3.106703785E2,4.698384285E0,3.490700073E2,1.899999976E0,1.350000000E1
3.631640723E2,1.111961167E1,7.734197667E1,3.106702206E2,5.300094604E0,3.479599915E2,1.799999952E0,1.360000038E1
3.641621305E2,1.111966167E1,7.734196833E1,3.106700446E2,5.169869900E0,3.500299988E2,1.799999952E0,1.360000038E1
3.651641357E2,1.111971000E1,7.734196500E1,3.105698753E2,4.254179001E0,3.512999878E2,1.799999952E0,1.339999962E1
3.661597625E2,1.111974333E1,7.734196333E1,3.104697586E2,2.378016710E0,3.478099976E2,1.700000048E0,1.350000000E1
3.671657665E2,1.111977167E1,7.734196333E1,3.104696597E2,3.278265715E0,3.576900024E2,1.600000024E0,1.360000038E1
3.681612203E2,1.111981167E1,7.734196167E1,3.104695197E2,4.656692028E0,3.545000000E2,1.600000024E0,1.469999981E1
3.691612167E2,1.111985667E1,7.734195500E1,3.102693615E2,5.358773232E0,3.500899963E2,1.600000024E0,1.510000038E1
3.701638592E2,1.111990500E1,7.734194833E1,3.104691916E2,6.071148396E0,3.521000061E2,1.600000024E0,1.439999962E1
3.711600200E2,1.111995667E1,7.734194167E1,3.105690101E2,5.240901470E0,3.496600037E2,1.500000000E0,1.410000038E1
3.721647638E2,1.111999833E1,7.734193500E1,3.103688636E2,3.609232187E0,3.581499939E2,1.500000000E0,1.380000019E1
3.731622948E2,1.112002000E1,7.734192833E1,3.100687868E2,1.997122169E0,3.536199951E2,1.600000024E0,1.410000038E1
3.741599508E2,1.112004167E1,7.734192167E1,3.099687101E2,2.877811909E0,3.432900085E2,1.600000024E0,1.419999981E1
3.751628681E2,1.112007833E1,7.734191500E1,3.099685810E2,4.344770432E0,3.496799927E2,1.500000000E0,1.410000038E1
3.761641656E2,1.112012333E1,7.734190667E1,3.094684225E2,5.439584255E0,3.539100037E2,1.500000000E0,1.410000038E1
3.771647699E2,1.112017167E1,7.734190167E1,3.093682529E2,5.624369621E0,3.564500122E2,1.500000000E0,1.430000019E1
3.781621376E2,1.112022167E1,7.734190333E1,3.095680785E2,4.566100597E0,3.565700073E2,1.500000000E0,1.410000038E1
3.791673579E2,1.112026167E1,7.734189833E1,3.099679381E2,4.898096561E0,3.544800110E2,1.500000000E0,1.360000038E1
3.801661668E2,1.112030833E1,7.734189167E1,3.100677740E2,5.622310638E0,3.520000000E2,1.500000000E0,1.360000038E1
3.811620526E2,1.112035833E1,7.734188333E1,3.104675981E2,5.329433918E0,3.539700012E2,1.600000024E0,1.389999962E1
3.821618715E2,1.112039500E1,7.734187833E1,3.105674692E2,3.793502808E0,3.565000000E2,1.700000048E0,1.410000038E1
3.831643373E2,1.112041833E1,7.734187833E1,3.101673877E2,2.326544523E0,8.680000305E0,1.700000048E0,1.500000000E1
3.841706832E2,1.112043667E1,7.734187167E1,3.101673226E2,2.488682032E0,3.532900085E2,1.799999952E0,1.519999981E1
3.851620083E2,1.112045833E1,7.734186000E1,3.099672451E2,3.213410854E0,3.439100037E2,1.799999952E0,1.460000038E1
3.861626880E2,1.112049500E1,7.734185833E1,3.101671168E2,3.941228151E0,3.510899963E2,1.700000048E0,1.489999962E1
3.871682712E2,1.112053167E1,7.734185500E1,3.101669882E2,3.969537735E0,3.499899902E2,1.700000048E0,1.519999981E1
3.881648416E2,1.112056500E1,7.734184833E1,3.097668707E2,4.347343922E0,3.513800049E2,1.700000048E0,1.539999962E1
3.891624755E2,1.112060667E1,7.734184000E1,3.094667239E2,4.547056198E0,3.516600037E2,1.700000048E0,1.560000038E1
3.901637850E2,1.112065167E1,7.734183333E1,3.089665657E2,4.978393555E0,3.536799927E2,1.799999952E0,1.500000000E1
3.911625133E2,1.112070667E1,7.734183667E1,3.087663741E2,5.739152908E0,1.009999990E0,1.799999952E0,1.460000038E1
3.921626440E2,1.112076000E1,7.734184167E1,3.084661886E2,5.756653309E0,2.400000095E0,1.799999952E0,1.450000000E1
3.931631963E2,1.112081833E1,7.734184833E1,3.083659858E2,6.119017601E0,5.869999886E0,1.799999952E0,1.519999981E1
3.941604745E2,1.112086833E1,7.734185167E1,3.081658117E2,5.100897312E0,2.529999971E0,1.799999952E0,1.519999981E1
3.951645032E2,1.112090667E1,7.734185667E1,3.078656786E2,3.554157019E0,3.576199951E2,1.700000048E0,1.539999962E1
3.961634579E2,1.112091333E1,7.734185833E1,3.066656556E2,2.419709206E0,3.290000000E2,1.700000048E0,1.530000019E1
3.971696200E2,1.112092667E1,7.734183833E1,3.063656059E2,3.214440346E0,2.964100037E2,1.600000024E0,1.480000019E1
3.981622280E2,1.112094333E1,7.734181000E1,3.066655432E2,3.561362982E0,2.922200012E2,1.600000024E0,1.439999962E1
3.991618259E2,1.112095333E1,7.734178333E1,3.066655041E2,2.756852150E0,2.849400024E2,1.600000024E0,1.389999962E1
4.001663423E2,1.112095833E1,7.734176333E1,3.067654835E2,2.265807152E0,2.752399902E2,1.600000024E0,1.350000000E1
4.011621481E2,1.112096833E1,7.734173833E1,3.069654447E2,3.139805555E0,2.707799988E2,1.600000024E0,1.389999962E1
4.021689666E2,1.112096667E1,7.734170500E1,3.073654452E2,4.259840965E0,2.713200073E2,1.500000000E0,1.380000019E1
4.031626613E2,1.112097000E1,7.734166000E1,3.077654266E2,5.598118782E0,2.717699890E2,1.500000000E0,1.350000000E1
4.041648656E2,1.112097167E1,7.734160500E1,3.079654121E2,6.502485752E0,2.697600098E2,1.500000000E0,1.350000000E1
4.051611604E2,1.112097667E1,7.734154333E1,3.083653850E2,7.486634731E0,2.742799988E2,1.500000000E0,1.330000019E1
4.061599081E2,1.112098500E1,7.734147333E1,3.084653449E2,7.742451668E0,2.772500000E2,1.500000000E0,1.319999981E1
4.071615505E2,1.112099000E1,7.734140333E1,3.087653164E2,7.476854801E0,2.760000000E2,1.600000024E0,1.380000019E1
4.081671459E2,1.112100000E1,7.734133667E1,3.088652711E2,6.932279110E0,2.781000061E2,1.700000048E0,1.380000019E1
4.091640801E2,1.112100000E1,7.734128333E1,3.092652627E2,5.712387085E0,2.733500061E2,1.799999952E0,1.339999962E1
4.101632764E2,1.112099667E1,7.734124333E1,3.095652681E2,4.234619617E0,2.688500061E2,1.799999952E0,1.330000019E1
4.111613863E2,1.112098667E1,7.734122500E1,3.100653001E2,2.257571697E0,2.530099945E2,1.799999952E0,1.300000000E1
4.121634466E2,1.112098000E1,7.734122167E1,3.105653229E2,0.000000000E0,2.530099945E2,1.799999952E0,1.319999981E1
4.131625739E2,1.112097833E1,7.734122333E1,3.109653290E2,0.000000000E0,2.530099945E2,1.799999952E0,1.269999981E1
4.141693736E2,1.112097833E1,7.734122167E1,3.112653287E2,0.000000000E0,2.530099945E2,1.899999976E0,1.280000019E1
4.151642831E2,1.112097833E1,7.734122167E1,3.112653287E2,0.000000000E0,2.530099945E2,2.000000000E0,1.280000019E1
4.161640078E2,1.112097833E1,7.734122167E1,3.112653287E2,0.000000000E0,2.530099945E2,1.899999976E0,1.300000000E1
4.171614643E2,1.112097833E1,7.734122167E1,3.112653287E2,0.000000000E0,2.530099945E2,1.899999976E0,1.280000019E1
4.181593422E2,1.112097833E1,7.734122167E1,3.112653287E2,0.000000000E0,2.530099945E2,1.899999976E0,1.289999962E1
4.191634389E2,1.112097833E1,7.734122167E1,3.112653287E2,0.000000000E0,2.530099945E2,1.799999952E0,1.280000019E1
4.201643471E2,1.112097833E1,7.734122167E1,3.112653287E2,0.000000000E0,2.530099945E2,1.799999952E0,1.260000038E1
4.211631579E2,1.112097833E1,7.734122167E1,3.112653287E2,0.000000000E0,2.530099945E2,1.799999952E0,1.269999981E1
4.221625609E2,1.112097833E1,7.734122167E1,3.112653287E2,0.000000000E0,2.530099945E2,1.700000048E0,1.269999981E1
4.231636936E2,1.112097833E1,7.734122167E1,3.112653287E2,0.000000000E0,2.530099945E2,1.700000048E0,1.260000038E1
4.241613958E2,1.112097833E1,7.734122167E1,3.143653287E2,0.000000000E0,2.530099945E2,1.600000024E0,1.269999981E1
4.251630791E2,1.112097833E1,7.734122167E1,3.143653287E2,0.000000000E0,2.530099945E2,1.600000024E0,1.319999981E1
