"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
5.598078677E1,3.135000038E1,-8.268750191E0,3.185625076E1
5.600078736E1,3.176250076E1,-8.643750191E0,3.133125114E1
5.602078378E1,3.225000000E1,-8.587500572E0,3.172500038E1
5.604078811E1,3.243750000E1,-8.381250381E0,3.172500038E1
5.606078782E1,3.225000000E1,-8.793750763E0,3.213750076E1
5.608076220E1,3.262500000E1,-8.512500763E0,3.193125153E1
5.610077059E1,3.202500153E1,-8.550000191E0,3.298125076E1
5.612077368E1,3.174375153E1,-8.643750191E0,3.309375000E1
5.614077243E1,3.166875076E1,-9.131250381E0,3.309375000E1
5.616082431E1,3.159375191E1,-9.506250381E0,3.277500153E1
5.618081503E1,3.106875038E1,-8.606250763E0,3.290625000E1
5.620080231E1,3.277500153E1,-7.425000191E0,3.213750076E1
5.622079887E1,3.140625191E1,-7.800000191E0,3.414375305E1
5.624079168E1,3.110625076E1,-7.368750095E0,3.363750076E1
5.626079262E1,3.168750191E1,-7.387500286E0,3.361875153E1
5.628079052E1,3.159375191E1,-7.687500477E0,3.382500076E1
5.630079601E1,3.181875038E1,-8.081250191E0,3.361875153E1
5.632079618E1,3.202500153E1,-8.362500191E0,3.330000305E1
5.634079228E1,3.200625229E1,-7.856250286E0,3.288750076E1
5.636078536E1,3.215625000E1,-7.012500286E0,3.391875076E1
5.638079847E1,3.234375000E1,-6.712500095E0,3.360000229E1
5.640079357E1,3.157500076E1,-7.256250381E0,3.496875000E1
5.642078533E1,3.189375114E1,-7.706250191E0,3.391875076E1
5.644078624E1,3.215625000E1,-7.237500191E0,3.412500000E1
5.646078309E1,3.196875191E1,-7.200000286E0,3.371250153E1
5.648078731E1,3.181875038E1,-6.206250191E0,3.373125076E1
5.650077650E1,3.183750153E1,-6.600000381E0,3.373125076E1
5.652077495E1,3.181875038E1,-6.356250286E0,3.446250153E1
5.654078159E1,3.219375229E1,-6.075000286E0,3.455625153E1
5.656078290E1,3.219375229E1,-5.887500286E0,3.485625076E1
5.658078004E1,3.230625153E1,-6.037500381E0,3.382500076E1
5.660078519E1,3.221250153E1,-6.375000477E0,3.465000153E1
5.662076393E1,3.170625114E1,-5.850000381E0,3.446250153E1
5.664076444E1,3.219375229E1,-5.756250381E0,3.435000229E1
5.666077245E1,3.219375229E1,-5.943750381E0,3.414375305E1
5.668077524E1,3.236250305E1,-5.306250095E0,3.485625076E1
5.670082910E1,3.285000229E1,-5.306250095E0,3.474375153E1
5.672082215E1,3.330000305E1,-4.462500095E0,3.545625305E1
5.674081079E1,3.281250000E1,-4.743750095E0,3.547500229E1
5.676080831E1,3.285000229E1,-5.381250381E0,3.442500305E1
5.678080195E1,3.322500229E1,-4.912500381E0,3.474375153E1
5.680079120E1,3.315000153E1,-5.418750286E0,3.472500229E1
5.682078076E1,3.273750305E1,-4.818750381E0,3.485625076E1
5.684079128E1,3.320625305E1,-4.293750286E0,3.421875000E1
5.686078433E1,3.318750000E1,-4.125000000E0,3.483750153E1
5.688078612E1,3.328125000E1,-4.500000000E0,3.598125076E1
5.690078388E1,3.309375000E1,-4.162500381E0,3.547500229E1
5.692078972E1,3.339375305E1,-4.575000286E0,3.545625305E1
5.694079068E1,3.330000305E1,-4.687500000E0,3.586875153E1
5.696078696E1,3.330000305E1,-4.762500286E0,3.525000000E1
5.698079121E1,3.350625229E1,-4.987500191E0,3.586875153E1
5.700079049E1,3.356250000E1,-4.218750000E0,3.618750000E1
5.702078554E1,3.326250076E1,-3.900000095E0,3.598125076E1
5.704078958E1,3.316875076E1,-3.993750095E0,3.588750076E1
5.706078826E1,3.296250153E1,-3.675000191E0,3.568125153E1
5.708078323E1,3.330000305E1,-4.593750000E0,3.577500153E1
5.710078665E1,3.279375076E1,-4.256250381E0,3.538125229E1
5.712078538E1,3.301875305E1,-4.875000000E0,3.568125153E1
5.714078065E1,3.281250000E1,-4.575000286E0,3.579375076E1
5.716076280E1,3.290625000E1,-4.462500095E0,3.568125153E1
5.718076633E1,3.326250076E1,-3.843750238E0,3.682500076E1
5.720077697E1,3.376875305E1,-4.200000286E0,3.566250229E1
5.722078166E1,3.335625076E1,-4.031250000E0,3.639375305E1
5.724082636E1,3.318750000E1,-4.500000000E0,3.588750076E1
5.726081133E1,3.330000305E1,-4.893750191E0,3.607500076E1
5.728080530E1,3.350625229E1,-5.006250381E0,3.598125076E1
5.730079625E1,3.307500076E1,-4.200000286E0,3.600000000E1
5.732079610E1,3.382500076E1,-3.225000143E0,3.607500076E1
5.734079054E1,3.401250076E1,-3.150000095E0,3.639375305E1
5.736078425E1,3.401250076E1,-3.262500048E0,3.648750305E1
5.738079718E1,3.382500076E1,-3.468750238E0,3.680625153E1
5.740079220E1,3.380625153E1,-3.187500238E0,3.712500000E1
5.742078426E1,3.361875153E1,-3.150000095E0,3.639375305E1
5.744078567E1,3.420000076E1,-3.281250238E0,3.658125305E1
5.746079433E1,3.455625153E1,-2.287500143E0,3.648750305E1
5.748078601E1,3.446250153E1,-2.418750048E0,3.710625076E1
5.750078611E1,3.463125229E1,-1.800000072E0,3.658125305E1
5.752078222E1,3.451875305E1,-1.425000072E0,3.701250076E1
5.754078672E1,3.416250229E1,-2.081250191E0,3.660000229E1
5.756078596E1,3.466875076E1,-2.550000191E0,3.585000229E1
5.758078213E1,3.493125153E1,-2.100000143E0,3.658125305E1
5.760078590E1,3.532500076E1,-2.100000143E0,3.615000153E1
5.762078499E1,3.523125076E1,-2.006250143E0,3.635625076E1
5.764078009E1,3.530625153E1,-1.612500072E0,3.646875000E1
5.766078373E1,3.549375153E1,-1.312500000E0,3.635625076E1
5.768078282E1,3.528750229E1,-1.218750000E0,3.646875000E1
5.770075665E1,3.609375000E1,-1.631250024E0,3.622500229E1
5.772076496E1,3.646875000E1,-1.800000072E0,3.716250229E1
5.774076810E1,3.530625153E1,-1.500000000E0,3.605625153E1
5.776077814E1,3.570000076E1,-1.518750072E0,3.635625076E1
5.778082744E1,3.607500076E1,-1.218750000E0,3.613125229E1
5.780081589E1,3.586875153E1,-8.062500358E-1,3.571875000E1
5.782081252E1,3.624375153E1,-7.125000358E-1,3.571875000E1
5.784080486E1,3.556875229E1,-9.000000358E-1,3.594375229E1
5.786079434E1,3.607500076E1,-1.068750024E0,3.510000229E1
5.788079179E1,3.560625076E1,-1.481250048E0,3.562500000E1
5.790078783E1,3.598125076E1,-1.218750000E0,3.613125229E1
5.792079200E1,3.635625076E1,-6.937500238E-1,3.540000153E1
5.794079111E1,3.635625076E1,-8.062500358E-1,3.540000153E1
5.796078654E1,3.626250076E1,-9.937500358E-1,3.530625153E1
5.798079028E1,3.691875076E1,-3.187500238E-1,3.528750229E1
5.800080120E1,3.615000153E1,-6.000000238E-1,3.551250076E1
5.802079404E1,3.616875076E1,-9.937500358E-1,3.560625076E1
5.804079510E1,3.686250305E1,-1.331250072E0,3.579375076E1
5.806079183E1,3.620625305E1,-1.556250095E0,3.498750305E1
5.808078532E1,3.635625076E1,-5.812500119E-1,3.498750305E1
5.810078636E1,3.622500229E1,-3.187500238E-1,3.560625076E1
5.812078470E1,3.624375153E1,-8.437500596E-1,3.624375153E1
5.814077935E1,3.691875076E1,-3.375000060E-1,3.570000076E1
5.816078255E1,3.656250000E1,-9.000000358E-1,3.540000153E1
5.818078135E1,3.643125153E1,-6.187500358E-1,3.581250000E1
5.820077651E1,3.633750153E1,-6.187500358E-1,3.571875000E1
5.822078031E1,3.633750153E1,-3.937500119E-1,3.540000153E1
5.824076941E1,3.661875153E1,1.875000075E-2,3.466875076E1
5.826077802E1,3.652500153E1,-1.875000000E-1,3.498750305E1
5.828078115E1,3.641250229E1,-1.500000060E-1,3.601875305E1
5.830077964E1,3.690000153E1,9.375000000E-2,3.517500305E1
5.832081948E1,3.710625076E1,-1.125000045E-1,3.508125305E1
5.834081229E1,3.654375076E1,-5.062500238E-1,3.528750229E1
5.836080121E1,3.763125229E1,-5.812500119E-1,3.433125305E1
5.838079926E1,3.693750000E1,-6.750000119E-1,3.476250076E1
5.840079342E1,3.720000076E1,3.750000149E-2,3.423750305E1
5.842078433E1,3.708750153E1,7.500000000E-1,3.382500076E1
5.844077420E1,3.718125153E1,4.125000238E-1,3.455625153E1
5.846078494E1,3.708750153E1,1.687500030E-1,3.549375153E1
5.848078975E1,3.714375305E1,-8.250000477E-1,3.538125229E1
5.850078936E1,3.656250000E1,-1.087500095E0,3.528750229E1
5.852078495E1,3.736875153E1,-1.687500119E0,3.474375153E1
5.854078914E1,3.630000305E1,-1.650000095E0,3.466875076E1
5.856078835E1,3.571875000E1,-2.231250048E0,3.645000076E1
5.858078338E1,3.611250305E1,-2.306250095E0,3.601875305E1
5.860078672E1,3.693750000E1,-3.131250143E0,3.620625305E1
5.862078532E1,3.690000153E1,-2.400000095E0,3.547500229E1
5.864077910E1,3.766875076E1,-1.762500048E0,3.421875000E1
5.866077195E1,3.798750305E1,-2.231250048E0,3.346875000E1
5.868077349E1,3.828750229E1,-2.343750000E0,3.367500305E1
5.870078221E1,3.800625229E1,-2.306250095E0,3.326250076E1
5.872078521E1,3.926250076E1,-2.175000191E0,3.363750076E1
5.874078314E1,3.798750305E1,-2.212500095E0,3.326250076E1
5.876077777E1,3.776250076E1,-1.668750048E0,3.431250000E1
5.878075946E1,3.721875000E1,-2.100000143E0,3.339375305E1
5.880076264E1,3.847500229E1,-2.231250048E0,3.335625076E1
5.882077298E1,3.789375305E1,-2.456250191E0,3.410625076E1
5.884077713E1,3.772500229E1,-2.925000191E0,3.390000153E1
5.886082164E1,3.763125229E1,-3.000000000E0,3.326250076E1
5.888080681E1,3.823125076E1,-2.887500048E0,3.283125305E1
5.890080068E1,3.813750076E1,-3.187500238E0,3.294375229E1
5.892079136E1,3.772500229E1,-2.700000048E0,3.326250076E1
5.894079104E1,3.834375000E1,-3.525000095E0,3.345000076E1
5.896078544E1,3.787500000E1,-3.918750048E0,3.367500305E1
5.898077891E1,3.703125000E1,-4.556250095E0,3.337500000E1
5.900079213E1,3.731250000E1,-4.256250381E0,3.305625153E1
5.902078718E1,3.751875305E1,-4.837500095E0,3.273750305E1
5.904079042E1,3.746250153E1,-5.737500191E0,3.273750305E1
5.906078904E1,3.720000076E1,-6.243750095E0,3.335625076E1
5.908079528E1,3.776250076E1,-6.187500477E0,3.356250000E1
5.910079610E1,3.798750305E1,-4.275000095E0,3.283125305E1
5.912079213E1,3.751875305E1,-4.575000286E0,3.315000153E1
5.914078476E1,3.703125000E1,-5.081250191E0,3.378750229E1
5.916078662E1,3.703125000E1,-4.875000000E0,3.369375229E1
5.918078332E1,3.733125305E1,-5.043750286E0,3.294375229E1
5.920077767E1,3.714375305E1,-5.250000000E0,3.326250076E1
5.922078069E1,3.753750229E1,-5.156250000E0,3.305625153E1
5.924077931E1,3.780000305E1,-4.256250381E0,3.283125305E1
5.926078538E1,3.750000000E1,-4.256250381E0,3.305625153E1
5.928078632E1,3.729375076E1,-4.087500095E0,3.369375229E1
5.930078328E1,3.738750076E1,-4.068750381E0,3.305625153E1
5.932075542E1,3.729375076E1,-4.087500095E0,3.348750305E1
5.934076220E1,3.703125000E1,-4.856250286E0,3.337500000E1
5.936076426E1,3.691875076E1,-4.537500381E0,3.296250153E1
5.938077361E1,3.680625153E1,-4.275000095E0,3.348750305E1
5.940082227E1,3.673125076E1,-4.425000191E0,3.277500153E1
5.942081056E1,3.796875000E1,-3.956250191E0,3.273750305E1
5.944080683E1,3.759375000E1,-4.031250000E0,3.243750000E1
5.946079917E1,3.729375076E1,-3.993750095E0,3.358125305E1
5.948080002E1,3.751875305E1,-4.743750095E0,3.264375305E1
5.950079504E1,3.817500305E1,-4.050000191E0,3.230625153E1
5.952079993E1,3.723750305E1,-4.612500191E0,3.223125076E1
5.954079948E1,3.731250000E1,-4.218750000E0,3.243750000E1
5.956079478E1,3.768750000E1,-3.731250048E0,3.223125076E1
5.958078739E1,3.768750000E1,-4.143750191E0,3.273750305E1
5.960078893E1,3.759375000E1,-3.918750048E0,3.202500153E1
5.962078637E1,3.836250305E1,-3.656250238E0,3.230625153E1
5.964078086E1,3.738750076E1,-3.806250095E0,3.211875153E1
5.966078361E1,3.729375076E1,-3.825000048E0,3.243750000E1
5.968078188E1,3.761250305E1,-4.387500286E0,3.159375191E1
5.970077666E1,3.759375000E1,-4.106250286E0,3.202500153E1
5.972078017E1,3.780000305E1,-3.993750095E0,3.150000191E1
5.974077932E1,3.768750000E1,-3.937500238E0,3.232500076E1
5.976078549E1,3.776250076E1,-3.412500143E0,3.202500153E1
5.978078639E1,3.785625076E1,-3.243750095E0,3.232500076E1
5.980078289E1,3.757500076E1,-3.412500143E0,3.191250038E1
5.982078742E1,3.755625153E1,-3.000000000E0,3.170625114E1
5.984077601E1,3.738750076E1,-3.581250191E0,3.150000191E1
5.986075301E1,3.710625076E1,-3.862500191E0,3.140625191E1
5.988076395E1,3.712500000E1,-3.937500238E0,3.099375153E1
5.990076899E1,3.738750076E1,-3.581250191E0,3.170625114E1
5.992076927E1,3.806250000E1,-3.075000048E0,3.086250114E1
5.994082204E1,3.795000076E1,-2.793750048E0,3.129375076E1
5.996081355E1,3.825000000E1,-3.112500191E0,3.159375191E1
5.998081235E1,3.776250076E1,-2.868750095E0,3.108750153E1
6.000080661E1,3.900000000E1,-2.531250000E0,3.146250153E1
6.002079751E1,3.789375305E1,-3.525000095E0,3.045000076E1
6.004079694E1,3.787500000E1,-3.431250095E0,3.045000076E1
6.006079310E1,3.817500305E1,-3.243750095E0,3.054375076E1
6.008079729E1,3.853125000E1,-2.550000191E0,3.013125038E1
6.010079657E1,3.815625000E1,-3.168750048E0,3.075000191E1
6.012079188E1,3.841875076E1,-2.343750000E0,3.003750038E1
6.014078422E1,3.823125076E1,-2.662500143E0,3.065625191E1
6.016078595E1,3.802500153E1,-2.343750000E0,3.035625076E1
6.018078362E1,3.795000076E1,-2.493750095E0,2.962500191E1
6.020077741E1,3.757500076E1,-2.681250095E0,2.953125191E1
6.022078034E1,3.787500000E1,-3.093750238E0,2.983125114E1
6.024077892E1,3.836250305E1,-2.981250048E0,2.919375038E1
6.026078390E1,3.806250000E1,-2.850000143E0,2.878125191E1
6.028077410E1,3.826875305E1,-2.775000095E0,2.910000038E1
6.030077345E1,3.768750000E1,-2.943750143E0,2.891250038E1
6.032078053E1,3.806250000E1,-2.887500048E0,2.962500191E1
6.034078202E1,3.757500076E1,-2.981250048E0,2.973750114E1
6.036077931E1,3.720000076E1,-2.906250000E0,2.870625114E1
6.038078466E1,3.721875000E1,-3.450000048E0,2.923125076E1
6.040076303E1,3.723750305E1,-4.031250000E0,2.900625038E1
6.042076371E1,3.733125305E1,-4.012500286E0,2.891250038E1
6.044077173E1,3.751875305E1,-3.637500048E0,2.900625038E1
6.046077432E1,3.798750305E1,-3.225000143E0,2.857500076E1
6.048081758E1,3.740625000E1,-3.243750095E0,2.923125076E1
6.050080175E1,3.740625000E1,-3.450000048E0,2.932500076E1
6.052079536E1,3.733125305E1,-3.843750238E0,2.921250153E1
6.054079698E1,3.725625229E1,-4.312500000E0,2.891250038E1
6.056079385E1,3.735000229E1,-4.443750381E0,2.941875076E1
6.058078580E1,3.751875305E1,-3.656250238E0,2.921250153E1
6.060078827E1,3.695625305E1,-4.312500000E0,2.891250038E1
6.062079735E1,3.723750305E1,-4.031250000E0,2.921250153E1
6.064078940E1,3.744375229E1,-4.331250191E0,2.921250153E1
6.066079002E1,3.751875305E1,-3.637500048E0,2.911875153E1
6.068078656E1,3.759375000E1,-3.131250143E0,2.870625114E1
6.070079133E1,3.729375076E1,-3.262500048E0,2.964375114E1
6.072078011E1,3.761250305E1,-3.450000048E0,2.932500076E1
6.074077803E1,3.772500229E1,-3.825000048E0,2.889375114E1
6.076078414E1,3.742500305E1,-3.843750238E0,2.921250153E1
6.078078490E1,3.763125229E1,-3.712500095E0,2.859375191E1
6.080078089E1,3.795000076E1,-4.312500000E0,2.846250153E1
6.082077478E1,3.766875076E1,-4.725000381E0,2.878125191E1
6.084077712E1,3.798750305E1,-5.306250095E0,2.846250153E1
6.086077524E1,3.793125153E1,-4.106250286E0,2.825625038E1
6.088078096E1,3.871875000E1,-4.162500381E0,2.887500191E1
6.090078156E1,3.785625076E1,-4.650000095E0,2.919375038E1
6.092078941E1,3.817500305E1,-5.137500286E0,2.887500191E1
6.094075872E1,3.800625229E1,-5.700000286E0,2.835000038E1
6.096076328E1,3.811875153E1,-6.206250191E0,2.855625153E1
6.098077461E1,3.742500305E1,-5.643750191E0,2.786250114E1
6.100077988E1,3.761250305E1,-5.625000000E0,2.754375076E1
6.102081374E1,3.763125229E1,-5.962500095E0,2.816250038E1
6.104081301E1,3.750000000E1,-5.475000381E0,2.816250038E1
6.106080703E1,3.751875305E1,-5.418750286E0,2.743125153E1
6.108079762E1,3.721875000E1,-5.625000000E0,2.765625191E1
6.110079706E1,3.759375000E1,-5.362500191E0,2.805000114E1
6.112079093E1,3.770625305E1,-5.381250381E0,2.825625038E1
6.114079499E1,3.731250000E1,-5.568750381E0,2.816250038E1
6.116079384E1,3.751875305E1,-5.625000000E0,2.743125153E1
6.118078893E1,3.675000000E1,-5.906250000E0,2.765625191E1
6.120078132E1,3.686250305E1,-6.412500381E0,2.754375076E1
6.122078276E1,3.763125229E1,-6.393750191E0,2.878125191E1
6.124078041E1,3.667500305E1,-6.600000381E0,2.765625191E1
6.126078595E1,3.716250229E1,-6.393750191E0,2.713125038E1
6.128078627E1,3.716250229E1,-6.075000286E0,2.692500114E1
6.130078245E1,3.695625305E1,-6.131250381E0,2.776875114E1
6.132078670E1,3.695625305E1,-5.906250000E0,2.733750153E1
6.134078541E1,3.667500305E1,-6.600000381E0,2.765625191E1
6.136079264E1,3.688125229E1,-6.600000381E0,2.754375076E1
6.138079374E1,3.667500305E1,-6.487500191E0,2.724375153E1
6.140079028E1,3.678750229E1,-6.787500381E0,2.745000076E1
6.142078357E1,3.641250229E1,-6.937500477E0,2.662500191E1
6.144078541E1,3.660000229E1,-6.918750286E0,2.818125153E1
6.146078350E1,3.624375153E1,-7.425000191E0,2.653125191E1
6.148075655E1,3.738750076E1,-7.050000191E0,2.816250038E1
6.150076434E1,3.618750000E1,-6.375000477E0,2.735625076E1
6.152076702E1,3.656250000E1,-6.018750191E0,2.797500038E1
6.154077681E1,3.605625153E1,-5.925000191E0,2.840625191E1
6.156081463E1,3.654375076E1,-5.831250191E0,2.818125153E1
6.158081687E1,3.596250153E1,-5.943750381E0,2.863125038E1
6.160081299E1,3.605625153E1,-5.925000191E0,2.831250191E1
6.162080517E1,3.609375000E1,-6.731250286E0,2.840625191E1
6.164079453E1,3.628125000E1,-6.450000286E0,2.861250114E1
6.166079212E1,3.618750000E1,-6.412500381E0,2.799375153E1
6.168078773E1,3.538125229E1,-5.925000191E0,2.874375153E1
6.170080279E1,3.579375076E1,-6.281250477E0,2.778750038E1
6.172079902E1,3.624375153E1,-5.850000381E0,2.872500038E1
6.174079214E1,3.693750000E1,-5.943750381E0,2.827500153E1
6.176079368E1,3.622500229E1,-5.175000191E0,2.881875038E1
6.178079111E1,3.641250229E1,-5.400000095E0,2.923125076E1
6.180079651E1,3.641250229E1,-5.175000191E0,2.881875038E1
6.182079654E1,3.661875153E1,-5.287500381E0,2.902500153E1
6.184079242E1,3.624375153E1,-5.887500286E0,2.934375191E1
6.186078501E1,3.605625153E1,-5.756250381E0,2.881875038E1
6.188078713E1,3.596250153E1,-5.981250286E0,2.925000191E1
6.190078504E1,3.577500153E1,-6.131250381E0,2.851875114E1
6.192077908E1,3.605625153E1,-5.606250286E0,2.799375153E1
6.194078184E1,3.596250153E1,-6.056250095E0,2.872500038E1
6.196078043E1,3.663750076E1,-5.625000000E0,2.788125038E1
6.198078662E1,3.654375076E1,-5.643750191E0,2.829375076E1
6.200078771E1,3.652500153E1,-5.325000286E0,2.799375153E1
6.202076299E1,3.652500153E1,-5.400000095E0,2.923125076E1
6.204077245E1,3.673125076E1,-5.756250381E0,2.829375076E1
6.206077626E1,3.643125153E1,-5.250000000E0,2.840625191E1
6.208077549E1,3.624375153E1,-5.531250000E0,2.810625076E1
6.210081605E1,3.665625000E1,-5.925000191E0,2.797500038E1
6.212080974E1,3.607500076E1,-6.112500191E0,2.820000076E1
6.214079925E1,3.616875076E1,-6.112500191E0,2.788125038E1
6.216079765E1,3.630000305E1,-6.768750191E0,2.735625076E1
6.218079229E1,3.607500076E1,-6.187500477E0,2.767500114E1
6.220079373E1,3.648750305E1,-6.281250477E0,2.724375153E1
6.222079270E1,3.637500000E1,-6.187500477E0,2.735625076E1
6.224079871E1,3.665625000E1,-5.981250286E0,2.715000153E1
6.226079928E1,3.645000076E1,-5.568750381E0,2.715000153E1
6.228079530E1,3.693750000E1,-5.812500000E0,2.745000076E1
6.230078819E1,3.652500153E1,-5.418750286E0,2.799375153E1
6.232079026E1,3.673125076E1,-5.531250000E0,2.797500038E1
6.234078783E1,3.626250076E1,-5.812500000E0,2.778750038E1
6.236078200E1,3.645000076E1,-5.606250286E0,2.778750038E1
6.238078462E1,3.637500000E1,-6.168750286E0,2.726250076E1
6.240078328E1,3.549375153E1,-6.056250095E0,2.728125191E1
6.242077682E1,3.579375076E1,-6.150000095E0,2.716875076E1
6.244078105E1,3.598125076E1,-5.981250286E0,2.746875191E1
6.246078001E1,3.607500076E1,-5.775000095E0,2.726250076E1
6.248078648E1,3.684375000E1,-5.681250095E0,2.703750038E1
6.250078749E1,3.654375076E1,-5.456250191E0,2.673750114E1
6.252078431E1,3.626250076E1,-5.793750286E0,2.758125114E1
6.254077784E1,3.633750153E1,-5.381250381E0,2.726250076E1
6.256075870E1,3.673125076E1,-5.400000095E0,2.735625076E1
6.258076129E1,3.652500153E1,-5.325000286E0,2.776875114E1
6.260077127E1,3.693750000E1,-5.493750095E0,2.715000153E1
6.262077526E1,3.650625229E1,-4.931250095E0,2.788125038E1
6.264080847E1,3.643125153E1,-5.212500095E0,2.778750038E1
6.266080757E1,3.603750229E1,-4.968750000E0,2.716875076E1
6.268080146E1,3.603750229E1,-5.287500381E0,2.748750114E1
6.270080306E1,3.536250305E1,-5.118750095E0,2.677500153E1
6.272079989E1,3.643125153E1,-4.950000286E0,2.673750114E1
6.274079159E1,3.592500305E1,-4.556250095E0,2.675625038E1
6.276079396E1,3.622500229E1,-4.518750191E0,2.613750076E1
6.278079151E1,3.620625305E1,-4.462500095E0,2.685000038E1
6.280078545E1,3.641250229E1,-4.350000381E0,2.655000114E1
6.282078830E1,3.618750000E1,-3.956250191E0,2.666250038E1
6.284078645E1,3.708750153E1,-4.256250381E0,2.621250153E1
6.286078156E1,3.669375229E1,-4.331250191E0,2.611875153E1
6.288078501E1,3.671250153E1,-4.650000095E0,2.641875076E1
6.290078346E1,3.650625229E1,-4.556250095E0,2.653125191E1
6.292077854E1,3.690000153E1,-4.256250381E0,2.632500076E1
6.294078189E1,3.671250153E1,-4.650000095E0,2.632500076E1
6.296077947E1,3.706875229E1,-4.068750381E0,2.641875076E1
6.298078654E1,3.678750229E1,-3.918750048E0,2.559375191E1
6.300078782E1,3.650625229E1,-4.125000000E0,2.602500153E1
6.302078438E1,3.648750305E1,-3.843750238E0,2.611875153E1
6.304078880E1,3.765000153E1,-3.750000238E0,2.578125191E1
6.306078845E1,3.706875229E1,-3.843750238E0,2.611875153E1
6.308078418E1,3.753750229E1,-3.618750095E0,2.703750038E1
6.310075508E1,3.757500076E1,-4.031250000E0,2.546250153E1
6.312076128E1,3.776250076E1,-3.731250048E0,2.546250153E1
6.314076297E1,3.746250153E1,-3.825000048E0,2.527500153E1
6.316077202E1,3.766875076E1,-4.106250286E0,2.516250038E1
6.318080941E1,3.766875076E1,-3.806250095E0,2.505000114E1
6.320081135E1,3.746250153E1,-3.918750048E0,2.548125076E1
6.322080752E1,3.699375153E1,-3.975000143E0,2.497500038E1
6.324079953E1,3.663750076E1,-4.612500191E0,2.394375038E1
6.326080022E1,3.703125000E1,-4.631250381E0,2.424375153E1
6.328079490E1,3.789375305E1,-4.443750381E0,2.390625000E1
6.330078831E1,3.800625229E1,-4.631250381E0,2.379375076E1
6.332079017E1,3.780000305E1,-4.406250000E0,2.338125038E1
6.334078783E1,3.879375076E1,-4.650000095E0,2.366250038E1
6.336078212E1,3.787500000E1,-3.862500191E0,2.411250114E1
6.338078471E1,3.826875305E1,-4.050000191E0,2.379375076E1
6.340079481E1,3.858750153E1,-4.443750381E0,2.356875038E1
6.342078726E1,3.845625305E1,-3.862500191E0,2.368125153E1
6.344078821E1,3.778125000E1,-3.937500238E0,2.370000076E1
6.346078499E1,3.847500229E1,-4.125000000E0,2.336250114E1
6.348078952E1,3.789375305E1,-4.218750000E0,2.338125038E1
6.350078826E1,3.830625153E1,-4.931250095E0,2.368125153E1
6.352078451E1,3.772500229E1,-4.593750000E0,2.308125114E1
6.354078845E1,3.823125076E1,-5.081250191E0,2.285625076E1
6.356078751E1,3.793125153E1,-4.762500286E0,2.253750038E1
6.358078282E1,3.841875076E1,-4.762500286E0,2.212500000E1
6.360078651E1,3.823125076E1,-4.837500095E0,2.201250076E1
6.362078582E1,3.813750076E1,-4.818750381E0,2.171250153E1
6.364075968E1,3.795000076E1,-4.893750191E0,2.139375114E1
6.366076801E1,3.834375000E1,-5.306250095E0,2.148750114E1
6.368077086E1,3.843750000E1,-5.006250381E0,2.148750114E1
6.370076956E1,3.881250000E1,-4.706250191E0,2.116875076E1
6.372081007E1,3.862500000E1,-4.725000381E0,2.148750114E1
6.374080391E1,3.901875305E1,-4.931250095E0,2.158125114E1
6.376080474E1,3.873750305E1,-5.118750095E0,2.128125000E1
6.378080075E1,3.911250305E1,-4.725000381E0,2.116875076E1
6.380079319E1,3.892500305E1,-4.706250191E0,2.085000038E1
6.382079281E1,3.892500305E1,-5.006250381E0,2.105625153E1
6.384079005E1,3.875625229E1,-5.381250381E0,2.064375114E1
6.386079494E1,3.866250229E1,-5.531250000E0,2.002500153E1
6.388079471E1,3.892500305E1,-4.987500191E0,2.064375114E1
6.390079037E1,3.896250153E1,-5.756250381E0,2.043750000E1
6.392078289E1,3.875625229E1,-5.437500000E0,2.011875153E1
6.394078472E1,3.943125153E1,-5.381250381E0,2.030625153E1
6.396078366E1,3.915000153E1,-5.231250286E0,1.980000114E1
6.398078860E1,3.868125153E1,-5.681250095E0,1.929375076E1
6.400078850E1,3.935625076E1,-5.362500191E0,1.845000076E1
6.402078433E1,3.954375076E1,-5.118750095E0,1.916250038E1
6.404084495E1,3.935625076E1,-5.193750381E0,1.897500038E1
6.406083129E1,3.943125153E1,-5.118750095E0,1.938750076E1
6.408081479E1,3.935625076E1,-5.512500286E0,1.938750076E1
6.410080832E1,3.952500153E1,-4.818750381E0,1.906875038E1
6.412079925E1,3.945000076E1,-5.306250095E0,1.895625114E1
6.414078814E1,3.956250000E1,-5.587500095E0,1.865625000E1
6.416078734E1,3.909375000E1,-5.737500191E0,1.824375153E1
6.418075063E1,3.928125000E1,-5.662500381E0,1.865625000E1
6.420076239E1,3.911250305E1,-6.112500191E0,1.792500114E1
6.422076889E1,3.922500229E1,-6.412500381E0,1.792500114E1
6.424077051E1,3.913125229E1,-6.600000381E0,1.751250076E1
6.426081334E1,3.922500229E1,-6.281250477E0,1.730625153E1
6.428080897E1,3.943125153E1,-6.656250477E0,1.666875076E1
6.430080017E1,3.883125305E1,-6.468750477E0,1.710000038E1
6.432079988E1,3.931875229E1,-6.131250381E0,1.636875153E1
6.434079529E1,3.982500076E1,-6.450000286E0,1.655625153E1
6.436078612E1,4.001250076E1,-6.543750286E0,1.612500000E1
6.438078788E1,3.913125229E1,-6.337500095E0,1.657500076E1
6.440078515E1,3.991875076E1,-6.562500477E0,1.665000153E1
