"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.652339714E0,-1.807500076E1,3.037500191E1,-2.330625153E1
1.672338425E0,-1.788750076E1,3.033750153E1,-2.268750000E1
1.692344630E0,-1.837500000E1,3.045000076E1,-2.255625153E1
1.712345459E0,-1.756875038E1,2.996250153E1,-2.300625038E1
1.732342335E0,-1.837500000E1,3.045000076E1,-2.255625153E1
1.752302651E0,-1.768125153E1,3.033750153E1,-2.257500076E1
1.772312107E0,-1.813125038E1,2.981250191E1,-2.371875000E1
1.792316400E0,-1.755000114E1,2.958750153E1,-2.362500000E1
1.812327686E0,-1.807500076E1,3.061875153E1,-2.392500114E1
1.832366713E0,-1.717500114E1,2.975625038E1,-2.332500076E1
1.852369948E0,-1.815000153E1,3.007500076E1,-2.287500000E1
1.872366943E0,-1.756875038E1,2.996250153E1,-2.310000038E1
1.892359667E0,-1.856250000E1,3.028125191E1,-2.287500000E1
1.912360416E0,-1.775625038E1,2.977500153E1,-2.321250153E1
1.932355225E0,-1.815000153E1,3.007500076E1,-2.319375038E1
1.952348561E0,-1.775625038E1,2.964375114E1,-2.280000114E1
1.972350501E0,-1.846875000E1,3.045000076E1,-2.266875076E1
1.992347900E0,-1.734375000E1,2.926875114E1,-2.332500076E1
2.012341681E0,-1.835625076E1,3.007500076E1,-2.278125000E1
2.032344388E0,-1.726875114E1,2.977500153E1,-2.332500076E1
2.052354229E0,-1.848750114E1,3.078750038E1,-2.308125114E1
2.072347968E0,-1.764375114E1,2.955000114E1,-2.280000114E1
2.092348751E0,-1.818750000E1,3.056250191E1,-2.287500000E1
2.112345203E0,-1.764375114E1,2.955000114E1,-2.289375114E1
2.132349708E0,-1.786875153E1,3.000000191E1,-2.184375000E1
2.152405618E0,-1.815000153E1,2.985000038E1,-2.257500076E1
2.172388211E0,-1.854375076E1,3.018750191E1,-2.296875000E1
2.192380130E0,-1.738125038E1,3.024375153E1,-2.311875153E1
2.212369012E0,-1.745625114E1,2.955000114E1,-2.280000114E1
2.232356138E0,-1.766250038E1,2.994375038E1,-2.268750000E1
2.252352482E0,-1.738125038E1,2.994375038E1,-2.300625038E1
2.272347464E0,-1.755000114E1,2.966250038E1,-2.300625038E1
2.292307160E0,-1.736250114E1,2.986875153E1,-2.341875076E1
2.312316439E0,-1.736250114E1,2.977500153E1,-2.341875076E1
2.332320860E0,-1.755000114E1,2.968125153E1,-2.332500076E1
2.352321155E0,-1.764375114E1,2.955000114E1,-2.280000114E1
2.372351946E0,-1.775625038E1,2.985000038E1,-2.289375114E1
2.392360823E0,-1.833750153E1,2.981250191E1,-2.349375153E1
2.412362805E0,-1.766250038E1,2.977500153E1,-2.330625153E1
2.432359585E0,-1.745625114E1,2.955000114E1,-2.300625038E1
2.452352376E0,-1.743750000E1,2.936250114E1,-2.300625038E1
2.472352517E0,-1.852500153E1,2.949375153E1,-2.308125114E1
2.492349940E0,-1.736250114E1,2.955000114E1,-2.311875153E1
2.512343488E0,-1.775625038E1,2.988750076E1,-2.330625153E1
2.532345785E0,-1.734375000E1,2.947500038E1,-2.332500076E1
2.552343836E0,-1.813125038E1,2.958750153E1,-2.319375038E1
2.572338345E0,-1.696875000E1,2.947500038E1,-2.178750038E1
2.592342067E0,-1.796250153E1,3.000000191E1,-2.351250076E1
2.612341958E0,-1.764375114E1,2.958750153E1,-2.353125000E1
2.632347568E0,-1.794375038E1,2.956875038E1,-2.300625038E1
2.652348091E0,-1.773750114E1,2.947500038E1,-2.310000038E1
2.672344312E0,-1.794375038E1,2.990625191E1,-2.371875000E1
2.692405203E0,-1.743750000E1,2.925000191E1,-2.300625038E1
2.712391466E0,-1.805625153E1,2.994375038E1,-2.246250153E1
2.732374949E0,-1.831875038E1,2.949375153E1,-2.308125114E1
2.752368373E0,-1.822500038E1,2.971875191E1,-2.360625076E1
2.772359158E0,-1.764375114E1,2.938125038E1,-2.341875076E1
2.792347097E0,-1.884375000E1,3.018750191E1,-2.285625076E1
2.812346686E0,-1.745625114E1,2.968125153E1,-2.332500076E1
2.832299044E0,-1.766250038E1,3.001875114E1,-2.394375038E1
2.852302327E0,-1.794375038E1,2.958750153E1,-2.341875076E1
2.872313602E0,-1.845000076E1,3.013125038E1,-2.381250000E1
2.892319364E0,-1.783125114E1,2.936250114E1,-2.300625038E1
2.912354418E0,-1.794375038E1,2.968125153E1,-2.310000038E1
2.932355430E0,-1.785000038E1,2.956875038E1,-2.289375114E1
2.952350844E0,-1.854375076E1,2.998125076E1,-2.308125114E1
2.972353956E0,-1.762500000E1,2.926875114E1,-2.321250153E1
2.992352125E0,-1.833750153E1,3.003750038E1,-2.392500114E1
3.012344786E0,-1.803750038E1,2.938125038E1,-2.298750114E1
3.032347741E0,-1.884375000E1,3.011250114E1,-2.317500114E1
3.052346014E0,-1.762500000E1,2.930625153E1,-2.383125114E1
3.072340657E0,-1.743750000E1,2.928750038E1,-2.353125000E1
3.092343358E0,-1.764375114E1,2.949375153E1,-2.362500000E1
3.112341602E0,-1.775625038E1,3.009375191E1,-2.371875000E1
3.132336672E0,-1.734375000E1,2.911875153E1,-2.229375076E1
3.152330124E0,-1.741875076E1,2.923125076E1,-2.426250076E1
3.172330921E0,-1.725000000E1,2.951250076E1,-2.405625153E1
3.192338905E0,-1.830000114E1,2.923125076E1,-2.392500114E1
3.212341542E0,-1.792500114E1,2.941875076E1,-2.383125114E1
3.232395728E0,-1.762500000E1,2.919375038E1,-2.362500000E1
3.252377138E0,-1.783125114E1,2.934375191E1,-2.415000153E1
3.272368056E0,-1.747500038E1,2.992500114E1,-2.248125076E1
3.292356331E0,-1.801875114E1,2.925000191E1,-2.413125038E1
3.312354080E0,-1.783125114E1,2.951250076E1,-2.383125114E1
3.332347745E0,-1.760625076E1,2.872500038E1,-2.385000038E1
3.352339829E0,-1.803750038E1,2.951250076E1,-2.371875000E1
3.372297405E0,-1.736250114E1,2.966250038E1,-2.311875153E1
3.392304809E0,-1.764375114E1,2.966250038E1,-2.310000038E1
3.412319325E0,-1.811250114E1,2.919375038E1,-2.310000038E1
3.432327519E0,-1.792500114E1,2.919375038E1,-2.321250153E1
3.452353036E0,-1.796250153E1,2.986875153E1,-2.289375114E1
3.472345943E0,-1.732500076E1,2.900625038E1,-2.396250153E1
3.492346704E0,-1.762500000E1,2.934375191E1,-2.426250076E1
3.512342961E0,-1.753125000E1,2.919375038E1,-2.364375114E1
3.532346880E0,-1.843125153E1,2.992500114E1,-2.360625076E1
3.552344536E0,-1.790625000E1,2.911875153E1,-2.383125114E1
3.572351265E0,-1.803750038E1,2.951250076E1,-2.371875000E1
3.592352024E0,-1.762500000E1,2.930625153E1,-2.373750114E1
3.612348597E0,-1.813125038E1,2.955000114E1,-2.424375153E1
3.632352743E0,-1.762500000E1,2.908125114E1,-2.341875076E1
3.652351759E0,-1.852500153E1,2.992500114E1,-2.381250000E1
3.672347088E0,-1.732500076E1,2.921250153E1,-2.385000038E1
3.692329324E0,-1.822500038E1,2.943750191E1,-2.413125038E1
3.712332517E0,-1.803750038E1,2.951250076E1,-2.351250076E1
3.732331783E0,-1.785000038E1,2.977500153E1,-2.330625153E1
3.752338573E0,-1.743750000E1,2.938125038E1,-2.353125000E1
3.772396632E0,-1.833750153E1,2.992500114E1,-2.371875000E1
3.792380933E0,-1.725000000E1,2.970000076E1,-2.394375038E1
3.812374037E0,-1.833750153E1,2.981250191E1,-2.360625076E1
3.832363711E0,-1.792500114E1,2.928750038E1,-2.330625153E1
3.852351370E0,-1.824375153E1,2.979375076E1,-2.330625153E1
3.872347449E0,-1.753125000E1,2.941875076E1,-2.415000153E1
3.892342537E0,-1.882500076E1,2.992500114E1,-2.349375153E1
3.912357189E0,-1.773750114E1,2.928750038E1,-2.341875076E1
3.932353705E0,-1.781250000E1,2.910000038E1,-2.353125000E1
3.952346826E0,-1.753125000E1,2.930625153E1,-2.394375038E1
3.972348753E0,-1.783125114E1,2.921250153E1,-2.362500000E1
3.992357954E0,-1.762500000E1,2.900625038E1,-2.385000038E1
4.012361041E0,-1.831875038E1,2.919375038E1,-2.319375038E1
4.032358791E0,-1.781250000E1,2.934375191E1,-2.424375153E1
4.052353086E0,-1.800000000E1,2.904375076E1,-2.403750038E1
4.072344186E0,-1.811250114E1,2.915625191E1,-2.433750153E1
4.092344120E0,-1.762500000E1,2.900625038E1,-2.362500000E1
4.112341555E0,-1.779375076E1,2.887500191E1,-2.467500114E1
4.132335391E0,-1.713750076E1,2.904375076E1,-2.291250038E1
4.152338119E0,-1.820625114E1,2.932500076E1,-2.371875000E1
4.172336637E0,-1.792500114E1,2.932500076E1,-2.392500114E1
4.192342862E0,-1.771875000E1,2.913750076E1,-2.435625076E1
4.212344084E0,-1.839375114E1,2.913750076E1,-2.392500114E1
4.232330856E0,-1.771875000E1,2.904375076E1,-2.426250076E1
4.252338015E0,-1.807500076E1,2.853750038E1,-2.394375038E1
4.272339553E0,-1.800000000E1,2.885625076E1,-2.445000076E1
4.292336727E0,-1.790625000E1,2.883750153E1,-2.394375038E1
4.312386990E0,-1.818750000E1,2.874375153E1,-2.403750038E1
4.332376617E0,-1.771875000E1,2.932500076E1,-2.403750038E1
4.352362863E0,-1.711875153E1,2.846250153E1,-2.323125076E1
4.372358684E0,-1.760625076E1,2.893125153E1,-2.415000153E1
4.392351291E0,-1.663125038E1,2.853750038E1,-2.283750153E1
4.412351309E0,-1.807500076E1,2.855625153E1,-2.424375153E1
4.432349228E0,-1.732500076E1,2.902500153E1,-2.405625153E1
4.452299561E0,-1.751250076E1,2.883750153E1,-2.435625076E1
4.472312808E0,-1.820625114E1,2.913750076E1,-2.392500114E1
4.492320351E0,-1.779375076E1,2.872500038E1,-2.394375038E1
4.512322948E0,-1.807500076E1,2.870625114E1,-2.506875038E1
4.532344078E0,-1.781250000E1,2.902500153E1,-2.383125114E1
4.552345351E0,-1.830000114E1,2.904375076E1,-2.392500114E1
4.572341487E0,-1.790625000E1,2.883750153E1,-2.394375038E1
4.592345477E0,-1.841250038E1,2.958750153E1,-2.484375191E1
4.612344398E0,-1.741875076E1,2.883750153E1,-2.426250076E1
4.632350031E0,-1.839375114E1,2.906250191E1,-2.413125038E1
4.652350753E0,-1.788750076E1,2.885625076E1,-2.445000076E1
4.672346717E0,-1.858125114E1,2.896875191E1,-2.433750153E1
4.692350733E0,-1.800000000E1,2.904375076E1,-2.424375153E1
4.712349525E0,-1.830000114E1,2.915625191E1,-2.424375153E1
4.732344495E0,-1.837500000E1,2.866875076E1,-2.424375153E1
4.752348130E0,-1.740000153E1,2.874375153E1,-2.426250076E1
4.772325336E0,-1.788750076E1,2.876250076E1,-2.435625076E1
4.792324982E0,-1.809375000E1,2.906250191E1,-2.433750153E1
4.812332340E0,-1.760625076E1,2.883750153E1,-2.415000153E1
4.832334507E0,-1.770000076E1,2.904375076E1,-2.446875191E1
4.852377370E0,-1.779375076E1,2.881875038E1,-2.383125114E1
4.872372723E0,-1.800000000E1,2.893125153E1,-2.403750038E1
4.892363615E0,-1.798125076E1,2.876250076E1,-2.435625076E1
4.912362967E0,-1.790625000E1,2.906250191E1,-2.445000076E1
4.932358276E0,-1.770000076E1,2.874375153E1,-2.435625076E1
4.952348705E0,-1.770000076E1,2.863125038E1,-2.415000153E1
4.972350400E0,-1.800000000E1,2.868750191E1,-2.310000038E1
4.992358680E0,-1.826250076E1,2.848125076E1,-2.465625191E1
5.012349637E0,-1.818750000E1,2.885625076E1,-2.424375153E1
5.032350162E0,-1.820625114E1,2.902500153E1,-2.362500000E1
5.052346684E0,-1.771875000E1,2.902500153E1,-2.403750038E1
5.072351446E0,-1.758750153E1,2.866875076E1,-2.467500114E1
5.092351204E0,-1.800000000E1,2.917500114E1,-2.456250191E1
5.112346466E0,-1.788750076E1,2.874375153E1,-2.415000153E1
5.132350338E0,-1.723125076E1,2.904375076E1,-2.281875038E1
5.152349405E0,-1.790625000E1,2.893125153E1,-2.383125114E1
5.172343429E0,-1.850625038E1,2.932500076E1,-2.349375153E1
5.192347614E0,-1.771875000E1,2.902500153E1,-2.403750038E1
5.212346498E0,-1.781250000E1,2.891250038E1,-2.362500000E1
5.232341905E0,-1.740000153E1,2.859375191E1,-2.364375114E1
5.252345526E0,-1.781250000E1,2.921250153E1,-2.373750114E1
5.272344471E0,-1.771875000E1,2.921250153E1,-2.373750114E1
5.292339844E0,-1.848750114E1,2.904375076E1,-2.401875114E1
5.312333492E0,-1.704375076E1,2.908125114E1,-2.364375114E1
5.332334518E0,-1.803750038E1,2.962500191E1,-2.392500114E1
5.352331639E0,-1.771875000E1,2.902500153E1,-2.394375038E1
5.372336924E0,-1.781250000E1,2.900625038E1,-2.353125000E1
5.392382349E0,-1.760625076E1,2.904375076E1,-2.426250076E1
5.412368104E0,-1.811250114E1,2.932500076E1,-2.392500114E1
5.432362782E0,-1.771875000E1,2.911875153E1,-2.394375038E1
5.452354230E0,-1.803750038E1,2.970000076E1,-2.340000153E1
5.472354318E0,-1.811250114E1,2.930625153E1,-2.362500000E1
5.492349152E0,-1.813125038E1,2.941875076E1,-2.362500000E1
5.512342857E0,-1.760625076E1,2.889375114E1,-2.353125000E1
5.532356401E0,-1.831875038E1,2.949375153E1,-2.330625153E1
5.552351467E0,-1.725000000E1,2.949375153E1,-2.385000038E1
5.572343515E0,-1.803750038E1,2.960625076E1,-2.340000153E1
5.592344805E0,-1.755000114E1,2.956875038E1,-2.332500076E1
5.612353756E0,-1.824375153E1,2.979375076E1,-2.340000153E1
5.632345265E0,-1.725000000E1,2.940000153E1,-2.385000038E1
5.652345338E0,-1.792500114E1,2.949375153E1,-2.351250076E1
5.672341516E0,-1.771875000E1,2.908125114E1,-2.321250153E1
5.692345996E0,-1.785000038E1,2.958750153E1,-2.330625153E1
5.712344342E0,-1.773750114E1,2.928750038E1,-2.332500076E1
5.732340532E0,-1.736250114E1,3.000000191E1,-2.373750114E1
5.752344833E0,-1.741875076E1,2.911875153E1,-2.394375038E1
5.772344009E0,-1.794375038E1,2.960625076E1,-2.362500000E1
5.792339302E0,-1.803750038E1,2.958750153E1,-2.310000038E1
5.812343072E0,-1.811250114E1,2.932500076E1,-2.371875000E1
5.832342489E0,-1.773750114E1,2.940000153E1,-2.373750114E1
5.852316507E0,-1.771875000E1,2.911875153E1,-2.373750114E1
5.872324763E0,-1.745625114E1,2.968125153E1,-2.341875076E1
5.892327884E0,-1.803750038E1,2.958750153E1,-2.310000038E1
5.912337925E0,-1.785000038E1,2.955000114E1,-2.280000114E1
5.932375680E0,-1.755000114E1,2.966250038E1,-2.311875153E1
5.952366829E0,-1.764375114E1,2.938125038E1,-2.332500076E1
5.972365520E0,-1.783125114E1,2.940000153E1,-2.341875076E1
5.992359828E0,-1.785000038E1,2.945625114E1,-2.289375114E1
6.012350980E0,-1.764375114E1,2.960625076E1,-2.383125114E1
6.032349876E0,-1.753125000E1,2.943750191E1,-2.435625076E1
6.052346736E0,-1.783125114E1,2.960625076E1,-2.351250076E1
6.072351322E0,-1.794375038E1,2.960625076E1,-2.362500000E1
6.092351032E0,-1.773750114E1,2.949375153E1,-2.341875076E1
6.112346493E0,-1.792500114E1,2.928750038E1,-2.321250153E1
6.132350429E0,-1.713750076E1,2.893125153E1,-2.250000000E1
6.152361027E0,-1.820625114E1,2.911875153E1,-2.362500000E1
6.172364994E0,-1.753125000E1,2.926875114E1,-2.311875153E1
6.192363408E0,-1.773750114E1,2.960625076E1,-2.362500000E1
6.212357624E0,-1.771875000E1,2.921250153E1,-2.383125114E1
6.232348979E0,-1.783125114E1,2.938125038E1,-2.330625153E1
6.252348773E0,-1.762500000E1,2.921250153E1,-2.383125114E1
6.272345902E0,-1.743750000E1,2.962500191E1,-2.405625153E1
6.292339691E0,-1.764375114E1,2.960625076E1,-2.394375038E1
6.312342231E0,-1.803750038E1,2.973750114E1,-2.403750038E1
6.332340552E0,-1.792500114E1,2.932500076E1,-2.383125114E1
6.352346882E0,-1.775625038E1,2.979375076E1,-2.341875076E1
6.372347839E0,-1.783125114E1,2.917500114E1,-2.300625038E1
6.392323273E0,-1.785000038E1,2.968125153E1,-2.321250153E1
6.412332629E0,-1.803750038E1,2.949375153E1,-2.330625153E1
6.432336641E0,-1.803750038E1,2.979375076E1,-2.351250076E1
6.452335628E0,-1.743750000E1,2.949375153E1,-2.373750114E1
6.472376267E0,-1.771875000E1,2.923125076E1,-2.415000153E1
6.492369867E0,-1.815000153E1,2.990625191E1,-2.340000153E1
6.512359342E0,-1.785000038E1,2.968125153E1,-2.330625153E1
6.532357930E0,-1.775625038E1,2.968125153E1,-2.330625153E1
6.552352469E0,-1.785000038E1,2.977500153E1,-2.310000038E1
6.572342791E0,-1.785000038E1,2.956875038E1,-2.310000038E1
6.592344369E0,-1.805625153E1,3.016875076E1,-2.310000038E1
6.612352618E0,-1.815000153E1,2.977500153E1,-2.289375114E1
6.632355166E0,-1.785000038E1,2.968125153E1,-2.321250153E1
6.652353059E0,-1.773750114E1,2.945625114E1,-2.268750000E1
6.672347204E0,-1.775625038E1,2.998125076E1,-2.330625153E1
6.692350540E0,-1.822500038E1,2.934375191E1,-2.246250153E1
6.712348806E0,-1.775625038E1,2.955000114E1,-2.268750000E1
6.732343040E0,-1.822500038E1,2.945625114E1,-2.266875076E1
6.752345918E0,-1.715625000E1,2.960625076E1,-2.396250153E1
6.772344260E0,-1.756875038E1,2.971875191E1,-2.248125076E1
6.792338500E0,-1.738125038E1,2.992500114E1,-2.259375000E1
6.812342160E0,-1.755000114E1,2.953125191E1,-2.259375000E1
6.832341014E0,-1.775625038E1,2.977500153E1,-2.310000038E1
6.852347401E0,-1.648125076E1,2.906250191E1,-2.169375038E1
6.872348336E0,-1.762500000E1,2.926875114E1,-2.321250153E1
6.892345094E0,-1.755000114E1,2.947500038E1,-2.332500076E1
6.912350102E0,-1.773750114E1,2.956875038E1,-2.321250153E1
6.932317317E0,-1.753125000E1,2.917500114E1,-2.321250153E1
6.952320031E0,-1.794375038E1,2.956875038E1,-2.289375114E1
6.972330112E0,-1.745625114E1,2.955000114E1,-2.291250038E1
6.992334372E0,-1.792500114E1,2.949375153E1,-2.341875076E1
7.012379004E0,-1.762500000E1,2.928750038E1,-2.332500076E1
7.032375719E0,-1.745625114E1,2.964375114E1,-2.291250038E1
7.052367471E0,-1.803750038E1,2.966250038E1,-2.278125000E1
7.072356106E0,-1.796250153E1,3.000000191E1,-2.340000153E1
7.092354032E0,-1.792500114E1,2.930625153E1,-2.341875076E1
7.112346872E0,-1.745625114E1,2.966250038E1,-2.321250153E1
7.132350468E0,-1.785000038E1,2.979375076E1,-2.362500000E1
7.152349115E0,-1.715625000E1,2.968125153E1,-2.353125000E1
7.172343975E0,-1.736250114E1,2.985000038E1,-2.291250038E1
7.192347289E0,-1.726875114E1,2.973750114E1,-2.291250038E1
7.212346186E0,-1.696875000E1,2.996250153E1,-2.355000114E1
7.232341600E0,-1.728750038E1,3.024375153E1,-2.291250038E1
7.252345512E0,-1.728750038E1,3.001875114E1,-2.270625114E1
7.272344287E0,-1.672500038E1,3.050625038E1,-2.281875038E1
7.292339322E0,-1.700625038E1,3.022500038E1,-2.281875038E1
7.312342875E0,-1.691250038E1,3.050625038E1,-2.250000000E1
7.332341599E0,-1.732500076E1,3.103125191E1,-2.280000114E1
7.352348266E0,-1.710000038E1,3.028125191E1,-2.188125038E1
7.372348966E0,-1.702500153E1,3.099375153E1,-2.238750076E1
7.392345335E0,-1.642500114E1,3.045000076E1,-2.178750038E1
7.412349835E0,-1.723125076E1,3.106875038E1,-2.176875114E1
7.432349515E0,-1.683750153E1,3.073125076E1,-2.126250076E1
7.452345075E0,-1.734375000E1,3.114375114E1,-2.145000076E1
7.472316423E0,-1.693125153E1,3.056250191E1,-2.188125038E1
7.492322491E0,-1.721250153E1,3.067500114E1,-2.206875038E1
7.512323959E0,-1.693125153E1,3.043125153E1,-2.115000153E1
7.532332850E0,-1.743750000E1,3.103125191E1,-2.124375153E1
7.552369999E0,-1.695000076E1,3.101250076E1,-2.115000153E1
7.572360757E0,-1.725000000E1,3.105000114E1,-2.145000076E1
7.592359431E0,-1.734375000E1,3.093750191E1,-2.113125038E1
7.612353703E0,-1.730625153E1,3.033750153E1,-2.103750038E1
7.632356289E0,-1.614375114E1,3.037500191E1,-2.075625038E1
7.652352586E0,-1.760625076E1,3.041250038E1,-2.060625076E1
7.672347064E0,-1.749375153E1,3.013125038E1,-2.092500114E1
7.692349890E0,-1.751250076E1,3.037500191E1,-2.010000038E1
7.712348215E0,-1.760625076E1,3.013125038E1,-2.071875000E1
7.732342862E0,-1.760625076E1,3.009375191E1,-2.030625153E1
7.752345980E0,-1.758750153E1,2.985000038E1,-2.103750038E1
7.772347218E0,-1.807500076E1,2.996250153E1,-2.101875114E1
7.792342892E0,-1.749375153E1,2.971875191E1,-2.051250076E1
7.812345385E0,-1.815000153E1,2.941875076E1,-2.040000153E1
7.832343477E0,-1.794375038E1,2.923125076E1,-2.060625076E1
7.852337851E0,-1.815000153E1,2.955000114E1,-2.081250000E1
7.872339601E0,-1.696875000E1,2.866875076E1,-1.981875038E1
7.892338508E0,-1.786875153E1,2.926875114E1,-1.966875076E1
7.912344938E0,-1.852500153E1,2.904375076E1,-2.028750038E1
7.932345728E0,-1.901250076E1,2.872500038E1,-1.985625076E1
7.952342193E0,-1.869375038E1,2.833125114E1,-1.987500000E1
7.972345644E0,-1.938750076E1,2.848125076E1,-2.047500038E1
7.992345748E0,-1.936875153E1,2.793750191E1,-1.965000153E1
8.012309119E0,-1.955625153E1,2.778750038E1,-2.036250114E1
8.032320289E0,-1.869375038E1,2.814375114E1,-2.008125114E1
8.052326025E0,-1.965000153E1,2.756250191E1,-1.983750153E1
8.072326684E0,-1.965000153E1,2.775000191E1,-1.974375153E1
8.092368813E0,-1.974375153E1,2.756250191E1,-1.995000076E1
8.112363182E0,-1.953750038E1,2.730000114E1,-2.047500038E1
8.132364786E0,-2.030625153E1,2.707500076E1,-1.972500038E1
8.152361183E0,-2.041875076E1,2.716875076E1,-1.961250114E1
8.172353748E0,-2.021250153E1,2.686875153E1,-1.942500114E1
