"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.981630639E1,1.112099500E1,7.734144500E1,3.163653055E2,5.037586212E0,9.433000183E1,1.899999976E0,1.430000019E1
2.081589846E1,1.112099500E1,7.734149500E1,3.162653133E2,5.627458096E0,8.965000153E1,2.000000000E0,1.530000019E1
2.181660739E1,1.112099167E1,7.734155167E1,3.160653339E2,6.117988110E0,9.366999817E1,2.099999905E0,1.589999962E1
2.281462062E1,1.112098833E1,7.734160833E1,3.158653544E2,5.648046970E0,9.316999817E1,2.099999905E0,1.650000000E1
2.381103139E1,1.112098833E1,7.734166000E1,3.157653625E2,4.316460609E0,9.012999725E1,2.099999905E0,1.739999962E1
2.481034116E1,1.112099000E1,7.734170167E1,3.155653632E2,4.537276268E0,8.819999695E1,2.200000048E0,1.770000076E1
2.580907623E1,1.112098833E1,7.734173667E1,3.151653745E2,4.618602276E0,9.337999725E1,2.400000095E0,1.789999962E1
2.681402423E1,1.112098833E1,7.734177333E1,3.146653803E2,4.686031342E0,9.433000183E1,2.500000000E0,1.829999924E1
2.781715169E1,1.112098500E1,7.734181167E1,3.143653979E2,4.716914654E0,9.605000305E1,2.599999905E0,1.870000076E1
2.881809231E1,1.112098333E1,7.734186167E1,3.137654116E2,4.729267597E0,9.337999725E1,2.700000048E0,1.910000038E1
2.981457962E1,1.112097333E1,7.734192000E1,3.132654557E2,4.724120617E0,8.955999756E1,2.700000048E0,1.850000000E1
3.081095162E1,1.112096500E1,7.734198833E1,3.128654955E2,4.777136803E0,9.418000031E1,2.599999905E0,1.800000000E1
3.181379254E1,1.112095667E1,7.734205833E1,3.123655356E2,4.875963688E0,9.684999847E1,2.599999905E0,1.760000038E1
3.281863600E1,1.112093833E1,7.734215667E1,3.121656150E2,8.050769806E0,9.648999786E1,2.200000048E0,1.580000019E1
3.381634269E1,1.112093333E1,7.734225333E1,3.117656476E2,8.164524078E0,9.341000366E1,2.099999905E0,1.539999962E1
3.481413046E1,1.112093000E1,7.734233833E1,3.110656726E2,8.144964218E0,9.258000183E1,2.000000000E0,1.519999981E1
3.581764677E1,1.112092500E1,7.734241333E1,3.106657018E2,8.436812401E0,8.856999969E1,1.899999976E0,1.460000038E1
3.681981569E1,1.112092500E1,7.734248667E1,3.101657133E2,8.069300652E0,8.562000275E1,1.799999952E0,1.450000000E1
3.781995354E1,1.112093167E1,7.734255667E1,3.093657010E2,7.646198750E0,8.355000305E1,1.799999952E0,1.460000038E1
3.881915408E1,1.112094500E1,7.734262167E1,3.087656646E2,6.852497101E0,7.855000305E1,1.700000048E0,1.460000038E1
3.981841539E1,1.112095667E1,7.734268000E1,3.086656330E2,5.637237549E0,7.816000366E1,1.700000048E0,1.419999981E1
4.081287262E1,1.112096333E1,7.734272667E1,3.087656171E2,4.033877850E0,8.655000305E1,1.700000048E0,1.400000000E1
4.181648423E1,1.112097167E1,7.734276167E1,3.087655934E2,3.351871014E0,7.287999725E1,1.700000048E0,1.419999981E1
4.281279323E1,1.112098500E1,7.734279667E1,3.085655524E2,3.853210449E0,7.069999695E1,1.700000048E0,1.419999981E1
4.381463046E1,1.112100000E1,7.734284167E1,3.081655071E2,5.171928883E0,7.273000336E1,1.700000048E0,1.439999962E1
4.481495377E1,1.112101500E1,7.734289333E1,3.078654628E2,5.629002094E0,7.369000244E1,1.799999952E0,1.430000019E1
4.581412923E1,1.112102333E1,7.734295333E1,3.079654431E2,5.616648674E0,7.911000061E1,1.799999952E0,1.439999962E1
4.681738831E1,1.112103333E1,7.734300333E1,3.078654160E2,5.247592926E0,8.033000183E1,1.899999976E0,1.480000019E1
4.781972923E1,1.112103667E1,7.734305000E1,3.072654117E2,4.703531742E0,9.231999969E1,1.899999976E0,1.469999981E1
4.881648093E1,1.112103000E1,7.734309833E1,3.071654426E2,5.616648674E0,1.026600037E2,1.899999976E0,1.489999962E1
4.981828954E1,1.112101667E1,7.734314333E1,3.069654962E2,4.864124775E0,1.139599991E2,1.899999976E0,1.460000038E1
5.081497170E1,1.112099500E1,7.734318000E1,3.066655776E2,5.039130688E0,1.201200027E2,1.799999952E0,1.450000000E1
5.181784054E1,1.112097333E1,7.734321333E1,3.064656584E2,4.534188271E0,1.267799988E2,2.000000000E0,1.430000019E1
5.282574646E1,1.112095333E1,7.734323167E1,3.062657311E2,3.530479670E0,1.410299988E2,2.099999905E0,1.439999962E1
5.381662800E1,1.112094167E1,7.734324000E1,3.058657732E2,2.406326294E0,1.374700012E2,2.000000000E0,1.330000019E1
5.481820331E1,1.112093500E1,7.734326167E1,3.057657998E2,2.225144148E0,1.057399979E2,2.000000000E0,1.350000000E1
5.581196300E1,1.112093500E1,7.734328500E1,3.057658035E2,2.760970116E0,9.155000305E1,2.000000000E0,1.389999962E1
5.681951131E1,1.112094167E1,7.734331500E1,3.057657849E2,3.432167768E0,7.794999695E1,2.000000000E0,1.410000038E1
5.781949377E1,1.112095333E1,7.734335500E1,3.059657505E2,4.579483509E0,7.298000336E1,2.000000000E0,1.410000038E1
5.881748985E1,1.112096667E1,7.734339667E1,3.060657105E2,4.695810795E0,7.037999725E1,2.099999905E0,1.480000019E1
5.981798770E1,1.112098000E1,7.734343833E1,3.060656704E2,4.533673286E0,6.912000275E1,2.000000000E0,1.450000000E1
6.080934277E1,1.112099333E1,7.734347500E1,3.062656296E2,3.466654062E0,7.225000000E1,1.899999976E0,1.450000000E1
6.181556277E1,1.112100000E1,7.734350500E1,3.063656111E2,2.803691864E0,7.444000244E1,1.899999976E0,1.430000019E1
6.281515908E1,1.112100833E1,7.734352500E1,3.060655851E2,2.144847393E0,5.522000122E1,1.899999976E0,1.460000038E1
6.381724862E1,1.112102000E1,7.734354833E1,3.059655481E2,2.391914129E0,3.783000183E1,1.799999952E0,1.480000019E1
6.481431570E1,1.112102833E1,7.734355667E1,3.054655203E2,1.574535251E0,2.619999886E0,1.799999952E0,1.480000019E1
6.581528885E1,1.112104667E1,7.734356167E1,3.052654571E2,2.537580490E0,7.519999981E0,2.000000000E0,1.489999962E1
6.681970946E1,1.112106500E1,7.734356167E1,3.051653931E2,2.703321218E0,3.551000061E2,2.000000000E0,1.500000000E1
6.781696339E1,1.112108667E1,7.734355500E1,3.055653164E2,2.540668964E0,3.534800110E2,1.899999976E0,1.450000000E1
6.881570124E1,1.112110667E1,7.734355167E1,3.054652461E2,2.251394987E0,3.516900024E2,2.099999905E0,1.410000038E1
6.981329716E1,1.112113333E1,7.734355000E1,3.052651527E2,2.918989658E0,3.526000061E2,2.200000048E0,1.360000038E1
7.081671447E1,1.112116833E1,7.734354167E1,3.049650292E2,3.727103710E0,3.520700073E2,2.099999905E0,1.360000038E1
7.181251500E1,1.112120833E1,7.734353500E1,3.047648885E2,3.695190907E0,3.538099976E2,2.099999905E0,1.380000019E1
7.281413939E1,1.112125000E1,7.734352833E1,3.048647420E2,4.048805237E0,3.546099854E2,2.099999905E0,1.430000019E1
7.381643939E1,1.112129167E1,7.734352000E1,3.048645953E2,4.025642395E0,3.520700073E2,2.099999905E0,1.439999962E1
7.481379193E1,1.112133500E1,7.734351833E1,3.045644438E2,4.548600197E0,3.506400146E2,2.000000000E0,1.389999962E1
7.581490431E1,1.112138167E1,7.734350833E1,3.042642793E2,5.133839607E0,3.529500122E2,1.899999976E0,1.400000000E1
7.681640247E1,1.112143167E1,7.734349667E1,3.040641029E2,5.694886684E0,3.498699951E2,1.799999952E0,1.450000000E1
7.781106062E1,1.112148667E1,7.734348833E1,3.040639096E2,5.919305325E0,3.544700012E2,1.700000048E0,1.469999981E1
7.881590770E1,1.112154167E1,7.734348333E1,3.040637168E2,5.902834415E0,3.587600098E2,1.799999952E0,1.510000038E1
7.982383839E1,1.112159333E1,7.734348333E1,3.039635364E2,5.233695507E0,3.571499939E2,1.799999952E0,1.450000000E1
8.081625408E1,1.112164833E1,7.734348000E1,3.039633439E2,5.787536621E0,3.556600037E2,1.799999952E0,1.519999981E1
8.181543293E1,1.112170000E1,7.734347833E1,3.039631633E2,5.297006607E0,3.589700012E2,1.700000048E0,1.480000019E1
8.281908608E1,1.112174833E1,7.734347333E1,3.038629938E2,5.122515678E0,3.480899963E2,1.700000048E0,1.460000038E1
8.381517662E1,1.112179167E1,7.734347000E1,3.034628420E2,4.908905983E0,3.571700134E2,1.700000048E0,1.480000019E1
8.481850401E1,1.112183000E1,7.734347333E1,3.033627087E2,3.746663094E0,5.699999928E-1,1.700000048E0,1.460000038E1
8.581663847E1,1.112185833E1,7.734347500E1,3.033626101E2,2.676555634E0,3.570700073E2,1.700000048E0,1.460000038E1
8.681699047E1,1.112188500E1,7.734347000E1,3.035625162E2,2.706409454E0,3.574100037E2,1.700000048E0,1.419999981E1
8.781715570E1,1.112191833E1,7.734346500E1,3.036623990E2,3.500111103E0,3.591499939E2,1.700000048E0,1.439999962E1
8.881367777E1,1.112194500E1,7.734346500E1,3.038623059E2,2.251394987E0,6.510000229E0,1.600000024E0,1.360000038E1
8.981598393E1,1.112196333E1,7.734347333E1,3.037622433E2,1.974474430E0,4.963999939E1,1.600000024E0,1.369999981E1
9.081462493E1,1.112197333E1,7.734348667E1,3.037622105E2,2.132494211E0,6.569000244E1,1.600000024E0,1.430000019E1
9.181563016E1,1.112198667E1,7.734350500E1,3.037621668E2,2.491770267E0,5.890000153E1,1.600000024E0,1.430000019E1
9.281512731E1,1.112200167E1,7.734353333E1,3.039621189E2,4.004539013E0,6.991999817E1,1.600000024E0,1.460000038E1
9.381211931E1,1.112201333E1,7.734356833E1,3.035620837E2,4.877507687E0,7.100000000E1,1.600000024E0,1.450000000E1
9.481268370E1,1.112203167E1,7.734362000E1,3.032620279E2,6.162769318E0,6.955000305E1,1.600000024E0,1.469999981E1
9.581567601E1,1.112205667E1,7.734367500E1,3.032619493E2,6.877718449E0,6.576000214E1,1.600000024E0,1.419999981E1
9.681345070E1,1.112208500E1,7.734374000E1,3.029618607E2,7.631271839E0,6.695999908E1,1.700000048E0,1.450000000E1
9.781995878E1,1.112210667E1,7.734380500E1,3.029617954E2,7.998268604E0,6.791000366E1,1.600000024E0,1.489999962E1
9.881480708E1,1.112213167E1,7.734388333E1,3.029617205E2,9.085876465E0,7.330999756E1,1.600000024E0,1.489999962E1
9.981437601E1,1.112215333E1,7.734397000E1,3.022616586E2,9.527508736E0,7.243000031E1,1.600000024E0,1.500000000E1
1.008133802E2,1.112218167E1,7.734405667E1,3.021615735E2,9.301545143E0,7.069000244E1,1.600000024E0,1.469999981E1
1.018120360E2,1.112221000E1,7.734414000E1,3.020614878E2,9.291251183E0,6.991999817E1,1.600000024E0,1.469999981E1
1.028186619E2,1.112224333E1,7.734421833E1,3.019613838E2,8.925798416E0,6.676999664E1,1.600000024E0,1.439999962E1
1.038168916E2,1.112227500E1,7.734429167E1,3.014612849E2,8.198495865E0,6.461000061E1,1.600000024E0,1.450000000E1
1.048189726E2,1.112230500E1,7.734435333E1,3.012611900E2,6.468513966E0,6.547000122E1,1.600000024E0,1.489999962E1
1.058191953E2,1.112232667E1,7.734439667E1,3.008611213E2,4.572277546E0,6.719000244E1,1.700000048E0,1.510000038E1
1.068155572E2,1.112233833E1,7.734442667E1,3.002610853E2,3.191277742E0,7.013999939E1,1.799999952E0,1.530000019E1
1.078155542E2,1.112235833E1,7.734445000E1,2.999610192E2,4.083806038E0,5.379000092E1,1.799999952E0,1.620000076E1
1.088179762E2,1.112237000E1,7.734448167E1,2.997609836E2,3.780634642E0,6.704000092E1,1.700000048E0,1.600000000E1
1.098206222E2,1.112237833E1,7.734451500E1,2.997609598E2,4.259326458E0,7.480999756E1,1.700000048E0,1.600000000E1
1.108216169E2,1.112238833E1,7.734456000E1,3.003609320E2,6.130341530E0,7.769000244E1,1.700000048E0,1.560000038E1
1.118126782E2,1.112240500E1,7.734461667E1,3.020608828E2,7.567446232E0,7.455999756E1,1.700000048E0,1.489999962E1
1.128141836E2,1.112242500E1,7.734468167E1,3.020608234E2,7.400161266E0,7.551000214E1,1.700000048E0,1.460000038E1
1.138152151E2,1.112244000E1,7.734474500E1,3.029607811E2,7.012575626E0,7.300000000E1,1.600000024E0,1.439999962E1
1.148143673E2,1.112246167E1,7.734480333E1,3.038607147E2,6.457705021E0,6.643000031E1,1.500000000E0,1.410000038E1
1.158175766E2,1.112248167E1,7.734485333E1,3.039606529E2,4.919714928E0,6.893000031E1,1.500000000E0,1.400000000E1
1.168172695E2,1.112249667E1,7.734488667E1,3.045606058E2,3.326649666E0,6.512000275E1,1.600000024E0,1.410000038E1
1.178229415E2,1.112251333E1,7.734491333E1,3.045605519E2,3.095539331E0,6.870999908E1,1.600000024E0,1.450000000E1
1.188141443E2,1.112253167E1,7.734493833E1,3.060604919E2,3.690043688E0,5.863999939E1,1.600000024E0,1.460000038E1
1.198108842E2,1.112255167E1,7.734497000E1,3.061604272E2,4.275797367E0,5.461000061E1,1.600000024E0,1.460000038E1
1.208168052E2,1.112257500E1,7.734499833E1,3.068603503E2,3.955125570E0,5.409000015E1,1.700000048E0,1.489999962E1
1.218142402E2,1.112259500E1,7.734503000E1,3.076602855E2,4.502789974E0,6.808999634E1,1.799999952E0,1.419999981E1
1.228136489E2,1.112260500E1,7.734507333E1,3.083602575E2,4.905817509E0,8.416999817E1,1.700000048E0,1.419999981E1
1.238182793E2,1.112260500E1,7.734512167E1,3.086602652E2,5.502895355E0,9.022000122E1,1.799999952E0,1.439999962E1
1.248150307E2,1.112260833E1,7.734516833E1,3.091602610E2,5.252740383E0,8.913999939E1,1.799999952E0,1.400000000E1
1.258211274E2,1.112261333E1,7.734522333E1,3.097602523E2,5.845185757E0,8.483000183E1,1.700000048E0,1.380000019E1
1.268211785E2,1.112261500E1,7.734528500E1,3.101602563E2,5.830258846E0,8.662999725E1,1.700000048E0,1.350000000E1
1.278148815E2,1.112262167E1,7.734533167E1,3.099602404E2,4.539335251E0,8.837000275E1,1.600000024E0,1.319999981E1
1.288134142E2,1.112262000E1,7.734537167E1,3.101602526E2,4.508966446E0,9.062999725E1,1.600000024E0,1.330000019E1
1.298185901E2,1.112262000E1,7.734541333E1,3.103602592E2,5.382965088E0,8.637000275E1,1.600000024E0,1.339999962E1
1.308203382E2,1.112262000E1,7.734547167E1,3.106602685E2,6.750067234E0,9.022000122E1,1.600000024E0,1.350000000E1
1.318138221E2,1.112262167E1,7.734554000E1,3.109602735E2,7.665758133E0,8.973000336E1,1.600000024E0,1.400000000E1
1.328124363E2,1.112262667E1,7.734561167E1,3.111602675E2,7.749143124E0,8.738999939E1,1.600000024E0,1.389999962E1
1.338152440E2,1.112263000E1,7.734568167E1,3.116602670E2,7.363101482E0,8.883000183E1,1.700000048E0,1.469999981E1
1.348119938E2,1.112263000E1,7.734575000E1,3.117602778E2,7.484061241E0,8.916999817E1,1.700000048E0,1.460000038E1
1.358190119E2,1.112263167E1,7.734581667E1,3.120602826E2,7.148976803E0,8.612999725E1,1.899999976E0,1.450000000E1
1.368157867E2,1.112263667E1,7.734587500E1,3.117602745E2,6.873600483E0,8.152999878E1,1.899999976E0,1.480000019E1
1.378152110E2,1.112265167E1,7.734593167E1,3.120602311E2,6.629622459E0,7.802999878E1,1.899999976E0,1.500000000E1
1.388193680E2,1.112266167E1,7.734599000E1,3.123602055E2,6.234830379E0,8.340000153E1,1.799999952E0,1.530000019E1
1.398153597E2,1.112266333E1,7.734604333E1,3.126602082E2,6.388732433E0,8.983999634E1,1.799999952E0,1.530000019E1
1.408207369E2,1.112265833E1,7.734609500E1,3.124602339E2,5.982101440E0,9.119000244E1,1.799999952E0,1.589999962E1
1.418149748E2,1.112266667E1,7.734614333E1,3.125602125E2,5.954306602E0,8.245999908E1,1.700000048E0,1.580000019E1
1.428122988E2,1.112267000E1,7.734619167E1,3.125602085E2,5.306271553E0,8.269000244E1,1.700000048E0,1.569999981E1
1.438161471E2,1.112267167E1,7.734623500E1,3.127602096E2,4.361241341E0,8.781999969E1,1.700000048E0,1.589999962E1
1.448169698E2,1.112267167E1,7.734627000E1,3.132602152E2,3.077524185E0,9.877999878E1,1.700000048E0,1.569999981E1
1.458135999E2,1.112266833E1,7.734628833E1,3.131602297E2,2.156686068E0,1.122200012E2,1.700000048E0,1.539999962E1
1.468135745E2,1.112265667E1,7.734630500E1,3.128602731E2,2.317279339E0,1.392700043E2,1.600000024E0,1.539999962E1
1.478169212E2,1.112263833E1,7.734632333E1,3.131603399E2,2.968917847E0,1.408800049E2,1.600000024E0,1.500000000E1
1.488158236E2,1.112261500E1,7.734634333E1,3.130604244E2,4.069908619E0,1.513099976E2,1.700000048E0,1.489999962E1
1.498167513E2,1.112258000E1,7.734636167E1,3.133605494E2,4.323666573E0,1.496999969E2,1.700000048E0,1.480000019E1
1.508151418E2,1.112255000E1,7.734638167E1,3.137606572E2,3.959243298E0,1.353099976E2,1.700000048E0,1.469999981E1
1.518160744E2,1.112252500E1,7.734641000E1,3.140607489E2,4.444111824E0,1.272200012E2,1.799999952E0,1.469999981E1
1.528125944E2,1.112251333E1,7.734644833E1,3.135607956E2,4.636617661E0,1.048000031E2,1.700000048E0,1.460000038E1
1.538165455E2,1.112250167E1,7.734649833E1,3.131608443E2,5.282594204E0,9.923000336E1,1.700000048E0,1.450000000E1
1.548170483E2,1.112249333E1,7.734654000E1,3.128608799E2,4.762209892E0,9.455999756E1,1.799999952E0,1.510000038E1
1.558133221E2,1.112248667E1,7.734658500E1,3.131609103E2,4.891920090E0,9.776999664E1,1.799999952E0,1.530000019E1
1.568135766E2,1.112248167E1,7.734661833E1,3.126609331E2,3.955640316E0,9.394999695E1,1.700000048E0,1.489999962E1
1.578150113E2,1.112248000E1,7.734664833E1,3.122609436E2,3.389960527E0,9.077999878E1,1.700000048E0,1.489999962E1
1.588142326E2,1.112247833E1,7.734669167E1,3.123609563E2,4.271164894E0,9.294000244E1,1.700000048E0,1.480000019E1
1.598161532E2,1.112247167E1,7.734673333E1,3.123609862E2,4.088438511E0,1.030800018E2,1.700000048E0,1.489999962E1
1.608181778E2,1.112246000E1,7.734676833E1,3.123610324E2,4.107997894E0,1.143099976E2,1.700000048E0,1.510000038E1
1.618138633E2,1.112243500E1,7.734680000E1,3.123611246E2,4.395727634E0,1.326699982E2,1.700000048E0,1.500000000E1
1.628188243E2,1.112240500E1,7.734681833E1,3.120612321E2,3.706514835E0,1.544199982E2,1.600000024E0,1.539999962E1
1.638145215E2,1.112238000E1,7.734683167E1,3.120613214E2,2.522138834E0,1.623300018E2,1.600000024E0,1.539999962E1
1.648182738E2,1.112236167E1,7.734684167E1,3.116613869E2,2.542727709E0,1.394799957E2,1.600000024E0,1.620000076E1
1.658262397E2,1.112234500E1,7.734686333E1,3.120614484E2,3.067744493E0,1.205299988E2,1.600000024E0,1.569999981E1
1.668154144E2,1.112233833E1,7.734689833E1,3.120614772E2,3.801223516E0,9.216999817E1,1.600000024E0,1.580000019E1
1.678091476E2,1.112234167E1,7.734694333E1,3.123614727E2,5.237298489E0,8.569000244E1,1.700000048E0,1.550000000E1
1.688175375E2,1.112235000E1,7.734700833E1,3.133614540E2,7.112431526E0,8.637999725E1,1.600000024E0,1.539999962E1
1.698109322E2,1.112235667E1,7.734708833E1,3.138614434E2,8.514534950E0,8.645999908E1,1.600000024E0,1.500000000E1
1.708161132E2,1.112236000E1,7.734716667E1,3.142614442E2,8.434753418E0,8.690000153E1,1.500000000E0,1.489999962E1
1.718222273E2,1.112236167E1,7.734724500E1,3.141614508E2,8.346735954E0,8.634999847E1,1.500000000E0,1.480000019E1
1.728169470E2,1.112236667E1,7.734732500E1,3.142614461E2,8.622112274E0,8.526000214E1,1.600000024E0,1.469999981E1
1.738102948E2,1.112237667E1,7.734740833E1,3.142614245E2,8.722482681E0,8.559999847E1,1.600000024E0,1.460000038E1
1.748169402E2,1.112238167E1,7.734748667E1,3.139614195E2,8.729688644E0,8.644999695E1,1.700000048E0,1.450000000E1
1.758208286E2,1.112238667E1,7.734757167E1,3.142614155E2,9.361767769E0,8.823000336E1,1.700000048E0,1.480000019E1
1.768189375E2,1.112238500E1,7.734765833E1,3.138614351E2,9.390592575E0,8.979000092E1,1.700000048E0,1.480000019E1
1.778137024E2,1.112238667E1,7.734774333E1,3.133614427E2,9.767883301E0,8.813999939E1,1.700000048E0,1.480000019E1
1.788128591E2,1.112238833E1,7.734783333E1,3.130614512E2,9.494565964E0,8.808999634E1,1.799999952E0,1.519999981E1
1.798159707E2,1.112239500E1,7.734792167E1,3.126614420E2,9.473977089E0,8.638999939E1,1.799999952E0,1.539999962E1
1.808164652E2,1.112240667E1,7.734800167E1,3.121614140E2,8.375559807E0,8.476999664E1,1.799999952E0,1.500000000E1
1.818175470E2,1.112242167E1,7.734807667E1,3.117613736E2,7.664728642E0,8.134999847E1,1.700000048E0,1.439999962E1
1.828195141E2,1.112242833E1,7.734814333E1,3.109613610E2,7.386263847E0,8.048000336E1,1.700000048E0,1.410000038E1
1.838145055E2,1.112243833E1,7.734821000E1,3.105613367E2,7.021840572E0,8.186000061E1,1.700000048E0,1.389999962E1
1.848192845E2,1.112244667E1,7.734827167E1,3.101613175E2,6.822643280E0,7.981999969E1,1.600000024E0,1.380000019E1
1.858172249E2,1.112245667E1,7.734832333E1,3.099612908E2,5.739667416E0,7.563999939E1,1.600000024E0,1.360000038E1
1.868213581E2,1.112246833E1,7.734836833E1,3.100612573E2,4.869272232E0,7.477999878E1,1.600000024E0,1.389999962E1
1.878197954E2,1.112247667E1,7.734841000E1,3.097612349E2,4.834785938E0,7.908999634E1,1.600000024E0,1.419999981E1
1.888143682E2,1.112248333E1,7.734844833E1,3.095612177E2,3.795561552E0,8.334999847E1,1.600000024E0,1.460000038E1
1.898162544E2,1.112248667E1,7.734847333E1,3.091612101E2,2.137641430E0,8.384999847E1,1.700000048E0,1.439999962E1
1.908181003E2,1.112247833E1,7.734848500E1,3.089612410E2,1.473134995E0,8.384999847E1,1.700000048E0,1.439999962E1
1.918130455E2,1.112246500E1,7.734849500E1,3.087612890E2,5.322228074E-1,8.384999847E1,1.700000048E0,1.430000019E1
1.928176049E2,1.112245333E1,7.734847167E1,3.092613260E2,3.187160015E0,2.512100067E2,1.600000024E0,1.430000019E1
1.938182098E2,1.112244000E1,7.734842667E1,3.097613653E2,5.146707535E0,2.605799866E2,1.700000048E0,1.450000000E1
1.948130439E2,1.112243333E1,7.734836333E1,3.099613785E2,7.265304089E0,2.666400146E2,1.700000048E0,1.400000000E1
1.958181655E2,1.112242167E1,7.734827833E1,3.101614056E2,9.353531837E0,2.660400085E2,1.600000024E0,1.380000019E1
1.968174199E2,1.112241500E1,7.734818667E1,3.103614143E2,1.015855789E1,2.673200073E2,1.600000024E0,1.389999962E1
1.978155662E2,1.112241167E1,7.734809500E1,3.102614114E2,1.048437691E1,2.657399902E2,1.600000024E0,1.389999962E1
1.988146544E2,1.112240167E1,7.734799167E1,3.106614298E2,1.116586876E1,2.653200073E2,1.600000024E0,1.410000038E1
1.998216108E2,1.112239667E1,7.734789167E1,3.106614314E2,1.116741371E1,2.671000061E2,1.700000048E0,1.410000038E1
2.008179806E2,1.112239667E1,7.734778833E1,3.105614150E2,1.138102341E1,2.707399902E2,1.799999952E0,1.419999981E1
2.018174359E2,1.112238500E1,7.734768500E1,3.102614393E2,1.071754646E1,2.666199951E2,1.700000048E0,1.430000019E1
2.028161874E2,1.112238500E1,7.734758833E1,3.101614240E2,1.014414597E1,2.680299988E2,1.799999952E0,1.469999981E1
2.038145886E2,1.112237500E1,7.734749667E1,3.099614443E2,9.882151604E0,2.666799927E2,1.799999952E0,1.519999981E1
2.048134747E2,1.112236667E1,7.734741167E1,3.099614598E2,9.074552536E0,2.665100098E2,1.700000048E0,1.530000019E1
2.058163840E2,1.112236167E1,7.734733167E1,3.096614646E2,8.923739433E0,2.686700134E2,1.600000024E0,1.480000019E1
2.068160972E2,1.112235500E1,7.734725000E1,3.094614749E2,9.176982880E0,2.667399902E2,1.500000000E0,1.460000038E1
2.078181163E2,1.112235000E1,7.734717000E1,3.092614796E2,8.514019966E0,2.681300049E2,1.500000000E0,1.450000000E1
2.088143791E2,1.112234667E1,7.734709833E1,3.093614799E2,7.750172615E0,2.677099915E2,1.600000024E0,1.450000000E1
2.098165889E2,1.112234333E1,7.734703000E1,3.093614807E2,7.112946510E0,2.634800110E2,1.600000024E0,1.460000038E1
2.108160849E2,1.112233833E1,7.734697500E1,3.095614894E2,5.579588890E0,2.637000122E2,1.600000024E0,1.460000038E1
2.118098793E2,1.112232833E1,7.734693500E1,3.096615179E2,4.418890476E0,2.497299957E2,1.600000024E0,1.439999962E1
2.128161600E2,1.112231167E1,7.734691333E1,3.096615726E2,3.801738262E0,2.296300049E2,1.700000048E0,1.410000038E1
2.138090957E2,1.112227667E1,7.734689833E1,3.098616922E2,4.388007164E0,2.099600067E2,1.799999952E0,1.419999981E1
2.148146009E2,1.112223167E1,7.734689167E1,3.098618480E2,4.419919491E0,1.914600067E2,1.899999976E0,1.450000000E1
2.158125052E2,1.112218833E1,7.734689167E1,3.100619991E2,4.249546528E0,1.810099945E2,1.899999976E0,1.489999962E1
