"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.168168271E2,1.112215333E1,7.734688667E1,3.098621204E2,3.521214724E0,1.818099976E2,1.899999976E0,1.519999981E1
2.178164215E2,1.112212000E1,7.734688500E1,3.100622363E2,2.979212284E0,1.824600067E2,1.799999952E0,1.519999981E1
2.188158796E2,1.112209333E1,7.734689000E1,3.103623301E2,2.557140112E0,1.719100037E2,1.799999952E0,1.500000000E1
2.198179178E2,1.112206500E1,7.734688833E1,3.107624286E2,3.499596357E0,1.768099976E2,1.700000048E0,1.469999981E1
2.208164476E2,1.112202333E1,7.734688500E1,3.110625733E2,4.905303001E0,1.821300049E2,1.700000048E0,1.450000000E1
2.218153919E2,1.112197000E1,7.734688667E1,3.110627595E2,5.973351479E0,1.761699982E2,1.799999952E0,1.450000000E1
2.228180936E2,1.112190167E1,7.734690167E1,3.111630001E2,6.924558163E0,1.715299988E2,1.799999952E0,1.430000019E1
2.238125384E2,1.112184333E1,7.734691333E1,3.111632054E2,6.088134289E0,1.711699982E2,1.700000048E0,1.450000000E1
2.248201710E2,1.112179333E1,7.734692500E1,3.107633815E2,4.966554642E0,1.660299988E2,1.700000048E0,1.410000038E1
2.258187729E2,1.112175500E1,7.734693833E1,3.107635173E2,3.610776424E0,1.500399933E2,1.700000048E0,1.360000038E1
2.268102769E2,1.112173333E1,7.734695667E1,3.108635957E2,3.136202574E0,1.364600067E2,1.700000048E0,1.369999981E1
2.278120089E2,1.112172167E1,7.734698000E1,3.109636401E2,2.930313587E0,1.168099976E2,1.799999952E0,1.380000019E1
2.288128332E2,1.112172000E1,7.734701167E1,3.111636509E2,3.151129484E0,1.024000015E2,1.899999976E0,1.389999962E1
2.298205353E2,1.112172333E1,7.734704000E1,3.114636437E2,3.742545366E0,8.451999664E1,1.899999976E0,1.380000019E1
2.308170591E2,1.112172833E1,7.734708667E1,3.116636336E2,5.514733791E0,8.222000122E1,1.799999952E0,1.389999962E1
2.318162609E2,1.112173000E1,7.734715667E1,3.118636389E2,7.057356358E0,8.766000366E1,1.799999952E0,1.369999981E1
2.328125926E2,1.112173500E1,7.734724167E1,3.119636349E2,8.536667824E0,8.647000122E1,1.799999952E0,1.369999981E1
2.338177230E2,1.112174667E1,7.734733000E1,3.118636081E2,8.572698593E0,8.323999786E1,1.799999952E0,1.369999981E1
2.348157929E2,1.112175333E1,7.734740167E1,3.115635962E2,7.612741470E0,8.244000244E1,1.899999976E0,1.369999981E1
2.358168581E2,1.112175833E1,7.734745333E1,3.108635869E2,5.637237549E0,8.162000275E1,1.899999976E0,1.369999981E1
2.368167941E2,1.112175500E1,7.734750500E1,3.102636067E2,5.738637924E0,8.669999695E1,1.899999976E0,1.389999962E1
2.378213892E2,1.112176000E1,7.734756667E1,3.098635990E2,6.952353001E0,8.451000214E1,1.899999976E0,1.380000019E1
2.388143455E2,1.112176500E1,7.734763167E1,3.096635918E2,6.638887405E0,8.458000183E1,2.000000000E0,1.410000038E1
2.398110904E2,1.112176333E1,7.734769167E1,3.095636071E2,6.104090691E0,8.487999725E1,1.899999976E0,1.419999981E1
2.408155292E2,1.112176333E1,7.734772667E1,3.086636126E2,4.953171730E0,8.665000153E1,1.899999976E0,1.380000019E1
2.418164252E2,1.112177000E1,7.734776000E1,3.079635946E2,4.554262161E0,8.416999817E1,1.899999976E0,1.410000038E1
2.428178673E2,1.112176500E1,7.734780333E1,3.074636189E2,5.090602875E0,8.777999878E1,2.000000000E0,1.460000038E1
2.438263476E2,1.112176500E1,7.734785833E1,3.074636276E2,5.973351479E0,9.097000122E1,2.000000000E0,1.450000000E1
2.448161006E2,1.112176000E1,7.734791500E1,3.064636540E2,7.205081463E0,9.080000305E1,1.899999976E0,1.460000038E1
2.458165922E2,1.112176500E1,7.734799833E1,3.061636497E2,8.298351288E0,8.701999664E1,1.899999976E0,1.480000019E1
2.468164602E2,1.112177167E1,7.734808167E1,3.060636396E2,8.956166267E0,8.545999908E1,2.099999905E0,1.489999962E1
2.478146855E2,1.112177833E1,7.734817000E1,3.057636303E2,9.449785233E0,8.618000031E1,2.299999952E0,1.480000019E1
2.488117929E2,1.112180167E1,7.734826333E1,3.058635637E2,9.460080147E0,8.330000305E1,2.099999905E0,1.469999981E1
2.498164442E2,1.112182167E1,7.734834833E1,3.056635075E2,9.046757698E0,8.170999908E1,2.099999905E0,1.480000019E1
2.508186276E2,1.112184000E1,7.734842667E1,3.051634559E2,8.424458504E0,8.443000031E1,2.099999905E0,1.500000000E1
2.518115547E2,1.112184667E1,7.734850833E1,3.050634456E2,8.179450989E0,8.536000061E1,2.099999905E0,1.539999962E1
2.528150793E2,1.112184500E1,7.734857000E1,3.047634612E2,6.952867985E0,8.676999664E1,2.099999905E0,1.539999962E1
2.538164326E2,1.112184500E1,7.734863333E1,3.047634712E2,6.256963253E0,8.701000214E1,2.099999905E0,1.460000038E1
2.548154951E2,1.112185000E1,7.734868833E1,3.046634624E2,5.529146194E0,8.830999756E1,2.099999905E0,1.510000038E1
2.558161806E2,1.112185667E1,7.734873833E1,3.049634471E2,4.998982430E0,9.266999817E1,2.099999905E0,1.519999981E1
2.568186292E2,1.112185000E1,7.734876333E1,3.040634743E2,3.983435392E0,8.958000183E1,2.000000000E0,1.489999962E1
2.578160233E2,1.112186167E1,7.734880833E1,3.046634407E2,4.483745098E0,8.069000244E1,2.000000000E0,1.519999981E1
2.588172416E2,1.112187000E1,7.734885333E1,3.049634188E2,4.609337330E0,8.073000336E1,2.000000000E0,1.469999981E1
2.598167122E2,1.112187833E1,7.734889500E1,3.047633964E2,4.478083134E0,8.695999908E1,2.000000000E0,1.439999962E1
2.608170630E2,1.112188500E1,7.734893167E1,3.046633789E2,4.284032822E0,8.269000244E1,1.899999976E0,1.419999981E1
2.618167905E2,1.112189333E1,7.734897000E1,3.044633559E2,4.293298244E0,7.870999908E1,1.799999952E0,1.400000000E1
2.628141590E2,1.112190000E1,7.734901167E1,3.043633393E2,3.488787174E0,8.469999695E1,1.799999952E0,1.430000019E1
2.638162119E2,1.112190000E1,7.734904333E1,3.043633443E2,2.661628723E0,9.091999817E1,1.799999952E0,1.369999981E1
2.648177178E2,1.112189333E1,7.734906833E1,3.045633715E2,2.047564983E0,1.043399963E2,1.700000048E0,1.380000019E1
2.658175553E2,1.112189167E1,7.734908333E1,3.046633797E2,0.000000000E0,1.043399963E2,1.700000048E0,1.380000019E1
2.668197899E2,1.112189000E1,7.734909500E1,3.045633873E2,0.000000000E0,1.043399963E2,1.700000048E0,1.419999981E1
2.678165505E2,1.112188333E1,7.734910333E1,3.045634118E2,0.000000000E0,1.043399963E2,1.700000048E0,1.350000000E1
2.688183643E2,1.112187333E1,7.734911500E1,3.052634485E2,2.420738697E0,1.624299927E2,1.600000024E0,1.369999981E1
2.698168591E2,1.112185667E1,7.734913000E1,3.050635089E2,2.562287331E0,1.572400055E2,1.600000024E0,1.350000000E1
2.708204868E2,1.112183500E1,7.734914000E1,3.057635860E2,2.584934950E0,1.587299957E2,1.500000000E0,1.360000038E1
2.718119642E2,1.112180333E1,7.734914833E1,3.062636976E2,3.574745893E0,1.565000000E2,1.500000000E0,1.339999962E1
2.728140329E2,1.112177333E1,7.734915833E1,3.061638037E2,3.858872414E0,1.589799957E2,1.600000024E0,1.360000038E1
2.738165526E2,1.112173167E1,7.734917167E1,3.060639510E2,4.941848278E0,1.588699951E2,1.600000024E0,1.360000038E1
2.748190726E2,1.112168333E1,7.734919667E1,3.061641233E2,5.958939075E0,1.483099976E2,1.500000000E0,1.350000000E1
2.758204111E2,1.112164000E1,7.734922167E1,3.062642782E2,4.989717007E0,1.534100037E2,1.500000000E0,1.360000038E1
2.768153636E2,1.112160000E1,7.734924167E1,3.062644207E2,4.643309116E0,1.489799957E2,1.500000000E0,1.369999981E1
2.778170606E2,1.112156167E1,7.734926167E1,3.063645573E2,4.651544571E0,1.563500061E2,1.500000000E0,1.380000019E1
2.788155299E2,1.112152333E1,7.734927333E1,3.063646927E2,4.915082455E0,1.580099945E2,1.500000000E0,1.389999962E1
2.798220496E2,1.112148167E1,7.734929000E1,3.064648405E2,4.811108589E0,1.551100006E2,1.500000000E0,1.400000000E1
2.808162479E2,1.112143667E1,7.734930833E1,3.065650001E2,5.437525749E0,1.569799957E2,1.500000000E0,1.410000038E1
2.818130012E2,1.112138833E1,7.734932667E1,3.066651713E2,5.840553284E0,1.580200043E2,1.600000024E0,1.410000038E1
2.828099673E2,1.112133667E1,7.734934833E1,3.068653547E2,6.137032986E0,1.575000000E2,1.600000024E0,1.460000038E1
2.838145914E2,1.112128500E1,7.734936667E1,3.070655376E2,6.360422611E0,1.586600037E2,1.600000024E0,1.469999981E1
2.848147096E2,1.112122833E1,7.734938833E1,3.073657384E2,6.446895599E0,1.593000031E2,1.700000048E0,1.530000019E1
2.858146579E2,1.112117333E1,7.734941333E1,3.075659339E2,6.356819630E0,1.580000000E2,1.700000048E0,1.569999981E1
2.868160200E2,1.112111333E1,7.734943000E1,3.078661455E2,6.447925091E0,1.635000000E2,1.700000048E0,1.539999962E1
2.878161708E2,1.112106000E1,7.734944333E1,3.077663333E2,6.057250977E0,1.639799957E2,1.700000048E0,1.550000000E1
2.888182396E2,1.112101667E1,7.734945667E1,3.074664863E2,5.791139603E0,1.641100006E2,1.700000048E0,1.510000038E1
2.898162252E2,1.112096167E1,7.734947333E1,3.075666805E2,5.684592247E0,1.611499939E2,1.700000048E0,1.550000000E1
2.908155615E2,1.112091167E1,7.734949000E1,3.075668573E2,5.574441433E0,1.644199982E2,1.700000048E0,1.519999981E1
2.918183345E2,1.112087000E1,7.734949667E1,3.073670035E2,4.352490902E0,1.704299927E2,1.600000024E0,1.489999962E1
2.928168821E2,1.112083333E1,7.734950167E1,3.070671320E2,4.360211849E0,1.702200012E2,1.600000024E0,1.519999981E1
2.938178960E2,1.112079833E1,7.734951000E1,3.065672552E2,4.334475994E0,1.661399994E2,1.600000024E0,1.539999962E1
2.948161139E2,1.112076333E1,7.734951667E1,3.061673781E2,3.958728552E0,1.671900024E2,1.600000024E0,1.539999962E1
2.958185369E2,1.112072667E1,7.734952833E1,3.060675077E2,4.508966446E0,1.639600067E2,1.600000024E0,1.569999981E1
2.968173416E2,1.112069333E1,7.734953667E1,3.058676251E2,4.311313152E0,1.673500061E2,1.700000048E0,1.589999962E1
2.978194762E2,1.112066000E1,7.734954167E1,3.054677419E2,3.791958570E0,1.733399963E2,1.700000048E0,1.550000000E1
2.988185591E2,1.112063333E1,7.734954500E1,3.050678353E2,2.719277382E0,1.716799927E2,1.700000048E0,1.519999981E1
2.998208258E2,1.112061333E1,7.734955167E1,3.049679060E2,1.392323613E0,1.716799927E2,1.700000048E0,1.480000019E1
3.008221984E2,1.112060167E1,7.734956000E1,3.050679480E2,0.000000000E0,1.716799927E2,1.700000048E0,1.450000000E1
3.018158833E2,1.112059667E1,7.734956167E1,3.050679657E2,0.000000000E0,1.716799927E2,1.600000024E0,1.350000000E1
3.028134781E2,1.112059333E1,7.734956500E1,3.053679778E2,0.000000000E0,1.716799927E2,1.600000024E0,1.360000038E1
3.038175547E2,1.112059333E1,7.734956500E1,3.053679778E2,0.000000000E0,1.716799927E2,1.600000024E0,1.330000019E1
3.048154622E2,1.112059333E1,7.734956500E1,3.053679778E2,0.000000000E0,1.716799927E2,1.600000024E0,1.369999981E1
3.058138433E2,1.112059333E1,7.734956500E1,3.053679778E2,0.000000000E0,1.716799927E2,1.600000024E0,1.380000019E1
3.068162526E2,1.112055500E1,7.734956667E1,3.060681116E2,1.466958374E-1,1.716799927E2,1.500000000E0,1.410000038E1
3.078164825E2,1.112054167E1,7.734957000E1,3.063681585E2,0.000000000E0,1.716799927E2,1.500000000E0,1.439999962E1
3.088180419E2,1.112053500E1,7.734957000E1,3.066681817E2,0.000000000E0,1.716799927E2,1.500000000E0,1.469999981E1
3.098214581E2,1.112052333E1,7.734957333E1,3.070682229E2,0.000000000E0,1.716799927E2,1.500000000E0,1.489999962E1
3.108176812E2,1.112052333E1,7.734957333E1,3.070682229E2,0.000000000E0,1.716799927E2,1.500000000E0,1.510000038E1
3.118124929E2,1.112049000E1,7.734957833E1,3.072683398E2,2.086683989E0,1.601799927E2,1.500000000E0,1.410000038E1
3.128131199E2,1.112047000E1,7.734958667E1,3.076684107E2,2.305440903E0,1.517100067E2,1.600000024E0,1.330000019E1
3.138197052E2,1.112045667E1,7.734960833E1,3.078684606E2,2.501549959E0,1.203000031E2,1.700000048E0,1.339999962E1
3.148135541E2,1.112045167E1,7.734964833E1,3.077684842E2,4.551688671E0,9.404000092E1,1.899999976E0,1.369999981E1
3.158196901E2,1.112045833E1,7.734970333E1,3.079684696E2,5.868348122E0,8.943000031E1,1.799999952E0,1.369999981E1
3.168161234E2,1.112046333E1,7.734976000E1,3.084684610E2,5.982616425E0,8.305999756E1,1.799999952E0,1.389999962E1
3.178168520E2,1.112046167E1,7.734981333E1,3.090684751E2,5.483850479E0,8.393000031E1,1.799999952E0,1.419999981E1
3.188189446E2,1.112046833E1,7.734985333E1,3.097684582E2,4.305651188E0,8.098000336E1,1.799999952E0,1.450000000E1
3.198141677E2,1.112047167E1,7.734988333E1,3.101684513E2,3.420843840E0,8.405000305E1,1.700000048E0,1.489999962E1
3.208186233E2,1.112047500E1,7.734991333E1,3.112684443E2,3.324076176E0,8.562000275E1,1.799999952E0,1.519999981E1
3.218168951E2,1.112047167E1,7.734994667E1,3.119684611E2,2.942667007E0,8.569999695E1,1.799999952E0,1.500000000E1
3.228195409E2,1.112047167E1,7.734998667E1,3.125684674E2,4.552718163E0,8.727999878E1,1.799999952E0,1.539999962E1
3.238143187E2,1.112047667E1,7.735003333E1,3.125684573E2,5.531205177E0,8.801999664E1,1.700000048E0,1.489999962E1
3.248203387E2,1.112047667E1,7.735007667E1,3.127684640E2,4.843021393E0,9.201000214E1,1.700000048E0,1.469999981E1
3.258202142E2,1.112047500E1,7.735011667E1,3.124684761E2,3.929904222E0,9.430999756E1,1.700000048E0,1.530000019E1
3.268180314E2,1.112047667E1,7.735015000E1,3.118684755E2,2.754793406E0,9.427999878E1,1.600000024E0,1.539999962E1
3.278195919E2,1.112047667E1,7.735017500E1,3.118684794E2,2.725968838E0,8.955999756E1,1.700000048E0,1.480000019E1
3.288206683E2,1.112048000E1,7.735019833E1,3.118684714E2,2.215364456E0,9.016000366E1,1.600000024E0,1.460000038E1
3.298152378E2,1.112048833E1,7.735023000E1,3.113684473E2,3.686440468E0,8.454000092E1,1.600000024E0,1.450000000E1
3.308165495E2,1.112049333E1,7.735026333E1,3.114684351E2,3.546436071E0,8.376000214E1,1.600000024E0,1.430000019E1
3.318199705E2,1.112049833E1,7.735029333E1,3.111684224E2,3.228337765E0,8.184999847E1,1.600000024E0,1.419999981E1
3.328176824E2,1.112050500E1,7.735032000E1,3.110684034E2,2.830457449E0,7.776000214E1,1.600000024E0,1.419999981E1
3.338253633E2,1.112051000E1,7.735034333E1,3.109683896E2,2.941122770E0,8.148999786E1,1.600000024E0,1.419999981E1
3.348179433E2,1.112051167E1,7.735037000E1,3.108683880E2,2.595744133E0,8.481999969E1,1.600000024E0,1.419999981E1
3.358166013E2,1.112051500E1,7.735039000E1,3.101683795E2,2.419709206E0,8.261000061E1,1.700000048E0,1.419999981E1
3.368140573E2,1.112052000E1,7.735041500E1,3.102683660E2,2.731116056E0,7.508000183E1,1.700000048E0,1.369999981E1
3.378138963E2,1.112052667E1,7.735044333E1,3.100683472E2,3.504743576E0,8.229000092E1,1.700000048E0,1.400000000E1
3.388173557E2,1.112053333E1,7.735048333E1,3.089683302E2,4.481686592E0,9.005000305E1,1.700000048E0,1.410000038E1
3.398192261E2,1.112053667E1,7.735053000E1,3.088683259E2,5.307815552E0,8.348999786E1,1.700000048E0,1.430000019E1
3.408204489E2,1.112054500E1,7.735058000E1,3.085683047E2,5.666062355E0,7.984999847E1,1.700000048E0,1.500000000E1
3.418177083E2,1.112055333E1,7.735063167E1,3.081682838E2,6.047986031E0,8.055000305E1,1.700000048E0,1.510000038E1
3.428183059E2,1.112056000E1,7.735068500E1,3.081682689E2,5.617678165E0,8.427999878E1,1.799999952E0,1.539999962E1
3.438187416E2,1.112056333E1,7.735073667E1,3.085682654E2,5.429289818E0,8.673000336E1,1.700000048E0,1.489999962E1
3.448131255E2,1.112056500E1,7.735078667E1,3.084682674E2,5.004644394E0,8.466000366E1,1.700000048E0,1.489999962E1
3.458198199E2,1.112056833E1,7.735083000E1,3.082682625E2,4.312342644E0,8.326999664E1,1.700000048E0,1.439999962E1
3.468187230E2,1.112057167E1,7.735086500E1,3.080682564E2,3.805856228E0,8.037000275E1,1.700000048E0,1.439999962E1
3.478145926E2,1.112057833E1,7.735090000E1,3.081682387E2,3.421358585E0,8.498999786E1,1.700000048E0,1.430000019E1
3.488177191E2,1.112058167E1,7.735092333E1,3.078682307E2,2.766631842E0,8.202999878E1,1.700000048E0,1.430000019E1
3.498206191E2,1.112058333E1,7.735094500E1,3.072682283E2,2.794426918E0,8.720999908E1,1.600000024E0,1.410000038E1
3.508192806E2,1.112058500E1,7.735097000E1,3.072682264E2,2.524712563E0,8.995999908E1,1.600000024E0,1.419999981E1
3.518193058E2,1.112058500E1,7.735099167E1,3.072682298E2,2.196834326E0,9.119000244E1,1.600000024E0,1.410000038E1
3.528170590E2,1.112058667E1,7.735101500E1,3.068682276E2,3.139290810E0,8.787999725E1,1.500000000E0,1.369999981E1
3.538189310E2,1.112058833E1,7.735104333E1,3.070682262E2,3.596879005E0,8.647000122E1,1.600000024E0,1.369999981E1
3.548182702E2,1.112059167E1,7.735107833E1,3.060682201E2,4.088953495E0,8.854000092E1,1.500000000E0,1.369999981E1
3.558173956E2,1.112059167E1,7.735111333E1,3.057682256E2,3.693131924E0,8.765000153E1,1.500000000E0,1.360000038E1
3.568169249E2,1.112059333E1,7.735114167E1,3.055682242E2,3.168115377E0,8.836000061E1,1.500000000E0,1.330000019E1
3.578167803E2,1.112059500E1,7.735116667E1,3.058682223E2,3.180468559E0,8.326999664E1,1.399999976E0,1.319999981E1
3.588159621E2,1.112060000E1,7.735119833E1,3.057682099E2,3.766222477E0,7.915000153E1,1.399999976E0,1.330000019E1
3.598135270E2,1.112060167E1,7.735123167E1,3.054682093E2,3.108407497E0,8.705000305E1,1.399999976E0,1.350000000E1
3.608129181E2,1.112060167E1,7.735125833E1,3.053682134E2,2.376987219E0,8.556999969E1,1.500000000E0,1.380000019E1
3.618202030E2,1.112060167E1,7.735127833E1,3.053682166E2,1.986827731E0,8.805000305E1,1.500000000E0,1.430000019E1
3.628136126E2,1.112060000E1,7.735130333E1,3.050682263E2,2.903548002E0,9.025000000E1,1.500000000E0,1.419999981E1
3.638222926E2,1.112059667E1,7.735133667E1,3.049682431E2,3.723500490E0,9.366999817E1,1.500000000E0,1.330000019E1
3.648194713E2,1.112059667E1,7.735137500E1,3.048682491E2,4.114689350E0,8.573999786E1,1.500000000E0,1.360000038E1
3.658178800E2,1.112060000E1,7.735141333E1,3.052682435E2,4.131675243E0,8.687999725E1,1.500000000E0,1.380000019E1
3.668113603E2,1.112060667E1,7.735145500E1,3.044682268E2,4.472421169E0,8.433000183E1,1.600000024E0,1.300000000E1
3.678122880E2,1.112061667E1,7.735149667E1,3.033681985E2,4.213001251E0,8.193000031E1,1.600000024E0,1.289999962E1
3.688144074E2,1.112061667E1,7.735153333E1,3.033682042E2,4.621690750E0,8.838999939E1,1.600000024E0,1.300000000E1
3.698158816E2,1.112062333E1,7.735157833E1,3.031681880E2,5.307815552E0,8.480999756E1,1.500000000E0,1.300000000E1
3.708174929E2,1.112063167E1,7.735162667E1,3.027681666E2,5.666576862E0,7.877999878E1,1.600000024E0,1.319999981E1
3.718107474E2,1.112063000E1,7.735168667E1,3.027681818E2,6.292994022E0,8.775000000E1,1.700000048E0,1.339999962E1
3.728120596E2,1.112062833E1,7.735174833E1,3.031681972E2,6.551898956E0,8.880999756E1,1.799999952E0,1.380000019E1
3.738142960E2,1.112062667E1,7.735181833E1,3.032682140E2,7.660096169E0,8.784999847E1,1.700000048E0,1.380000019E1
3.748137738E2,1.112063000E1,7.735189667E1,3.029682146E2,8.783220291E0,8.434999847E1,1.700000048E0,1.380000019E1
3.758140427E2,1.112062833E1,7.735197500E1,3.018682327E2,9.508463860E0,8.333000183E1,1.600000024E0,1.430000019E1
3.768130859E2,1.112063833E1,7.735207000E1,3.013682127E2,9.598025322E0,8.712000275E1,1.600000024E0,1.450000000E1
3.778115148E2,1.112064333E1,7.735216333E1,3.011682099E2,9.893990517E0,8.840000153E1,1.700000048E0,1.450000000E1
3.788169237E2,1.112065000E1,7.735225500E1,3.008682010E2,9.867739677E0,8.801999664E1,1.700000048E0,1.469999981E1
3.798225889E2,1.112065500E1,7.735234500E1,3.005681977E2,9.554788589E0,8.866999817E1,1.700000048E0,1.469999981E1
3.808133852E2,1.112066000E1,7.735243000E1,3.001681936E2,8.911385536E0,8.658000183E1,1.700000048E0,1.510000038E1
3.818150264E2,1.112066167E1,7.735251167E1,3.000682006E2,8.424458504E0,8.881999969E1,1.700000048E0,1.550000000E1
3.828194973E2,1.112066333E1,7.735258667E1,2.997682065E2,7.756349087E0,8.738999939E1,1.799999952E0,1.580000019E1
3.838175693E2,1.112067000E1,7.735265667E1,2.998681943E2,7.747084141E0,8.491000366E1,1.799999952E0,1.550000000E1
3.848142966E2,1.112067833E1,7.735272167E1,3.000681754E2,6.889042377E0,8.245999908E1,1.799999952E0,1.469999981E1
3.858103105E2,1.112068167E1,7.735278000E1,3.000681730E2,6.321818352E0,8.477999878E1,1.899999976E0,1.480000019E1
3.868182394E2,1.112069333E1,7.735283500E1,2.999681410E2,5.560544014E0,8.477999878E1,1.799999952E0,1.489999962E1
3.878196674E2,1.112069333E1,7.735288333E1,2.998681485E2,4.943392277E0,8.612999725E1,1.799999952E0,1.460000038E1
3.888157120E2,1.112069333E1,7.735291833E1,3.000681540E2,3.609232187E0,8.623000336E1,1.799999952E0,1.469999981E1
3.898190667E2,1.112069667E1,7.735295167E1,3.003681476E2,3.971596718E0,8.152999878E1,1.799999952E0,1.510000038E1
3.908175769E2,1.112070333E1,7.735299333E1,3.005681310E2,4.941848278E0,8.469999695E1,1.799999952E0,1.519999981E1
3.918188785E2,1.112071167E1,7.735304500E1,3.003681101E2,5.933203220E0,9.001999664E1,1.700000048E0,1.489999962E1
3.928151353E2,1.112071167E1,7.735309333E1,2.996681176E2,5.755623817E0,9.348999786E1,1.600000024E0,1.500000000E1
3.938205452E2,1.112071667E1,7.735314167E1,2.994681078E2,4.556321144E0,8.662999725E1,1.600000024E0,1.519999981E1
3.948191803E2,1.112072167E1,7.735317833E1,2.991680961E2,3.465110064E0,8.019000244E1,1.600000024E0,1.489999962E1
3.958161689E2,1.112072333E1,7.735321167E1,2.991680956E2,3.333341122E0,9.005000305E1,1.500000000E0,1.439999962E1
3.968180022E2,1.112072500E1,7.735324500E1,2.990680950E2,4.074026585E0,8.594000244E1,1.500000000E0,1.460000038E1
3.978149750E2,1.112072667E1,7.735329333E1,2.989680967E2,5.541499615E0,8.426000214E1,1.600000024E0,1.480000019E1
3.988139076E2,1.112073167E1,7.735334500E1,2.982680874E2,5.545617104E0,8.601999664E1,1.600000024E0,1.469999981E1
3.998188239E2,1.112073833E1,7.735339667E1,2.979680723E2,5.928055763E0,8.572000122E1,1.700000048E0,1.480000019E1
4.008177425E2,1.112074333E1,7.735345667E1,2.977680643E2,6.514839172E0,8.819000244E1,1.700000048E0,1.530000019E1
4.018177616E2,1.112074833E1,7.735352167E1,2.978680571E2,7.217949867E0,8.715000153E1,1.700000048E0,1.530000019E1
4.028187013E2,1.112075500E1,7.735359667E1,2.980680457E2,8.291660309E0,8.531999969E1,1.799999952E0,1.519999981E1
4.038220246E2,1.112076500E1,7.735368333E1,2.978680244E2,9.185217857E0,8.602999878E1,1.799999952E0,1.510000038E1
4.048099827E2,1.112077667E1,7.735377500E1,2.978679982E2,1.012613010E1,8.240000153E1,1.799999952E0,1.519999981E1
4.058216791E2,1.112079000E1,7.735386667E1,2.981679662E2,9.457506180E0,8.013999939E1,1.700000048E0,1.489999962E1
4.068123184E2,1.112080333E1,7.735395000E1,2.977679329E2,9.355590820E0,8.251000214E1,1.500000000E0,1.419999981E1
4.078130662E2,1.112081500E1,7.735403500E1,2.976679056E2,9.107495308E0,8.186000061E1,1.500000000E0,1.439999962E1
4.088168588E2,1.112082500E1,7.735411500E1,2.974678834E2,8.880502701E0,8.423000336E1,1.500000000E0,1.400000000E1
4.098211061E2,1.112083167E1,7.735419333E1,2.971678725E2,8.846015930E0,8.462999725E1,1.500000000E0,1.369999981E1
4.108189353E2,1.112083833E1,7.735427000E1,2.965678613E2,7.930840015E0,8.500000000E1,1.500000000E0,1.380000019E1
4.118168446E2,1.112083667E1,7.735433500E1,2.971678773E2,6.683153152E0,8.465000153E1,1.500000000E0,1.389999962E1
4.128152532E2,1.112084000E1,7.735438500E1,2.965678735E2,4.744194508E0,8.594000244E1,1.500000000E0,1.380000019E1
4.138143855E2,1.112084000E1,7.735442000E1,2.971678790E2,3.361650944E0,9.115000153E1,1.500000000E0,1.380000019E1
4.148243769E2,1.112084000E1,7.735445667E1,2.972678847E2,4.294327736E0,8.230999756E1,1.500000000E0,1.380000019E1
4.158194923E2,1.112084833E1,7.735449333E1,2.969678615E2,4.100791931E0,6.575000000E1,1.600000024E0,1.400000000E1
4.168163693E2,1.112087167E1,7.735452167E1,2.981677848E2,3.436800241E0,4.063999939E1,1.600000024E0,1.419999981E1
4.178174871E2,1.112090000E1,7.735453333E1,2.984676882E2,3.427020550E0,1.300000000E1,1.500000000E0,1.450000000E1
4.188198059E2,1.112093833E1,7.735453500E1,2.985675551E2,4.778681278E0,4.869999886E0,1.500000000E0,1.489999962E1
4.198222086E2,1.112097667E1,7.735453667E1,2.985674221E2,4.428669930E0,3.591799927E2,1.500000000E0,1.489999962E1
4.208156959E2,1.112100833E1,7.735453667E1,2.988673121E2,2.931857824E0,3.577900085E2,1.600000024E0,1.500000000E1
4.218163969E2,1.112103167E1,7.735453667E1,2.988672309E2,3.119216681E0,3.593299866E2,1.600000024E0,1.530000019E1
4.228169378E2,1.112107000E1,7.735453333E1,2.986670971E2,4.954716206E0,1.379999995E0,1.700000048E0,1.500000000E1
4.238200976E2,1.112112333E1,7.735452833E1,2.983669109E2,6.095340729E0,3.582600098E2,1.700000048E0,1.450000000E1
4.248154776E2,1.112117500E1,7.735453333E1,2.982667321E2,6.348069191E0,1.879999995E0,1.700000048E0,1.489999962E1
4.258147818E2,1.112123500E1,7.735453500E1,2.982665238E2,6.310494423E0,3.180000067E0,1.700000048E0,1.489999962E1
4.268190766E2,1.112128667E1,7.735454333E1,2.984663455E2,5.475100040E0,1.085000038E1,1.700000048E0,1.510000038E1
4.278206025E2,1.112132833E1,7.735455667E1,2.983662027E2,4.255208492E0,2.704000092E1,1.600000024E0,1.560000038E1
4.288164431E2,1.112135833E1,7.735457333E1,2.982661010E2,3.362680197E0,4.209999847E1,1.600000024E0,1.539999962E1
4.298187766E2,1.112138000E1,7.735459333E1,2.981660289E2,3.380180836E0,5.747000122E1,1.600000024E0,1.430000019E1
4.308167273E2,1.112138667E1,7.735462167E1,2.984660101E2,3.074435949E0,7.641000366E1,1.700000048E0,1.430000019E1
4.318197489E2,1.112138833E1,7.735464833E1,2.984660085E2,2.880385637E0,8.251999664E1,1.799999952E0,1.569999981E1
4.328183363E2,1.112138500E1,7.735467833E1,2.986660248E2,3.440403223E0,8.806999969E1,2.000000000E0,1.569999981E1
