"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.416716300E-2,-3.177000046E0,4.045950413E0,7.744050503E0
9.661077700E-2,-3.202950239E0,4.048950195E0,7.702950478E0
9.905420400E-2,-3.208050251E0,4.075050354E0,7.684050560E0
1.014978180E-1,-3.202950239E0,4.065000057E0,7.654950142E0
1.039412810E-1,-3.187050104E0,4.024950027E0,7.641000271E0
1.063848950E-1,-3.223050117E0,3.982050180E0,7.612050533E0
1.088283580E-1,-3.253950119E0,3.955050230E0,7.557000160E0
1.112720560E-1,-3.282000065E0,3.934050083E0,7.509000301E0
1.137156740E-1,-3.342000246E0,3.939000130E0,7.509000301E0
1.161591350E-1,-3.460050106E0,3.916950226E0,7.536000252E0
1.186027490E-1,-3.547950268E0,3.952950239E0,7.584000587E0
1.210462120E-1,-3.627000093E0,3.960000277E0,7.648050308E0
1.234898050E-1,-3.699000120E0,3.939000130E0,7.705950260E0
1.259332680E-1,-3.754050255E0,3.916950226E0,7.813050270E0
1.283768820E-1,-3.771000147E0,3.871050119E0,7.918950558E0
1.308203450E-1,-3.778050184E0,3.852000237E0,8.035950661E0
1.332640350E-1,-3.742050171E0,3.799950123E0,8.161050797E0
1.357075990E-1,-3.703950167E0,3.723000288E0,8.296950340E0
1.381510600E-1,-3.682050228E0,3.727950096E0,8.425950050E0
1.405946740E-1,-3.598050117E0,3.711000204E0,8.529000282E0
1.430381370E-1,-3.559950113E0,3.697050095E0,8.620050430E0
1.454817510E-1,-3.486000061E0,3.694050074E0,8.742000580E0
1.479251800E-1,-3.430950165E0,3.666000128E0,8.889000893E0
1.503687940E-1,-3.369000196E0,3.654000282E0,9.039000511E0
1.528122570E-1,-3.369000196E0,3.673050165E0,9.098999977E0
1.552558710E-1,-3.325050116E0,3.663000107E0,9.139950752E0
1.576995630E-1,-3.306000233E0,3.639000177E0,9.121050835E0
1.601430150E-1,-3.261000156E0,3.634050131E0,9.097050667E0
1.625866290E-1,-3.226950169E0,3.675000191E0,9.043950081E0
1.650300920E-1,-3.175050259E0,3.685050249E0,8.971950531E0
1.674737060E-1,-3.112050056E0,3.700950146E0,8.865000725E0
1.699171690E-1,-3.064950228E0,3.745050192E0,8.785950661E0
1.723607460E-1,-2.988000154E0,3.736950159E0,8.698950768E0
1.748042090E-1,-2.887050152E0,3.685050249E0,8.620050430E0
1.772478230E-1,-2.820000172E0,3.622050285E0,8.544000626E0
1.796912860E-1,-2.727000237E0,3.562950134E0,8.440950394E0
1.821349000E-1,-2.665050030E0,3.493050098E0,8.355000496E0
1.845783290E-1,-2.631000042E0,3.481050253E0,8.307000160E0
1.870219420E-1,-2.689050198E0,3.487950087E0,8.236949921E0
1.894654060E-1,-2.740950108E0,3.595950127E0,8.206049919E0
1.919090960E-1,-2.844000101E0,3.727950096E0,8.122050285E0
1.943527140E-1,-2.976000071E0,3.832950115E0,8.002950668E0
1.967961410E-1,-3.177000046E0,3.984000206E0,7.866000175E0
1.992397550E-1,-3.277950048E0,4.113000393E0,7.714950562E0
2.016832180E-1,-3.381000042E0,4.213950157E0,7.572000504E0
2.041268320E-1,-3.478950262E0,4.258950233E0,7.396950245E0
2.065702950E-1,-3.517050266E0,4.269000053E0,7.252950191E0
2.090138900E-1,-3.643950224E0,4.300050259E0,7.138050556E0
2.114573530E-1,-3.744000196E0,4.345950127E0,7.090050220E0
2.139009660E-1,-3.790050268E0,4.408050060E0,7.098000526E0
2.163446590E-1,-3.819000244E0,4.414950371E0,7.095000267E0
2.187881220E-1,-3.874050140E0,4.396049976E0,7.123950481E0
2.212317200E-1,-3.937950134E0,4.357950211E0,7.171950340E0
2.236751830E-1,-3.979050159E0,4.357950211E0,7.224000454E0
2.261187970E-1,-4.036950111E0,4.342950344E0,7.270050526E0
2.285622600E-1,-4.084050179E0,4.333950043E0,7.287000179E0
2.310058740E-1,-4.137000084E0,4.336050034E0,7.330050468E0
2.334493230E-1,-4.132050037E0,4.348050117E0,7.372950554E0
2.358929370E-1,-4.060950279E0,4.288050175E0,7.459050179E0
2.383364000E-1,-4.063050270E0,4.285950184E0,7.536000252E0
2.407800130E-1,-4.101000309E0,4.276050091E0,7.641000271E0
2.432234720E-1,-4.009950161E0,4.228050232E0,7.813050270E0
2.456670850E-1,-3.949950218E0,4.096950054E0,8.017050743E0
2.481105490E-1,-3.883050203E0,4.029000282E0,8.194050789E0
2.505541620E-1,-3.850050211E0,3.967050076E0,8.260950089E0
2.529976260E-1,-3.807000160E0,3.922050238E0,8.290050507E0
2.554413160E-1,-3.712950230E0,3.838050127E0,8.296950340E0
2.578849340E-1,-3.661050081E0,3.754050255E0,8.331000328E0
2.603283950E-1,-3.558000088E0,3.724950075E0,8.302050591E0
2.627720080E-1,-3.472050190E0,3.690000057E0,8.242050171E0
2.652154720E-1,-3.426000118E0,3.687000275E0,8.221050262E0
2.676590710E-1,-3.430950165E0,3.771000147E0,8.242050171E0
2.701025350E-1,-3.409050226E0,3.855000257E0,8.340000153E0
2.725461480E-1,-3.376050234E0,3.934050083E0,8.434050560E0
2.749896120E-1,-3.306000233E0,3.939000130E0,8.461950302E0
2.774332250E-1,-3.229950190E0,3.939000130E0,8.446050644E0
2.798769320E-1,-3.108000040E0,3.876000166E0,8.419050217E0
2.823203950E-1,-2.940000057E0,3.751950264E0,8.379000664E0
2.847640090E-1,-2.760000229E0,3.655950069E0,8.376000404E0
2.872074720E-1,-2.602050066E0,3.535950184E0,8.395050049E0
2.896510850E-1,-2.461050034E0,3.445050240E0,8.455050468E0
2.920945630E-1,-2.358000040E0,3.376050234E0,8.604000092E0
2.945381760E-1,-2.272050142E0,3.282000065E0,8.776050568E0
2.969816400E-1,-2.149950027E0,3.225000143E0,9.001049995E0
2.994252530E-1,-2.092050076E0,3.163050175E0,9.219000816E0
3.018687170E-1,-2.032950163E0,3.139050245E0,9.424950600E0
3.043123110E-1,-1.960950136E0,3.057000160E0,9.577950478E0
3.067560040E-1,-1.969950080E0,2.992950201E0,9.729000092E0
3.091994670E-1,-2.029950142E0,2.964000225E0,9.841050148E0
3.116430810E-1,-2.113950014E0,3.013950109E0,9.946950912E0
3.140865440E-1,-2.233950138E0,3.097950220E0,1.001400089E1
3.165301720E-1,-2.394000053E0,3.211050034E0,1.003995037E1
3.189736360E-1,-2.538000107E0,3.330000162E0,1.002795029E1
3.214172490E-1,-2.704950094E0,3.493050098E0,9.978000641E0
3.238607130E-1,-2.854050159E0,3.598950148E0,9.870000839E0
3.263043260E-1,-2.959050179E0,3.675000191E0,9.697950363E0
3.287477900E-1,-3.016950130E0,3.775950193E0,9.460950851E0
3.311914800E-1,-3.049950123E0,3.796950102E0,9.214050293E0
3.336350980E-1,-3.073950052E0,3.838050127E0,8.991000175E0
3.360785590E-1,-3.031050205E0,3.820950270E0,8.758950233E0
3.385221730E-1,-3.000000238E0,3.844950199E0,8.520000458E0
3.409656450E-1,-2.940000057E0,3.879000187E0,8.386050224E0
3.434092580E-1,-2.908950090E0,3.900000095E0,8.282999992E0
3.458527220E-1,-2.859000206E0,3.915000200E0,8.223000526E0
3.482963350E-1,-2.866050243E0,3.912000179E0,8.230050087E0
3.507397990E-1,-2.823000193E0,3.919050217E0,8.227950096E0
3.531834120E-1,-2.767950058E0,3.891000271E0,8.256000519E0
3.556268760E-1,-2.635950089E0,3.864000082E0,8.263950348E0
3.580705660E-1,-2.566050053E0,3.843000174E0,8.266050339E0
3.605141840E-1,-2.461050034E0,3.796950102E0,8.292000771E0
3.629576450E-1,-2.377050161E0,3.739950180E0,8.320950508E0
3.654012590E-1,-2.320050001E0,3.654000282E0,8.344950676E0
3.678447220E-1,-2.238000154E0,3.538950205E0,8.362050056E0
3.702883350E-1,-2.176050186E0,3.462000132E0,8.401950836E0
3.727317990E-1,-2.131050110E0,3.342000246E0,8.446050644E0
3.751754120E-1,-2.085000038E0,3.201000214E0,8.544000626E0
3.776188900E-1,-2.095050097E0,3.127050161E0,8.637000084E0
3.800625030E-1,-2.113950014E0,3.040950060E0,8.788050652E0
3.825061960E-1,-2.203050137E0,3.019050121E0,8.914950371E0
3.849495820E-1,-2.310000181E0,3.033000231E0,9.043950081E0
3.873932730E-1,-2.422950029E0,3.105000257E0,9.205050468E0
3.898366600E-1,-2.554950237E0,3.175050259E0,9.394050598E0
3.922803500E-1,-2.667000055E0,3.208050251E0,9.589950562E0
3.947237370E-1,-2.710050106E0,3.249000072E0,9.738000870E0
3.971674270E-1,-2.739000082E0,3.301950216E0,9.844050407E0
3.996108230E-1,-2.760000229E0,3.310950041E0,9.916050911E0
4.020545130E-1,-2.752950191E0,3.333000183E0,9.930000305E0
4.044979770E-1,-2.775000095E0,3.397050142E0,9.897000313E0
4.069415900E-1,-2.815050125E0,3.478950262E0,9.832050323E0
4.093850540E-1,-2.847000122E0,3.538950205E0,9.745950699E0
4.118286870E-1,-2.883000135E0,3.570000172E0,9.619050026E0
4.142721510E-1,-2.875050068E0,3.613050222E0,9.513000488E0
4.167157640E-1,-2.914050102E0,3.622050285E0,9.407999992E0
4.191592280E-1,-2.916000128E0,3.601050138E0,9.303000450E0
4.216028410E-1,-2.890050173E0,3.567000151E0,9.171000481E0
4.240465330E-1,-2.887050152E0,3.531000137E0,9.078000069E0
4.264899970E-1,-2.896950245E0,3.463950157E0,8.970000267E0
4.289336100E-1,-2.883000135E0,3.466950178E0,8.890950203E0
4.313770740E-1,-2.953950167E0,3.466950178E0,8.829000473E0
4.338206870E-1,-3.036000252E0,3.538950205E0,8.800050735E0
4.362641750E-1,-3.127050161E0,3.595950127E0,8.806950569E0
4.387077880E-1,-3.244050264E0,3.687000275E0,8.812050819E0
4.411512520E-1,-3.330000162E0,3.769050121E0,8.812050819E0
4.435949420E-1,-3.451950073E0,3.831000090E0,8.773950577E0
4.460383290E-1,-3.510000229E0,3.910050154E0,8.734950066E0
4.484820150E-1,-3.598050117E0,3.958050251E0,8.698950768E0
4.509254020E-1,-3.639000177E0,4.018050194E0,8.722949982E0
4.533690920E-1,-3.687000275E0,4.039050102E0,8.728050232E0
4.558127070E-1,-3.688950062E0,4.072950363E0,8.722949982E0
4.582561710E-1,-3.706050158E0,4.081950188E0,8.697000504E0
4.606997840E-1,-3.699000120E0,4.092000008E0,8.650950432E0
4.631432480E-1,-3.709050179E0,4.087049961E0,8.521950722E0
4.655868610E-1,-3.742050171E0,4.087049961E0,8.379000664E0
4.680303250E-1,-3.652950287E0,4.080000401E0,8.239950180E0
4.704739380E-1,-3.574050188E0,4.080000401E0,8.103000641E0
4.729174110E-1,-3.469050169E0,4.021950245E0,8.026950836E0
4.753610240E-1,-3.390000105E0,3.949950218E0,7.962000370E0
4.778047160E-1,-3.256050110E0,3.883050203E0,7.960050583E0
4.802481800E-1,-3.196050167E0,3.790050268E0,7.921050549E0
4.826917930E-1,-3.097950220E0,3.718050241E0,7.945050240E0
4.851352670E-1,-3.021000147E0,3.570000172E0,7.974000454E0
4.875788800E-1,-3.001950026E0,3.478950262E0,8.115000725E0
4.900223440E-1,-3.013950109E0,3.448050261E0,8.199000359E0
4.924659570E-1,-3.001950026E0,3.426000118E0,8.272950172E0
4.949094210E-1,-3.001950026E0,3.439950228E0,8.344950676E0
4.973530380E-1,-3.004950047E0,3.405000210E0,8.320950508E0
4.997965020E-1,-3.043050051E0,3.382950068E0,8.323050499E0
5.022401920E-1,-3.048000097E0,3.376050234E0,8.256000519E0
5.046838090E-1,-3.079050064E0,3.390000105E0,8.158050537E0
5.071272710E-1,-3.076050043E0,3.352050066E0,7.995000362E0
5.095708650E-1,-3.097950220E0,3.366000175E0,7.906950474E0
5.120143290E-1,-3.145950079E0,3.429000139E0,7.821000576E0
5.144579420E-1,-3.211050034E0,3.472050190E0,7.837050438E0
5.169014060E-1,-3.282000065E0,3.529050112E0,7.915950298E0
5.193450190E-1,-3.340050220E0,3.534000158E0,8.065050125E0
5.217884830E-1,-3.354000092E0,3.510000229E0,8.170050621E0
5.242321730E-1,-3.382950068E0,3.442950249E0,8.302050591E0
5.266757900E-1,-3.349050045E0,3.400050163E0,8.449950218E0
5.291192520E-1,-3.328050137E0,3.337950230E0,8.613000870E0
5.315628510E-1,-3.316050053E0,3.282000065E0,8.793000221E0
5.340063150E-1,-3.273000240E0,3.247050047E0,8.938950539E0
5.364499280E-1,-3.265950203E0,3.225000143E0,9.055950165E0
5.388933920E-1,-3.225000143E0,3.193950176E0,9.142050743E0
5.413370050E-1,-3.160050154E0,3.181950092E0,9.178050041E0
5.437804590E-1,-3.166950226E0,3.103050232E0,9.207000732E0
5.462240720E-1,-3.151050091E0,3.088950157E0,9.202050209E0
5.486675360E-1,-3.190950155E0,3.081000090E0,9.280950546E0
5.511111490E-1,-3.282000065E0,3.136050224E0,9.303000450E0
5.535546130E-1,-3.370950222E0,3.175050259E0,9.316950798E0
5.559982360E-1,-3.475950241E0,3.214950085E0,9.274050713E0
5.584419280E-1,-3.643950224E0,3.268050194E0,9.226050377E0
5.608853920E-1,-3.754050255E0,3.361050129E0,9.079950333E0
5.633290050E-1,-3.919050217E0,3.402000189E0,8.929050446E0
5.657724690E-1,-4.033950329E0,3.498000145E0,8.829000473E0
5.682160670E-1,-4.173000336E0,3.562950134E0,8.686950684E0
5.706595310E-1,-4.278000355E0,3.619950056E0,8.640000343E0
5.731031440E-1,-4.378950119E0,3.586950064E0,8.647050858E0
5.755466080E-1,-4.426949978E0,3.583950281E0,8.785950661E0
5.779902210E-1,-4.432050228E0,3.534000158E0,8.983950615E0
5.804336900E-1,-4.361999989E0,3.439950228E0,9.220950127E0
5.828773030E-1,-4.305000305E0,3.340050220E0,9.384000778E0
5.853209950E-1,-4.128000259E0,3.244050264E0,9.511050224E0
5.877644590E-1,-3.997950077E0,3.190950155E0,9.609000206E0
5.902080720E-1,-3.916950226E0,3.177000046E0,9.706950188E0
5.926515650E-1,-3.862050295E0,3.193950176E0,9.741000175E0
5.950949490E-1,-3.826050282E0,3.175050259E0,9.709950447E0
5.975386400E-1,-3.840000153E0,3.189000130E0,9.589950562E0
5.999822550E-1,-3.826050282E0,3.196050167E0,9.379050255E0
6.024257190E-1,-3.844950199E0,3.211050034E0,9.123000145E0
6.048693110E-1,-3.895050287E0,3.247050047E0,8.872050285E0
6.073127750E-1,-3.925950289E0,3.357000113E0,8.697000504E0
6.097563880E-1,-4.027050018E0,3.450000048E0,8.529000282E0
6.121998520E-1,-4.120050430E0,3.559950113E0,8.380949974E0
6.146434650E-1,-4.174950123E0,3.646050215E0,8.302050591E0
6.170869280E-1,-4.261950016E0,3.723000288E0,8.275950432E0
6.195305420E-1,-4.309950352E0,3.745050192E0,8.280000687E0
6.219740050E-1,-4.266000271E0,3.694050074E0,8.296950340E0
6.244176960E-1,-4.161000252E0,3.627000093E0,8.268000603E0
6.268613130E-1,-4.057950020E0,3.559950113E0,8.248950005E0
6.293047510E-1,-3.922050238E0,3.486000061E0,8.211000443E0
6.317483640E-1,-3.850050211E0,3.439950228E0,8.188950539E0
6.341918280E-1,-3.828000069E0,3.466950178E0,8.182050705E0
6.366354410E-1,-3.835050106E0,3.529050112E0,8.188950539E0
6.390789100E-1,-3.913950205E0,3.591000080E0,8.146050453E0
6.415225230E-1,-4.005000114E0,3.691950083E0,8.113050461E0
6.439659860E-1,-4.108050346E0,3.816000223E0,8.050950050E0
6.464096000E-1,-4.210950375E0,3.912000179E0,7.987950325E0
6.488532920E-1,-4.309950352E0,3.973950148E0,7.951950550E0
6.512967510E-1,-4.338000298E0,4.021950245E0,7.866000175E0
6.537403640E-1,-4.361999989E0,4.089000225E0,7.782000542E0
6.561838280E-1,-4.372050285E0,4.117949963E0,7.689000130E0
6.586274410E-1,-4.384050369E0,4.153950214E0,7.620000362E0
6.610709050E-1,-4.285950184E0,4.117949963E0,7.531050205E0
6.635144890E-1,-4.173000336E0,4.057950020E0,7.489950180E0
6.659579530E-1,-4.072050095E0,3.984000206E0,7.485000134E0
6.684015660E-1,-3.904950142E0,3.910050154E0,7.476000309E0
6.708452580E-1,-3.787950277E0,3.823950291E0,7.543050289E0
6.732887220E-1,-3.661050081E0,3.796950102E0,7.669950485E0
6.757323060E-1,-3.570000172E0,3.778050184E0,7.789950371E0
6.781757700E-1,-3.475950241E0,3.747000217E0,7.945050240E0
6.806193830E-1,-3.376050234E0,3.703950167E0,8.071949959E0
6.830628470E-1,-3.294000149E0,3.642000198E0,8.199000359E0
6.855064600E-1,-3.178950071E0,3.555000067E0,8.299950600E0
6.879499050E-1,-3.081000090E0,3.481050253E0,8.434050560E0
6.903935180E-1,-2.974050045E0,3.376050234E0,8.533950806E0
6.928372100E-1,-2.908950090E0,3.298950195E0,8.647050858E0
6.952805970E-1,-2.872950077E0,3.294000149E0,8.701950073E0
6.977242870E-1,-2.917950153E0,3.289950132E0,8.776050568E0
7.001677560E-1,-2.985000134E0,3.318000078E0,8.838000298E0
7.026113690E-1,-3.093000174E0,3.394950151E0,8.869050026E0
7.050548330E-1,-3.220050097E0,3.466950178E0,8.881050110E0
7.074984460E-1,-3.340050220E0,3.538950205E0,8.830950737E0
7.099419100E-1,-3.450000048E0,3.595950127E0,8.730000496E0
7.123855370E-1,-3.534000158E0,3.643950224E0,8.575050354E0
7.148290010E-1,-3.642000198E0,3.733050108E0,8.407050133E0
7.172726140E-1,-3.703950167E0,3.757050276E0,8.235000610E0
7.197163060E-1,-3.700950146E0,3.808950186E0,8.098050117E0
7.221596930E-1,-3.700950146E0,3.816000223E0,8.023950577E0
7.246034020E-1,-3.676950216E0,3.811950207E0,7.938000202E0
7.270468660E-1,-3.627000093E0,3.826050282E0,7.951950550E0
7.294904790E-1,-3.591000080E0,3.808950186E0,7.987950325E0
7.319339430E-1,-3.582000256E0,3.820950270E0,8.023950577E0
7.343775560E-1,-3.535950184E0,3.808950186E0,8.077050209E0
7.368210160E-1,-3.510000229E0,3.784950256E0,8.083950043E0
7.392646290E-1,-3.474000216E0,3.742050171E0,8.095950127E0
7.417080930E-1,-3.463950157E0,3.712950230E0,8.103000641E0
7.441517060E-1,-3.382950068E0,3.646050215E0,8.094000816E0
7.465951690E-1,-3.328050137E0,3.595950127E0,8.055000305E0
7.490387870E-1,-3.201000214E0,3.555000067E0,8.077050209E0
7.514822500E-1,-3.103050232E0,3.490950108E0,8.058000565E0
7.539259410E-1,-3.033000231E0,3.430950165E0,7.915950298E0
7.563693270E-1,-2.985000134E0,3.426000118E0,7.753950596E0
7.588130180E-1,-2.976000071E0,3.397050142E0,7.687050343E0
7.612566330E-1,-2.953950167E0,3.330000162E0,7.717950344E0
7.637000970E-1,-2.914050102E0,3.229950190E0,7.689000130E0
7.661437100E-1,-2.890050173E0,3.148050070E0,7.753950596E0
7.685871740E-1,-2.844000101E0,3.093000174E0,7.849050522E0
7.710307870E-1,-2.808000088E0,3.043050051E0,7.960050583E0
7.734742600E-1,-2.743950129E0,3.043050051E0,8.138999939E0
7.759178740E-1,-2.739000082E0,3.052950144E0,8.266050339E0
7.783613370E-1,-2.680950165E0,3.121950150E0,8.452950478E0
7.808050280E-1,-2.713050127E0,3.177000046E0,8.605950356E0
7.832486450E-1,-2.728950024E0,3.232050180E0,8.740050316E0
7.856920780E-1,-2.803950071E0,3.277950048E0,8.817000389E0
7.881356910E-1,-2.890050173E0,3.289950132E0,8.838000298E0
7.905791550E-1,-3.033000231E0,3.265950203E0,8.824049950E0
7.930227680E-1,-3.076050043E0,3.262950182E0,8.728050232E0
7.954662320E-1,-3.160050154E0,3.205950260E0,8.625000000E0
7.979098650E-1,-3.249000072E0,3.189000130E0,8.460000038E0
8.003533280E-1,-3.318000078E0,3.189000130E0,8.284950256E0
8.027970190E-1,-3.358950138E0,3.208050251E0,8.140950203E0
8.052406360E-1,-3.334950209E0,3.259050131E0,8.011950493E0
8.076840980E-1,-3.349050045E0,3.310950041E0,7.900050163E0
8.101277300E-1,-3.361050129E0,3.364050150E0,7.801950455E0
8.125711940E-1,-3.340050220E0,3.400050163E0,7.756050587E0
8.150148070E-1,-3.333000183E0,3.450000048E0,7.758000374E0
8.174582710E-1,-3.262950182E0,3.424050093E0,7.762950420E0
8.199018890E-1,-3.265950203E0,3.438000202E0,7.761000156E0
8.223453530E-1,-3.234000206E0,3.448050261E0,7.726950169E0
8.247890430E-1,-3.189000130E0,3.412050247E0,7.689000130E0
8.272324290E-1,-3.217950106E0,3.405000210E0,7.675050259E0
8.296761200E-1,-3.214950085E0,3.424050093E0,7.701000214E0
8.321197300E-1,-3.208050251E0,3.382950068E0,7.746000290E0
8.345631940E-1,-3.217950106E0,3.412050247E0,7.786950588E0
8.370068070E-1,-3.262950182E0,3.436050177E0,7.857000351E0
8.394502710E-1,-3.289950132E0,3.457050085E0,8.014950752E0
8.418938840E-1,-3.273000240E0,3.451950073E0,8.218050003E0
8.443373480E-1,-3.256050110E0,3.417000055E0,8.428950310E0
8.467809610E-1,-3.202950239E0,3.382950068E0,8.659049988E0
8.492244250E-1,-3.108000040E0,3.286950111E0,8.862000465E0
8.516681150E-1,-3.000000238E0,3.139050245E0,9.058950424E0
8.541115010E-1,-2.926050186E0,3.025950193E0,9.211950302E0
8.565551970E-1,-2.866050243E0,2.941950083E0,9.307950020E0
8.589988120E-1,-2.835000038E0,2.914050102E0,9.291000366E0
8.614422760E-1,-2.860950232E0,2.896950245E0,9.231000900E0
8.638858890E-1,-2.892000198E0,2.904000044E0,9.102000237E0
8.663293530E-1,-2.926050186E0,2.976000071E0,8.929050446E0
8.687729800E-1,-2.947050095E0,3.012000084E0,8.764050484E0
8.712164440E-1,-3.055050135E0,3.076950073E0,8.623050690E0
8.736600570E-1,-3.117000103E0,3.144000053E0,8.488950729E0
8.761035200E-1,-3.196050167E0,3.187050104E0,8.376000404E0
8.785471340E-1,-3.309000254E0,3.271050215E0,8.278050423E0
8.809906170E-1,-3.433050156E0,3.328050137E0,8.254050255E0
8.834342310E-1,-3.499950171E0,3.358950138E0,8.197050095E0
8.858779230E-1,-3.547950268E0,3.388050079E0,8.158050537E0
8.883213870E-1,-3.637050152E0,3.385050058E0,8.091000557E0
8.907650000E-1,-3.682050228E0,3.373050213E0,8.029050827E0
8.932084590E-1,-3.724950075E0,3.376050234E0,7.951950550E0
8.956520720E-1,-3.802050114E0,3.385050058E0,7.854000568E0
8.980955360E-1,-3.828000069E0,3.450000048E0,7.809000492E0
9.005391490E-1,-3.850050211E0,3.469050169E0,7.750950336E0
9.029826120E-1,-3.816000223E0,3.478950262E0,7.768050194E0
9.054262930E-1,-3.607950211E0,3.286950111E0,8.034000397E0
9.078699100E-1,-3.258000135E0,2.896950245E0,8.497950554E0
9.103133720E-1,-2.760000229E0,2.320050001E0,9.283950806E0
9.127569850E-1,-2.550000191E0,1.810050130E0,1.050495052E1
9.152004490E-1,-2.698050022E0,1.386000037E0,1.203900051E1
9.176440480E-1,-3.214950085E0,1.092000008E0,1.338495064E1
9.200875120E-1,-3.709050179E0,1.168050051E0,1.371105099E1
9.225312020E-1,-3.960000277E0,1.674000025E0,1.230495071E1
9.249748190E-1,-3.993000269E0,2.289000034E0,9.762000084E0
9.274182810E-1,-4.123050213E0,2.884950161E0,7.030950546E0
9.298618940E-1,-4.539000034E0,3.502950191E0,5.043000221E0
9.323053580E-1,-5.008950233E0,4.033950329E0,4.584000111E0
9.347489710E-1,-5.641050339E0,4.498950005E0,5.079000473E0
9.371924350E-1,-6.748950481E0,5.041950226E0,5.923950195E0
9.396360330E-1,-7.827000141E0,5.334000111E0,6.705000401E0
9.420794970E-1,-8.332050323E0,5.301000118E0,6.966000557E0
9.445231100E-1,-7.731000423E0,4.858050346E0,6.760050297E0
9.469665740E-1,-6.589050293E0,4.338000298E0,6.408000469E0
9.494101870E-1,-5.731950283E0,3.948000193E0,6.154050350E0
9.518536510E-1,-5.217000484E0,3.745050192E0,6.115950108E0
9.542972640E-1,-4.828950405E0,3.742050171E0,6.292950153E0
9.567407270E-1,-4.398000240E0,3.828000069E0,6.643050194E0
9.591844180E-1,-3.993000269E0,3.936000109E0,7.045050144E0
9.616280350E-1,-3.676950216E0,4.033950329E0,7.332000256E0
9.640714830E-1,-3.531000137E0,4.063050270E0,7.387050152E0
9.665150960E-1,-3.565050125E0,4.063050270E0,7.236000538E0
9.689585600E-1,-3.642000198E0,4.052999973E0,6.937050343E0
9.714021730E-1,-3.804000139E0,4.015050411E0,6.646950245E0
9.738456370E-1,-3.973950148E0,4.056000233E0,6.343050480E0
9.762892450E-1,-3.970050097E0,4.063050270E0,6.106050491E0
9.787329370E-1,-3.900000095E0,4.128000259E0,5.956050396E0
9.811764010E-1,-3.670050144E0,4.197000027E0,5.898000240E0
9.836200140E-1,-3.454950094E0,4.225950241E0,5.893050194E0
9.860634780E-1,-3.436050177E0,4.561050415E0,5.854950428E0
9.885070710E-1,-3.607950211E0,4.741050243E0,5.601000309E0
9.909505350E-1,-3.928950071E0,4.501049995E0,5.152950287E0
9.933941480E-1,-4.290000439E0,4.117949963E0,4.710000038E0
9.958376120E-1,-4.575000286E0,3.733050108E0,4.275000095E0
9.982813020E-1,-4.819950104E0,3.381000042E0,4.038000107E0
1.000724904E0,-4.909950256E0,3.193950176E0,4.834950447E0
1.003168366E0,-4.717050076E0,2.863050222E0,5.232000351E0
