"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.043171921E1,-4.231050014E0,7.384050369E0,-4.510950089E0
2.043416282E1,-4.894050121E0,7.777050495E0,-4.894050121E0
2.043660622E1,-5.353050232E0,8.428050041E0,-4.480050087E0
2.043904968E1,-5.883000374E0,9.048000336E0,-4.140000343E0
2.044149330E1,-6.121950150E0,8.665050507E0,-3.919950247E0
2.044393676E1,-5.494950294E0,7.744950294E0,-3.580050230E0
2.044638038E1,-4.513050079E0,6.948000431E0,-4.011000156E0
2.044882385E1,-3.742050171E0,6.417000294E0,-5.325000286E0
2.045126747E1,-4.056000233E0,6.067050457E0,-6.079950333E0
2.045371093E1,-3.547950268E0,6.031050205E0,-5.449950218E0
2.045615454E1,-3.663000107E0,6.702000141E0,-4.593000412E0
2.045859801E1,-4.165950298E0,7.795950413E0,-3.622950077E0
2.046104162E1,-4.594050407E0,8.080950737E0,-3.250050068E0
2.046348508E1,-4.374000072E0,7.912950516E0,-2.680050135E0
2.046592846E1,-3.948000193E0,7.659000397E0,-3.493950129E0
2.046837208E1,-5.044950008E0,8.100000381E0,-4.573950291E0
2.047081554E1,-5.851050377E0,8.430000305E0,-4.734000206E0
2.047325916E1,-5.040000439E0,8.200050354E0,-3.673050165E0
2.047570262E1,-4.348050117E0,8.512050629E0,-2.791950226E0
2.047814623E1,-3.582000256E0,8.737050056E0,-2.740050077E0
2.048058970E1,-3.261000156E0,8.218950272E0,-3.658950090E0
2.048303331E1,-3.859050274E0,8.281949997E0,-3.910050154E0
2.048547676E1,-4.041000366E0,7.690050602E0,-3.973050117E0
2.048792038E1,-3.193950176E0,7.519950390E0,-4.518000126E0
2.049036384E1,-2.497050047E0,7.177950382E0,-5.107050419E0
2.049280745E1,-2.326950073E0,6.385050297E0,-3.652050257E0
2.049525084E1,-2.416050196E0,6.184050083E0,-2.653050184E0
2.049769430E1,-2.776950121E0,6.886050224E0,-3.135000229E0
2.050013792E1,-3.733050108E0,7.293000221E0,-4.401000023E0
2.050258138E1,-4.663950443E0,7.542000294E0,-4.930050373E0
2.050502499E1,-5.611950397E0,8.203050613E0,-4.600050449E0
2.050746846E1,-6.157950401E0,9.112950325E0,-4.107000351E0
2.050991208E1,-6.129000187E0,9.055050850E0,-3.774000168E0
2.051235547E1,-5.776950359E0,8.053950310E0,-3.361950159E0
2.051479893E1,-5.112000465E0,7.330950260E0,-3.228000164E0
2.051724262E1,-3.874050140E0,6.601050377E0,-4.365000248E0
2.051968624E1,-3.673050165E0,6.105000496E0,-5.734950066E0
2.052212963E1,-3.832950115E0,5.956950188E0,-5.923950195E0
2.052457309E1,-3.634050131E0,6.562950134E0,-4.765050411E0
2.052701670E1,-3.972000122E0,7.516050339E0,-3.891000271E0
2.052946017E1,-4.527000427E0,8.056950569E0,-3.477000237E0
2.053190378E1,-4.483950138E0,7.963050365E0,-2.742000103E0
2.053434724E1,-4.144050121E0,7.570950508E0,-3.208950043E0
2.053679086E1,-4.480050087E0,7.702050209E0,-4.405950069E0
2.053923432E1,-5.482950211E0,8.080950737E0,-5.110050201E0
2.054167770E1,-4.992000103E0,7.947000504E0,-4.059000015E0
2.054412130E1,-4.924950123E0,8.362950325E0,-2.470950127E0
2.054656500E1,-4.207050323E0,8.799000740E0,-2.689050198E0
2.054900846E1,-3.024000168E0,8.442000389E0,-3.319050074E0
2.055145184E1,-3.493050098E0,8.461050034E0,-3.817050219E0
2.055389546E1,-4.361999989E0,8.313000679E0,-3.870000124E0
2.055633891E1,-3.886050224E0,7.930050373E0,-3.949050188E0
2.055878252E1,-2.715000153E0,7.578000546E0,-4.411050320E0
2.056122599E1,-1.951050043E0,6.390000343E0,-3.688050270E0
2.056366960E1,-2.164050102E0,5.926050186E0,-2.893050194E0
2.056611306E1,-2.646000147E0,6.382950306E0,-3.193950176E0
2.056855644E1,-3.603000164E0,7.144050121E0,-4.540050030E0
2.057100005E1,-4.531949997E0,7.575000286E0,-4.834950447E0
2.057344352E1,-5.794050217E0,8.200050354E0,-4.447050095E0
2.057588713E1,-6.136050224E0,9.193950653E0,-3.834000111E0
2.057833059E1,-6.069000244E0,9.369000435E0,-3.642000198E0
2.058077421E1,-5.964000225E0,8.334000587E0,-3.070050240E0
2.058321767E1,-5.398950100E0,7.398000240E0,-3.051000118E0
2.058566128E1,-4.219050407E0,6.649050236E0,-4.369950294E0
2.058810475E1,-3.931050301E0,6.297000408E0,-5.907000065E0
2.059054836E1,-4.324050426E0,6.132000446E0,-6.040950298E0
2.059299183E1,-3.916950226E0,6.595950127E0,-4.926000118E0
2.059543544E1,-4.642050266E0,7.777050495E0,-3.964950085E0
2.059787883E1,-4.909950256E0,8.260050774E0,-3.048000097E0
2.060032229E1,-4.603950024E0,7.864950180E0,-2.866050243E0
2.060276590E1,-4.525050163E0,7.504050255E0,-3.694950104E0
2.060520937E1,-5.595000267E0,7.935000420E0,-4.867950439E0
2.060765298E1,-5.590050220E0,8.143050194E0,-4.072950363E0
2.061009644E1,-5.728950500E0,8.265000343E0,-2.722950220E0
2.061254006E1,-4.795950413E0,8.184000015E0,-3.372000217E0
2.061498352E1,-3.381000042E0,8.880000114E0,-4.501950264E0
2.061742714E1,-3.790050268E0,9.856950760E0,-4.450950146E0
2.061987060E1,-6.109950066E0,9.850050926E0,-4.212000370E0
2.062231421E1,-6.507000446E0,8.571000099E0,-3.970050097E0
2.062475760E1,-4.051050186E0,7.654050350E0,-2.064000130E0
2.062720106E1,-8.310000300E-1,5.413050175E0,-3.118050098E0
2.062964467E1,8.080500364E-1,4.810050011E0,-3.505950212E0
2.063208814E1,-1.306950092E0,4.537050247E0,-3.478950262E0
2.063453175E1,-3.643950224E0,6.156000137E0,-3.472050190E0
2.063697521E1,-3.862050295E0,7.650000572E0,-4.758000374E0
2.063941880E1,-4.944000244E0,9.213000298E0,-4.060950279E0
2.064186226E1,-6.067050457E0,9.838050842E0,-3.324000120E0
2.064430565E1,-6.916950226E0,9.556050301E0,-3.568050146E0
2.064674934E1,-7.077000141E0,8.586000443E0,-1.711950064E0
2.064919272E1,-5.422950268E0,6.619950294E0,-2.368050098E0
2.065163641E1,-2.871000051E0,4.591950417E0,-3.180000067E0
2.065407980E1,-3.486000061E0,4.708950043E0,-6.373950481E0
2.065652341E1,-4.116000175E0,5.221950054E0,-7.023000240E0
2.065896688E1,-4.401000023E0,6.450000286E0,-5.833050251E0
2.066141049E1,-5.361000061E0,8.041950226E0,-3.427050114E0
2.066385394E1,-6.096000195E0,8.605050087E0,-2.839950085E0
2.066629755E1,-6.292050362E0,8.641050339E0,-2.670000076E0
2.066874102E1,-6.768000126E0,8.251049995E0,-5.032950401E0
2.067118463E1,-6.424050331E0,7.458000183E0,-6.919950485E0
2.067362809E1,-6.004950523E0,7.305000305E0,-6.703950405E0
2.067607148E1,-6.546000481E0,7.759950161E0,-4.435050011E0
2.067851517E1,-6.298950195E0,8.665050507E0,-3.709050179E0
2.068095856E1,-4.294950008E0,9.481050491E0,-2.883000135E0
2.068340217E1,-2.746050119E0,8.752950668E0,-2.428050041E0
2.068584563E1,-4.822050095E0,8.071050644E0,-1.554000020E0
2.068828925E1,-4.417050362E0,7.621050358E0,-5.659500360E-1
2.069073271E1,-1.216050029E0,6.148050308E0,-2.050050020E0
2.069317633E1,4.110000134E-1,6.475950241E0,-1.255050063E0
2.069561979E1,-2.730000019E-1,6.031050205E0,-2.449950218E0
2.069806340E1,-3.547950268E0,7.219050407E0,-4.317000389E0
2.070050685E1,-6.402000427E0,1.016100025E1,-6.192000389E0
2.070295023E1,-6.487950325E0,1.069500065E1,-6.558000088E0
2.070539385E1,-6.013950348E0,8.962050438E0,-3.664050102E0
2.070783731E1,-5.848950386E0,7.959000587E0,-1.939950109E0
2.071028092E1,-4.017000198E0,6.469050407E0,-1.851000071E0
2.071272438E1,-2.595000029E0,4.695000172E0,-3.012000084E0
2.071516800E1,-2.269950151E0,3.874050140E0,-3.168000221E0
2.071761146E1,-3.000000238E0,4.585050106E0,-6.087000370E0
2.072005484E1,-4.165950298E0,5.935050488E0,-8.039999962E0
2.072249853E1,-5.230950356E0,7.317000389E0,-5.197950363E0
2.072494191E1,-6.250950336E0,8.433000565E0,-3.003000259E0
2.072738560E1,-7.936950207E0,9.354000092E0,-2.922000170E0
2.072982898E1,-9.292050362E0,9.241950035E0,-3.196950197E0
2.073227260E1,-9.571950912E0,8.617050171E0,-7.120950222E0
2.073471606E1,-7.647000313E0,7.534950256E0,-8.124000549E0
2.073715968E1,-6.292050362E0,6.879000187E0,-5.152950287E0
2.073960314E1,-5.952000141E0,6.763950348E0,-3.187050104E0
2.074204676E1,-4.554000378E0,6.145950317E0,-1.830000043E0
2.074449022E1,-3.649050236E0,5.236050129E0,-1.894050121E0
2.074693360E1,-2.506950140E0,5.782050133E0,-9.030000567E-1
2.074937731E1,-5.269500017E-1,6.577050209E0,-2.257950068E0
2.075182093E1,-1.756950140E0,8.028000832E0,-1.498950124E0
2.075426439E1,-3.553050280E0,9.180000305E0,-2.227050066E0
2.075670778E1,-4.276050091E0,1.030695057E1,-2.139000177E0
2.075915139E1,-4.522950172E0,1.125495052E1,-3.103050232E0
2.076159485E1,-6.021000385E0,9.394950867E0,-6.517950535E0
2.076403846E1,-7.144050121E0,8.197950363E0,-4.626000404E0
2.076648192E1,-4.966050148E0,6.598950386E0,-4.155000210E0
2.076892554E1,-2.698050022E0,5.152050018E0,-4.930050373E0
2.077136902E1,-4.173000336E0,4.519950390E0,-5.385000229E0
2.077381264E1,-3.088050127E0,4.762050152E0,-4.759950161E0
2.077625602E1,-1.707000136E0,5.077950478E0,-2.886000156E0
2.077869948E1,-2.310000181E0,7.105950356E0,-3.673050165E0
2.078114310E1,-4.249950409E0,7.848000526E0,-3.553950071E0
2.078358677E1,-6.397050381E0,9.790050507E0,-3.295050144E0
2.078603016E1,-8.800950050E0,9.963000298E0,-2.236950159E0
2.078847362E1,-9.712950706E0,1.080105019E1,-5.695950508E0
2.079091724E1,-9.876000404E0,9.951000214E0,-9.610950470E0
2.079336070E1,-8.761050224E0,9.244050026E0,-6.262050152E0
2.079580433E1,-6.651000500E0,8.016000748E0,-2.509950161E0
2.079824779E1,-3.211050034E0,5.542950153E0,-1.720050097E0
2.080069140E1,-2.683950186E0,2.562000036E0,-1.104000092E0
2.080313487E1,-1.735950112E0,2.410950184E0,-1.672050118E0
2.080557825E1,-7.060500383E-1,3.739950180E0,-2.959950209E0
2.080802188E1,-1.647000074E0,5.928000450E0,-3.649050236E0
2.081046534E1,-5.149950027E0,9.535950661E0,-4.381950378E0
2.081290903E1,-7.008000374E0,1.140195084E1,-6.220950127E0
2.081535242E1,-7.891050339E0,1.216995049E1,-3.163050175E0
2.081779603E1,-6.226950169E0,1.162905025E1,-8.890500665E-1
2.082023948E1,-6.646050453E0,9.112950325E0,-3.171000242E0
2.082268310E1,-6.886050224E0,7.291050434E0,-1.921050072E0
2.082512656E1,-3.369000196E0,4.225950241E0,-7.116000175E0
2.082757017E1,-1.506000042E0,2.734050035E0,-6.946050167E0
2.083001364E1,-1.161000013E0,2.180999994E0,-3.534000158E0
2.083245702E1,-1.180050015E0,3.247050047E0,-4.381950378E0
2.083490064E1,-3.864000082E0,7.519950390E0,-6.163050175E0
2.083734410E1,-6.964950562E0,9.910050392E0,-4.720050335E0
2.083978771E1,-7.000950336E0,1.057500076E1,-2.821050167E0
2.084223118E1,-8.811000824E0,1.187595081E1,-2.899950027E0
2.084467481E1,-9.418950081E0,1.174095058E1,-4.995000362E0
2.084711827E1,-9.757050514E0,1.049895096E1,-6.496050358E0
2.084956188E1,-6.630000114E0,8.422950745E0,-2.107050180E0
2.085200535E1,-3.096000195E0,5.863950253E0,-1.333950043E0
2.085444896E1,-2.580000162E-1,2.904000044E0,-1.420050025E0
2.085689242E1,-1.410000026E-1,1.384050012E0,-5.250000358E-1
2.085933604E1,-7.399500608E-1,3.694050074E0,-3.666000128E0
2.086177942E1,-3.253950119E0,7.087050438E0,-4.147050381E0
2.086422288E1,-6.409050465E0,9.637050629E0,-6.130050182E0
2.086666650E1,-8.061000824E0,1.108500099E1,-6.202050209E0
2.086910996E1,-7.594050407E0,1.171500015E1,-2.613000154E0
2.087155358E1,-5.583000183E0,1.008495045E1,-1.147050023E0
2.087399704E1,-6.670050144E0,7.927050591E0,-2.794950247E0
2.087644065E1,-6.405000210E0,5.646000385E0,-3.453000069E0
2.087888412E1,-2.526000023E0,4.264050007E0,-7.126050472E0
2.088132773E1,-2.460000068E-1,3.253950119E0,-5.086050034E0
2.088377119E1,-6.529500484E-1,2.551950216E0,-5.356050491E0
2.088621481E1,-4.221000195E0,4.888950348E0,-6.082050323E0
2.088865820E1,-6.400050163E0,8.916000366E0,-5.116950035E0
2.089110164E1,-7.975050449E0,9.948000908E0,-3.787950277E0
2.089354526E1,-8.373000145E0,1.076700020E1,-4.756050110E0
2.089598872E1,-9.021000862E0,1.083405018E1,-5.122050285E0
2.089843234E1,-8.313000679E0,9.697050095E0,-5.179050446E0
2.090087580E1,-6.037950516E0,8.131050110E0,-1.762950063E0
2.090331941E1,-3.237000227E0,5.005950451E0,-2.659500241E-1
2.090576288E1,-1.651950121E0,3.862050295E0,-2.650950193E0
2.090820626E1,-6.940500140E-1,3.553050280E0,-1.936950088E0
2.091064988E1,-1.606050134E0,4.626000404E0,-4.441950321E0
2.091309357E1,-4.669050217E0,7.635000229E0,-2.905050039E0
2.091553696E1,-7.474950314E0,9.510000229E0,-5.875950336E0
2.091798042E1,-7.228050232E0,1.062795067E1,-3.573000193E0
2.092042403E1,-6.594000340E0,1.125495052E1,-2.328000069E0
2.092286750E1,-5.143050194E0,9.904950142E0,-8.620500565E-1
2.092531111E1,-6.529050350E0,6.936000347E0,-2.553000212E0
2.092775457E1,-5.461050034E0,5.602950096E0,-2.610000134E0
2.093019818E1,-1.221000075E0,3.852000237E0,-6.331050396E0
2.093264165E1,-1.197000027E0,3.474000216E0,-6.670950413E0
2.093508526E1,-2.004000187E0,4.489050388E0,-6.409950256E0
2.093752865E1,-5.290950298E0,6.213000298E0,-5.706000328E0
2.093997210E1,-7.438950539E0,8.665050507E0,-3.739950180E0
2.094241571E1,-7.800000191E0,9.522000313E0,-4.255050182E0
2.094485940E1,-9.177000046E0,1.028805065E1,-7.447050571E0
2.094730279E1,-9.517050743E0,9.898050308E0,-6.118050098E0
2.094974625E1,-6.723000526E0,8.265000343E0,-1.887000084E0
2.095218986E1,-3.280050039E0,5.530950069E0,-3.430500031E-1
2.095463333E1,-1.329000115E0,3.949950218E0,-1.843950033E0
2.095707694E1,-2.041949987E0,4.195050240E0,-3.076950073E0
2.095952041E1,-2.238000154E0,4.528050423E0,-1.846050143E0
2.096196402E1,-4.875000000E0,7.698000431E0,-4.810950279E0
2.096440739E1,-7.492050171E0,8.650050163E0,-5.493000031E0
2.096685085E1,-7.021950245E0,9.594000816E0,-3.774000168E0
2.096929446E1,-5.890050411E0,1.008000088E1,-2.163000107E0
2.097173793E1,-5.950050354E0,9.996000290E0,-1.345950007E0
2.097418154E1,-6.970050335E0,6.967050552E0,-1.947000146E0
2.097662500E1,-4.518000126E0,5.554950237E0,-2.710950136E0
2.097906861E1,-7.159500122E-1,3.424050093E0,-5.653050423E0
2.098151207E1,-1.855050087E0,4.546950340E0,-7.807950497E0
2.098395569E1,-3.298950195E0,5.599950314E0,-6.432000160E0
2.098639907E1,-4.519950390E0,6.642000198E0,-4.417950153E0
2.098884276E1,-6.567000389E0,7.911000252E0,-4.063950062E0
2.099128614E1,-7.245000362E0,9.013950348E0,-5.598000050E0
2.099372960E1,-9.048000336E0,1.017300034E1,-7.732050419E0
2.099617322E1,-8.830050468E0,9.189000130E0,-5.737050056E0
2.099861668E1,-5.812950134E0,7.558950424E0,-1.642950058E0
2.100106028E1,-1.968000054E0,4.666050434E0,-2.280000150E-1
2.100350374E1,-1.381050110E0,3.285000086E0,-2.874000072E0
2.100594736E1,-2.647950172E0,4.341000080E0,-2.941050053E0
2.100839082E1,-3.760950089E0,5.643000126E0,-3.577950239E0
2.101083443E1,-5.239050388E0,7.908000469E0,-4.327050209E0
2.101327782E1,-6.244050503E0,8.641050339E0,-5.191050053E0
2.101572151E1,-6.709050179E0,9.736950874E0,-2.962050200E0
2.101816490E1,-6.888000488E0,1.062600040E1,-1.855950117E0
2.102060836E1,-7.365000248E0,8.920950890E0,-1.525950074E0
2.102305198E1,-6.675000191E0,6.678000450E0,-1.782000065E0
2.102549544E1,-2.760000229E0,4.621050358E0,-3.730950117E0
2.102793905E1,-6.300000548E-1,3.232050180E0,-6.441000462E0
2.103038252E1,-2.847000122E0,4.872000217E0,-7.435050488E0
2.103282613E1,-3.718050241E0,5.998050213E0,-6.193950176E0
2.103526959E1,-5.569050312E0,6.927000523E0,-4.305000305E0
2.103771319E1,-6.376050472E0,8.413050652E0,-5.281950474E0
2.104015665E1,-8.047050476E0,9.922050476E0,-6.694950104E0
2.104260004E1,-9.751950264E0,1.014495087E1,-6.441000462E0
2.104504373E1,-7.065000534E0,8.341950417E0,-2.565000057E0
2.104748711E1,-3.237000227E0,6.049950123E0,-3.739500046E-1
2.104993073E1,-1.036949992E0,4.008000374E0,-2.292000055E0
2.105237419E1,-2.671950102E0,4.237950325E0,-3.147000074E0
2.105481780E1,-3.744000196E0,5.028000355E0,-3.883950233E0
2.105726119E1,-4.666050434E0,7.075050354E0,-5.533950329E0
2.105970488E1,-5.830050468E0,8.662050247E0,-5.170050144E0
2.106214834E1,-7.410000324E0,9.891000748E0,-3.316950083E0
2.106459196E1,-7.671000481E0,1.131495094E1,-1.783950090E0
2.106703542E1,-7.534950256E0,9.886050224E0,-1.216950059E0
2.106947881E1,-7.264050484E0,7.405050278E0,-1.480050087E0
2.107192242E1,-4.824000359E0,5.610000134E0,-1.485000014E0
2.107436588E1,-1.132050037E0,3.457050085E0,-4.104000092E0
2.107680950E1,-1.372050047E0,4.389000416E0,-7.678950310E0
2.107925296E1,-2.884950161E0,6.088950157E0,-7.984950542E0
2.108169657E1,-5.257950306E0,7.111050129E0,-5.497950077E0
2.108414005E1,-6.673050404E0,7.968000412E0,-5.550000191E0
2.108658366E1,-8.521050453E0,9.615000725E0,-5.914050102E0
2.108902713E1,-1.037895012E1,1.029300022E1,-6.379050255E0
2.109147074E1,-7.930050373E0,8.361000061E0,-3.345000267E0
2.109391420E1,-3.931050301E0,6.081000328E0,-6.780000329E-1
2.109635762E1,-1.173000097E0,3.799950123E0,-2.433000088E0
2.109880124E1,-2.908950090E0,3.799950123E0,-3.154050112E0
2.110124470E1,-3.454950094E0,4.360050201E0,-3.336000204E0
2.110368831E1,-4.256999969E0,6.570000172E0,-5.023950100E0
2.110613178E1,-5.859000206E0,7.810050488E0,-4.768050194E0
2.110857540E1,-8.005949974E0,9.499950409E0,-3.534000158E0
2.111101886E1,-8.286000252E0,1.116000080E1,-1.978050113E0
2.111346248E1,-8.301000595E0,9.898050308E0,-1.495050073E0
2.111590594E1,-7.816950321E0,7.449000359E0,-1.195050001E0
2.111834932E1,-5.586000443E0,5.538000107E0,-1.702950120E0
2.112079301E1,-1.551000118E0,3.442950249E0,-3.477000237E0
2.112323663E1,-1.072050095E0,4.381050110E0,-6.898050308E0
2.112568002E1,-2.655000210E0,5.488050461E0,-8.634000778E0
2.112812348E1,-4.909950256E0,6.678000450E0,-6.466950417E0
2.113056709E1,-6.526950359E0,7.803000450E0,-6.016950130E0
2.113301056E1,-7.741050243E0,9.742050171E0,-6.094050407E0
2.113545417E1,-9.819000244E0,1.026405048E1,-5.515050411E0
2.113789763E1,-7.563000202E0,8.587950706E0,-3.051000118E0
2.114034125E1,-3.766050100E0,6.220050335E0,-6.540000439E-1
2.114278463E1,-1.531950116E0,4.483950138E0,-2.602950096E0
2.114522811E1,-3.057000160E0,4.956000328E0,-3.076950073E0
2.114767172E1,-3.687000275E0,5.344050407E0,-3.706950188E0
2.115011541E1,-3.900000095E0,6.529050350E0,-5.152950287E0
2.115255880E1,-5.535000324E0,7.831950188E0,-4.066050053E0
2.115500226E1,-7.566000462E0,9.541050911E0,-2.905050039E0
2.115744588E1,-7.743000507E0,1.146105099E1,-2.203050137E0
2.115988934E1,-8.025000572E0,9.553050041E0,-1.272000074E0
2.116233295E1,-7.386000156E0,7.209000111E0,-1.341000080E0
2.116477642E1,-4.597050190E0,5.193000317E0,-1.552050114E0
2.116722003E1,-1.471950054E0,3.795000076E0,-3.501000166E0
2.116966349E1,-1.398000121E0,4.453050137E0,-7.225950241E0
2.117210688E1,-3.163050175E0,5.230950356E0,-8.280000687E0
2.117455049E1,-5.266950130E0,6.280050278E0,-6.396000385E0
2.117699418E1,-6.357000351E0,7.441050529E0,-6.240000248E0
2.117943758E1,-7.956000328E0,9.352050781E0,-5.629050255E0
2.118188104E1,-9.630000114E0,9.967050552E0,-5.031000137E0
2.118432465E1,-7.255050182E0,7.768950462E0,-2.625000238E0
2.118676812E1,-3.426000118E0,5.799000263E0,-1.471050024E0
2.118921173E1,-2.844000101E0,5.068950176E0,-3.769050121E0
2.119165519E1,-4.165950298E0,5.152050018E0,-3.592050076E0
2.119409881E1,-4.231050014E0,5.370000362E0,-4.246050358E0
2.119654227E1,-4.116000175E0,5.998050213E0,-4.066050053E0
2.119898566E1,-5.788950443E0,7.936950207E0,-3.532050133E0
2.120142927E1,-7.450950146E0,1.003395081E1,-3.514950275E0
2.120387273E1,-8.820000648E0,1.126695061E1,-2.028000116E0
2.120631634E1,-8.455950737E0,9.028950691E0,-1.131000042E0
2.120875981E1,-6.888000488E0,7.540050507E0,-1.000950098E0
2.121120342E1,-4.743000031E0,5.083050251E0,-2.380050182E0
2.121364688E1,-2.085000038E0,5.172000408E0,-2.268000126E0
2.121609050E1,-2.008949995E0,5.425050259E0,-6.553950310E0
2.121853388E1,-3.952950239E0,5.916000366E0,-8.371050835E0
2.122097757E1,-5.638050079E0,6.370950222E0,-6.858000278E0
2.122342104E1,-6.048000336E0,7.732950211E0,-6.958050251E0
2.122586465E1,-7.999050617E0,9.310950279E0,-4.578000069E0
2.122830806E1,-9.322950363E0,9.229950905E0,-3.726000071E0
2.123075152E1,-5.758050442E0,7.176000118E0,-1.243050098E0
2.123319514E1,-1.840950131E0,5.209950447E0,-2.610000134E0
2.123563860E1,-2.983050108E0,5.368050098E0,-4.075950146E0
2.123808222E1,-4.800000191E0,5.353950024E0,-3.553950071E0
2.124052568E1,-4.930050373E0,5.883000374E0,-4.897050381E0
2.124296929E1,-5.473050117E0,6.760950089E0,-3.646950245E0
2.124541276E1,-6.820950508E0,8.488050461E0,-3.763950109E0
2.124785637E1,-8.209950447E0,1.038900089E1,-3.055950165E0
2.125029983E1,-9.478950500E0,9.948000908E0,-1.642950058E0
2.125274345E1,-7.602000237E0,7.657050133E0,-9.390000701E-1
2.125518683E1,-5.353050232E0,6.225000381E0,-8.959500194E-1
2.125763029E1,-4.068000317E0,4.309950352E0,-3.148950100E0
2.126007391E1,-2.011049986E0,4.602000237E0,-1.825050116E0
2.126251737E1,-2.719950199E0,5.404050350E0,-6.682950497E0
2.126496100E1,-5.308050156E0,5.944950104E0,-7.711950302E0
2.126740446E1,-6.273000240E0,6.766050339E0,-8.031000137E0
2.126984807E1,-7.360050201E0,8.548050880E0,-7.237950325E0
2.127229154E1,-8.703000069E0,9.292050362E0,-3.843000174E0
2.127473492E1,-7.719000340E0,7.981950283E0,-1.960950136E0
2.127717854E1,-3.838050127E0,5.701050282E0,-6.640500426E-1
2.127962200E1,-2.257950068E0,5.188050270E0,-4.269000053E0
2.128206562E1,-3.924000263E0,5.386950493E0,-4.051949978E0
2.128450908E1,-4.318950176E0,5.392050266E0,-4.327050209E0
2.128695269E1,-4.111050129E0,6.378000259E0,-4.726950169E0
2.128939613E1,-5.503950119E0,7.992000580E0,-3.940950155E0
2.129183974E1,-6.879000187E0,9.454950333E0,-3.973050117E0
2.129428320E1,-9.004950523E0,1.162200069E1,-2.301000118E0
2.129672682E1,-9.309000015E0,1.002000046E1,-1.734000087E0
2.129917027E1,-6.925950527E0,8.373000145E0,-5.680500269E-1
2.130161365E1,-3.406950235E0,5.257950306E0,-2.674950123E0
2.130405726E1,-1.390950084E0,5.394000053E0,-2.881050110E0
2.130650096E1,-2.494950056E0,5.008950233E0,-6.834000111E0
2.130894434E1,-4.446000099E0,5.932950497E0,-7.492050171E0
2.131138781E1,-5.430000305E0,6.583950520E0,-8.527050018E0
2.131383142E1,-5.820000172E0,7.768950462E0,-8.826000214E0
2.131627489E1,-7.954050541E0,8.884950638E0,-5.938050270E0
2.131871850E1,-9.072000504E0,9.280050278E0,-2.716050148E0
2.132116196E1,-6.177000523E0,7.635000229E0,-1.356000066E0
2.132360557E1,-3.072000027E0,5.623950481E0,-4.019999981E0
2.132604903E1,-3.546000242E0,6.496050358E0,-5.020950317E0
2.132849264E1,-3.439950228E0,5.509050369E0,-4.104000092E0
2.133093603E1,-4.330950260E0,6.085950375E0,-1.291050076E0
2.133337949E1,-4.894050121E0,7.603950500E0,-3.094050169E0
2.133582309E1,-4.896000385E0,8.571000099E0,-4.513950348E0
2.133826656E1,-7.314000130E0,9.910050392E0,-3.927000284E0
2.134071017E1,-1.062300014E1,1.025505066E1,-1.819950104E0
2.134315363E1,-9.565050125E0,8.116950035E0,-1.617000103E0
2.134559725E1,-4.915050030E0,6.036000252E0,-1.234050035E0
2.134804071E1,-2.277000189E0,3.700950146E0,-4.024950027E0
2.135048432E1,-3.040950060E0,4.858050346E0,-6.979950428E0
2.135292771E1,-4.458000183E0,5.215050220E0,-6.424050331E0
2.135537140E1,-4.743000031E0,5.374950409E0,-6.115050316E0
2.135781479E1,-5.314950466E0,6.322950363E0,-7.549950123E0
2.136025826E1,-6.594000340E0,7.935000420E0,-7.024950504E0
2.136270188E1,-9.175050735E0,8.619000435E0,-3.781050205E0
2.136514534E1,-8.017950058E0,7.219050407E0,-2.131050110E0
2.136758895E1,-4.036950111E0,6.004950523E0,-1.497000098E0
2.137003242E1,-2.419950008E0,4.968000412E0,-3.795000076E0
2.137247603E1,-2.928000212E0,4.252050400E0,-4.248000145E0
2.137491950E1,-4.398000240E0,4.627950191E0,-3.537000179E0
2.137736311E1,-5.653050423E0,5.871000290E0,-3.484050274E0
2.137980650E1,-6.388050079E0,7.693050385E0,-4.510950089E0
2.138225019E1,-6.286950111E0,8.967000008E0,-4.861050129E0
2.138469357E1,-8.847000122E0,1.027605057E1,-2.445000172E0
2.138713704E1,-1.059495068E1,8.619000435E0,-2.050050020E0
2.138958065E1,-8.404050827E0,7.990050316E0,-8.890500665E-1
2.139202411E1,-3.517050266E0,5.671950340E0,-2.470950127E0
2.139446773E1,-1.981950045E0,4.270950317E0,-6.079950333E0
2.139691120E1,-3.460050106E0,4.360050201E0,-7.641000271E0
2.139935481E1,-5.209950447E0,5.251050472E0,-5.983950138E0
2.140179828E1,-4.888950348E0,6.043050289E0,-7.534950256E0
2.140424166E1,-5.557050228E0,6.964950562E0,-9.160950661E0
2.140668528E1,-7.771950245E0,8.437050819E0,-6.736050129E0
2.140912877E1,-9.072000504E0,8.952000618E0,-3.127050161E0
2.141157238E1,-5.971050262E0,7.281000137E0,-1.477950096E0
2.141401584E1,-2.194950104E0,5.707950115E0,-4.213950157E0
2.141645946E1,-2.542950153E0,5.950050354E0,-3.604050159E0
2.141890290E1,-4.489050388E0,5.526000500E0,-2.521950006E0
2.142134651E1,-4.867050171E0,5.794050217E0,-1.581000090E0
2.142378990E1,-3.996000290E0,7.195050240E0,-4.240950108E0
2.142623359E1,-4.174950123E0,8.728950500E0,-6.304950237E0
2.142867705E1,-7.374000549E0,1.087695026E1,-4.272000313E0
