"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.788549075E0,8.793750763E0,3.144375038E1,1.955625153E1
1.808546387E0,9.281250000E0,3.165000153E1,1.912500000E1
1.828551472E0,1.014375019E1,3.208125305E1,1.828125000E1
1.848551539E0,1.005000019E1,3.193125153E1,1.921875000E1
1.868547944E0,1.044375038E1,3.136875153E1,1.993125153E1
1.888553369E0,1.123125076E1,3.112500191E1,2.032500076E1
1.908551944E0,1.065000057E1,3.114375114E1,2.043750000E1
1.928546774E0,1.093125057E1,3.110625076E1,2.094375038E1
1.948550021E0,1.183125019E1,3.078750038E1,2.071875000E1
1.968548115E0,1.192500019E1,3.060000038E1,2.049375153E1
1.988543619E0,1.245000076E1,2.966250038E1,2.120625114E1
2.008546929E0,1.256250095E1,2.910000038E1,2.203125000E1
2.028545514E0,1.269375038E1,2.851875114E1,2.191875076E1
2.048551869E0,1.278750038E1,2.805000114E1,2.326875114E1
2.068552849E0,1.299375057E1,2.773125076E1,2.336250114E1
2.088549614E0,1.342500019E1,2.671875191E1,2.355000114E1
2.108543969E0,1.404375076E1,2.585625076E1,2.424375153E1
2.128545496E0,1.443750095E1,2.563125038E1,2.454375076E1
2.148542977E0,1.468125057E1,2.465625191E1,2.411250114E1
2.168548300E0,1.460625076E1,2.415000153E1,2.443125153E1
2.188593692E0,1.458750057E1,2.446875191E1,2.413125038E1
2.208579627E0,1.468125057E1,2.461875153E1,2.484375191E1
2.228574152E0,1.537500095E1,2.433750153E1,2.420625114E1
2.248565067E0,1.528125095E1,2.445000076E1,2.400000000E1
2.268564878E0,1.518750095E1,2.400000000E1,2.493750191E1
2.288559294E0,1.537500095E1,2.409375191E1,2.514375114E1
2.308552937E0,1.479375076E1,2.390625000E1,2.514375114E1
2.328555013E0,1.498125076E1,2.418750191E1,2.525625038E1
2.348552743E0,1.539375019E1,2.392500114E1,2.461875153E1
2.368547327E0,1.507500076E1,2.450625038E1,2.484375191E1
2.388550544E0,1.546875095E1,2.400000000E1,2.482500076E1
2.408560678E0,1.515000057E1,2.491875076E1,2.473125076E1
2.428553414E0,1.505625057E1,2.460000038E1,2.505000114E1
2.448554582E0,1.554375076E1,2.480625153E1,2.450625038E1
2.468551520E0,1.546875095E1,2.433750153E1,2.420625114E1
2.488556285E0,1.546875095E1,2.430000114E1,2.482500076E1
2.508554963E0,1.526250076E1,2.439375114E1,2.493750191E1
2.528551287E0,1.518750095E1,2.383125114E1,2.450625038E1
2.548555535E0,1.537500095E1,2.431875038E1,2.450625038E1
2.568554766E0,1.528125095E1,2.413125038E1,2.441250038E1
2.588550076E0,1.539375019E1,2.390625000E1,2.471250153E1
2.608553737E0,1.567500019E1,2.415000153E1,2.398125076E1
2.628552710E0,1.518750095E1,2.422500038E1,2.452500153E1
2.648537940E0,1.586250019E1,2.422500038E1,2.407500076E1
2.668543633E0,1.605000114E1,2.420625114E1,2.439375114E1
2.688544394E0,1.528125095E1,2.416875076E1,2.388750076E1
2.708552186E0,1.556250095E1,2.450625038E1,2.482500076E1
2.728599598E0,1.586250019E1,2.413125038E1,2.398125076E1
2.748586593E0,1.567500019E1,2.409375191E1,2.480625153E1
2.768582201E0,1.490625095E1,2.368125153E1,2.555625153E1
2.788574018E0,1.500000095E1,2.347500038E1,2.576250076E1
2.808563279E0,1.490625095E1,2.338125038E1,2.555625153E1
2.828560597E0,1.481250095E1,2.326875114E1,2.608125114E1
2.848556373E0,1.498125076E1,2.364375114E1,2.628750038E1
2.868505847E0,1.471875095E1,2.336250114E1,2.619375038E1
2.888518039E0,1.500000095E1,2.345625114E1,2.587500191E1
2.908524814E0,1.483125019E1,2.306250000E1,2.596875191E1
2.928527041E0,1.451250076E1,2.356875038E1,2.587500191E1
2.948547931E0,1.500000095E1,2.355000114E1,2.596875191E1
2.968549265E0,1.481250095E1,2.347500038E1,2.566875076E1
2.988556831E0,1.460625076E1,2.360625076E1,2.536875153E1
3.008558276E0,1.498125076E1,2.416875076E1,2.555625153E1
3.028554802E0,1.479375076E1,2.390625000E1,2.525625038E1
3.048558049E0,1.500000095E1,2.379375076E1,2.525625038E1
3.068557585E0,1.479375076E1,2.390625000E1,2.505000114E1
3.088552693E0,1.460625076E1,2.360625076E1,2.536875153E1
3.108555865E0,1.507500076E1,2.398125076E1,2.555625153E1
3.128554223E0,1.644375038E1,2.356875038E1,2.686875153E1
3.148548818E0,1.507500076E1,2.396250153E1,2.566875076E1
3.168540999E0,1.458750057E1,2.413125038E1,2.495625114E1
3.188532300E0,1.479375076E1,2.368125153E1,2.566875076E1
3.208542755E0,1.490625095E1,2.370000076E1,2.514375114E1
3.228547307E0,1.516875076E1,2.409375191E1,2.514375114E1
3.248546857E0,1.479375076E1,2.390625000E1,2.505000114E1
3.268598925E0,1.479375076E1,2.390625000E1,2.514375114E1
3.288589895E0,1.498125076E1,2.400000000E1,2.525625038E1
3.308576991E0,1.488750076E1,2.413125038E1,2.452500153E1
3.328573249E0,1.468125057E1,2.422500038E1,2.495625114E1
3.348566167E0,1.565625095E1,2.428125191E1,2.512500191E1
3.368555334E0,1.488750076E1,2.400000000E1,2.525625038E1
3.388555709E0,1.500000095E1,2.371875000E1,2.473125076E1
3.408508625E0,1.498125076E1,2.411250114E1,2.484375191E1
3.428512091E0,1.500000095E1,2.390625000E1,2.514375114E1
3.448523535E0,1.460625076E1,2.381250000E1,2.525625038E1
3.468529367E0,1.488750076E1,2.400000000E1,2.525625038E1
3.488564264E0,1.479375076E1,2.400000000E1,2.525625038E1
3.508553648E0,1.518750095E1,2.388750076E1,2.523750114E1
3.528551646E0,1.488750076E1,2.409375191E1,2.514375114E1
3.548557015E0,1.488750076E1,2.400000000E1,2.535000038E1
3.568556874E0,1.507500076E1,2.398125076E1,2.555625153E1
3.588550897E0,1.528125095E1,2.379375076E1,2.523750114E1
3.608555088E0,1.488750076E1,2.377500153E1,2.576250076E1
3.628553834E0,1.528125095E1,2.420625114E1,2.493750191E1
3.648548628E0,1.528125095E1,2.386875153E1,2.555625153E1
3.668552141E0,1.516875076E1,2.430000114E1,2.503125191E1
3.688550637E0,1.516875076E1,2.405625153E1,2.576250076E1
3.708545934E0,1.537500095E1,2.405625153E1,2.585625076E1
3.728550384E0,1.567500019E1,2.375625038E1,2.544375038E1
3.748548527E0,1.565625095E1,2.401875114E1,2.626875114E1
3.768554268E0,1.593750095E1,2.409375191E1,2.647500038E1
3.788554772E0,1.717500114E1,2.460000038E1,2.737500191E1
3.808550718E0,1.741875076E1,2.360625076E1,2.735625076E1
3.828544038E0,1.719375038E1,2.424375153E1,2.664375114E1
3.848545655E0,1.668750000E1,2.497500038E1,2.613750076E1
3.868543170E0,1.593750095E1,3.086250114E1,1.914375114E1
3.888548525E0,1.541250038E1,2.865000153E1,2.143125153E1
3.908548849E0,1.640625000E1,2.775000191E1,2.304375076E1
3.928545405E0,1.610625076E1,2.784375191E1,2.306250000E1
3.948528668E0,1.580625057E1,2.838750076E1,2.235000038E1
3.968532791E0,1.636875153E1,2.632500076E1,2.366250038E1
3.988543666E0,1.580625057E1,2.557500076E1,2.482500076E1
4.008548338E0,1.563750076E1,2.463750076E1,2.565000153E1
4.028581834E0,1.721250153E1,2.379375076E1,2.767500114E1
4.048580415E0,1.558125019E1,2.330625153E1,2.656875038E1
4.068574134E0,1.567500019E1,2.349375153E1,2.668125153E1
4.088564468E0,1.597500038E1,2.319375038E1,2.666250038E1
4.108563736E0,1.620000076E1,2.266875076E1,2.686875153E1
4.128557504E0,1.561875057E1,2.227500153E1,2.730000114E1
4.148561520E0,1.591875076E1,2.216250038E1,2.728125191E1
4.168560431E0,1.552500057E1,2.218125153E1,2.709375191E1
4.188555831E0,1.591875076E1,2.184375000E1,2.760000038E1
4.208548128E0,1.586250019E1,2.118750000E1,2.707500076E1
4.228549631E0,1.593750095E1,2.145000076E1,2.769375038E1
4.248558732E0,1.558125019E1,2.088750076E1,2.739375114E1
4.268550199E0,1.546875095E1,2.124375153E1,2.791875076E1
4.288550921E0,1.576875019E1,2.109375000E1,2.718750191E1
4.308547387E0,1.575000095E1,2.135625076E1,2.760000038E1
4.328551933E0,1.884375000E1,1.931250000E1,2.874375153E1
4.348550454E0,2.051250076E1,1.871250153E1,2.962500191E1
4.368546929E0,1.848750114E1,1.884375000E1,2.853750038E1
4.388551104E0,1.998750114E1,1.906875038E1,3.234375000E1
4.408550357E0,1.953750038E1,1.884375000E1,2.985000038E1
4.428545689E0,1.882500076E1,1.921875000E1,3.030000114E1
4.448549324E0,1.830000114E1,1.856250000E1,2.844375038E1
4.468548761E0,1.942500114E1,1.895625114E1,3.121875191E1
4.488522542E0,1.972500038E1,1.867500114E1,3.078750038E1
4.508530825E0,1.845000076E1,1.921875000E1,2.895000076E1
4.528533926E0,1.876875114E1,1.888125038E1,2.936250114E1
4.548544001E0,1.835625076E1,1.897500038E1,2.988750076E1
4.568593035E0,1.837500000E1,1.867500114E1,2.968125153E1
4.588581579E0,1.828125000E1,1.880625153E1,2.947500038E1
4.608578172E0,1.807500076E1,1.888125038E1,2.990625191E1
4.628570739E0,1.916250038E1,1.830000114E1,3.060000038E1
4.648560325E0,1.760625076E1,1.884375000E1,2.908125114E1
4.668557803E0,1.751250076E1,1.841250038E1,2.970000076E1
4.688553581E0,1.740000153E1,1.850625038E1,2.981250191E1
4.708568556E0,1.771875000E1,1.800000000E1,2.970000076E1
4.728565202E0,1.758750153E1,1.899375153E1,2.981250191E1
4.748558183E0,1.792500114E1,1.813125038E1,2.906250191E1
4.768559891E0,1.830000114E1,1.818750000E1,2.958750153E1
4.788580245E0,1.751250076E1,1.831875038E1,2.960625076E1
4.808569126E0,1.723125076E1,1.803750038E1,2.940000153E1
4.828567294E0,1.741875076E1,1.852500153E1,2.951250076E1
4.848561718E0,1.790625000E1,1.841250038E1,2.958750153E1
4.868553303E0,1.730625153E1,1.860000038E1,2.981250191E1
4.888552888E0,1.790625000E1,1.861875153E1,2.917500114E1
4.908550349E0,1.801875114E1,1.800000000E1,2.958750153E1
4.928544367E0,1.790625000E1,1.863750076E1,2.887500191E1
4.948547308E0,1.790625000E1,1.854375076E1,2.908125114E1
4.968545804E0,1.811250114E1,1.858125114E1,2.823750114E1
4.988552158E0,1.841250038E1,1.824375153E1,2.865000153E1
5.008553391E0,1.820625114E1,1.845000076E1,2.865000153E1
5.028540244E0,1.839375114E1,1.867500114E1,2.823750114E1
5.048547169E0,1.830000114E1,1.822500038E1,2.895000076E1
5.068548752E0,1.897500038E1,1.861875153E1,2.872500038E1
5.088546312E0,1.897500038E1,1.873125076E1,2.851875114E1
5.108596742E0,1.888125038E1,1.858125114E1,2.780625153E1
5.128586183E0,1.936875153E1,1.854375076E1,2.808750153E1
5.148572540E0,1.959375000E1,1.805625153E1,2.788125038E1
5.168568544E0,1.974375153E1,1.882500076E1,2.829375076E1
5.188561187E0,2.032500076E1,1.914375114E1,2.745000076E1
5.208561155E0,2.032500076E1,1.903125000E1,2.775000191E1
5.228559134E0,2.145000076E1,1.785000038E1,2.885625076E1
5.248509994E0,2.120625114E1,1.888125038E1,2.805000114E1
5.268523039E0,2.101875114E1,1.918125153E1,2.660625076E1
5.288530387E0,2.173125076E1,1.798125076E1,2.791875076E1
5.308532800E0,2.229375076E1,1.906875038E1,2.604375076E1
5.328565298E0,2.171250153E1,1.933125114E1,2.521875191E1
5.348563855E0,2.180625153E1,1.927500153E1,2.626875114E1
5.368557712E0,2.205000114E1,2.004375076E1,2.626875114E1
5.388559518E0,2.326875114E1,1.891875076E1,2.632500076E1
5.408556771E0,2.296875000E1,1.957500076E1,2.561250114E1
5.428548972E0,2.371875000E1,1.974375153E1,2.735625076E1
5.448551965E0,2.373750114E1,1.951875114E1,2.589375114E1
5.468549865E0,2.411250114E1,2.015625000E1,2.505000114E1
5.488555492E0,2.461875153E1,1.970625114E1,2.566875076E1
5.508555942E0,2.439375114E1,2.071875000E1,2.390625000E1
5.528552076E0,2.520000076E1,1.974375153E1,2.471250153E1
5.548556387E0,2.576250076E1,2.056875038E1,2.386875153E1
5.568545702E0,2.587500191E1,2.026875114E1,2.386875153E1
5.588543097E0,2.641875076E1,2.116875076E1,2.334375000E1
5.608548466E0,2.713125038E1,2.066250038E1,2.321250153E1
5.628548866E0,2.829375076E1,2.079375076E1,2.390625000E1
5.648544128E0,2.761875153E1,2.066250038E1,2.298750114E1
5.668549370E0,2.799375153E1,2.130000114E1,2.214375114E1
5.688548820E0,2.848125076E1,2.118750000E1,2.212500000E1
5.708555718E0,2.896875191E1,2.154375076E1,2.086875153E1
5.728556923E0,2.896875191E1,2.173125076E1,2.098125076E1
5.748553437E0,2.964375114E1,2.182500076E1,2.055000114E1
5.768546821E0,3.005625153E1,2.124375153E1,2.011875153E1
5.788516359E0,3.061875153E1,2.218125153E1,1.906875038E1
5.808521286E0,3.082500076E1,2.152500153E1,1.998750114E1
5.828533480E0,3.150000191E1,2.229375076E1,1.852500153E1
5.848539240E0,3.226875305E1,2.214375114E1,1.880625153E1
5.868574001E0,3.208125305E1,2.250000000E1,1.788750076E1
5.888574069E0,3.275625229E1,2.272500038E1,1.713750076E1
5.908568639E0,3.305625153E1,2.295000076E1,1.640625000E1
5.928559591E0,3.423750305E1,2.298750114E1,1.511250019E1
5.948559301E0,3.414375305E1,2.270625114E1,1.490625095E1
5.968553976E0,3.461250305E1,2.334375000E1,1.385625076E1
5.988547086E0,3.493125153E1,2.310000038E1,1.271250057E1
6.008548672E0,3.601875305E1,2.289375114E1,1.235625076E1
6.028546174E0,3.588750076E1,2.373750114E1,1.143750000E1
6.048551731E0,3.650625229E1,2.306250000E1,1.100625038E1
6.068552009E0,3.652500153E1,2.285625076E1,1.089375019E1
6.088548572E0,3.759375000E1,2.343750000E1,9.000000000E0
6.108552947E0,3.828750229E1,2.289375114E1,9.281250000E0
6.128552065E0,3.811875153E1,2.268750000E1,8.043750763E0
6.148547626E0,3.868125153E1,2.362500000E1,6.675000191E0
6.168551126E0,3.937500000E1,2.298750114E1,7.068750381E0
6.188548907E0,3.988125229E1,2.353125000E1,4.462500095E0
6.208555629E0,4.055625153E1,2.349375153E1,4.556250095E0
6.228556619E0,4.046250153E1,2.386875153E1,3.506250143E0
6.248553113E0,4.126875305E1,2.317500114E1,2.962500095E0
6.268557333E0,4.125000000E1,2.356875038E1,2.868750095E0
6.288556839E0,4.177500153E1,2.334375000E1,1.293750048E0
6.308563687E0,4.245000076E1,2.381250000E1,-7.500000298E-2
6.328532522E0,4.239375305E1,2.304375076E1,-6.000000238E-1
6.348536359E0,4.235625076E1,2.418750191E1,-1.425000072E0
6.368535792E0,4.297500229E1,2.315625000E1,-1.143750072E0
6.388542986E0,4.325625229E1,2.362500000E1,-2.381250143E0
6.408589920E0,4.335000229E1,2.386875153E1,-3.525000095E0
6.428577098E0,4.455000305E1,2.349375153E1,-4.406250000E0
6.448572895E0,4.387500000E1,2.332500076E1,-4.387500286E0
6.468565042E0,4.436250305E1,2.364375114E1,-5.118750095E0
6.488565861E0,4.406250000E1,2.368125153E1,-5.737500191E0
6.508560849E0,4.455000305E1,2.386875153E1,-5.850000381E0
6.528565862E0,4.466250229E1,2.371875000E1,-6.487500191E0
6.548576701E0,4.447500229E1,2.355000114E1,-7.106250286E0
6.568569548E0,4.449375153E1,2.358750153E1,-7.725000381E0
6.588559723E0,4.488750076E1,2.332500076E1,-8.568750381E0
6.608559318E0,4.500000000E1,2.287500000E1,-7.743750095E0
6.628566925E0,4.646250153E1,2.270625114E1,-7.275000095E0
6.648557520E0,4.471875000E1,2.306250000E1,-9.075000763E0
6.668556923E0,4.509375000E1,2.373750114E1,-1.065000057E1
6.688552818E0,4.492500305E1,2.345625114E1,-1.095000076E1
6.708545538E0,4.503750229E1,2.308125114E1,-1.117500019E1
6.728546335E0,4.526250076E1,2.263125038E1,-1.211250019E1
6.748544759E0,4.507500076E1,2.257500076E1,-1.284375095E1
6.768550901E0,4.507500076E1,2.253750038E1,-1.220625019E1
6.788551670E0,4.488750076E1,2.238750076E1,-1.293750095E1
6.808548472E0,4.500000000E1,2.203125000E1,-1.357500076E1
6.828552957E0,4.494375229E1,2.161875153E1,-1.522500038E1
6.848552957E0,4.533750153E1,2.090625000E1,-1.336875057E1
6.868538726E0,4.470000076E1,2.036250114E1,-1.533750057E1
6.888544809E0,4.470000076E1,2.038125038E1,-1.575000095E1
6.908545740E0,4.443750000E1,2.004375076E1,-1.678125000E1
6.928542876E0,4.417500305E1,1.925625038E1,-1.678125000E1
6.948593034E0,4.470000076E1,1.884375000E1,-1.826250076E1
6.968593668E0,4.441875076E1,1.899375153E1,-1.897500038E1
6.988588560E0,4.464375305E1,1.807500076E1,-1.888125038E1
7.008579381E0,4.378125000E1,1.783125114E1,-1.918125153E1
7.028567642E0,4.359375000E1,1.788750076E1,-2.021250153E1
7.048564515E0,4.355625153E1,1.698750114E1,-2.156250000E1
7.068559739E0,4.355625153E1,1.666875076E1,-2.115000153E1
7.088508367E0,4.338750076E1,1.633125114E1,-2.208750153E1
7.108519942E0,4.291875076E1,1.593750095E1,-2.197500038E1
7.128526254E0,4.256250000E1,1.516875076E1,-2.227500153E1
7.148528233E0,4.278750229E1,1.440000057E1,-2.259375000E1
7.168549221E0,4.241250229E1,1.458750057E1,-2.403750038E1
7.188550452E0,4.275000000E1,1.361250019E1,-2.446875191E1
7.208546587E0,4.218750000E1,1.346250057E1,-2.508750153E1
7.228550384E0,4.200000000E1,1.327500057E1,-2.527500153E1
7.248549332E0,4.132500076E1,1.291875076E1,-2.536875153E1
7.268555180E0,4.115625000E1,1.265625095E1,-2.589375114E1
7.288556098E0,4.110000229E1,1.160625076E1,-2.671875191E1
7.308552250E0,4.121250153E1,1.132500076E1,-2.694375038E1
7.328556323E0,3.995625305E1,1.104375076E1,-2.670000076E1
7.348555316E0,4.020000076E1,1.027500057E1,-2.722500038E1
7.368550159E0,3.935625076E1,9.768750191E0,-2.814375114E1
7.388553720E0,3.973125076E1,9.956250191E0,-2.814375114E1
7.408553425E0,3.864375305E1,8.325000763E0,-2.853750038E1
7.428547865E0,3.853125000E1,8.643750191E0,-2.895000076E1
7.448550830E0,3.836250305E1,8.418750763E0,-3.009375191E1
7.468549107E0,3.838125229E1,7.518750191E0,-2.979375076E1
7.488600270E0,3.763125229E1,6.843750477E0,-2.986875153E1
7.508590578E0,3.736875153E1,6.487500191E0,-3.048750114E1
7.528577265E0,3.710625076E1,6.150000095E0,-3.110625076E1
7.548573681E0,3.665625000E1,5.381250381E0,-3.142500114E1
7.568566388E0,3.626250076E1,5.100000381E0,-3.161250114E1
7.588555746E0,3.558750153E1,5.025000095E0,-3.159375191E1
7.608556233E0,3.564375305E1,4.200000286E0,-3.264375305E1
7.628509150E0,3.532500076E1,4.481250286E0,-3.211875153E1
7.648512584E0,3.466875076E1,4.012500286E0,-3.230625153E1
7.668524099E0,3.478125000E1,3.862500191E0,-3.313125229E1
7.688530120E0,3.380625153E1,3.881250143E0,-3.300000000E1
7.708565401E0,3.384375000E1,3.187500238E0,-3.322500229E1
7.728566198E0,3.382500076E1,3.393750191E0,-3.322500229E1
7.748561599E0,3.294375229E1,3.431250095E0,-3.350625229E1
7.768564397E0,3.268125153E1,3.000000000E0,-3.421875000E1
7.788562295E0,3.288750076E1,2.793750048E0,-3.423750305E1
7.808554826E0,3.251250076E1,2.512500048E0,-3.442500305E1
7.828546612E0,3.213750076E1,2.343750000E0,-3.474375153E1
7.848547276E0,3.148125076E1,1.556250095E0,-3.461250305E1
7.868543664E0,3.101250076E1,1.650000095E0,-3.575625229E1
7.888548529E0,3.052500153E1,1.200000048E0,-3.448125076E1
7.908548443E0,3.007500076E1,3.375000060E-1,-3.480000305E1
7.928544704E0,2.977500153E1,6.562500000E-1,-3.498750305E1
7.948550012E0,2.921250153E1,3.000000119E-1,-3.549375153E1
7.968548937E0,2.893125153E1,-1.125000045E-1,-3.517500305E1
7.988555409E0,2.866875076E1,-8.812500238E-1,-3.528750229E1
8.008556094E0,2.838750076E1,-8.625000119E-1,-3.547500229E1
8.028551675E0,2.769375038E1,-8.250000477E-1,-3.586875153E1
8.048556671E0,2.731875038E1,-1.218750000E0,-3.555000305E1
8.068555973E0,2.713125038E1,-7.687500119E-1,-3.637500000E1
8.088551324E0,2.666250038E1,-1.575000048E0,-3.596250153E1
8.108554576E0,2.585625076E1,-9.375000596E-1,-3.613125229E1
8.128553184E0,2.529375076E1,-1.425000072E0,-3.622500229E1
8.148548299E0,2.490000153E1,-1.387500048E0,-3.652500153E1
8.168518962E0,2.521875191E1,-1.706250072E0,-3.631875229E1
8.188525055E0,2.473125076E1,-1.875000119E0,-3.661875153E1
8.208526499E0,2.407500076E1,-2.381250143E0,-3.618750000E1
8.228535338E0,2.356875038E1,-2.137500048E0,-3.648750305E1
8.248583929E0,2.330625153E1,-2.512500048E0,-3.669375229E1
8.268572198E0,2.272500038E1,-2.456250191E0,-3.729375076E1
8.288568730E0,2.274375153E1,-2.981250048E0,-3.688125229E1
8.308561353E0,2.227500153E1,-3.393750191E0,-3.656250000E1
8.328562397E0,2.190000153E1,-3.806250095E0,-3.770625305E1
8.348558759E0,2.161875153E1,-3.993750095E0,-3.768750000E1
8.368563491E0,2.094375038E1,-4.406250000E0,-3.695625305E1
8.388563033E0,2.026875114E1,-4.275000095E0,-3.723750305E1
8.408558240E0,2.000625038E1,-4.706250191E0,-3.817500305E1
8.428550481E0,1.942500114E1,-4.893750191E0,-3.804375076E1
8.448551718E0,1.923750114E1,-5.100000381E0,-3.795000076E1
8.468560519E0,1.865625000E1,-5.381250381E0,-3.793125153E1
8.488563532E0,1.818750000E1,-5.456250191E0,-3.781875229E1
8.508561187E0,1.826250076E1,-5.250000000E0,-3.811875153E1
8.528555406E0,1.711875153E1,-5.606250286E0,-3.810000229E1
8.548557825E0,1.732500076E1,-5.943750381E0,-3.748125076E1
