"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
9.196879593E1,1.109905000E1,7.735391000E1,3.016435702E2,1.834470034E0,3.468200073E2,1.899999976E0,1.139999962E1
9.296539377E1,1.109911167E1,7.735389667E1,3.013433541E2,2.414047241E0,3.469899902E2,2.099999905E0,1.180000019E1
9.397017970E1,1.109919000E1,7.735388167E1,3.011430797E2,3.090392113E0,3.495700073E2,2.299999952E0,1.239999962E1
9.496957478E1,1.109928333E1,7.735386333E1,3.010427528E2,6.593076706E0,3.488900146E2,2.000000000E0,1.169999981E1
9.596837131E1,1.109935500E1,7.735385167E1,3.009425021E2,5.026777267E0,3.471900024E2,1.899999976E0,1.210000038E1
9.696940431E1,1.109941000E1,7.735384667E1,3.006423102E2,3.733280182E0,3.526099854E2,1.700000048E0,1.239999962E1
9.797218762E1,1.109944667E1,7.735384167E1,3.004421821E2,2.859282017E0,3.465599976E2,1.700000048E0,1.260000038E1
9.896907931E1,1.109947667E1,7.735383667E1,3.000420771E2,2.677070379E0,3.510799866E2,1.700000048E0,1.289999962E1
9.997220147E1,1.109951000E1,7.735383167E1,2.999419605E2,3.791443825E0,3.529299927E2,1.600000024E0,1.300000000E1
1.009717600E2,1.109955000E1,7.735382833E1,3.001418210E2,4.478598118E0,3.548800049E2,1.600000024E0,1.289999962E1
1.019710782E2,1.109959167E1,7.735382500E1,3.002416757E2,4.321093082E0,3.559100037E2,1.600000024E0,1.319999981E1
1.029674779E2,1.109963000E1,7.735383167E1,2.997415432E2,2.983330011E0,3.569800110E2,1.500000000E0,1.260000038E1
1.039717664E2,1.109965833E1,7.735383333E1,2.995414449E2,2.100581408E0,3.593500061E2,1.500000000E0,1.269999981E1
1.049710424E2,1.109968333E1,7.735384000E1,2.990413588E2,2.666261196E0,2.410000038E1,1.399999976E0,1.219999981E1
1.059747939E2,1.109970667E1,7.735385667E1,2.988412799E2,3.941228151E0,5.420000076E1,1.399999976E0,1.180000019E1
1.069675043E2,1.109971833E1,7.735389000E1,2.985412436E2,4.851771832E0,7.737000275E1,1.399999976E0,1.169999981E1
1.079696520E2,1.109972500E1,7.735393833E1,2.980412267E2,5.656282425E0,7.958999634E1,1.399999976E0,1.150000000E1
1.089698122E2,1.109973333E1,7.735399000E1,2.979412044E2,5.769521236E0,7.656999969E1,1.500000000E0,1.150000000E1
1.099708732E2,1.109974333E1,7.735403667E1,2.978411756E2,4.970672607E0,7.226999664E1,1.500000000E0,1.119999981E1
1.109689390E2,1.109975333E1,7.735407500E1,2.976411458E2,3.730706692E0,7.530999756E1,1.500000000E0,1.139999962E1
1.119717849E2,1.109975667E1,7.735411167E1,2.977411390E2,4.531099796E0,7.886000061E1,1.500000000E0,1.160000038E1
1.129670785E2,1.109975833E1,7.735415000E1,2.977411381E2,4.144543171E0,8.647000122E1,1.500000000E0,1.169999981E1
1.139681440E2,1.109975833E1,7.735418000E1,2.975411420E2,2.993624449E0,9.066999817E1,1.600000024E0,1.250000000E1
1.149646695E2,1.109976000E1,7.735421167E1,2.972411403E2,3.648351192E0,8.704000092E1,1.700000048E0,1.260000038E1
1.159716163E2,1.109976000E1,7.735424833E1,2.971411450E2,4.711252689E0,8.837999725E1,1.700000048E0,1.289999962E1
1.169655988E2,1.109975833E1,7.735429500E1,2.969411569E2,5.634664059E0,9.041000366E1,1.700000048E0,1.289999962E1
1.179720489E2,1.109976333E1,7.735434500E1,2.967411459E2,5.171928883E0,8.600000000E1,1.700000048E0,1.280000019E1
1.189636802E2,1.109976667E1,7.735439333E1,2.967411406E2,5.177590847E0,8.761000061E1,1.700000048E0,1.280000019E1
1.199689252E2,1.109976167E1,7.735443000E1,2.964411627E2,4.029245377E0,9.269999695E1,1.799999952E0,1.260000038E1
1.209635122E2,1.109976000E1,7.735446833E1,2.960411735E2,4.571248055E0,8.850000000E1,1.700000048E0,1.250000000E1
1.219740268E2,1.109975667E1,7.735451000E1,2.953411905E2,4.857433796E0,8.816000366E1,1.799999952E0,1.260000038E1
1.229675965E2,1.109975500E1,7.735456167E1,2.948412029E2,5.509071827E0,8.486000061E1,1.799999952E0,1.260000038E1
1.239701111E2,1.109975667E1,7.735461667E1,2.939412042E2,5.954306602E0,9.073000336E1,1.799999952E0,1.269999981E1
1.249643286E2,1.109976000E1,7.735466667E1,2.934411991E2,5.412304401E0,8.476000214E1,1.799999952E0,1.330000019E1
1.259710532E2,1.109976833E1,7.735471500E1,2.927411764E2,5.195606232E0,7.881999969E1,1.799999952E0,1.330000019E1
1.269705695E2,1.109977333E1,7.735476000E1,2.925411648E2,4.461097717E0,8.191000366E1,1.799999952E0,1.319999981E1
1.279715279E2,1.109978167E1,7.735479500E1,2.921411404E2,3.544891834E0,8.552999878E1,1.799999952E0,1.410000038E1
1.289679345E2,1.109978833E1,7.735482333E1,2.919411209E2,2.467063665E0,9.266999817E1,1.799999952E0,1.400000000E1
1.299698317E2,1.109979167E1,7.735485000E1,2.918411128E2,3.239146948E0,8.362000275E1,1.799999952E0,1.430000019E1
1.309653492E2,1.109979667E1,7.735488833E1,2.918411003E2,4.565071583E0,8.331999969E1,1.799999952E0,1.419999981E1
1.319716194E2,1.109980333E1,7.735493333E1,2.920410830E2,5.212592125E0,8.331999969E1,1.899999976E0,1.400000000E1
1.329721544E2,1.109980833E1,7.735498333E1,2.921410721E2,5.180164337E0,8.502999878E1,1.799999952E0,1.380000019E1
1.339739760E2,1.109981333E1,7.735502833E1,2.920410605E2,4.286606789E0,8.695999908E1,1.799999952E0,1.360000038E1
1.349647655E2,1.109981667E1,7.735506500E1,2.920410537E2,3.287016153E0,8.745999908E1,1.799999952E0,1.339999962E1
1.359713031E2,1.109982000E1,7.735510167E1,2.923410468E2,3.992185593E0,8.162000275E1,1.799999952E0,1.339999962E1
1.369677452E2,1.109983167E1,7.735513833E1,2.921410110E2,3.991670847E0,7.437000275E1,1.799999952E0,1.330000019E1
1.379745772E2,1.109984000E1,7.735517500E1,2.925409868E2,4.141969681E0,8.104000092E1,1.799999952E0,1.300000000E1
1.389697022E2,1.109984667E1,7.735520667E1,2.928409677E2,3.149585247E0,8.223000336E1,1.700000048E0,1.289999962E1
1.399658141E2,1.109985000E1,7.735522833E1,2.929409589E2,1.812336922E0,7.548999786E1,1.700000048E0,1.260000038E1
1.409676849E2,1.109985833E1,7.735524833E1,2.926409326E2,1.484973669E0,7.548999786E1,1.600000024E0,1.250000000E1
1.419744338E2,1.109986167E1,7.735525333E1,2.927409216E2,0.000000000E0,7.548999786E1,1.500000000E0,1.239999962E1
1.429672560E2,1.109986167E1,7.735525500E1,2.928409218E2,0.000000000E0,7.548999786E1,1.600000024E0,1.269999981E1
1.439712579E2,1.109986500E1,7.735526167E1,2.930409111E2,0.000000000E0,7.548999786E1,1.500000000E0,1.119999981E1
1.449654351E2,1.109986500E1,7.735526167E1,2.930409111E2,0.000000000E0,7.548999786E1,1.500000000E0,1.130000019E1
1.459711307E2,1.109986500E1,7.735526167E1,2.930409111E2,0.000000000E0,7.548999786E1,1.500000000E0,1.130000019E1
1.469708221E2,1.109986500E1,7.735526167E1,2.930409111E2,0.000000000E0,7.548999786E1,1.500000000E0,1.139999962E1
1.479706862E2,1.109987667E1,7.735529667E1,2.932408751E2,1.482400000E-1,7.548999786E1,1.399999976E0,1.150000000E1
1.489733212E2,1.109988833E1,7.735530667E1,2.931408358E2,2.095434189E0,3.017000008E1,1.500000000E0,1.119999981E1
1.499680203E2,1.109991333E1,7.735531333E1,2.928407498E2,3.022963524E0,4.500000000E0,1.399999976E0,1.119999981E1
1.509769861E2,1.109994833E1,7.735531667E1,2.931406286E2,4.339622974E0,5.099999905E-1,1.399999976E0,1.110000038E1
1.519714209E2,1.109999000E1,7.735531500E1,2.937404836E2,4.534702778E0,3.544899902E2,1.399999976E0,1.089999962E1
1.529700009E2,1.110003833E1,7.735531500E1,2.935403156E2,4.816256046E0,3.545299988E2,1.399999976E0,1.080000019E1
1.539659513E2,1.110007667E1,7.735531000E1,2.939401817E2,3.480551720E0,3.530000000E2,1.399999976E0,1.110000038E1
1.549732338E2,1.110010000E1,7.735530500E1,2.944401000E2,2.182936907E0,3.522500000E2,1.399999976E0,1.110000038E1
1.559644544E2,1.110012333E1,7.735530333E1,2.943400187E2,2.549933910E0,3.475499878E2,1.399999976E0,1.119999981E1
1.569707907E2,1.110014833E1,7.735529667E1,2.947399309E2,3.034287453E0,3.519400024E2,1.399999976E0,1.119999981E1
1.579742502E2,1.110017167E1,7.735529500E1,2.945398496E2,3.247382402E0,3.516600037E2,1.299999952E0,1.119999981E1
1.589720827E2,1.110018333E1,7.735529000E1,2.952398084E2,3.340547323E0,3.494599915E2,1.500000000E0,1.089999962E1
1.599728252E2,1.110019333E1,7.735528333E1,2.954397728E2,1.257981062E0,3.445499878E2,1.399999976E0,1.060000038E1
1.609722148E2,1.110019333E1,7.735528333E1,2.964397728E2,0.000000000E0,3.456199951E2,1.399999976E0,1.030000019E1
1.619700476E2,1.110019333E1,7.735528500E1,2.966397730E2,0.000000000E0,3.456199951E2,1.399999976E0,1.050000000E1
1.629704489E2,1.110019167E1,7.735528500E1,2.965397788E2,0.000000000E0,3.456199951E2,1.299999952E0,1.060000038E1
1.639694631E2,1.110019167E1,7.735528500E1,2.965397788E2,0.000000000E0,1.695500031E2,1.299999952E0,1.050000000E1
1.649737668E2,1.110019167E1,7.735528500E1,2.965397788E2,0.000000000E0,1.695500031E2,1.299999952E0,1.039999962E1
1.659647520E2,1.110019167E1,7.735528500E1,2.965397788E2,0.000000000E0,1.695500031E2,1.299999952E0,1.030000019E1
1.669700830E2,1.110020333E1,7.735528000E1,2.973397376E2,1.183861136E0,3.120299988E2,1.299999952E0,1.039999962E1
1.679733876E2,1.110021000E1,7.735527667E1,2.975397140E2,0.000000000E0,3.397399902E2,1.399999976E0,1.050000000E1
1.689719739E2,1.110021333E1,7.735527500E1,2.974397022E2,0.000000000E0,3.039500122E2,1.399999976E0,1.019999981E1
1.699664073E2,1.110021500E1,7.735527500E1,2.975396964E2,0.000000000E0,2.948999939E2,1.299999952E0,1.000000000E1
1.709705548E2,1.110021500E1,7.735527500E1,2.975396964E2,0.000000000E0,2.961700134E2,1.299999952E0,1.019999981E1
1.719743624E2,1.110021500E1,7.735527500E1,2.975396964E2,0.000000000E0,2.974100037E2,1.299999952E0,1.019999981E1
1.729652458E2,1.110021500E1,7.735527500E1,2.975396964E2,0.000000000E0,2.978999939E2,1.399999976E0,1.050000000E1
1.739646633E2,1.110021500E1,7.735527500E1,2.975396964E2,0.000000000E0,3.247000122E1,1.299999952E0,1.019999981E1
