"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
2.149129582E2,1.110540333E1,7.735163167E1,2.863211663E2,8.872266769E0,2.561600037E2,1.200000048E0,9.000000000E0
2.159056120E2,1.110538667E1,7.735155333E1,2.865212136E2,8.367838860E0,2.585499878E2,1.200000048E0,9.000000000E0
2.169119644E2,1.110537333E1,7.735148000E1,2.865212500E2,7.994665623E0,2.601300049E2,1.200000048E0,9.300000191E0
2.179117004E2,1.110536167E1,7.735140833E1,2.868212808E2,8.005989075E0,2.576300049E2,1.299999952E0,9.300000191E0
2.189139352E2,1.110534667E1,7.735133667E1,2.868213233E2,8.125919342E0,2.573099976E2,1.399999976E0,9.699999809E0
2.199130837E2,1.110532833E1,7.735126500E1,2.869213773E2,8.319455147E0,2.548000031E2,1.399999976E0,1.000000000E1
2.209103369E2,1.110531000E1,7.735118667E1,2.870214304E2,8.819250107E0,2.540399933E2,1.399999976E0,1.010000038E1
2.219143755E2,1.110528833E1,7.735111167E1,2.872214956E2,8.420340538E0,2.542200012E2,1.399999976E0,1.019999981E1
2.229086785E2,1.110526833E1,7.735103833E1,2.871215552E2,7.881941319E0,2.553399963E2,1.399999976E0,1.039999962E1
2.239109203E2,1.110524833E1,7.735097000E1,2.873216155E2,7.254495144E0,2.520299988E2,1.299999952E0,1.030000019E1
2.249136875E2,1.110522500E1,7.735090667E1,2.876216881E2,7.472737312E0,2.497899933E2,1.299999952E0,9.899999619E0
2.259104026E2,1.110520167E1,7.735084500E1,2.877217609E2,7.212287903E0,2.512899933E2,1.299999952E0,9.600000381E0
2.269096059E2,1.110518500E1,7.735078500E1,2.878218108E2,6.299685478E0,2.561799927E2,1.299999952E0,9.399999619E0
2.279058496E2,1.110517333E1,7.735073333E1,2.877218443E2,5.252740383E0,2.582699890E2,1.299999952E0,9.300000191E0
2.289109687E2,1.110516167E1,7.735068833E1,2.879218788E2,5.266637802E0,2.545899963E2,1.299999952E0,9.300000191E0
2.299057201E2,1.110514833E1,7.735064500E1,2.879219193E2,4.689119339E0,2.547899933E2,1.299999952E0,9.699999809E0
2.309118810E2,1.110513667E1,7.735060000E1,2.885219538E2,5.700548649E0,2.581400146E2,1.200000048E0,9.399999619E0
2.319099367E2,1.110512500E1,7.735054333E1,2.890219867E2,7.410455704E0,2.614299927E2,1.200000048E0,9.399999619E0
2.329091616E2,1.110511333E1,7.735047000E1,2.893220174E2,8.731747627E0,2.612399902E2,1.299999952E0,9.399999619E0
2.339145022E2,1.110510000E1,7.735038833E1,2.896220527E2,9.003005981E0,2.604299927E2,1.399999976E0,9.500000000E0
2.349097893E2,1.110508333E1,7.735030333E1,2.895220991E2,9.944948196E0,2.578500061E2,1.299999952E0,9.500000000E0
2.359133346E2,1.110506167E1,7.735021000E1,2.890221618E2,1.103255653E1,2.553200073E2,1.299999952E0,9.300000191E0
2.369106718E2,1.110503500E1,7.735010667E1,2.886222406E2,1.190758419E1,2.530800018E2,1.299999952E0,9.199999809E0
2.379117526E2,1.110500000E1,7.734999833E1,2.885223478E2,1.263334179E1,2.507299957E2,1.299999952E0,9.300000191E0
2.389087837E2,1.110495833E1,7.734989000E1,2.879224781E2,1.244649792E1,2.478600006E2,1.299999952E0,9.300000191E0
2.399109179E2,1.110491833E1,7.734978000E1,2.875226025E2,1.283511353E1,2.492599945E2,1.299999952E0,9.300000191E0
2.409120247E2,1.110487667E1,7.734967500E1,2.874227333E2,1.199868965E1,2.486499939E2,1.299999952E0,9.399999619E0
2.419151425E2,1.110483833E1,7.734957500E1,2.874228532E2,1.136146355E1,2.494199982E2,1.299999952E0,9.500000000E0
2.429162588E2,1.110480667E1,7.734947500E1,2.869229500E2,1.132182980E1,2.515700073E2,1.399999976E0,9.399999619E0
2.439108105E2,1.110477500E1,7.734937667E1,2.866230469E2,1.109535217E1,2.514700012E2,1.399999976E0,9.500000000E0
2.449089102E2,1.110474333E1,7.734928000E1,2.862231441E2,1.132337379E1,2.513000031E2,1.399999976E0,9.600000381E0
2.459129422E2,1.110471000E1,7.734918000E1,2.859232466E2,1.152308655E1,2.523399963E2,1.500000000E0,9.800000191E0
2.469127474E2,1.110467667E1,7.734907833E1,2.858233489E2,1.154161644E1,2.512599945E2,1.399999976E0,9.899999619E0
2.479086237E2,1.110464167E1,7.734898167E1,2.860234578E2,1.153543949E1,2.516499939E2,1.399999976E0,1.000000000E1
2.489116677E2,1.110461167E1,7.734888333E1,2.861235489E2,1.106858635E1,2.529100037E2,1.399999976E0,9.800000191E0
2.499132800E2,1.110458500E1,7.734878833E1,2.855236290E2,1.006179047E1,2.523200073E2,1.299999952E0,1.019999981E1
2.509093906E2,1.110455500E1,7.734870000E1,2.858237215E2,1.040099239E1,2.501499939E2,1.399999976E0,1.030000019E1
2.519155527E2,1.110452500E1,7.734860333E1,2.855238129E2,1.095740700E1,2.517799988E2,1.399999976E0,1.019999981E1
2.529149862E2,1.110449667E1,7.734850333E1,2.852238981E2,1.140778828E1,2.531499939E2,1.399999976E0,1.019999981E1
2.539115816E2,1.110446667E1,7.734839833E1,2.849239884E2,1.192251110E1,2.527700043E2,1.500000000E0,1.000000000E1
2.549126235E2,1.110443500E1,7.734829167E1,2.844240843E2,1.216031265E1,2.521100006E2,1.500000000E0,9.899999619E0
2.559092210E2,1.110440167E1,7.734818000E1,2.842241854E2,1.237289238E1,2.518600006E2,1.500000000E0,1.030000019E1
2.569112354E2,1.110436833E1,7.734807333E1,2.840242871E2,1.175882912E1,2.516100006E2,1.500000000E0,1.050000000E1
2.579107333E2,1.110433500E1,7.734797167E1,2.841243895E2,1.160956001E1,2.528500061E2,1.500000000E0,1.039999962E1
2.589102348E2,1.110430667E1,7.734787333E1,2.845244750E2,1.095225906E1,2.549299927E2,1.500000000E0,1.010000038E1
2.599093272E2,1.110428667E1,7.734778167E1,2.845245323E2,9.993846893E0,2.600199890E2,1.399999976E0,1.000000000E1
2.609093281E2,1.110427667E1,7.734769667E1,2.849245557E2,9.537802696E0,2.672399902E2,1.399999976E0,1.010000038E1
2.619129609E2,1.110427667E1,7.734762000E1,2.860245453E2,8.649907112E0,2.747300110E2,1.399999976E0,1.000000000E1
2.629130626E2,1.110428500E1,7.734755333E1,2.870245072E2,7.460383892E0,2.802600098E2,1.399999976E0,1.019999981E1
2.639124582E2,1.110430000E1,7.734749000E1,2.874244464E2,7.191184044E0,2.848399963E2,1.399999976E0,1.010000038E1
2.649142490E2,1.110431833E1,7.734742833E1,2.883243742E2,7.597814560E0,2.896900024E2,1.399999976E0,1.010000038E1
2.659125367E2,1.110434500E1,7.734736667E1,2.885242729E2,7.399131775E0,2.937900085E2,1.500000000E0,9.699999809E0
2.669102499E2,1.110437333E1,7.734730833E1,2.885241662E2,7.279716492E0,2.957900085E2,1.600000024E0,9.600000381E0
2.679114336E2,1.110440167E1,7.734725167E1,2.886240598E2,6.974485874E0,2.981799927E2,1.600000024E0,9.500000000E0
2.689113413E2,1.110443333E1,7.734720167E1,2.886239426E2,6.419615746E0,3.001199951E2,1.600000024E0,9.600000381E0
2.699129438E2,1.110447333E1,7.734716333E1,2.885237980E2,6.233800888E0,3.173699951E2,1.600000024E0,9.500000000E0
2.709083502E2,1.110452167E1,7.734713000E1,2.881236250E2,6.547781467E0,3.293800049E2,1.500000000E0,9.399999619E0
2.719134609E2,1.110457000E1,7.734711000E1,2.878234538E2,5.353625774E0,3.401400146E2,1.500000000E0,9.300000191E0
2.729090807E2,1.110461000E1,7.734710333E1,2.879233134E2,3.967993498E0,3.511499939E2,1.500000000E0,9.199999809E0
2.739118209E2,1.110464167E1,7.734709667E1,2.875232021E2,3.624159098E0,3.462300110E2,1.399999976E0,9.300000191E0
2.749126062E2,1.110467000E1,7.734708667E1,2.875231020E2,3.211351871E0,3.516300049E2,1.399999976E0,9.399999619E0
2.759126275E2,1.110469500E1,7.734708000E1,2.874230139E2,2.657510757E0,3.423800049E2,1.399999976E0,9.399999619E0
2.769117825E2,1.110472500E1,7.734707167E1,2.872229082E2,3.872770071E0,3.476799927E2,1.399999976E0,9.500000000E0
2.779079194E2,1.110476167E1,7.734706667E1,2.871227797E2,4.816770554E0,3.552000122E2,1.500000000E0,9.500000000E0
2.789114280E2,1.110481000E1,7.734706500E1,2.873226110E2,5.781360149E0,8.600000143E-1,1.500000000E0,9.699999809E0
2.799137379E2,1.110486500E1,7.734706500E1,2.875224192E2,6.744919777E0,3.591499939E2,1.500000000E0,9.600000381E0
2.809111222E2,1.110493000E1,7.734706000E1,2.881221920E2,7.384204865E0,3.517900085E2,1.500000000E0,9.800000191E0
2.819109600E2,1.110499833E1,7.734705500E1,2.886219531E2,7.608108997E0,3.577200012E2,1.500000000E0,9.899999619E0
2.829090299E2,1.110506667E1,7.734705833E1,2.887217153E2,8.014739990E0,3.279999971E0,1.500000000E0,9.899999619E0
2.839121382E2,1.110514167E1,7.734706000E1,2.887214540E2,8.613361359E0,3.595700073E2,1.500000000E0,1.019999981E1
2.849120764E2,1.110522167E1,7.734705833E1,2.889211749E2,9.086906433E0,3.598900146E2,1.500000000E0,1.030000019E1
2.859099530E2,1.110530333E1,7.734705833E1,2.894208902E2,8.988079071E0,3.576099854E2,1.500000000E0,1.030000019E1
2.869071570E2,1.110538000E1,7.734705000E1,2.893206218E2,8.445562363E0,3.547300110E2,1.500000000E0,1.039999962E1
2.879124246E2,1.110545500E1,7.734704167E1,2.895203592E2,8.532549858E0,3.531199951E2,1.600000024E0,1.060000038E1
2.889118936E2,1.110553333E1,7.734703000E1,2.898200845E2,8.803294182E0,3.531600037E2,1.500000000E0,1.060000038E1
2.899062090E2,1.110561500E1,7.734702000E1,2.906197984E2,9.400886536E0,3.515899963E2,1.500000000E0,1.080000019E1
2.909090149E2,1.110569833E1,7.734700833E1,2.912195063E2,9.420446396E0,3.524700012E2,1.500000000E0,1.069999981E1
2.919097332E2,1.110578167E1,7.734699667E1,2.915192142E2,9.274779320E0,3.517000122E2,1.500000000E0,1.080000019E1
2.929130456E2,1.110586833E1,7.734699833E1,2.922189123E2,9.584127426E0,7.200000286E-1,1.500000000E0,1.089999962E1
2.939130563E2,1.110595667E1,7.734699667E1,2.919186041E2,9.991787910E0,3.591099854E2,1.500000000E0,1.080000019E1
2.949144484E2,1.110604667E1,7.734699667E1,2.929182903E2,9.651556015E0,3.582200012E2,1.500000000E0,1.100000000E1
2.959118523E2,1.110612667E1,7.734699500E1,2.935180112E2,8.189744949E0,3.594500122E2,1.500000000E0,1.089999962E1
2.969099646E2,1.110619000E1,7.734699333E1,2.937177902E2,6.422703743E0,1.200000048E0,1.500000000E0,9.899999619E0
2.979100625E2,1.110624667E1,7.734699500E1,2.934175928E2,6.037177086E0,3.069999933E0,1.500000000E0,9.899999619E0
2.989091241E2,1.110630333E1,7.734699667E1,2.934173955E2,6.611092091E0,3.589999914E0,1.500000000E0,1.000000000E1
2.999122828E2,1.110636500E1,7.734699833E1,2.932171807E2,6.867424011E0,3.390000105E0,1.500000000E0,9.800000191E0
3.009077226E2,1.110642833E1,7.734699667E1,2.924169597E2,7.125814438E0,2.569999933E0,1.500000000E0,9.899999619E0
3.019067671E2,1.110649333E1,7.734699333E1,2.923167326E2,7.478399277E0,3.597399902E2,1.600000024E0,9.899999619E0
3.029131668E2,1.110656500E1,7.734699333E1,2.924164828E2,7.847969532E0,3.585199890E2,1.600000024E0,1.000000000E1
3.039113490E2,1.110663500E1,7.734698500E1,2.924162376E2,7.613770962E0,3.524299927E2,1.500000000E0,1.000000000E1
3.049069810E2,1.110670000E1,7.734697167E1,2.923160092E2,7.280230999E0,3.467600098E2,1.500000000E0,1.000000000E1
3.059126684E2,1.110676000E1,7.734695500E1,2.925157977E2,6.173063755E0,3.438299866E2,1.500000000E0,8.600000381E0
3.069106403E2,1.110680833E1,7.734694167E1,2.924156273E2,4.695296288E0,3.423599854E2,1.500000000E0,1.000000000E1
3.079096530E2,1.110684667E1,7.734692833E1,2.923154918E2,3.675631285E0,3.422699890E2,1.500000000E0,1.010000038E1
3.089109000E2,1.110687000E1,7.734691667E1,2.921154089E2,2.059403658E0,3.245799866E2,1.500000000E0,1.019999981E1
3.099137826E2,1.110687833E1,7.734690500E1,2.923153782E2,1.118491411E0,3.245799866E2,1.500000000E0,1.010000038E1
3.109107969E2,1.110688000E1,7.734690167E1,2.924153719E2,0.000000000E0,3.245799866E2,1.500000000E0,1.010000038E1
3.119131914E2,1.110688500E1,7.734690000E1,2.919153543E2,0.000000000E0,3.245799866E2,1.500000000E0,8.899999619E0
3.129141597E2,1.110689833E1,7.734689667E1,2.922153073E2,0.000000000E0,3.245799866E2,1.500000000E0,9.000000000E0
3.139094262E2,1.110692167E1,7.734689000E1,2.923152250E2,3.812032700E0,3.428900146E2,1.500000000E0,9.000000000E0
3.149138142E2,1.110696833E1,7.734687833E1,2.924150607E2,5.562602997E0,3.439599915E2,1.600000024E0,8.100000381E0
3.159097290E2,1.110702333E1,7.734686500E1,2.921148671E2,6.126224041E0,3.452799988E2,1.600000024E0,8.699999809E0
3.169123626E2,1.110708000E1,7.734685333E1,2.919146679E2,6.148871899E0,3.514800110E2,1.600000024E0,8.800000191E0
3.179118622E2,1.110713500E1,7.734684500E1,2.920144750E2,6.015558720E0,3.518699951E2,1.600000024E0,9.000000000E0
3.189113878E2,1.110718667E1,7.734683333E1,2.916142933E2,5.932688236E0,3.482300110E2,1.700000048E0,9.199999809E0
3.199084226E2,1.110723333E1,7.734682000E1,2.913141287E2,5.508557320E0,3.480799866E2,1.799999952E0,9.399999619E0
3.209132336E2,1.110726667E1,7.734680333E1,2.909140102E2,4.008656502E0,3.465199890E2,1.799999952E0,9.399999619E0
3.219094699E2,1.110728833E1,7.734678833E1,2.905139325E2,2.781044245E0,3.367500000E2,1.899999976E0,9.399999619E0
3.229108038E2,1.110730833E1,7.734677000E1,2.898138603E2,3.029140234E0,3.183599854E2,1.899999976E0,9.600000381E0
3.239032004E2,1.110731500E1,7.734674333E1,2.894138333E2,2.833545923E0,2.865000000E2,1.899999976E0,9.699999809E0
3.249050619E2,1.110731333E1,7.734671833E1,2.891138356E2,2.715159655E0,2.730599976E2,1.899999976E0,9.600000381E0
3.259054532E2,1.110730833E1,7.734669167E1,2.892138494E2,3.003404140E0,2.676700134E2,1.899999976E0,9.800000191E0
3.269038289E2,1.110731000E1,7.734666333E1,2.898138396E2,3.625188589E0,2.633599854E2,1.899999976E0,1.080000019E1
3.279045336E2,1.110730833E1,7.734663333E1,2.905138413E2,3.357018232E0,2.705400085E2,1.899999976E0,1.100000000E1
3.289044423E2,1.110731167E1,7.734660500E1,2.912138257E2,2.804206610E0,2.747200012E2,1.899999976E0,1.150000000E1
3.299071853E2,1.110730833E1,7.734659500E1,2.914138359E2,1.722775221E0,2.402200012E2,2.000000000E0,1.160000038E1
3.309169246E2,1.110729500E1,7.734659000E1,2.915138817E2,0.000000000E0,2.402200012E2,2.200000048E0,1.169999981E1
3.319110816E2,1.110728833E1,7.734659500E1,2.913139057E2,0.000000000E0,2.402200012E2,2.099999905E0,1.160000038E1
3.329138795E2,1.110728000E1,7.734659500E1,2.909139347E2,0.000000000E0,2.402200012E2,2.099999905E0,1.180000019E1
3.339094286E2,1.110728000E1,7.734659500E1,2.909139347E2,0.000000000E0,2.402200012E2,2.099999905E0,1.169999981E1
3.349118093E2,1.110728000E1,7.734659500E1,2.909139347E2,0.000000000E0,2.402200012E2,2.000000000E0,1.189999962E1
3.359101727E2,1.110728000E1,7.734659500E1,2.909139347E2,0.000000000E0,2.402200012E2,2.000000000E0,1.189999962E1
