"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.913681373E2,-1.152250022E-1,6.132499874E-2,-1.924999990E-3
2.913705810E2,-1.689874977E-1,4.551250115E-2,1.031249948E-2
2.913730247E2,-2.969999984E-2,-3.877500072E-2,-3.162499983E-3
2.913754684E2,1.182499994E-2,5.651250109E-2,-2.639999986E-2
2.913779121E2,8.139999956E-2,-1.157749966E-1,-2.639999986E-2
2.913803558E2,2.732124925E-1,4.056249931E-2,-2.997500077E-2
2.913827995E2,2.609750032E-1,-4.372499883E-2,-2.268750034E-2
2.913852432E2,2.084500045E-1,-3.198249936E-1,-9.212499484E-3
2.913876869E2,4.137375057E-1,5.403750017E-2,-9.212499484E-3
2.913901306E2,2.036374956E-1,-1.512500048E-1,3.588749841E-2
2.913925745E2,1.571625024E-1,-6.448750198E-2,1.275999993E-1
2.913950182E2,1.828749925E-1,1.480875015E-1,9.831249714E-2
2.913974619E2,-3.341250122E-2,9.308750182E-2,1.313125044E-1
2.913999056E2,-6.270000339E-2,4.427500069E-2,1.678874940E-1
2.914023493E2,-1.079374999E-1,1.200374961E-1,2.069374919E-1
2.914047930E2,-3.045625091E-1,-8.772499859E-2,2.289374918E-1
2.914072367E2,-3.620375097E-1,-9.253749996E-2,1.728374958E-1
2.914096804E2,-4.670875072E-1,1.297999918E-1,1.055999994E-1
2.914121241E2,-6.051374674E-1,-1.010624990E-1,4.083750024E-2
2.914145678E2,-6.221874952E-1,1.856249943E-2,3.231250122E-2
2.914170115E2,-6.356624961E-1,1.493249983E-1,4.455000162E-2
2.914194552E2,-6.148999929E-1,6.462499965E-3,1.080750003E-1
2.914218989E2,-4.402749836E-1,-6.324999779E-2,2.546499968E-1
2.914243428E2,-2.802250087E-1,-2.172499895E-2,3.034625053E-1
2.914267865E2,-1.727000028E-1,1.432749927E-1,2.656500041E-1
2.914292302E2,-1.869999990E-2,-2.199999988E-3,2.411749959E-1
2.914316739E2,4.606249928E-2,1.498750038E-2,2.778874934E-1
2.914341176E2,1.791625023E-1,-1.670625061E-1,3.071750104E-1
2.914365613E2,3.086875081E-1,-4.394499958E-1,3.011249900E-1
2.914390050E2,1.205874979E-1,-9.318374991E-1,1.434125006E-1
2.914414487E2,1.681624949E-1,-7.595499754E-1,-2.144999988E-2
2.914438924E2,2.243999988E-1,-3.877500072E-2,-1.106875017E-1
2.914463361E2,-5.046249926E-2,3.698749840E-2,-6.173750013E-2
2.914487798E2,-1.264999993E-2,2.128500044E-1,-7.150000334E-2
2.914512235E2,4.235000163E-2,5.256624818E-1,-6.049999967E-2
2.914536672E2,-2.364999987E-2,3.594250083E-1,-1.044999994E-2
2.914561111E2,6.311249733E-2,2.617999911E-1,2.131249942E-2
2.914585548E2,1.498750001E-1,4.241875112E-1,3.712499887E-2
2.914609985E2,1.681624949E-1,1.798499972E-1,2.254999988E-2
2.914634422E2,1.828749925E-1,2.813250124E-1,-2.144999988E-2
2.914658860E2,1.291124970E-1,3.326124847E-1,-2.997500077E-2
2.914683296E2,-4.193750024E-2,-1.841125041E-1,-7.974999957E-3
2.914707733E2,6.311249733E-2,1.737999916E-1,-2.021249942E-2
2.914732170E2,-7.246249914E-2,6.022499874E-2,1.512499992E-2
2.914756608E2,-2.032250017E-1,-1.523499936E-1,1.154999994E-2
2.914781045E2,-1.824624985E-1,1.847999990E-1,-4.949999973E-2
2.914805482E2,-1.751749963E-1,2.336124927E-1,-6.049999967E-2
2.914829919E2,-2.069374919E-1,6.256250292E-2,-3.121249937E-2
2.914854355E2,-1.482249945E-1,-7.424999774E-2,-1.897500083E-2
2.914878795E2,-1.335124969E-1,-6.077500060E-2,5.431250110E-2
2.914903232E2,6.311249733E-2,2.956249937E-2,1.630750000E-1
2.914927669E2,1.278750002E-1,1.746249944E-2,2.253624946E-1
2.914952105E2,1.523499936E-1,-4.124999791E-2,3.071750104E-1
2.914976542E2,2.829749882E-1,-1.572999954E-1,3.449875116E-1
2.915000979E2,3.111625016E-1,-1.695374995E-1,3.486999869E-1
2.915025417E2,2.622124851E-1,-1.429999992E-2,3.572250009E-1
2.915049853E2,2.806375027E-1,-2.012999952E-1,3.144625127E-1
2.915074291E2,2.696374953E-1,-1.817750037E-1,2.326499969E-1
2.915098728E2,1.596374959E-1,1.029874980E-1,1.996500045E-1
2.915123165E2,2.653750032E-2,-7.548750192E-2,2.033624947E-1
2.915147602E2,3.863750026E-2,-7.012499962E-3,1.801249981E-1
2.915172039E2,2.887500077E-2,2.749999985E-4,1.948374957E-1
2.915196478E2,2.282499894E-2,-1.512500048E-1,1.898874938E-1
2.915220915E2,-1.512499992E-2,-1.194875017E-1,1.984124929E-1
2.915245352E2,-4.798749834E-2,-3.123999834E-1,2.058375031E-1
2.915269789E2,-4.441250116E-2,-3.026374876E-1,1.923625022E-1
2.915294226E2,-9.446249902E-2,-8.401250094E-2,1.948374957E-1
2.915318663E2,-2.177999914E-1,-3.576374948E-1,1.874125004E-1
2.915343099E2,-2.459875047E-1,-1.924999990E-2,1.203124970E-1
2.915367537E2,-4.170374870E-1,3.130874932E-1,1.275999993E-1
2.915391973E2,-4.145624936E-1,2.351249941E-2,1.458874941E-1
2.915416411E2,-3.253250122E-1,-3.272499889E-2,1.288374960E-1
2.915440848E2,-2.704625130E-1,9.308750182E-2,1.336500049E-1
2.915465285E2,-7.864999771E-2,6.379999965E-2,1.641750038E-1
2.915489722E2,1.328250021E-1,-1.328250021E-1,1.068374962E-1
2.915514161E2,2.231625021E-1,-3.308250010E-1,2.736249939E-2
2.915538598E2,2.818749845E-1,-4.163500071E-1,-2.997500077E-2
2.915563035E2,2.806375027E-1,-2.696374953E-1,-4.221250117E-2
2.915587472E2,1.058750004E-1,-1.352999955E-1,-2.021249942E-2
2.915611909E2,-9.075000137E-2,1.498750038E-2,-1.069749966E-1
2.915636347E2,-1.947000027E-1,2.886124849E-1,-1.887875050E-1
2.915660783E2,-3.278000057E-1,3.289000094E-1,-1.667875051E-1
2.915685220E2,-2.972750068E-1,3.033249974E-1,-1.962125003E-1
2.915709657E2,-2.679874897E-1,2.653749883E-1,-2.144999951E-1
2.915734094E2,-2.287999988E-1,1.150875017E-1,-1.802625060E-1
2.915758531E2,-2.252250016E-1,1.212750003E-1,-1.962125003E-1
2.915782968E2,-2.667500079E-1,4.181374907E-1,-2.462625057E-1
2.915807405E2,-3.229874969E-1,9.190499783E-1,-2.144999951E-1
2.915831842E2,-3.693250120E-1,6.832374930E-1,-1.289750040E-1
2.915856281E2,-3.425124884E-1,5.146625042E-1,-1.302125007E-1
2.915880718E2,-4.560874999E-1,4.523749948E-1,-1.032624990E-1
2.915905155E2,-5.268999934E-1,2.495625019E-1,-9.844999760E-2
2.915929592E2,-6.589000225E-1,3.643749952E-1,-1.484999955E-1
2.915954029E2,-8.922374845E-1,4.339500070E-1,-1.449249983E-1
2.915978467E2,-1.010762453E0,1.542750001E-1,-1.240250021E-1
2.916002903E2,-1.121999979E0,2.323749959E-1,-8.868750185E-2
2.916027340E2,-1.281912446E0,3.301374912E-1,4.936249927E-2
2.916051777E2,-1.281912446E0,3.166624904E-1,1.556500047E-1
2.916076214E2,-1.148812532E0,1.762750000E-1,2.314125001E-1
2.916100651E2,-1.044999957E0,2.348500043E-1,3.401750028E-1
2.916125088E2,-7.981874943E-1,2.520374954E-1,3.999874890E-1
2.916149525E2,-5.123249888E-1,2.275625020E-1,4.147000015E-1
2.916173962E2,-1.457500011E-1,2.690874934E-1,4.097499847E-1
2.916198401E2,2.304500043E-1,1.493249983E-1,3.926999867E-1
2.916222838E2,4.309250116E-1,2.971374989E-1,4.085125029E-1
2.916247275E2,6.080250144E-1,2.813250124E-1,4.232249856E-1
2.916271712E2,7.815499902E-1,1.622499898E-2,3.682250082E-1
2.916296149E2,6.043124795E-1,-8.277499676E-2,2.046000063E-1
2.916320587E2,6.458374858E-1,-5.324000120E-1,1.971749961E-1
2.916345024E2,6.813125014E-1,-7.840250134E-1,2.058375031E-1
2.916369461E2,7.045499682E-1,-9.000750184E-1,2.338874936E-1
2.916393897E2,7.875999808E-1,-1.116362453E0,3.229874969E-1
2.916418334E2,9.256500006E-1,-1.436462522E0,4.439874887E-1
2.916442771E2,1.012412548E0,-1.552512527E0,5.197499990E-1
2.916467208E2,1.514562488E0,-1.002787471E0,4.977499843E-1
2.916491647E2,1.282462478E0,-2.217187405E0,1.948374957E-1
2.916516084E2,8.388875127E-1,-1.159124970E0,-6.421250105E-2
2.916540521E2,1.230624989E-1,1.883749962E-1,-3.097875118E-1
2.916564958E2,-5.586624742E-1,1.165724993E0,-3.623124957E-1
2.916589395E2,-4.316124916E-1,1.888975024E0,-3.988874853E-1
2.916613832E2,-2.838000059E-1,1.688637495E0,-3.598375022E-1
2.916638269E2,-1.542750001E-1,1.490774989E0,-3.660250008E-1
2.916662706E2,-2.032250017E-1,1.454062462E0,-3.940750062E-1
2.916687143E2,-2.642749846E-1,1.302675009E0,-4.050749838E-1
2.916711580E2,-2.630375028E-1,8.775249720E-1,-4.148375094E-1
2.916736017E2,-3.290374875E-1,5.084750056E-1,-3.647874892E-1
2.916760454E2,-3.009875119E-1,1.138499975E-1,-3.122625053E-1
2.916784891E2,-2.923249900E-1,-1.817750037E-1,-2.938374877E-1
2.916809328E2,-2.985124886E-1,-2.074874938E-1,-2.157374918E-1
2.916833765E2,-1.322750002E-1,-4.743750021E-2,-1.094499975E-1
2.916858204E2,-4.922499880E-2,2.103750035E-2,1.649999991E-2
2.916882641E2,-4.317500070E-2,-2.048750035E-2,1.325500011E-1
2.916907078E2,2.763750032E-2,2.103750035E-2,2.608374953E-1
2.916931515E2,8.758749813E-2,3.698749840E-2,3.169375062E-1
2.916955952E2,1.168750003E-1,-7.301250100E-2,4.012250006E-1
2.916980389E2,2.293500006E-1,-2.098249942E-1,4.611749947E-1
2.917004826E2,3.331624866E-1,-3.148750067E-1,4.867500067E-1
2.917029263E2,3.416875005E-1,-4.175874889E-1,4.806999862E-1
2.917053700E2,1.548250020E-1,-1.382699966E0,3.902249932E-1
2.917078137E2,-1.567499936E-1,-2.000900030E0,2.888875008E-1
2.917102574E2,-2.532750070E-1,-1.697849989E0,3.341250122E-1
2.917127011E2,1.548250020E-1,-8.452125192E-1,2.961750031E-1
2.917151450E2,5.200250149E-1,-2.868250012E-1,1.117874980E-1
2.917175887E2,-5.417500064E-2,7.108750194E-2,-2.021249942E-2
2.917200324E2,-2.777499855E-1,5.707625151E-1,-4.826249927E-2
2.917224761E2,-1.335124969E-1,8.138625026E-1,-3.492499888E-2
2.917249198E2,-5.664999783E-2,5.609999895E-1,1.759999990E-2
2.917273635E2,-6.146249920E-2,1.200374961E-1,4.826249927E-2
2.917298072E2,-3.822499886E-2,4.784999788E-2,7.755000144E-2
2.917322509E2,1.429999992E-2,-1.801249944E-2,1.093124971E-1
2.917346946E2,1.083500013E-1,-1.219625026E-1,9.955000132E-2
2.917371383E2,1.523499936E-1,-1.634874940E-1,7.136250287E-2
2.917395820E2,1.143999994E-1,-1.255374998E-1,8.112499863E-2
2.917420257E2,2.341624945E-1,-2.025374919E-1,1.018875018E-1
2.917444694E2,3.454000056E-1,-1.365374923E-1,1.007874981E-1
2.917469131E2,1.791625023E-1,-5.458750129E-1,9.707500041E-2
2.917493568E2,1.120624989E-1,2.749999985E-4,6.159999967E-2
2.917518007E2,8.112499490E-3,1.420374960E-1,5.059999973E-2
2.917542444E2,-1.616999954E-1,-1.427250057E-1,1.093124971E-1
2.917566881E2,-4.564999789E-2,8.827500045E-2,1.410750002E-1
2.917591318E2,-3.698749840E-2,4.303750023E-2,2.021249980E-1
2.917615755E2,8.249999955E-4,-3.100624979E-1,2.204124928E-1
2.917640192E2,6.435000151E-2,-1.597750038E-1,1.715999991E-1
2.917664628E2,5.582499877E-2,-7.053750008E-2,1.618375033E-1
2.917689066E2,-5.224999972E-3,-2.440624982E-1,1.606000066E-1
2.917713502E2,4.729999974E-2,-1.196249947E-2,1.593624949E-1
2.917737940E2,-4.124999978E-4,4.056249931E-2,2.046000063E-1
2.917762377E2,-1.649999991E-3,-1.109625027E-1,2.424124926E-1
2.917786814E2,2.887500077E-2,3.203750029E-2,1.948374957E-1
2.917811251E2,8.249999955E-4,-1.010624990E-1,1.581249982E-1
2.917835688E2,-5.169999972E-2,-3.210625052E-1,8.112499863E-2
2.917860124E2,-1.622499898E-2,5.775000155E-2,6.283749640E-2
2.917884563E2,-5.664999783E-2,5.884999782E-2,7.631249726E-2
2.917909000E2,-3.093750030E-2,-6.077500060E-2,9.102500230E-2
2.917933437E2,1.429999992E-2,2.006125003E-1,9.336250275E-2
2.917957874E2,4.537499975E-3,1.407999992E-1,9.831249714E-2
2.917982311E2,2.158750035E-2,-1.890625060E-1,7.259999961E-2
2.918006748E2,1.608749926E-1,3.987499978E-3,8.236250281E-2
2.918031186E2,1.596374959E-1,-4.124999791E-2,1.300749928E-1
2.918055622E2,1.241625026E-1,-5.596249923E-2,1.117874980E-1
2.918080060E2,8.139999956E-2,5.156249925E-2,8.112499863E-2
2.918104497E2,4.963750020E-2,-8.401250094E-2,3.602499887E-2
2.918128934E2,8.030000329E-2,-4.674999975E-3,-1.526249945E-2
2.918153370E2,2.282499894E-2,1.260875016E-1,3.602499887E-2
2.918177807E2,8.112499490E-3,-5.101250112E-2,7.878749818E-2
2.918202244E2,7.906249911E-2,4.908749834E-2,3.726249933E-2
2.918226681E2,8.635000139E-2,2.311374992E-1,4.455000162E-2
2.918251120E2,5.335000157E-2,-8.772499859E-2,5.555000156E-2
2.918275557E2,1.816374958E-1,4.551250115E-2,1.154999994E-2
2.918299994E2,2.341624945E-1,1.847999990E-1,3.107500076E-2
2.918324431E2,1.559250057E-1,-1.182499975E-1,7.383749634E-2
2.918348868E2,2.121624947E-1,1.945624948E-1,7.012499869E-2
2.918373305E2,1.254000068E-1,-8.648750186E-2,6.778749824E-2
2.918397743E2,8.387500048E-2,-1.047749966E-1,6.283749640E-2
2.918422180E2,1.889249980E-1,3.203749955E-1,5.183750018E-2
2.918446617E2,4.358749837E-2,-3.519999981E-2,1.007874981E-1
2.918471054E2,8.635000139E-2,-2.777500078E-2,1.275999993E-1
2.918495490E2,1.241625026E-1,1.370874941E-1,9.459999949E-2
2.918519927E2,1.787500083E-2,-1.524875015E-1,1.093124971E-1
2.918544364E2,2.282499894E-2,-1.280124933E-1,1.215500012E-1
2.918568801E2,1.911249943E-2,2.749999985E-3,1.385999918E-1
2.918593240E2,-6.875000149E-2,-1.132999957E-1,2.008875012E-1
2.918617675E2,-6.875000149E-2,-8.030000329E-2,1.984124929E-1
2.918642114E2,-1.299374998E-1,-1.463000029E-1,1.825999916E-1
2.918666551E2,-1.995124966E-1,-4.639250040E-1,1.666499972E-1
2.918690988E2,-2.190375030E-1,-1.120624989E-1,1.398375034E-1
2.918715425E2,-2.850374877E-1,9.927500039E-2,1.630750000E-1
2.918739862E2,-3.558500111E-1,-1.267749965E-1,1.593624949E-1
2.918764299E2,-3.107500076E-1,1.856249943E-2,1.105500013E-1
2.918788736E2,-2.532750070E-1,2.849000096E-1,9.459999949E-2
2.918813174E2,-1.995124966E-1,6.503749639E-2,7.631249726E-2
2.918837610E2,-1.445125043E-1,-2.419999987E-2,9.459999949E-2
2.918862047E2,-6.875000149E-2,-3.437499981E-3,1.215500012E-1
2.918886484E2,8.635000139E-2,-3.576374948E-1,1.190750003E-1
2.918910921E2,1.230624989E-1,-2.892999947E-1,9.707500041E-2
2.918935360E2,4.729999974E-2,-2.257750034E-1,2.254999988E-2
2.918959797E2,6.063750014E-2,-2.917749882E-1,-4.826249927E-2
2.918984234E2,3.299999982E-3,-1.865874976E-1,-3.244999796E-2
2.919008671E2,-2.154625058E-1,-3.148749843E-2,-3.162499983E-3
2.919033108E2,-2.605625093E-1,2.373249978E-1,-3.616249934E-2
2.919057545E2,-3.167999983E-1,3.631374836E-1,-5.197500065E-2
2.919081982E2,-3.167999983E-1,2.824249864E-1,-7.026249915E-2
2.919106419E2,-1.934625059E-1,1.883749962E-1,-6.668750197E-2
2.919130857E2,-1.164624989E-1,2.128500044E-1,-5.692499876E-2
2.919155293E2,-6.875000149E-2,7.851249725E-2,-5.444999784E-2
2.919179731E2,-3.946249932E-2,6.627500057E-2,-9.721250087E-2
2.919204167E2,-7.493750006E-2,-1.677500084E-2,-1.557874978E-1
2.919228604E2,-9.198749810E-2,-1.196249947E-2,-2.169750035E-1
2.919253041E2,-1.067000031E-1,4.784999788E-2,-2.352624983E-1
2.919277478E2,-1.995124966E-1,-7.548750192E-2,-2.095499933E-1
2.919301915E2,-2.032250017E-1,3.698749840E-2,-2.107875049E-1
2.919326352E2,-2.667500079E-1,2.421374917E-1,-2.560249865E-1
2.919350791E2,-3.143250048E-1,4.046624899E-1,-2.315499932E-1
2.919375228E2,-1.445125043E-1,2.958999872E-1,-1.937374920E-1
2.919399665E2,-1.017499994E-2,1.236125007E-1,-1.680250019E-1
2.919424102E2,4.235000163E-2,1.676124930E-1,-1.509750038E-1
2.919448539E2,9.611249715E-2,2.824249864E-1,-1.619749963E-1
2.919472976E2,9.006249905E-2,3.484250009E-1,-1.839749962E-1
2.919497413E2,5.211250111E-2,2.373249978E-1,-1.289750040E-1
2.919521851E2,7.906249911E-2,6.503749639E-2,-8.744999766E-2
2.919546288E2,2.887500077E-2,9.432499856E-2,-6.421250105E-2
2.919570725E2,-8.470000327E-2,4.056249931E-2,-3.244999796E-2
2.919595161E2,-1.299374998E-1,-6.448750198E-2,-6.902500242E-2
2.919619598E2,-2.190375030E-1,-8.896250278E-2,-8.249999583E-2
2.919644035E2,-2.374625057E-1,-1.438249946E-1,-6.049999967E-2
2.919668472E2,-1.787499934E-1,-2.465374917E-1,-7.768750191E-2
2.919692912E2,-2.410375029E-1,-2.208250016E-1,-7.644999772E-2
2.919717346E2,-2.264624983E-1,-2.465374917E-1,-6.668750197E-2
2.919741785E2,-1.299374998E-1,-3.381125033E-1,-8.249999583E-2
2.919766220E2,-7.699999958E-3,-4.846875072E-1,-6.421250105E-2
2.919790659E2,2.529999986E-2,-5.471125245E-1,-7.150000334E-2
2.919815096E2,5.774999969E-3,-2.147749960E-1,-2.268750034E-2
2.919839533E2,-5.169999972E-2,-3.246375024E-1,2.254999988E-2
2.919863970E2,-1.262249947E-1,-6.819999963E-2,-2.268750034E-2
2.919888407E2,-2.752749920E-1,2.813250124E-1,-6.792499870E-2
2.919912844E2,-3.840374947E-1,3.179000020E-1,-1.082125008E-1
2.919937281E2,-3.607999980E-1,1.958000064E-1,-1.435499936E-1
2.919961719E2,-2.605625093E-1,6.132499874E-2,-1.582625061E-1
2.919986156E2,-1.799875051E-1,-4.853750020E-2,-2.047374994E-1
2.920010593E2,-1.432749927E-1,-3.643750027E-2,-2.400749922E-1
2.920035030E2,-1.482249945E-1,1.248499975E-1,-2.377374917E-1
2.920059467E2,-4.688749835E-2,2.055625021E-1,-2.498375028E-1
2.920083903E2,9.116250277E-2,2.531374991E-1,-2.437874973E-1
2.920108340E2,2.451625019E-1,1.016125008E-1,-1.924999952E-1
2.920132780E2,3.319250047E-1,-9.624999948E-4,-1.704999954E-1
2.920157217E2,4.540250003E-1,5.403750017E-2,-1.912624985E-1
2.920181654E2,2.891624868E-1,-2.745875120E-1,-2.132624984E-1
2.920206091E2,3.159750104E-1,8.951249719E-2,-1.447875053E-1
2.920230527E2,2.463999987E-1,1.603250057E-1,-1.007874981E-1
2.920254964E2,1.306249946E-2,1.847999990E-1,-7.768750191E-2
2.920279401E2,-7.246249914E-2,3.031874895E-1,-1.082125008E-1
2.920303839E2,-1.396999955E-1,1.835625023E-1,-1.325500011E-1
2.920328275E2,-3.400374949E-1,-2.490125000E-1,-1.460250020E-1
2.920352713E2,-4.023250043E-1,-2.978250086E-1,-1.497374922E-1
2.920377150E2,-4.450874925E-1,1.640374959E-1,-1.289750040E-1
2.920401587E2,-3.632749915E-1,3.154250085E-1,-1.362625062E-1
2.920426024E2,-2.459875047E-1,6.875000149E-2,-1.533125043E-1
2.920450460E2,-3.107500076E-1,-1.132999957E-1,-9.350000322E-2
2.920474897E2,-1.299374998E-1,-9.487500414E-3,1.883750036E-2
2.920499334E2,1.306249946E-2,-5.719999969E-2,8.978749812E-2
2.920523771E2,1.181124970E-1,-1.170125008E-1,1.423124969E-1
2.920548208E2,3.049750030E-1,-2.062499970E-1,1.606000066E-1
2.920572647E2,3.441624939E-1,-2.199999988E-3,1.263625026E-1
2.920597084E2,4.284499884E-1,4.179999977E-2,8.359999955E-2
2.920621521E2,5.139750242E-1,-6.448750198E-2,5.555000156E-2
2.920645958E2,5.005000234E-1,-1.072499994E-2,4.578749835E-2
2.920670395E2,3.367374837E-1,-3.356375098E-1,3.726249933E-2
2.920694832E2,1.853500009E-1,-1.280124933E-1,3.231250122E-2
2.920719270E2,1.663750038E-2,-2.199999988E-3,1.787499990E-3
2.920743707E2,-1.531749964E-1,-1.567500085E-2,-3.726249933E-2
2.920768144E2,-2.398000062E-1,3.398999870E-1,-5.197500065E-2
2.920792581E2,-2.545124888E-1,4.486624897E-1,-7.974999957E-3
2.920817018E2,-2.239875048E-1,1.732499897E-2,-1.416249946E-2
2.920841454E2,-1.237500012E-1,-1.319999993E-2,3.478749841E-2
2.920865891E2,2.034999989E-2,-7.919999957E-2,3.602499887E-2
2.920890328E2,9.858749807E-2,-2.880625129E-1,4.578749835E-2
2.920914768E2,1.975875050E-1,-2.160124928E-1,-7.974999957E-3
2.920939204E2,2.341624945E-1,-2.831124961E-1,-5.926249921E-2
2.920963641E2,2.781625092E-1,-1.157749966E-1,-8.373750001E-2
2.920988078E2,1.058750004E-1,9.061250091E-2,-6.049999967E-2
2.921012515E2,5.939999968E-2,1.212750003E-1,-8.373750001E-2
2.921036952E2,7.906249911E-2,2.714250088E-1,-9.473749995E-2
2.921061389E2,4.606249928E-2,2.495625019E-1,-4.826249927E-2
2.921085826E2,1.218250021E-1,1.700875014E-1,-5.444999784E-2
2.921110263E2,1.633500010E-1,1.053249985E-1,-7.768750191E-2
2.921134700E2,1.131625026E-1,-1.817750037E-1,-1.155000031E-1
2.921159137E2,1.241625026E-1,-1.319999993E-2,-1.412124932E-1
2.921183574E2,8.635000139E-2,1.383250058E-1,-1.032624990E-1
2.921208011E2,2.887500077E-2,-3.877500072E-2,-6.792499870E-2
2.921232448E2,1.254000068E-1,1.908500046E-1,-1.057374999E-1
2.921256885E2,1.523499936E-1,1.138499975E-1,-8.621250093E-2
2.921281322E2,1.853500009E-1,-9.501250088E-2,-2.626249939E-2
2.921305759E2,2.684000134E-1,-1.132999957E-1,-2.749999985E-2
2.921330196E2,3.196874857E-1,6.503749639E-2,-1.924999990E-3
2.921354633E2,2.756874859E-1,-1.610125005E-1,3.231250122E-2
2.921379072E2,3.282124996E-1,-5.843750015E-2,3.024999984E-3
2.921403509E2,2.684000134E-1,-2.611125112E-1,-2.021249942E-2
2.921427946E2,2.084500045E-1,-2.667500079E-2,-3.492499888E-2
2.921452383E2,2.598749995E-1,1.065625027E-1,-1.278750040E-2
2.921476820E2,2.653750032E-2,-4.358749986E-1,2.378750034E-2
2.921501257E2,1.486375034E-1,-1.524875015E-1,9.102500230E-2
2.921525693E2,1.677500084E-2,-3.723500073E-1,8.978749812E-2
2.921550131E2,-1.604624987E-1,-3.088249862E-1,3.107500076E-2
2.921574568E2,-3.009875119E-1,4.908749834E-2,4.262499977E-3
2.921599005E2,-5.268999934E-1,3.808749840E-2,-2.144999988E-2
2.921623442E2,-5.281375051E-1,2.227500081E-2,-6.421250105E-2
2.921647879E2,-4.731374979E-1,2.836624980E-1,-5.555000156E-2
2.921672316E2,-3.363249898E-1,2.164250016E-1,-7.273750007E-2
2.921696753E2,-1.958000064E-1,-1.194875017E-1,-4.221250117E-2
2.921721189E2,-3.217500076E-2,-6.201250106E-2,7.974999957E-3
2.921745628E2,1.095874980E-1,-3.698749840E-1,5.499999970E-4
2.921770063E2,2.634499967E-1,-4.774000049E-1,-6.297499686E-2
2.921794500E2,2.231625021E-1,-1.782000065E-1,-1.264999956E-1
2.921818937E2,2.282499894E-2,-1.060125008E-1,-1.740749925E-1
2.921843376E2,4.853750020E-2,1.003750041E-2,-2.058375031E-1
2.921867813E2,2.406249940E-2,1.626625061E-1,-1.435499936E-1
2.921892250E2,6.063750014E-2,8.813749999E-2,-9.831249714E-2
2.921916687E2,1.241625026E-1,3.191374838E-1,-1.142624989E-1
2.921941124E2,1.633500010E-1,3.932499886E-2,-1.423124969E-1
2.921965561E2,2.708750069E-1,3.932499886E-2,-1.753125042E-1
2.921989998E2,3.576374948E-1,1.321374923E-1,-1.667875051E-1
2.922014435E2,2.659249902E-1,-9.624999762E-2,-1.325500011E-1
2.922038871E2,2.646875083E-1,1.236125007E-1,-1.362625062E-1
2.922063308E2,2.206874937E-1,1.260875016E-1,-1.387374997E-1
2.922087746E2,1.438249946E-1,-5.348749831E-2,-1.179749966E-1
2.922112183E2,1.766874939E-1,1.211374998E-1,-1.057374999E-1
2.922136620E2,1.596374959E-1,1.163249984E-1,-7.273750007E-2
2.922161057E2,1.388749927E-1,-3.024999984E-2,-6.173750013E-2
2.922185494E2,1.205874979E-1,1.003750041E-2,-9.597499669E-2
2.922209931E2,1.095874980E-1,6.984999776E-2,-8.621250093E-2
2.922234367E2,1.658249944E-1,-6.943749636E-2,-8.621250093E-2
2.922258804E2,1.779250056E-1,-5.224999785E-2,-7.150000334E-2
2.922283241E2,1.633500010E-1,-6.448750198E-2,4.578749835E-2
2.922307681E2,2.206874937E-1,-1.084875017E-1,9.831249714E-2
2.922332118E2,2.744500041E-1,-1.231999993E-1,9.102500230E-2
2.922356555E2,1.645874977E-1,-7.645000219E-1,5.678749830E-2
2.922380991E2,1.731124967E-1,-5.128750205E-1,4.826249927E-2
2.922405428E2,5.458749831E-2,-2.563000023E-1,6.407500058E-2
2.922429865E2,-1.212750003E-1,-1.647250056E-1,7.974999957E-3
2.922454302E2,-2.312749922E-1,1.236125007E-1,-3.602499887E-2
2.922478739E2,-3.412750065E-1,1.484999992E-2,-5.197500065E-2
2.922503177E2,-3.070375025E-1,9.803749621E-2,-3.973750025E-2
2.922527614E2,-3.009875119E-1,3.031874895E-1,4.949999973E-2
2.922552051E2,-1.934625059E-1,-8.249999955E-3,1.471250057E-1
2.922576488E2,3.011249937E-2,-1.952500045E-1,1.765500009E-1
2.922600925E2,7.287500054E-2,-5.224999785E-2,7.150000334E-2
2.922625361E2,1.787500083E-2,-2.820124924E-1,-6.297499686E-2
2.922649798E2,8.511249721E-2,-1.304875016E-1,-1.227874979E-1
2.922674235E2,1.058750041E-2,-5.348749831E-2,-8.002500236E-2
2.922698674E2,-1.649999991E-3,-7.067500055E-2,-3.368749842E-2
2.922723109E2,-2.598750032E-2,6.861250103E-2,-5.555000156E-2
2.922747548E2,-7.617499679E-2,-1.011999995E-1,-1.117874980E-1
2.922771985E2,-1.746249944E-2,-9.748750180E-2,-1.777874976E-1
2.922796422E2,-3.464999795E-2,4.056249931E-2,-1.203124970E-1
2.922820859E2,1.677500084E-2,-9.624999762E-2,-5.926249921E-2
2.922845296E2,3.135000169E-2,-1.443750039E-2,-1.093124971E-1
2.922869733E2,-1.746249944E-2,1.285624951E-1,-1.252624989E-1
2.922894170E2,-6.462499965E-3,-1.060125008E-1,-1.472624987E-1
2.922918608E2,4.606249928E-2,-2.667500079E-2,-2.010249943E-1
2.922943044E2,8.249999955E-4,5.156249925E-2,-1.264999956E-1
2.922967481E2,-2.887499984E-3,2.612499986E-3,-1.190750003E-1
2.922991918E2,-2.364999987E-2,4.427500069E-2,-1.643124968E-1
2.923016355E2,-2.722499892E-2,-1.342000067E-1,-1.985500008E-1
