"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
7.340314110E1,3.616249934E-2,-3.464999795E-2,1.534499973E-1
7.340558456E1,5.568749830E-2,-5.293750018E-2,1.949750036E-1
7.340802794E1,1.179749966E-1,-1.251250058E-1,2.242625058E-1
7.341047164E1,7.026249915E-2,-4.487999976E-1,1.864500046E-1
7.341291503E1,2.021249942E-2,-2.997500002E-1,1.277374923E-1
7.341535872E1,-6.159999967E-2,8.112499490E-3,1.473999918E-1
7.341780210E1,-1.678874940E-1,8.112499490E-3,1.889249980E-1
7.342024572E1,-1.678874940E-1,-2.117500007E-1,1.852124929E-1
7.342268918E1,-1.275999993E-1,-1.616999954E-1,1.412124932E-1
7.342513279E1,-9.707500041E-2,-1.214125007E-1,1.229249984E-1
7.342757626E1,-7.878749818E-2,-9.817499667E-2,1.302125007E-1
7.343001987E1,-1.251250058E-1,-2.716999948E-1,1.204499975E-1
7.343246326E1,-1.948374957E-1,-2.569875121E-1,6.187500060E-2
7.343490672E1,-2.058375031E-1,9.239999950E-2,2.639999986E-2
7.343735033E1,-1.740749925E-1,2.524499893E-1,3.863750026E-2
7.343979380E1,-1.227874979E-1,8.263749629E-2,7.039999962E-2
7.344223741E1,-8.731249720E-2,-9.336250275E-2,9.968750179E-2
7.344468087E1,-3.355000168E-2,-7.493750006E-2,1.216875017E-1
7.344712448E1,1.815000027E-1,-1.649999991E-3,1.277374923E-1
7.344956794E1,1.777874976E-1,-1.812250018E-1,1.119249985E-1
7.345201155E1,1.325500011E-1,-2.729375064E-1,5.692499876E-2
7.345445502E1,1.117874980E-1,-9.336250275E-2,6.874999963E-3
7.345689840E1,7.644999772E-2,1.046374962E-1,4.399999976E-3
7.345934203E1,7.878749818E-2,2.516249940E-2,4.111250117E-2
7.346178549E1,2.997500077E-2,-1.666499972E-1,8.139999956E-2
7.346422911E1,7.026249915E-2,-1.116499975E-1,9.721250087E-2
7.346667257E1,1.215500012E-1,-8.593750000E-2,1.131625026E-1
7.346911618E1,1.204499975E-1,-1.531749964E-1,1.484999955E-1
7.347155964E1,5.321250111E-2,-3.156999946E-1,1.607374996E-1
7.347400303E1,-1.402499992E-2,-2.924624979E-1,1.266375035E-1
7.347644664E1,-1.446499974E-1,-8.470000327E-2,1.033999994E-1
7.347889011E1,-1.948374957E-1,7.287500054E-2,1.143999994E-1
7.348133372E1,-2.131250054E-1,3.987500072E-2,1.583999991E-1
7.348377718E1,-2.486000061E-1,-1.556500047E-1,2.010249943E-1
7.348622080E1,-2.131250054E-1,-1.067000031E-1,1.815000027E-1
7.348866418E1,-1.153625026E-1,5.637499969E-3,1.461624950E-1
7.349110787E1,-8.731249720E-2,-1.152250022E-1,1.473999918E-1
7.349355133E1,-1.288374960E-1,-2.972750068E-1,1.179749966E-1
7.349599472E1,-1.740749925E-1,-2.142249942E-1,6.421250105E-2
7.349843833E1,-1.838375032E-1,-1.264999993E-2,6.421250105E-2
7.350088180E1,-1.495999992E-1,4.111250117E-2,1.179749966E-1
7.350332541E1,-7.507500052E-2,-1.128875017E-1,1.595000029E-1
7.350576886E1,-4.826249927E-2,-1.799875051E-1,1.339250058E-1
7.350821248E1,1.044999994E-2,-1.031249985E-1,8.992499858E-2
7.351065594E1,4.592499882E-2,-7.136250287E-2,9.721250087E-2
7.351309955E1,2.268750034E-2,-1.384624988E-1,1.229249984E-1
7.351554302E1,-4.083750024E-2,-2.411749959E-1,9.473749995E-2
7.351798643E1,-1.678874940E-1,-1.421750039E-1,2.268750034E-2
7.352043004E1,-2.191749960E-1,1.071124971E-1,1.924999990E-3
7.352287351E1,-1.960749924E-1,1.498750001E-1,2.763750032E-2
7.352531712E1,-1.678874940E-1,-5.293750018E-2,7.397499681E-2
7.352776058E1,-1.068374962E-1,-2.557500005E-1,1.033999994E-1
7.353020421E1,1.924999990E-3,-1.799875051E-1,8.387500048E-2
7.353264767E1,2.997500077E-2,-4.812499881E-2,8.387500048E-2
7.353509105E1,-4.262499977E-3,-1.996500045E-1,9.597499669E-2
7.353753474E1,-5.183750018E-2,-2.839374840E-1,7.644999772E-2
7.353997813E1,-1.215500012E-1,-1.299374998E-1,4.221250117E-2
7.354242176E1,-1.348875016E-1,9.363749623E-2,7.287500054E-2
7.354486522E1,-1.128875017E-1,4.111250117E-2,1.254000068E-1
7.354730884E1,-1.178374961E-1,-1.409374923E-1,1.815000027E-1
7.354975222E1,-6.655000150E-2,-1.274625063E-1,2.047374994E-1
7.355219591E1,1.168750040E-2,-1.751749963E-1,1.962125003E-1
7.355463937E1,2.626249939E-2,-2.019875050E-1,1.717374921E-1
7.355708275E1,-5.499999970E-3,-2.314125001E-1,1.326874942E-1
7.355952637E1,-1.068374962E-1,-2.496999949E-1,6.916250288E-2
7.356196983E1,-1.765500009E-1,-2.612499893E-2,3.987500072E-2
7.356441344E1,-1.935999990E-1,2.036374956E-1,4.716249928E-2
7.356685690E1,-1.508374959E-1,1.046374962E-1,7.039999962E-2
7.356930051E1,-1.556500047E-1,-6.159999967E-2,1.179749966E-1
7.357174398E1,-5.802499875E-2,-1.421750039E-1,1.559250057E-1
7.357418736E1,5.926249921E-2,-9.446249902E-2,1.742125005E-1
7.357663105E1,8.744999766E-2,-1.079374999E-1,1.864500046E-1
7.357907445E1,1.155000031E-1,-3.914625049E-1,1.839749962E-1
7.358151807E1,8.126249909E-2,-4.940375090E-1,1.277374923E-1
7.358396153E1,1.526249945E-2,-1.299374998E-1,1.046374962E-1
7.358640514E1,-6.778749824E-2,1.254000068E-1,1.461624950E-1
7.358884861E1,-7.259999961E-2,1.266375035E-1,2.157374918E-1
7.359129222E1,-3.355000168E-2,-8.841250092E-2,2.719750106E-1
7.359373568E1,4.097500071E-2,-2.167000026E-1,2.707374990E-1
7.359617907E1,1.020250022E-1,-1.886499971E-1,2.304500043E-1
7.359862268E1,8.126249909E-2,-1.959374994E-1,1.937374920E-1
7.360106615E1,-3.478749841E-2,-2.521750033E-1,1.779250056E-1
7.360350984E1,-1.446499974E-1,-2.056999952E-1,1.484999955E-1
7.360595322E1,-2.534124851E-1,1.292499993E-2,1.326874942E-1
7.360839684E1,-2.656500041E-1,1.511124969E-1,1.571625024E-1
7.361084030E1,-2.864125073E-1,9.349999949E-3,1.669249982E-1
7.361328391E1,-2.974124849E-1,-2.117500007E-1,1.692624986E-1
7.361572738E1,-2.351250052E-1,-1.507000029E-1,1.644500047E-1
7.361817099E1,-1.630750000E-1,-6.599999964E-3,1.619749963E-1
7.362061438E1,-1.630750000E-1,-9.088750184E-2,1.962125003E-1
7.362305784E1,-1.520749927E-1,-2.301750034E-1,1.754499972E-1
7.362550145E1,-1.850749999E-1,-1.446499974E-1,1.216875017E-1
7.362794491E1,-2.204124928E-1,2.887500077E-2,1.167374998E-1
7.363038852E1,-1.911250055E-1,1.314499974E-1,1.571625024E-1
7.363283199E1,-1.446499974E-1,6.874999963E-3,1.827374995E-1
7.363527537E1,-6.283749640E-2,-1.214125007E-1,1.387374997E-1
7.363771900E1,-2.254999988E-2,-9.817499667E-2,8.497499675E-2
7.364016246E1,-1.031249948E-2,-7.136250287E-2,9.473749995E-2
7.364260607E1,-1.402499992E-2,-1.067000031E-1,1.254000068E-1
7.364504954E1,-5.926249921E-2,-2.032250017E-1,1.192125008E-1
7.364749315E1,-1.337874979E-1,-7.988750190E-2,8.387500048E-2
7.364993660E1,-1.556500047E-1,1.266375035E-1,9.597499669E-2
7.365238021E1,-7.755000144E-2,9.487500042E-2,1.387374997E-1
7.365482368E1,-4.455000162E-2,-7.864999771E-2,2.084500045E-1
7.365726729E1,-1.154999994E-2,-3.180375099E-1,1.999250054E-1
7.365971068E1,3.616249934E-2,-2.044624984E-1,1.449249983E-1
7.366215414E1,-1.031249948E-2,-1.018875018E-1,1.522125006E-1
7.366459776E1,-1.031249985E-1,-1.568875015E-1,1.692624986E-1
7.366704122E1,-1.776500046E-1,-1.421750039E-1,1.522125006E-1
7.366948483E1,-2.278375030E-1,3.258749843E-2,1.461624950E-1
7.367192830E1,-1.948374957E-1,1.681624949E-1,1.766874939E-1
7.367437190E1,-1.215500012E-1,2.392499894E-2,2.329249978E-1
7.367681536E1,-9.583749622E-2,-1.054624990E-1,2.952125072E-1
7.367925898E1,-7.837500423E-3,-1.824624985E-1,3.085500002E-1
7.368170244E1,-1.526249945E-2,-1.874125004E-1,2.622124851E-1
7.368414582E1,-4.262499977E-3,6.874999963E-3,2.462625057E-1
7.368658945E1,-1.055999994E-1,-1.764124930E-1,2.437874973E-1
7.368903292E1,-1.423124969E-1,-1.629374921E-1,2.096875012E-1
7.369147653E1,-2.131250054E-1,-7.741250098E-2,2.059749961E-1
7.369391999E1,-2.400749922E-1,8.112499490E-3,2.377374917E-1
7.369636361E1,-2.546499968E-1,-1.372250021E-1,2.657875121E-1
7.369880700E1,-2.400749922E-1,-2.069374919E-1,2.462625057E-1
7.370125046E1,-1.776500046E-1,-3.217500076E-2,2.402125001E-1
7.370369408E1,-1.007874981E-1,6.558749825E-2,2.622124851E-1
7.370613754E1,-3.836249933E-2,-8.112499863E-2,2.915000021E-1
7.370858115E1,-2.626249939E-2,-2.729375064E-1,2.547875047E-1
7.371102459E1,-3.959999979E-2,-1.067000031E-1,1.986874938E-1
7.371346798E1,-6.159999967E-2,1.033999994E-1,2.132624984E-1
7.371591167E1,-8.359999955E-2,1.571625024E-1,2.437874973E-1
7.371835528E1,-1.141249985E-1,-1.993750036E-2,2.132624984E-1
7.372079875E1,-8.607500046E-2,-9.693749994E-2,1.632124931E-1
7.372324212E1,-2.378750034E-2,-9.693749994E-2,1.509750038E-1
7.372568574E1,-1.759999990E-2,-1.067000031E-1,1.729750037E-1
7.372812920E1,-7.631249726E-2,-2.301750034E-1,2.010249943E-1
7.373057281E1,-2.265999913E-1,-3.607999980E-1,1.387374997E-1
7.373301628E1,-3.071750104E-1,-9.693749994E-2,8.868750185E-2
7.373545990E1,-3.621749878E-1,6.792499870E-2,1.277374923E-1
7.373790336E1,-3.866499960E-1,-1.649999991E-3,1.632124931E-1
7.374034675E1,-3.621749878E-1,-6.517499685E-2,1.497374922E-1
7.374279044E1,-2.668874860E-1,1.083500013E-1,1.399749964E-1
7.374523382E1,-1.447875053E-1,1.412124932E-1,2.010249943E-1
7.374767744E1,-3.107500076E-2,-4.812499881E-2,2.144999951E-1
7.375012090E1,-6.655000150E-2,-1.421750039E-1,1.302125007E-1
7.375256451E1,-1.495999992E-1,8.249999955E-4,7.039999962E-2
7.375500798E1,-1.813624948E-1,2.084500045E-1,8.992499858E-2
7.375745159E1,-1.715999991E-1,2.402125001E-1,1.229249984E-1
7.375989505E1,-2.021249980E-1,1.663750038E-2,1.069749966E-1
7.376233843E1,-1.398375034E-1,-2.117500082E-2,5.692499876E-2
7.376478204E1,-7.259999961E-2,-6.146249920E-2,6.421250105E-2
7.376722551E1,-1.402499992E-2,-9.212499857E-2,1.033999994E-1
7.376966912E1,-1.278750040E-2,-2.069374919E-1,1.375000030E-1
7.377211256E1,-1.055999994E-1,-2.667500079E-1,1.241625026E-1
7.377455617E1,-1.581249982E-1,-7.493750006E-2,1.009249985E-1
7.377699964E1,-2.424124926E-1,-1.141249947E-2,1.289750040E-1
7.377944302E1,-2.949374914E-1,-7.741250098E-2,1.595000029E-1
7.378188671E1,-2.608374953E-1,-6.146249920E-2,1.582625061E-1
7.378433009E1,-2.094125003E-1,5.211250111E-2,1.704999954E-1
7.378677370E1,-1.288374960E-1,8.263749629E-2,2.010249943E-1
7.378921717E1,-9.336250275E-2,-1.262249947E-1,2.206874937E-1
7.379166078E1,-1.606000066E-1,-3.022249937E-1,1.827374995E-1
7.379410427E1,-2.363625020E-1,-1.141249985E-1,1.204499975E-1
7.379654788E1,-3.218874931E-1,8.016250283E-2,1.143999994E-1
7.379899135E1,-3.426499963E-1,1.302125007E-1,1.314499974E-1
7.380143473E1,-3.499374986E-1,-3.959999979E-2,1.399749964E-1
7.380387842E1,-3.071750104E-1,-1.262249947E-1,1.424500048E-1
7.380632182E1,-1.740749925E-1,-5.541250110E-2,1.669249982E-1
7.380876543E1,-7.383749634E-2,-1.214125007E-1,2.047374994E-1
7.381120890E1,-1.759999990E-2,-3.730374873E-1,2.462625057E-1
7.381365251E1,-5.802499875E-2,-4.487999976E-1,2.096875012E-1
7.381609597E1,-1.007874981E-1,-1.519374996E-1,1.669249982E-1
7.381853957E1,-2.363625020E-1,-2.612499893E-2,1.999250054E-1
7.382098304E1,-2.864125073E-1,-6.517499685E-2,2.109249979E-1
7.382342642E1,-2.375999987E-1,3.616249934E-2,1.876875013E-1
7.382587003E1,-2.351250052E-1,1.363999993E-1,2.059749961E-1
7.382831350E1,-1.495999992E-1,1.193500012E-1,2.340250015E-1
7.383075712E1,-1.080750003E-1,-7.136250287E-2,2.377374917E-1
7.383320058E1,-1.373624951E-1,-1.874125004E-1,1.717374921E-1
7.383564419E1,-1.911250055E-1,8.139999956E-2,1.156374961E-1
7.383808758E1,-2.436500043E-1,2.182125002E-1,1.131625026E-1
7.384053104E1,-2.278375030E-1,1.363999993E-1,1.302125007E-1
7.384297472E1,-2.058375031E-1,-6.599999964E-3,1.314499974E-1
7.384541810E1,-1.020250022E-1,-2.887499984E-3,1.156374961E-1
7.384786172E1,-2.983750030E-2,6.558749825E-2,1.326874942E-1
7.385030518E1,3.368749842E-2,8.511249721E-2,1.692624986E-1
7.385274879E1,-7.837500423E-3,-4.193750024E-2,1.619749963E-1
7.385519219E1,-5.059999973E-2,-2.241249941E-2,1.192125008E-1
7.385763588E1,-9.336250275E-2,1.181124970E-1,1.046374962E-1
7.386007934E1,-1.581249982E-1,6.063750014E-2,1.216875017E-1
7.386252273E1,-1.678874940E-1,-2.241249941E-2,1.094499975E-1
7.386496634E1,-1.863124967E-1,7.411249727E-2,9.844999760E-2
7.386740980E1,-1.728374958E-1,1.949750036E-1,1.412124932E-1
7.386985341E1,-1.141249985E-1,1.534499973E-1,1.815000027E-1
7.387229688E1,-8.112499863E-2,-3.712499887E-2,1.729750037E-1
7.387474049E1,-1.227874979E-1,2.639999986E-2,9.721250087E-2
7.387718388E1,-1.678874940E-1,1.938749999E-1,6.916250288E-2
7.387962757E1,-1.886499971E-1,1.791625023E-1,9.721250087E-2
7.388207104E1,-1.898874938E-1,4.482499883E-2,1.009249985E-1
7.388451465E1,-1.458874941E-1,4.111250117E-2,9.116250277E-2
7.388695804E1,-8.731249720E-2,8.744999766E-2,1.033999994E-1
7.388940150E1,-1.787499990E-3,1.388749927E-1,1.339250058E-1
7.389184510E1,1.416249946E-2,-8.937500417E-3,1.607374996E-1
7.389428856E1,-2.626249939E-2,-9.569999576E-2,1.229249984E-1
7.389673217E1,-1.165999994E-1,6.558749825E-2,7.039999962E-2
7.389917564E1,-2.094125003E-1,8.992499858E-2,8.139999956E-2
7.390161902E1,-2.388374954E-1,-1.042250022E-1,7.163749635E-2
7.390406264E1,-2.815999985E-1,-6.641250104E-2,9.349999949E-3
7.390650611E1,-2.363625020E-1,1.583999991E-1,4.221250117E-2
7.390894972E1,-1.141249985E-1,1.729750037E-1,1.143999994E-1
7.391139318E1,4.949999973E-2,1.292499993E-2,1.571625024E-1
7.391383681E1,5.197500065E-2,-1.421750039E-1,1.681624949E-1
7.391628028E1,9.597499669E-2,-1.141249947E-2,1.412124932E-1
7.391872389E1,1.753125042E-1,1.986874938E-1,1.216875017E-1
7.392116735E1,1.302125007E-1,1.181124970E-1,1.179749966E-1
7.392361097E1,2.749999985E-2,-7.741250098E-2,1.046374962E-1
7.392605433E1,9.212499484E-3,1.058750041E-2,7.287500054E-2
7.392849779E1,7.974999957E-3,1.436875015E-1,7.644999772E-2
7.393094140E1,4.592499882E-2,1.839749962E-1,1.229249984E-1
7.393338487E1,-4.083750024E-2,-1.251250058E-1,1.999250054E-1
7.393582848E1,-1.251250058E-1,-2.142249942E-1,1.852124929E-1
7.393827194E1,-2.058375031E-1,-5.169999972E-2,1.241625026E-1
7.394071555E1,-3.401750028E-1,-1.993750036E-2,1.119249985E-1
7.394315894E1,-4.721750021E-1,-9.693749994E-2,1.057374999E-1
7.394560263E1,-5.674625039E-1,8.387500048E-2,6.916250288E-2
7.394804602E1,-5.075125098E-1,3.867875040E-1,8.263749629E-2
7.395048947E1,-3.341250122E-1,3.049750030E-1,1.534499973E-1
7.395293308E1,-1.581249982E-1,2.392499894E-2,2.304500043E-1
7.395537655E1,2.749999985E-2,-3.959999979E-2,2.292124927E-1
7.395782016E1,9.844999760E-2,1.424500048E-1,1.791625023E-1
7.396026363E1,1.252624989E-1,1.278750002E-1,1.632124931E-1
7.396270724E1,9.844999760E-2,4.399999976E-3,1.046374962E-1
7.396515063E1,1.044999957E-1,2.062499989E-3,4.221250117E-2
7.396759408E1,1.094499975E-1,1.473999918E-1,6.874999963E-4
7.397003770E1,1.557874978E-1,1.791625023E-1,1.292499993E-2
7.397248116E1,1.667875051E-1,-3.217500076E-2,9.473749995E-2
7.397492477E1,1.082125008E-1,-1.299374998E-1,1.351625025E-1
7.397736824E1,5.499999970E-3,2.516249940E-2,8.497499675E-2
7.397981162E1,-8.731249720E-2,8.139999956E-2,6.187500060E-2
7.398225524E1,-2.216500044E-1,-6.146249920E-2,3.739999980E-2
7.398469893E1,-3.096500039E-1,8.112499490E-3,1.924999990E-3
7.398714236E1,-3.389374912E-1,3.257375062E-1,-5.362499971E-3
7.398958574E1,-3.071750104E-1,3.990249932E-1,5.692499876E-2
7.399202936E1,-2.058375031E-1,1.839749962E-1,1.082125008E-1
7.399447282E1,-1.227874979E-1,2.182125002E-1,9.116250277E-2
7.399691643E1,-8.607500046E-2,3.965499997E-1,5.939999968E-2
7.399935990E1,4.468749836E-2,2.939749956E-1,6.544999778E-2
7.400180351E1,1.130250022E-1,3.382499889E-2,4.221250117E-2
7.400424690E1,8.497499675E-2,2.392499894E-2,-3.959999979E-2
7.400669036E1,6.668750197E-2,2.036374956E-1,-8.607500046E-2
7.400913405E1,7.644999772E-2,2.732124925E-1,-5.664999783E-2
7.401157746E1,1.729750037E-1,1.571625024E-1,5.637499969E-3
7.401402108E1,1.435499936E-1,8.112499490E-3,4.221250117E-2
7.401646454E1,1.204499975E-1,1.511124969E-1,2.516249940E-2
7.401890815E1,1.252624989E-1,2.219250053E-1,4.399999976E-3
7.402135162E1,2.873750031E-2,-4.124999978E-3,-5.362499971E-3
7.402379521E1,-7.383749634E-2,-5.912499875E-2,-2.241249941E-2
7.402623860E1,-8.359999955E-2,2.169750035E-1,-3.959999979E-2
7.402868206E1,-7.259999961E-2,3.514499962E-1,-9.074999951E-3
7.403112567E1,-9.074999951E-3,2.134000063E-1,7.163749635E-2
7.403356914E1,1.924999990E-3,-1.636249945E-2,1.302125007E-1
7.403601275E1,-5.499999970E-3,-1.388750039E-2,1.229249984E-1
7.403845622E1,-5.499999970E-3,1.291124970E-1,1.082125008E-1
7.404089983E1,-9.336250275E-2,4.839999974E-2,7.287500054E-2
7.404334322E1,-1.765500009E-1,-7.136250287E-2,-9.074999951E-3
7.404578666E1,-2.168374956E-1,2.034999989E-2,-6.407500058E-2
7.404823036E1,-2.571249902E-1,1.779250056E-1,-7.741250098E-2
7.405067374E1,-1.593624949E-1,2.439250052E-1,-4.688749835E-2
7.405311736E1,-1.165999994E-1,4.111250117E-2,3.011249937E-2
7.405556082E1,-5.431250110E-2,-1.636249945E-2,7.163749635E-2
7.405800445E1,-6.599999964E-3,6.916250288E-2,5.816249922E-2
7.406044791E1,6.874999963E-4,8.249999955E-4,3.368749842E-2
7.406289152E1,-5.059999973E-2,-8.841250092E-2,-5.499999970E-4
7.406533491E1,-3.959999979E-2,1.071124971E-1,-2.131249942E-2
7.406777837E1,1.292499993E-2,4.075500071E-1,-5.499999970E-4
7.407022197E1,6.668750197E-2,3.269749880E-1,4.344999790E-2
7.407266543E1,8.497499675E-2,6.187500060E-2,1.094499975E-1
7.407510905E1,6.049999967E-2,2.034999989E-2,1.216875017E-1
7.407755251E1,5.197500065E-2,2.451625019E-1,9.116250277E-2
7.407999612E1,-4.455000162E-2,2.451625019E-1,4.963750020E-2
7.408243959E1,-1.984124929E-1,5.211250111E-2,-1.883750036E-2
7.408488320E1,-2.718375027E-1,1.181124970E-1,-1.128875017E-1
7.408732666E1,-2.937000096E-1,3.294500113E-1,-1.507000029E-1
7.408977005E1,-1.863124967E-1,3.269749880E-1,-1.043625027E-1
7.409221366E1,-1.043625027E-1,6.792499870E-2,1.168750040E-2
7.409465712E1,-1.031249948E-2,3.987500072E-2,9.363749623E-2
7.409710074E1,5.499999970E-3,1.839749962E-1,5.816249922E-2
7.409954420E1,1.649999991E-2,1.241625026E-1,2.516249940E-2
7.410198782E1,6.874999963E-4,-4.688749835E-2,-1.031249948E-2
7.410443120E1,-2.254999988E-2,1.156374961E-1,-4.564999789E-2
7.410687465E1,-4.331250116E-2,3.855499923E-1,-2.241249941E-2
7.410931834E1,6.297499686E-2,3.037374914E-1,2.763750032E-2
7.411176173E1,1.777874976E-1,1.143999994E-1,7.287500054E-2
7.411420534E1,2.070749998E-1,4.839999974E-2,4.963750020E-2
7.411664881E1,2.718375027E-1,2.694999874E-1,8.112499490E-3
7.411909243E1,3.073124886E-1,2.842124999E-1,9.349999949E-3
7.412153582E1,2.070749998E-1,3.258749843E-2,1.168750040E-2
7.412397951E1,1.252624989E-1,-1.299374998E-1,-1.649999991E-3
7.412642297E1,4.468749836E-2,5.458749831E-2,-3.341250122E-2
7.412886636E1,6.421250105E-2,2.109249979E-1,-9.074999951E-3
7.413130996E1,-4.207500070E-2,-2.612499893E-2,6.297499686E-2
7.413375342E1,-1.154999994E-2,8.511249721E-2,4.839999974E-2
7.413619703E1,-4.083750024E-2,1.143999994E-1,2.763750032E-2
7.413864050E1,-4.936249927E-2,1.094499975E-1,3.011249937E-2
7.414108411E1,-9.831249714E-2,-6.641250104E-2,1.416249946E-2
7.414352751E1,-1.031249985E-1,1.046374962E-1,-9.074999951E-3
7.414597120E1,-1.165999994E-1,3.342624903E-1,2.392499894E-2
7.414841466E1,-7.631249726E-2,3.110249937E-1,7.287500054E-2
7.415085827E1,-9.074999951E-3,1.302125007E-1,9.597499669E-2
7.415330166E1,2.392499894E-2,1.204499975E-1,8.387500048E-2
7.415574512E1,5.073750019E-2,2.707374990E-1,6.421250105E-2
7.415818873E1,9.597499669E-2,2.279749960E-1,3.739999980E-2
7.416063219E1,4.468749836E-2,8.249999955E-4,-1.759999990E-2
7.416307581E1,-2.131249942E-2,5.087500066E-2,-8.359999955E-2
7.416551927E1,-5.678749830E-2,2.146375030E-1,-9.212499857E-2
7.416796266E1,-1.649999991E-2,3.037374914E-1,-6.517499685E-2
7.417040634E1,2.392499894E-2,1.083500013E-1,8.112499490E-3
7.417284973E1,2.626249939E-2,4.399999976E-3,2.144999988E-2
7.417529334E1,7.878749818E-2,2.182125002E-1,1.044999994E-2
7.417773682E1,5.197500065E-2,1.864500046E-1,1.924999990E-3
7.418018044E1,3.726249933E-2,5.335000157E-2,-3.959999979E-2
7.418262382E1,1.897500083E-2,1.669249982E-1,-5.788749829E-2
7.418506751E1,4.221250117E-2,3.880249858E-1,-3.712499887E-2
7.418751098E1,1.142624989E-1,4.064500034E-1,-6.599999964E-3
7.418995458E1,1.484999955E-1,1.339250058E-1,3.011249937E-2
7.419239796E1,1.827374995E-1,1.644500047E-1,1.663750038E-2
7.419484142E1,2.083124965E-1,3.099249899E-1,-9.074999951E-3
7.419728504E1,2.450249940E-1,2.439250052E-1,-1.031249948E-2
7.419972850E1,2.193125039E-1,4.716249928E-2,-3.959999979E-2
7.420217209E1,1.655499935E-1,2.639999986E-2,-8.607500046E-2
7.420461555E1,1.680250019E-1,1.339250058E-1,-1.165999994E-1
7.420705893E1,1.863124967E-1,1.363999993E-1,-8.607500046E-2
7.420950262E1,1.680250019E-1,-6.764999777E-2,-4.124999978E-3
7.421194601E1,1.692624986E-1,-1.214125007E-1,2.763750032E-2
7.421438963E1,2.047374994E-1,3.382499889E-2,3.863750026E-2
7.421683309E1,9.721250087E-2,-1.164624989E-1,7.287500054E-2
7.421927671E1,1.168750040E-2,-2.142249942E-1,4.221250117E-2
7.422172017E1,-5.678749830E-2,3.492499888E-2,-1.636249945E-2
7.422416378E1,-1.215500012E-1,2.891624868E-1,-5.362499971E-3
7.422660725E1,-1.825999916E-1,2.952125072E-1,1.911249943E-2
7.422905063E1,-2.974124849E-1,1.071124971E-1,9.349999949E-3
7.423149425E1,-3.914625049E-1,2.451625019E-1,-6.599999964E-3
7.423393771E1,-3.364624977E-1,4.332624972E-1,-9.074999951E-3
7.423638140E1,-2.705999911E-1,3.612124920E-1,2.268750034E-2
7.423882478E1,-2.338874936E-1,1.291124970E-1,1.539999992E-2
7.424126840E1,-1.728374958E-1,1.791625023E-1,-3.464999795E-2
7.424371186E1,-3.478749841E-2,1.779250056E-1,-5.059999973E-2
7.424615547E1,7.521250099E-2,-5.788749829E-2,-7.012499869E-2
7.424859894E1,5.568749830E-2,-9.941250086E-2,-1.141249985E-1
7.425104254E1,5.499999970E-3,9.721250087E-2,-1.727000028E-1
7.425348593E1,1.526249945E-2,2.781625092E-1,-1.886499971E-1
7.425592939E1,5.321250111E-2,2.879250050E-1,-1.776500046E-1
7.425837300E1,5.444999784E-2,2.121624947E-1,-1.556500047E-1
7.426081647E1,9.597499669E-2,2.927374840E-1,-1.703625023E-1
7.426326008E1,2.475000024E-1,3.207874894E-1,-2.094125003E-1
7.426570354E1,3.353624940E-1,1.717374921E-1,-2.044624984E-1
7.426814715E1,3.378374875E-1,1.827374995E-1,-1.311749965E-1
7.427059054E1,2.963125110E-1,6.311249733E-2,-1.238875017E-1
7.427303400E1,3.158375025E-1,2.243999988E-1,-1.691250056E-1
7.427547761E1,2.853125036E-1,2.096875012E-1,-1.556500047E-1
7.427792108E1,8.126249909E-2,-1.226499975E-1,-1.275999993E-1
7.428036469E1,5.321250111E-2,-6.764999777E-2,-1.544124931E-1
7.428280816E1,-9.102500230E-2,1.009249985E-1,-1.836999953E-1
7.428525175E1,-1.373624951E-1,2.279749960E-1,-1.691250056E-1
7.428769522E1,-1.385999918E-1,1.094499975E-1,-1.128875017E-1
7.429013883E1,-1.128875017E-1,1.168750003E-1,-6.517499685E-2
7.429258222E1,-7.136250287E-2,2.194499969E-1,-3.231250122E-2
7.429502568E1,-1.759999990E-2,1.706375033E-1,-9.074999951E-3
7.429746929E1,1.416249946E-2,-1.361249983E-1,-7.837500423E-3
7.429991275E1,4.949999973E-2,-3.217500076E-2,-5.059999973E-2
7.430235637E1,7.397499681E-2,1.742125005E-1,-6.764999777E-2
7.430479983E1,6.902500242E-2,1.816374958E-1,-4.564999789E-2
7.430724344E1,4.826249927E-2,4.235000163E-2,-3.588749841E-2
7.430968681E1,6.544999778E-2,8.992499858E-2,-5.788749829E-2
7.431213050E1,7.273750007E-2,2.414499968E-1,-6.036249921E-2
7.431457397E1,8.497499675E-2,1.974499971E-1,-5.307500064E-2
7.431701735E1,7.878749818E-2,-1.993750036E-2,-5.307500064E-2
7.431946096E1,3.616249934E-2,-5.912499875E-2,-8.483749628E-2
7.432190447E1,2.392499894E-2,9.844999760E-2,-9.088750184E-2
7.432434808E1,3.121249937E-2,1.694000065E-1,-5.912499875E-2
7.432679154E1,2.626249939E-2,8.992499858E-2,-2.859999985E-2
7.432923516E1,-3.231250122E-2,7.163749635E-2,-4.441250116E-2
7.433167854E1,-8.731249720E-2,2.989250124E-1,-7.383749634E-2
7.433412201E1,-8.607500046E-2,5.565999746E-1,-9.459999949E-2
7.433656562E1,-4.331250116E-2,3.855499923E-1,-8.841250092E-2
7.433900909E1,-7.878749818E-2,1.314499974E-1,-1.263625026E-1
