"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.022733622E0,-8.625000000E0,1.265625095E1,-3.534375000E1
1.042734379E0,-7.612500191E0,1.175625038E1,-3.558750153E1
1.062741954E0,-6.881250381E0,1.074375057E1,-3.571875000E1
1.082732818E0,-6.243750095E0,9.468750000E0,-3.626250076E1
1.102732895E0,-4.631250381E0,8.568750381E0,-3.693750000E1
1.122729177E0,-3.206250191E0,6.993750095E0,-3.616875076E1
1.142745378E0,-3.356250048E0,5.850000381E0,-3.690000153E1
1.162742585E0,-2.475000143E0,3.768750191E0,-3.735000229E1
1.182735845E0,-2.193750143E0,1.781250119E0,-3.757500076E1
1.202737674E0,-2.062500000E0,-1.500000000E0,-3.729375076E1
1.222735353E0,-2.062500000E0,-3.712500095E0,-3.658125305E1
1.242728262E0,-1.256250024E0,-7.275000095E0,-3.549375153E1
1.262720295E0,-5.625000000E-1,-9.768750191E0,-3.541875076E1
1.282721320E0,3.562500179E-1,-1.365000057E1,-3.403125000E1
1.302718714E0,5.437500477E-1,-1.603125000E1,-3.228750229E1
1.322724199E0,-3.937500119E-1,-1.940625000E1,-3.165000153E1
1.342724646E0,-3.375000060E-1,-2.145000076E1,-2.896875191E1
1.362732692E0,-3.000000119E-1,-2.255625153E1,-2.855625153E1
1.382713759E0,-3.187500238E-1,-2.437500191E1,-2.816250038E1
1.402715604E0,-1.200000048E0,-2.446875191E1,-2.771250153E1
1.422724782E0,-1.856250048E0,-2.505000114E1,-2.739375114E1
1.442727811E0,-2.831250191E0,-2.499375153E1,-2.788125038E1
1.462771491E0,-3.843750238E0,-2.398125076E1,-2.763750076E1
1.482767102E0,-3.862500191E0,-2.313750076E1,-2.866875076E1
1.502758033E0,-3.337500095E0,-2.137500000E1,-3.022500038E1
1.522746036E0,-3.750000238E0,-2.081250000E1,-3.114375114E1
1.542743378E0,-4.200000286E0,-1.901250076E1,-3.142500114E1
1.562736046E0,-4.031250000E0,-1.846875000E1,-3.226875305E1
1.582727984E0,-4.312500000E0,-1.621875000E1,-3.316875076E1
1.602740305E0,-4.406250000E0,-1.565625095E1,-3.451875305E1
1.622734913E0,-5.231250286E0,-1.438125038E1,-3.562500000E1
1.642726645E0,-5.081250191E0,-1.278750038E1,-3.738750076E1
1.662727818E0,-6.600000381E0,-1.153125000E1,-3.796875000E1
1.682736250E0,-7.462500095E0,-1.132500076E1,-3.907500076E1
1.702739270E0,-8.137500763E0,-1.207500076E1,-3.791250229E1
1.722737032E0,-7.856250286E0,-1.400625038E1,-3.721875000E1
1.742731122E0,-9.375000000E0,-1.518750095E1,-3.633750153E1
1.762733720E0,-9.918750763E0,-1.629375076E1,-3.601875305E1
1.782730615E0,-1.048125076E1,-1.743750000E1,-3.466875076E1
1.802725757E0,-1.065000057E1,-1.800000000E1,-3.498750305E1
1.822729217E0,-1.055625057E1,-1.785000038E1,-3.446250153E1
1.842727869E0,-1.087500000E1,-1.756875038E1,-3.373125076E1
1.862722735E0,-1.085625076E1,-1.550625038E1,-3.360000229E1
1.882726425E0,-1.170000076E1,-1.385625076E1,-3.429375076E1
1.902725629E0,-1.196250057E1,-9.356250763E0,-3.654375076E1
1.922699577E0,-1.256250095E1,-8.812500000E0,-3.714375305E1
1.942707766E0,-1.200000000E1,-8.475000381E0,-3.643125153E1
1.962710843E0,-1.151250076E1,-8.587500572E0,-3.633750153E1
1.982721171E0,-1.160625076E1,-8.625000000E0,-3.581250000E1
2.002770530E0,-1.038750076E1,-7.631250381E0,-3.658125305E1
2.022759032E0,-9.768750191E0,-6.206250191E0,-3.585000229E1
2.042755672E0,-9.393750191E0,-6.018750191E0,-3.566250229E1
2.062748023E0,-8.643750191E0,-7.743750095E0,-3.371250153E1
2.082737492E0,-7.650000095E0,-8.531250000E0,-3.416250229E1
2.102735732E0,-5.868750095E0,-9.318750381E0,-3.371250153E1
2.122731766E0,-5.231250286E0,-1.080000019E1,-3.217500305E1
2.142681140E0,-6.187500477E0,-1.100625038E1,-3.350625229E1
2.162692883E0,-6.168750286E0,-1.132500076E1,-3.309375000E1
2.182699367E0,-6.543750286E0,-1.170000076E1,-3.307500076E1
2.202712702E0,-6.525000095E0,-1.196250057E1,-3.380625153E1
2.222730934E0,-6.150000095E0,-1.201875019E1,-3.288750076E1
2.242729618E0,-6.618750095E0,-1.224375057E1,-3.245625305E1
2.262735248E0,-6.131250381E0,-1.220625019E1,-3.309375000E1
2.282734994E0,-5.625000000E0,-1.293750095E1,-3.281250000E1
2.302730402E0,-5.606250286E0,-1.357500076E1,-3.196875191E1
2.322732524E0,-5.156250000E0,-1.477500057E1,-3.200625229E1
2.342731377E0,-5.156250000E0,-1.520625019E1,-3.159375191E1
2.362725974E0,-3.225000143E0,-1.426875019E1,-3.339375305E1
2.382728892E0,-1.987500072E0,-1.282500076E1,-3.498750305E1
2.402727134E0,-3.562500179E-1,-1.203750038E1,-3.586875153E1
2.422721892E0,3.750000149E-2,-1.196250057E1,-3.721875000E1
2.442714064E0,7.312500477E-1,-1.179375076E1,-3.900000000E1
2.462693938E0,2.287500143E0,-1.149375057E1,-3.978750229E1
2.482707346E0,5.381250381E0,-1.121250057E1,-3.956250000E1
2.502714322E0,6.768750191E0,-1.170000076E1,-3.856875229E1
2.522716021E0,8.156250000E0,-1.306875038E1,-3.622500229E1
2.542758406E0,8.756250381E0,-1.411875057E1,-3.375000000E1
2.562753270E0,9.243750572E0,-1.393125057E1,-3.376875305E1
2.582743726E0,9.000000000E0,-1.291875076E1,-3.427500153E1
2.602742725E0,8.418750763E0,-1.057500076E1,-3.485625076E1
2.622737514E0,7.856250286E0,-8.531250000E0,-3.586875153E1
2.642729007E0,7.518750191E0,-5.043750286E0,-3.603750229E1
2.662718883E0,7.293750286E0,-4.012500286E0,-3.665625000E1
2.682729603E0,6.937500477E0,-2.456250191E0,-3.766875076E1
2.702734126E0,6.993750095E0,-1.462500095E0,-3.776250076E1
2.722733760E0,6.993750095E0,-1.312500000E0,-3.682500076E1
2.742729198E0,7.181250095E0,-1.387500048E0,-3.725625229E1
2.762733102E0,8.193750381E0,-2.456250191E0,-3.656250000E1
2.782732081E0,9.956250191E0,-2.475000143E0,-3.712500000E1
2.802727062E0,1.151250076E1,-2.568750143E0,-3.624375153E1
2.822730160E0,1.351875019E1,-1.762500048E0,-3.588750076E1
2.842728710E0,1.603125000E1,1.612500072E0,-3.738750076E1
2.862723386E0,1.655625153E1,3.000000000E0,-3.770625305E1
2.882715825E0,1.766250038E1,1.800000072E0,-3.639375305E1
2.902716930E0,1.820625114E1,7.500000298E-2,-3.435000229E1
2.922714199E0,2.051250076E1,-2.962500095E0,-2.923125076E1
2.942719596E0,2.068125153E1,-4.912500381E0,-2.821875191E1
2.962720199E0,2.182500076E1,-7.425000191E0,-2.452500153E1
2.982727985E0,2.233125114E1,-8.287500381E0,-2.383125114E1
3.002708823E0,2.178750038E1,-9.300000191E0,-2.298750114E1
3.022710672E0,2.169375038E1,-9.375000000E0,-2.340000153E1
3.042719765E0,2.143125153E1,-1.021875000E1,-2.246250153E1
3.062722905E0,2.079375076E1,-1.130625057E1,-2.214375114E1
3.082766703E0,2.118750000E1,-1.155000019E1,-2.131875038E1
3.102750912E0,2.103750038E1,-1.280625057E1,-2.193750000E1
3.122744333E0,2.146875000E1,-1.378125095E1,-2.083125114E1
3.142734782E0,2.073750114E1,-1.515000057E1,-2.070000076E1
3.162734077E0,2.161875153E1,-1.509375095E1,-2.032500076E1
3.182729135E0,2.137500000E1,-1.406250095E1,-2.083125114E1
3.202733475E0,2.178750038E1,-1.443750095E1,-2.156250000E1
3.222743923E0,2.216250038E1,-1.408125019E1,-2.105625153E1
3.242736525E0,2.244375038E1,-1.368750095E1,-2.126250076E1
3.262737831E0,2.244375038E1,-1.355625057E1,-2.178750038E1
3.282734704E0,2.242500114E1,-1.338750076E1,-2.116875076E1
3.302739532E0,2.321250153E1,-1.363125038E1,-2.066250038E1
3.322728206E0,2.293125153E1,-1.402500057E1,-2.055000114E1
3.342726450E0,2.244375038E1,-1.411875057E1,-2.043750000E1
3.362721167E0,2.255625153E1,-1.419375038E1,-2.096250153E1
3.382724699E0,2.216250038E1,-1.440000057E1,-2.053125000E1
3.402722694E0,2.195625114E1,-1.402500057E1,-2.032500076E1
3.422718449E0,2.274375153E1,-1.402500057E1,-2.066250038E1
3.442722316E0,2.253750038E1,-1.380000019E1,-2.105625153E1
3.462721472E0,2.283750153E1,-1.411875057E1,-2.066250038E1
3.482728186E0,2.235000038E1,-1.410000038E1,-2.085000038E1
3.502729535E0,2.265000153E1,-1.423125076E1,-2.034375000E1
3.522737873E0,2.244375038E1,-1.421250057E1,-2.055000114E1
3.542707715E0,2.313750076E1,-1.432500076E1,-2.077500153E1
3.562712203E0,2.293125153E1,-1.423125076E1,-2.055000114E1
3.582712275E0,2.255625153E1,-1.441875076E1,-2.064375114E1
3.602719788E0,2.257500076E1,-1.449375057E1,-2.096250153E1
3.622755933E0,2.272500038E1,-1.370625019E1,-2.085000038E1
3.642746211E0,2.283750153E1,-1.391250038E1,-2.096250153E1
3.662744310E0,2.266875076E1,-1.458750057E1,-2.096250153E1
3.682738386E0,2.304375076E1,-1.417500019E1,-2.169375038E1
3.702740376E0,2.235000038E1,-1.376250076E1,-2.146875000E1
3.722736350E0,2.244375038E1,-1.389375019E1,-2.096250153E1
3.742741970E0,2.214375114E1,-1.389375019E1,-2.094375038E1
3.762741976E0,2.263125038E1,-1.368750095E1,-2.116875076E1
3.782737810E0,2.253750038E1,-1.380000019E1,-2.105625153E1
3.802730322E0,2.244375038E1,-1.380000019E1,-2.085000038E1
3.822731803E0,2.263125038E1,-1.391250038E1,-2.064375114E1
3.842740701E0,2.255625153E1,-1.410000038E1,-2.105625153E1
3.862743701E0,2.276250076E1,-1.456875038E1,-2.148750114E1
3.882741446E0,2.253750038E1,-1.389375019E1,-2.105625153E1
3.902735526E0,2.291250038E1,-1.361250019E1,-2.107500076E1
3.922726866E0,2.242500114E1,-1.350000095E1,-2.094375038E1
3.942726495E0,2.233125114E1,-1.368750095E1,-2.115000153E1
3.962723681E0,2.206875038E1,-1.425000095E1,-2.146875000E1
3.982728584E0,2.253750038E1,-1.398750019E1,-2.116875076E1
4.002728720E0,2.236875153E1,-1.447500038E1,-2.126250076E1
4.022725028E0,2.236875153E1,-1.417500019E1,-2.116875076E1
4.042729159E0,2.223750114E1,-1.378125095E1,-2.094375038E1
4.062728802E0,2.244375038E1,-1.400625038E1,-2.085000038E1
4.082703350E0,2.244375038E1,-1.387500095E1,-2.146875000E1
4.102711826E0,2.225625038E1,-1.376250076E1,-2.135625076E1
4.122715132E0,2.340000153E1,-1.387500095E1,-2.004375076E1
4.142714124E0,2.244375038E1,-1.378125095E1,-2.137500000E1
4.162754732E0,2.253750038E1,-1.366875076E1,-2.146875000E1
4.182748176E0,2.235000038E1,-1.378125095E1,-2.105625153E1
4.202748979E0,2.265000153E1,-1.398750019E1,-2.128125000E1
4.222744926E0,2.295000076E1,-1.428750038E1,-2.139375114E1
4.242737401E0,2.274375153E1,-1.389375019E1,-2.116875076E1
4.262737098E0,2.244375038E1,-1.408125019E1,-2.116875076E1
4.282734472E0,2.242500114E1,-1.357500076E1,-2.126250076E1
4.302739386E0,2.281875038E1,-1.370625019E1,-2.096250153E1
4.322739157E0,2.302500153E1,-1.389375019E1,-2.139375114E1
4.342734797E0,2.293125153E1,-1.378125095E1,-2.160000038E1
4.362727475E0,2.272500038E1,-1.361250019E1,-2.096250153E1
4.382729401E0,2.283750153E1,-1.408125019E1,-2.148750114E1
4.402738283E0,2.244375038E1,-1.396875095E1,-2.137500000E1
4.422729528E0,2.302500153E1,-1.380000019E1,-2.128125000E1
4.442729930E0,2.244375038E1,-1.391250038E1,-2.075625038E1
4.462726270E0,2.253750038E1,-1.391250038E1,-2.075625038E1
4.482730610E0,2.263125038E1,-1.378125095E1,-2.148750114E1
4.502730651E0,2.274375153E1,-1.396875095E1,-2.158125114E1
4.522726359E0,2.242500114E1,-1.350000095E1,-2.094375038E1
4.542730134E0,2.295000076E1,-1.408125019E1,-2.160000038E1
4.562729183E0,2.272500038E1,-1.368750095E1,-2.137500000E1
4.582724373E0,2.283750153E1,-1.385625076E1,-2.180625153E1
4.602728205E0,2.283750153E1,-1.393125057E1,-2.066250038E1
4.622694901E0,2.283750153E1,-1.421250057E1,-2.096250153E1
4.642697342E0,2.283750153E1,-1.387500095E1,-2.137500000E1
4.662707363E0,2.293125153E1,-1.410000038E1,-2.098125076E1
4.682711748E0,2.281875038E1,-1.359375095E1,-2.107500076E1
4.702756600E0,2.283750153E1,-1.366875076E1,-2.169375038E1
4.722753652E0,2.283750153E1,-1.389375019E1,-2.128125000E1
4.742745656E0,2.253750038E1,-1.380000019E1,-2.096250153E1
4.762745669E0,2.274375153E1,-1.391250038E1,-2.096250153E1
4.782741132E0,2.265000153E1,-1.413750076E1,-2.043750000E1
4.802731722E0,2.265000153E1,-1.396875095E1,-2.148750114E1
4.822733447E0,2.302500153E1,-1.391250038E1,-2.086875153E1
4.842730498E0,2.351250076E1,-1.350000095E1,-2.160000038E1
4.862724339E0,2.356875038E1,-1.308750057E1,-2.025000000E1
4.882726774E0,2.520000076E1,-1.258125019E1,-1.946250153E1
4.902724855E0,2.566875076E1,-1.230000019E1,-1.957500076E1
4.922731267E0,2.643750191E1,-1.192500019E1,-1.938750076E1
4.942732371E0,2.688750076E1,-1.126875019E1,-1.920000076E1
4.962728688E0,2.786250114E1,-1.119375038E1,-1.901250076E1
4.982732998E0,2.743125153E1,-1.063125038E1,-1.828125000E1
5.002732311E0,2.703750038E1,-1.033125019E1,-1.815000153E1
5.022726426E0,2.771250153E1,-1.036875057E1,-1.786875153E1
5.042730740E0,2.731875038E1,-1.016250038E1,-1.785000038E1
5.062729745E0,2.771250153E1,-9.937500000E0,-1.869375038E1
5.082725114E0,2.760000038E1,-1.006875038E1,-1.796250153E1
5.102728488E0,2.741250038E1,-1.005000019E1,-1.816875076E1
5.122727248E0,2.790000153E1,-1.018125057E1,-1.798125076E1
5.142733915E0,2.735625076E1,-1.089375019E1,-1.890000153E1
5.162702472E0,2.668125153E1,-1.074375057E1,-1.938750076E1
5.182706194E0,2.632500076E1,-1.166250038E1,-1.886250114E1
5.202717206E0,2.630625153E1,-1.156875038E1,-1.876875114E1
5.222722073E0,2.593125153E1,-1.162500000E1,-1.918125153E1
5.242755867E0,2.671875191E1,-1.205625057E1,-1.899375153E1
5.262755019E0,2.660625076E1,-1.155000019E1,-1.920000076E1
5.282749032E0,2.670000076E1,-1.134375000E1,-1.940625000E1
5.302739547E0,2.705625153E1,-1.070625019E1,-1.867500114E1
5.322738983E0,2.698125076E1,-1.095000076E1,-1.940625000E1
5.342733113E0,2.694375038E1,-1.050000000E1,-1.876875114E1
5.362737558E0,2.694375038E1,-1.029375076E1,-1.876875114E1
5.382736654E0,2.771250153E1,-9.937500000E0,-1.858125114E1
5.402731873E0,2.741250038E1,-9.731250763E0,-1.858125114E1
5.422724143E0,2.769375038E1,-9.750000000E0,-1.828125000E1
5.442725516E0,2.754375076E1,-1.061250019E1,-1.890000153E1
5.462723374E0,2.733750153E1,-1.033125019E1,-1.837500000E1
5.482729113E0,2.763750076E1,-1.042500019E1,-1.869375038E1
5.502729466E0,2.750625038E1,-9.937500000E0,-1.837500000E1
5.522725521E0,2.722500038E1,-1.010625076E1,-1.888125038E1
5.542729542E0,2.675625038E1,-1.029375076E1,-1.867500114E1
5.562727758E0,2.715000153E1,-1.036875057E1,-1.951875114E1
5.582723911E0,2.686875153E1,-1.080000019E1,-1.867500114E1
5.602727911E0,2.745000076E1,-1.066875076E1,-1.942500114E1
5.622726998E0,2.724375153E1,-1.027500057E1,-1.931250000E1
5.642722007E0,2.707500076E1,-1.098750019E1,-1.888125038E1
5.662725465E0,2.716875076E1,-1.089375019E1,-1.899375153E1
5.682724517E0,2.688750076E1,-1.113750076E1,-1.950000000E1
5.702698552E0,2.707500076E1,-1.076250076E1,-1.929375076E1
5.722707090E0,2.707500076E1,-1.087500000E1,-1.908750153E1
5.742710170E0,2.726250076E1,-1.076250076E1,-1.931250000E1
5.762720260E0,2.707500076E1,-1.072500038E1,-1.993125153E1
5.782758068E0,2.707500076E1,-1.108125019E1,-1.910625076E1
5.802749161E0,2.685000038E1,-1.059375000E1,-1.867500114E1
5.822748045E0,2.679375076E1,-1.104375076E1,-1.940625000E1
5.842742514E0,2.703750038E1,-1.018125057E1,-1.920000076E1
5.862733709E0,2.707500076E1,-1.072500038E1,-1.993125153E1
5.882732395E0,2.773125076E1,-1.020000076E1,-1.931250000E1
5.902729171E0,2.696250153E1,-1.076250076E1,-1.920000076E1
5.922734037E0,2.775000191E1,-1.053750038E1,-2.004375076E1
5.942733762E0,2.745000076E1,-1.048125076E1,-1.931250000E1
5.962729253E0,2.735625076E1,-1.057500076E1,-1.931250000E1
5.982733152E0,2.703750038E1,-1.029375076E1,-1.888125038E1
6.002732487E0,2.724375153E1,-1.048125076E1,-1.920000076E1
6.022728015E0,2.688750076E1,-1.113750076E1,-1.950000000E1
6.042731219E0,2.641875076E1,-1.141875076E1,-1.950000000E1
6.062729894E0,2.557500076E1,-1.207500076E1,-1.989375114E1
6.082724856E0,2.452500153E1,-1.295625019E1,-1.955625153E1
6.102727064E0,2.386875153E1,-1.308750057E1,-2.026875114E1
6.122726419E0,2.431875038E1,-1.248750019E1,-1.903125000E1
6.142721570E0,2.396250153E1,-1.284375095E1,-2.109375000E1
6.162725223E0,2.426250076E1,-1.316250038E1,-2.079375076E1
6.182724278E0,2.375625038E1,-1.275000095E1,-2.098125076E1
6.202730605E0,2.375625038E1,-1.286250019E1,-2.077500153E1
6.222731791E0,2.396250153E1,-1.306875038E1,-2.079375076E1
6.242696154E0,2.424375153E1,-1.288125038E1,-2.068125153E1
6.262707965E0,2.377500153E1,-1.280625057E1,-2.150625038E1
6.282713769E0,2.364375114E1,-1.248750019E1,-2.036250114E1
6.302714607E0,2.385000038E1,-1.286250019E1,-2.068125153E1
6.322756668E0,2.424375153E1,-1.297500038E1,-2.079375076E1
6.342751390E0,2.394375038E1,-1.267500019E1,-2.068125153E1
6.362741706E0,2.364375114E1,-1.260000038E1,-2.015625000E1
6.382740813E0,2.424375153E1,-1.276875019E1,-2.090625000E1
6.402735724E0,2.394375038E1,-1.265625095E1,-2.077500153E1
6.422725984E0,2.403750038E1,-1.258125019E1,-2.047500038E1
6.442727699E0,2.403750038E1,-1.260000038E1,-2.026875114E1
6.462735891E0,2.356875038E1,-1.316250038E1,-2.068125153E1
6.482738185E0,2.377500153E1,-1.303125095E1,-2.109375000E1
6.502736147E0,2.355000114E1,-1.246875095E1,-2.036250114E1
6.522730215E0,2.326875114E1,-1.275000095E1,-2.055000114E1
6.542733194E0,2.356875038E1,-1.305000019E1,-2.077500153E1
6.562731451E0,2.394375038E1,-1.276875019E1,-2.068125153E1
6.582725656E0,2.356875038E1,-1.286250019E1,-2.056875038E1
6.602728784E0,2.326875114E1,-1.275000095E1,-2.055000114E1
6.622727106E0,2.347500038E1,-1.295625019E1,-2.056875038E1
6.642721007E0,2.385000038E1,-1.256250095E1,-2.068125153E1
6.662724694E0,2.315625000E1,-1.265625095E1,-2.055000114E1
6.682723402E0,2.326875114E1,-1.297500038E1,-2.013750076E1
6.702718517E0,2.298750114E1,-1.282500076E1,-2.096250153E1
6.722722015E0,2.340000153E1,-1.342500019E1,-2.098125076E1
6.742720857E0,2.308125114E1,-1.314375019E1,-2.055000114E1
6.762727741E0,2.311875153E1,-1.363125038E1,-2.066250038E1
6.782696422E0,2.272500038E1,-1.361250019E1,-2.075625038E1
6.802700566E0,2.270625114E1,-1.353750038E1,-2.043750000E1
6.822712060E0,2.191875076E1,-1.312500095E1,-2.041875076E1
6.842717096E0,2.184375000E1,-1.363125038E1,-1.989375114E1
6.862751089E0,2.137500000E1,-1.389375019E1,-2.051250076E1
6.882750657E0,2.146875000E1,-1.398750019E1,-2.051250076E1
6.902744696E0,2.041875076E1,-1.436250019E1,-2.026875114E1
6.922735377E0,2.021250153E1,-1.438125038E1,-1.985625076E1
6.942734750E0,1.955625153E1,-1.486875057E1,-1.963125038E1
6.962729959E0,1.976250076E1,-1.520625019E1,-2.077500153E1
6.982733934E0,1.959375000E1,-1.550625038E1,-2.056875038E1
7.002732714E0,1.959375000E1,-1.593750095E1,-2.015625000E1
7.022727575E0,1.873125076E1,-1.616250038E1,-2.096250153E1
7.042730839E0,1.963125038E1,-1.627500153E1,-2.100000000E1
7.062729423E0,1.888125038E1,-1.693125153E1,-2.128125000E1
7.082724685E0,1.888125038E1,-1.702500153E1,-2.150625038E1
7.102728204E0,1.850625038E1,-1.740000153E1,-2.160000038E1
7.122726767E0,1.899375153E1,-1.741875076E1,-2.139375114E1
7.142721622E0,1.899375153E1,-1.721250153E1,-2.171250153E1
7.162725130E0,1.871250153E1,-1.756875038E1,-2.212500000E1
7.182723824E0,1.852500153E1,-1.777500153E1,-2.212500000E1
7.202719225E0,1.921875000E1,-1.805625153E1,-2.255625153E1
7.222722583E0,1.891875076E1,-1.755000114E1,-2.253750038E1
7.242721429E0,1.914375114E1,-1.813125038E1,-2.306250000E1
7.262727756E0,1.912500000E1,-1.783125114E1,-2.296875000E1
7.282728779E0,1.923750114E1,-1.811250114E1,-2.328750038E1
7.302725713E0,1.910625076E1,-1.766250038E1,-2.265000153E1
7.322697515E0,1.884375000E1,-1.781250000E1,-2.338125038E1
7.342704355E0,1.876875114E1,-1.841250038E1,-2.317500114E1
7.362706570E0,1.914375114E1,-1.807500076E1,-2.400000000E1
7.382715745E0,1.933125114E1,-1.790625000E1,-2.349375153E1
7.402752957E0,1.895625114E1,-1.794375038E1,-2.441250038E1
7.422755067E0,1.886250114E1,-1.830000114E1,-2.338125038E1
7.442751128E0,1.867500114E1,-1.813125038E1,-2.461875153E1
7.462743174E0,1.826250076E1,-1.805625153E1,-2.377500153E1
7.482743523E0,1.818750000E1,-1.839375114E1,-2.480625153E1
7.502738066E0,1.758750153E1,-1.779375076E1,-2.458125114E1
7.522731369E0,1.751250076E1,-1.816875076E1,-2.499375153E1
7.542733177E0,1.751250076E1,-1.815000153E1,-2.531250191E1
7.562730661E0,1.741875076E1,-1.824375153E1,-2.540625191E1
7.582724856E0,1.642500114E1,-1.781250000E1,-2.538750076E1
7.602727799E0,1.663125038E1,-1.807500076E1,-2.621250153E1
7.622726575E0,1.621875000E1,-1.770000076E1,-2.557500076E1
7.642733831E0,1.584375095E1,-1.794375038E1,-2.630625153E1
7.662734154E0,1.543125057E1,-1.732500076E1,-2.628750038E1
7.682730174E0,1.565625095E1,-1.790625000E1,-2.670000076E1
7.702734226E0,1.456875038E1,-1.758750153E1,-2.647500038E1
7.722732465E0,1.516875076E1,-1.768125153E1,-2.690625191E1
7.742728286E0,1.468125057E1,-1.756875038E1,-2.698125076E1
7.762732040E0,1.419375038E1,-1.788750076E1,-2.636250114E1
7.782730799E0,1.400625038E1,-1.775625038E1,-2.675625038E1
7.802726025E0,1.380000019E1,-1.764375114E1,-2.696250153E1
7.822729382E0,1.381875038E1,-1.770000076E1,-2.778750038E1
7.842728832E0,1.381875038E1,-1.766250038E1,-2.821875191E1
7.862702536E0,1.333125019E1,-1.768125153E1,-2.778750038E1
7.882710772E0,1.273125076E1,-1.736250114E1,-2.765625191E1
7.902713923E0,1.273125076E1,-1.745625114E1,-2.776875114E1
7.922712644E0,1.245000076E1,-1.775625038E1,-2.775000191E1
7.942752932E0,1.271250057E1,-1.706250000E1,-2.775000191E1
7.962746640E0,1.215000057E1,-1.719375038E1,-2.878125191E1
7.982747482E0,1.226250076E1,-1.781250000E1,-2.816250038E1
8.002743380E0,1.175625038E1,-1.741875076E1,-2.814375114E1
8.022735658E0,1.138125038E1,-1.756875038E1,-2.865000153E1
8.042735344E0,1.136250019E1,-1.740000153E1,-2.823750114E1
8.062732643E0,1.126875019E1,-1.725000000E1,-2.896875191E1
8.082726376E0,1.087500000E1,-1.691250038E1,-2.956875038E1
8.102728807E0,1.068750000E1,-1.725000000E1,-2.853750038E1
8.122726869E0,1.038750076E1,-1.698750114E1,-2.945625114E1
